,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,11,9,19,82,9,83,11:0:0,2019/03/01
aquitaine,15,12,14,83,9.125,80,11:8:0,2019/03/01
ardeche,14,10,19,68,10,13,11:8:0,2019/03/01
auvergne,12,9,19,68,10,20,11:7:0,2019/03/01
bourgogne,10,9,26,80,9.875,81,11:3:0,2019/03/01
bretagne,14,7,13,91,8.75,40,11:1:0,2019/03/01
centre,12,9,22,86,9.875,86,11:2:0,2019/03/01
champagne-ardenne,9,7,23,89,8.375,84,10:59:0,2019/03/01
corse,16,13,12,67,10,11,11:14:0,2019/03/01
franche-comte,9,7,23,94,8.5,96,11:3:0,2019/03/01
ile-de-re,12,10,17,89,10,47,11:5:0,2019/03/01
ile-de-france,12,10,18,79,9,89,10:59:0,2019/03/01
languedoc-roussillon,17,12,30,62,10,9,11:11:0,2019/03/01
limousin,10,8,10,92,5.75,78,11:6:0,2019/03/01
lorraine,10,8,23,89,8.625,91,10:59:0,2019/03/01
midi-pyrenees,13,9,16,87,8,34,11:10:0,2019/03/01
nord-pas-de-calais,10,8,19,85,7.875,94,10:56:0,2019/03/01
normandie,11,10,21,89,9,85,10:59:0,2019/03/01
pays-de-la-loire,14,9,14,91,6.875,57,11:4:0,2019/03/01
picardie,10,8,18,88,9.25,92,10:58:0,2019/03/01
poitou-charentes,12,10,17,89,10,47,11:5:0,2019/03/01
rh-ne-alpes,12,10,16,70,10,59,11:7:0,2019/03/01
provence-alpes-c-te-d-azur,17,14,38,54,10,6,11:11:0,2019/03/01
alsace,11,8,14,79,10,92,11:4:0,2019/03/02
aquitaine,15,12,19,82,5.75,69,11:12:0,2019/03/02
ardeche,14,8,15,69,9.75,34,11:12:0,2019/03/02
auvergne,12,8,21,76,9.125,49,11:9:0,2019/03/02
bourgogne,9,6,17,90,6.375,76,11:7:0,2019/03/02
bretagne,14,9,23,90,9.75,73,11:5:0,2019/03/02
centre,10,9,20,87,7.375,71,11:6:0,2019/03/02
champagne-ardenne,11,6,17,90,8.875,85,11:3:0,2019/03/02
corse,16,13,12,59,10,7,11:17:0,2019/03/02
franche-comte,9,6,18,88,7.625,83,11:7:0,2019/03/02
ile-de-re,12,11,23,89,9.75,64,11:9:0,2019/03/02
ile-de-france,13,9,18,85,8.625,73,11:3:0,2019/03/02
languedoc-roussillon,16,12,35,62,10,7,11:14:0,2019/03/02
limousin,10,8,12,96,6.5,82,11:9:0,2019/03/02
lorraine,9,7,18,87,7,94,11:2:0,2019/03/02
midi-pyrenees,14,10,28,71,9.875,45,11:14:0,2019/03/02
nord-pas-de-calais,11,7,26,88,8,72,11:0:0,2019/03/02
normandie,13,10,26,87,9.25,66,11:2:0,2019/03/02
pays-de-la-loire,13,10,23,89,9.5,57,11:7:0,2019/03/02
picardie,12,8,26,91,8.75,74,11:1:0,2019/03/02
poitou-charentes,12,11,23,87,9.75,64,11:9:0,2019/03/02
rh-ne-alpes,11,8,7,78,9.625,63,11:10:0,2019/03/02
provence-alpes-c-te-d-azur,16,11,33,63,10,11,11:14:0,2019/03/02
alsace,13,9,19,79,10,63,11:7:0,2019/03/03
aquitaine,20,10,15,65,8.625,29,11:14:0,2019/03/03
ardeche,17,10,10,65,10,16,11:14:0,2019/03/03
auvergne,18,9,15,68,10,26,11:12:0,2019/03/03
bourgogne,14,7,24,85,8.625,61,11:10:0,2019/03/03
