,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,26,21,8,57,10,10,15:4:0,2019/08/01
aquitaine,25,18,10,71,9.875,41,14:41:0,2019/08/01
ardeche,27,20,12,52,10,17,14:41:0,2019/08/01
auvergne,23,18,9,67,10,18,14:46:0,2019/08/01
bourgogne,27,19,11,56,10,15,14:56:0,2019/08/01
bretagne,24,18,14,80,7.25,75,15:1:0,2019/08/01
centre,29,21,5,47,10,17,14:59:0,2019/08/01
champagne-ardenne,24,19,8,59,10,29,15:9:0,2019/08/01
corse,30,28,10,44,10,7,14:26:0,2019/08/01
franche-comte,25,19,12,65,10,15,14:56:0,2019/08/01
ile-de-re,21,19,21,72,9.625,39,14:49:0,2019/08/01
ile-de-france,28,22,11,39,10,24,15:5:0,2019/08/01
languedoc-roussillon,28,24,12,49,10,9,14:35:0,2019/08/01
limousin,25,20,6,54,10,38,14:46:0,2019/08/01
lorraine,25,20,4,57,10,17,15:8:0,2019/08/01
midi-pyrenees,27,20,10,58,9.875,46,14:34:0,2019/08/01
nord-pas-de-calais,24,19,16,68,10,28,15:16:0,2019/08/01
normandie,21,18,12,77,8,52,15:9:0,2019/08/01
pays-de-la-loire,27,20,8,70,8,37,14:55:0,2019/08/01
picardie,23,18,14,83,9.875,44,15:14:0,2019/08/01
poitou-charentes,21,19,16,67,9.625,39,14:49:0,2019/08/01
rh-ne-alpes,27,19,9,59,10,25,14:47:0,2019/08/01
provence-alpes-c-te-d-azur,26,25,16,69,10,20,14:33:0,2019/08/01
alsace,25,22,12,58,10,32,15:2:0,2019/08/02
aquitaine,28,22,9,65,10,49,14:39:0,2019/08/02
ardeche,28,23,21,52,10,18,14:38:0,2019/08/02
auvergne,26,20,12,63,10,43,14:44:0,2019/08/02
bourgogne,26,22,13,58,10,28,14:53:0,2019/08/02
bretagne,27,19,16,72,9,11,14:58:0,2019/08/02
centre,27,22,10,54,10,40,14:57:0,2019/08/02
champagne-ardenne,25,20,18,66,9.75,38,15:6:0,2019/08/02
corse,28,26,11,61,10,34,14:24:0,2019/08/02
franche-comte,26,21,9,67,9.875,54,14:53:0,2019/08/02
ile-de-re,22,20,22,75,10,17,14:47:0,2019/08/02
ile-de-france,28,22,14,56,10,46,15:3:0,2019/08/02
languedoc-roussillon,31,26,7,55,10,7,14:33:0,2019/08/02
limousin,27,21,8,61,9.625,25,14:44:0,2019/08/02
lorraine,25,21,20,56,10,36,15:5:0,2019/08/02
midi-pyrenees,28,20,15,72,10,24,14:32:0,2019/08/02
nord-pas-de-calais,23,19,20,71,10,20,15:13:0,2019/08/02
normandie,23,19,13,72,10,6,15:5:0,2019/08/02
pays-de-la-loire,29,22,15,67,10,6,14:52:0,2019/08/02
picardie,24,19,17,79,10,34,15:11:0,2019/08/02
poitou-charentes,22,20,20,75,10,17,14:47:0,2019/08/02
rh-ne-alpes,28,23,13,56,9.75,39,14:45:0,2019/08/02
provence-alpes-c-te-d-azur,29,26,32,52,10,22,14:31:0,2019/08/02
alsace,25,20,10,67,10,49,14:59:0,2019/08/03
aquitaine,32,24,7,63,10,4,14:36:0,2019/08/03
ardeche,28,23,21,53,10,4,14:35:0,2019/08/03
auvergne,27,21,7,66,10,9,14:41:0,2019/08/03
bourgogne,27,21,12,59,10,13,14:51:0,2019/08/03
bretagne,28,20,12,70,10,25,14:55:0,2019/08/03
centre,28,20,10,61,10,19,14:54:0,2019/08/03
champagne-ardenne,22,18,9,79,7.875,60,15:3:0,2019/08/03
corse,28,26,11,60,10,0,14:22:0,2019/08/03
franche-comte,25,20,6,70,10,19,14:50:0,2019/08/03
ile-de-re,24,22,18,66,10,13,14:44:0,2019/08/03
ile-de-france,26,20,11,66,10,19,15:0:0,2019/08/03
languedoc-roussillon,30,27,18,51,10,3,14:30:0,2019/08/03
limousin,30,23,6,57,10,8,14:42:0,2019/08/03
lorraine,25,19,10,70,9,41,15:2:0,2019/08/03
midi-pyrenees,32,26,10,64,10,3,14:30:0,2019/08/03
nord-pas-de-calais,22,18,10,77,7.875,70,15:10:0,2019/08/03
normandie,23,18,13,73,10,25,15:2:0,2019/08/03
pays-de-la-loire,29,22,12,59,10,19,14:50:0,2019/08/03
picardie,22,18,8,82,6.75,68,15:8:0,2019/08/03
poitou-charentes,24,22,14,66,10,13,14:43:0,2019/08/03
rh-ne-alpes,28,22,14,62,10,12,14:42:0,2019/08/03
provence-alpes-c-te-d-azur,30,26,27,48,10,0,14:28:0,2019/08/03
alsace,29,22,4,62,10,14,14:56:0,2019/08/04
aquitaine,29,24,14,60,10,10,14:34:0,2019/08/04
ardeche,31,24,10,50,10,6,14:33:0,2019/08/04
auvergne,30,22,5,64,10,16,14:39:0,2019/08/04
bourgogne,31,22,8,59,10,17,14:48:0,2019/08/04
bretagne,26,20,17,67,10,34,14:53:0,2019/08/04
centre,31,23,8,54,10,33,14:52:0,2019/08/04
champagne-ardenne,27,21,7,67,10,17,15:0:0,2019/08/04
corse,28,26,12,56,10,1,14:19:0,2019/08/04
franche-comte,28,22,4,63,10,13,14:47:0,2019/08/04
ile-de-re,22,20,23,74,10,18,14:41:0,2019/08/04
ile-de-france,32,23,6,54,10,37,14:57:0,2019/08/04
languedoc-roussillon,29,27,22,52,10,5,14:28:0,2019/08/04
limousin,30,24,9,52,10,13,14:39:0,2019/08/04
lorraine,28,21,7,61,10,17,15:0:0,2019/08/04
midi-pyrenees,33,23,12,69,9.875,23,14:28:0,2019/08/04
nord-pas-de-calais,27,20,9,69,9.875,27,15:7:0,2019/08/04
normandie,25,21,14,59,10,32,14:59:0,2019/08/04
pays-de-la-loire,26,22,19,57,9.375,16,14:48:0,2019/08/04
picardie,27,20,12,71,10,27,15:5:0,2019/08/04
poitou-charentes,22,20,23,70,10,18,14:41:0,2019/08/04
rh-ne-alpes,32,25,5,52,10,7,14:39:0,2019/08/04
provence-alpes-c-te-d-azur,30,28,13,47,10,3,14:25:0,2019/08/04
alsace,28,23,15,63,9.875,56,14:53:0,2019/08/05
aquitaine,28,22,9,71,10,28,14:32:0,2019/08/05
ardeche,31,26,10,53,9.875,37,14:31:0,2019/08/05
auvergne,28,23,7,67,9.875,43,14:36:0,2019/08/05
bourgogne,30,24,15,54,9.875,34,14:45:0,2019/08/05
bretagne,23,20,26,74,9,66,14:50:0,2019/08/05
centre,27,20,14,63,10,28,14:48:0,2019/08/05
champagne-ardenne,25,19,17,74,9.875,65,14:57:0,2019/08/05
corse,28,27,10,53,10,4,14:17:0,2019/08/05
franche-comte,28,21,12,68,9.875,41,14:45:0,2019/08/05
ile-de-re,22,20,18,78,10,28,14:38:0,2019/08/05
ile-de-france,28,21,14,59,10,44,14:54:0,2019/08/05
languedoc-roussillon,27,26,17,66,10,5,14:26:0,2019/08/05
limousin,27,20,9,71,7.875,29,14:37:0,2019/08/05
lorraine,25,22,18,65,9.875,46,14:56:0,2019/08/05
midi-pyrenees,29,21,12,75,9.875,31,14:24:0,2019/08/05
nord-pas-de-calais,23,19,18,72,10,64,15:3:0,2019/08/05
normandie,21,19,21,78,9.875,77,14:56:0,2019/08/05
pays-de-la-loire,25,21,24,68,6.75,55,14:44:0,2019/08/05
picardie,24,18,17,90,8.75,68,15:2:0,2019/08/05
poitou-charentes,22,20,18,78,10,28,14:38:0,2019/08/05
rh-ne-alpes,32,26,8,52,9.625,34,14:37:0,2019/08/05
provence-alpes-c-te-d-azur,27,26,17,67,10,4,14:23:0,2019/08/05
alsace,27,24,9,71,9.375,63,14:50:0,2019/08/06
aquitaine,27,22,11,75,9.75,35,14:29:0,2019/08/06
ardeche,31,25,24,63,9.875,26,14:28:0,2019/08/06
auvergne,28,22,11,79,9.5,63,14:34:0,2019/08/06
bourgogne,30,23,13,71,9.75,57,14:43:0,2019/08/06
bretagne,21,18,17,84,8.375,81,14:47:0,2019/08/06
centre,22,20,9,82,9.375,73,14:46:0,2019/08/06
champagne-ardenne,19,18,9,90,7.75,72,14:54:0,2019/08/06
corse,32,29,8,46,10,3,14:14:0,2019/08/06
franche-comte,27,22,10,84,8,69,14:42:0,2019/08/06
ile-de-re,22,21,22,88,9,61,14:36:0,2019/08/06
ile-de-france,22,17,12,78,9.125,67,14:52:0,2019/08/06
languedoc-roussillon,26,24,18,75,9.875,25,14:24:0,2019/08/06
limousin,25,21,9,73,6.875,58,14:33:0,2019/08/06
lorraine,24,21,18,72,9.875,52,14:53:0,2019/08/06
midi-pyrenees,32,25,16,69,9.75,18,14:22:0,2019/08/06
nord-pas-de-calais,23,18,17,71,10,51,15:1:0,2019/08/06
normandie,22,18,14,73,9.875,62,14:54:0,2019/08/06
pays-de-la-loire,23,19,17,87,5.625,81,14:42:0,2019/08/06
picardie,23,17,15,82,10,61,14:59:0,2019/08/06
poitou-charentes,22,21,22,88,9,61,14:36:0,2019/08/06
rh-ne-alpes,32,25,18,69,8.75,77,14:34:0,2019/08/06
provence-alpes-c-te-d-azur,27,26,21,59,10,4,14:21:0,2019/08/06
alsace,20,19,11,91,6.25,72,14:47:0,2019/08/07
aquitaine,27,21,15,84,9.625,41,14:26:0,2019/08/07
ardeche,25,21,8,77,9.375,71,14:26:0,2019/08/07
auvergne,24,20,6,87,8.125,71,14:31:0,2019/08/07
bourgogne,22,19,10,94,8,80,14:39:0,2019/08/07
bretagne,25,19,18,73,6.625,44,14:44:0,2019/08/07
centre,25,20,18,76,10,57,14:43:0,2019/08/07
champagne-ardenne,24,19,18,82,8.25,72,14:51:0,2019/08/07
corse,31,29,13,57,10,17,14:12:0,2019/08/07
