,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
normandie,23,16,22,69,10,82,13:18:0,2020/09/03
pays-de-la-loire,24,13,17,86,10,11,13:12:0,2020/09/03
picardie,24,15,22,63,10,81,13:19:0,2020/09/03
poitou-charentes,21,16,13,70,10,10,13:11:0,2020/09/03
rh-ne-alpes,25,15,9,69,10,9,13:9:0,2020/09/03
provence-alpes-c-te-d-azur,24,21,10,65,10,18,13:4:0,2020/09/03
alsace,28,16,8,69,10,18,13:13:0,2020/09/04
aquitaine,34,17,10,60,10,1,13:4:0,2020/09/04
ardeche,28,17,16,62,10,2,13:4:0,2020/09/04
auvergne,30,14,8,73,10,5,13:6:0,2020/09/04
bourgogne,28,15,12,68,10,7,13:10:0,2020/09/04
bretagne,24,15,9,96,7,55,13:12:0,2020/09/04
centre,29,17,9,81,10,5,13:11:0,2020/09/04
champagne-ardenne,27,17,13,75,10,31,13:14:0,2020/09/04
corse,26,20,10,65,10,8,12:59:0,2020/09/04
franche-comte,26,14,5,81,10,7,13:10:0,2020/09/04
ile-de-re,26,16,13,70,10,3,13:8:0,2020/09/04
ile-de-france,29,20,9,82,10,23,13:14:0,2020/09/04
languedoc-roussillon,24,20,14,58,10,2,13:2:0,2020/09/04
limousin,30,15,9,75,10,3,13:7:0,2020/09/04
lorraine,27,15,15,66,10,23,13:15:0,2020/09/04
midi-pyrenees,31,17,24,53,10,1,13:2:0,2020/09/04
nord-pas-de-calais,21,17,18,93,9,80,13:17:0,2020/09/04
normandie,20,17,7,88,9,85,13:14:0,2020/09/04
pays-de-la-loire,29,16,8,88,10,3,13:9:0,2020/09/04
picardie,21,17,14,94,9,84,13:16:0,2020/09/04
poitou-charentes,26,16,13,70,10,3,13:7:0,2020/09/04
rh-ne-alpes,30,18,13,60,10,4,13:6:0,2020/09/04
provence-alpes-c-te-d-azur,25,24,13,64,10,2,13:2:0,2020/09/04
alsace,25,18,11,73,9.75,49,13:10:0,2020/09/05
aquitaine,27,17,14,65,10,7,13:1:0,2020/09/05
ardeche,30,16,9,65,10,5,13:1:0,2020/09/05
auvergne,27,14,11,54,10,12,13:3:0,2020/09/05
bourgogne,25,16,15,74,10,16,13:6:0,2020/09/05
bretagne,19,13,19,93,9,63,13:8:0,2020/09/05
centre,20,15,12,77,10,41,13:7:0,2020/09/05
champagne-ardenne,19,14,14,82,10,50,13:11:0,2020/09/05
corse,26,21,13,56,10,3,12:56:0,2020/09/05
franche-comte,24,17,13,68,10,32,13:6:0,2020/09/05
ile-de-re,22,16,25,87,10,12,13:4:0,2020/09/05
ile-de-france,21,17,12,67,10,51,13:10:0,2020/09/05
languedoc-roussillon,24,20,15,79,10,1,12:59:0,2020/09/05
limousin,25,14,10,73,10,10,13:4:0,2020/09/05
lorraine,22,16,19,88,10,42,13:11:0,2020/09/05
midi-pyrenees,30,17,18,78,10,4,12:59:0,2020/09/05
nord-pas-de-calais,19,14,20,89,9.875,63,13:14:0,2020/09/05
normandie,18,13,18,92,10,55,13:11:0,2020/09/05
pays-de-la-loire,22,15,17,81,10,28,13:6:0,2020/09/05
picardie,19,13,21,91,9.875,47,13:12:0,2020/09/05
poitou-charentes,22,16,25,87,10,12,13:4:0,2020/09/05
rh-ne-alpes,30,19,9,56,10,6,13:3:0,2020/09/05
provence-alpes-c-te-d-azur,25,24,16,68,10,1,12:59:0,2020/09/05
alsace,19,14,10,78,10,49,13:6:0,2020/09/06
aquitaine,22,13,17,75,10,9,12:58:0,2020/09/06
ardeche,23,14,21,84,10,7,12:58:0,2020/09/06
auvergne,19,12,14,91,10,55,13:0:0,2020/09/06
bourgogne,19,11,13,82,10,38,13:3:0,2020/09/06
bretagne,19,10,15,91,9.75,51,13:5:0,2020/09/06
centre,19,12,8,80,9.75,40,13:4:0,2020/09/06
champagne-ardenne,18,10,6,87,10,37,13:7:0,2020/09/06
corse,26,17,10,58,10,2,12:54:0,2020/09/06
franche-comte,18,11,10,94,9,43,13:3:0,2020/09/06
ile-de-re,18,13,23,80,10,12,13:1:0,2020/09/06
ile-de-france,20,14,7,69,10,45,13:7:0,2020/09/06
languedoc-roussillon,27,21,25,66,10,7,12:56:0,2020/09/06
limousin,20,10,10,98,6.625,42,13:0:0,2020/09/06
lorraine,18,11,6,83,10,55,13:8:0,2020/09/06
midi-pyrenees,22,17,18,78,10,64,12:56:0,2020/09/06
nord-pas-de-calais,19,11,9,82,10,63,13:9:0,2020/09/06
normandie,19,10,13,88,9.875,63,13:7:0,2020/09/06
pays-de-la-loire,19,10,14,93,10,37,13:2:0,2020/09/06
picardie,19,12,12,82,10,53,13:9:0,2020/09/06
poitou-charentes,18,13,23,80,10,12,13:1:0,2020/09/06
rh-ne-alpes,22,15,15,76,10,28,13:1:0,2020/09/06
provence-alpes-c-te-d-azur,26,22,26,74,10,4,12:55:0,2020/09/06
alsace,22,12,14,70,10,17,13:3:0,2020/09/07
aquitaine,23,12,12,83,10,9,12:55:0,2020/09/07
ardeche,22,12,31,67,10,18,12:55:0,2020/09/07
auvergne,19,7,18,85,10,16,12:57:0,2020/09/07
bourgogne,22,9,21,79,10,10,13:0:0,2020/09/07
bretagne,21,10,10,96,8,33,13:2:0,2020/09/07
centre,22,11,10,83,10,13,13:1:0,2020/09/07
champagne-ardenne,21,10,6,79,10,9,13:4:0,2020/09/07
corse,25,16,13,62,10,12,12:51:0,2020/09/07
franche-comte,21,8,15,90,10,21,13:0:0,2020/09/07
ile-de-re,20,14,18,82,10,9,12:58:0,2020/09/07
ile-de-france,25,15,6,69,10,8,13:2:0,2020/09/07
languedoc-roussillon,25,17,23,55,10,15,12:54:0,2020/09/07
limousin,21,8,13,89,10,10,12:57:0,2020/09/07
lorraine,21,10,10,83,10,16,13:4:0,2020/09/07
midi-pyrenees,23,12,21,76,10,17,12:53:0,2020/09/07
nord-pas-de-calais,21,11,10,84,10,19,13:6:0,2020/09/07
normandie,20,11,12,93,10,34,13:4:0,2020/09/07
pays-de-la-loire,24,11,9,92,10,13,12:59:0,2020/09/07
picardie,21,11,9,88,10,12,13:5:0,2020/09/07
poitou-charentes,20,14,18,82,10,9,12:58:0,2020/09/07
rh-ne-alpes,22,12,22,67,10,32,12:57:0,2020/09/07
provence-alpes-c-te-d-azur,25,18,32,58,10,31,12:52:0,2020/09/07
alsace,28,14,3,72,10,1,13:0:0,2020/09/08
aquitaine,26,14,12,63,10,1,12:52:0,2020/09/08
ardeche,26,13,13,76,10,11,12:52:0,2020/09/08
auvergne,23,11,7,81,10,2,12:54:0,2020/09/08
bourgogne,25,11,10,73,10,1,12:56:0,2020/09/08
bretagne,25,12,8,92,10,31,12:58:0,2020/09/08
centre,24,13,8,64,10,31,12:57:0,2020/09/08
champagne-ardenne,22,12,10,69,10,40,13:0:0,2020/09/08
corse,27,21,9,62,10,13,12:48:0,2020/09/08
franche-comte,23,10,11,91,10,2,12:56:0,2020/09/08
ile-de-re,22,15,13,71,10,21,12:55:0,2020/09/08
ile-de-france,23,17,7,62,10,58,12:59:0,2020/09/08
languedoc-roussillon,27,18,17,60,9.75,38,12:50:0,2020/09/08
limousin,24,11,11,72,10,1,12:54:0,2020/09/08
lorraine,24,11,6,76,10,4,13:0:0,2020/09/08
midi-pyrenees,26,13,8,64,10,12,12:50:0,2020/09/08
nord-pas-de-calais,20,15,15,83,9.375,82,13:2:0,2020/09/08
normandie,22,14,12,92,9.375,66,13:0:0,2020/09/08
pays-de-la-loire,25,14,11,84,10,47,12:56:0,2020/09/08
picardie,20,15,14,82,10,82,13:2:0,2020/09/08
poitou-charentes,22,15,13,71,10,21,12:54:0,2020/09/08
rh-ne-alpes,26,15,9,76,10,2,12:54:0,2020/09/08
provence-alpes-c-te-d-azur,26,22,10,62,9.875,32,12:50:0,2020/09/08
alsace,29,16,4,72,10,3,12:56:0,2020/09/09
aquitaine,30,16,9,53,10,11,12:49:0,2020/09/09
ardeche,24,16,8,61,9.75,52,12:49:0,2020/09/09
auvergne,27,12,8,72,10,23,12:51:0,2020/09/09
bourgogne,29,14,4,66,10,2,12:53:0,2020/09/09
bretagne,25,14,18,97,7.375,26,12:55:0,2020/09/09
centre,27,15,10,86,10,22,12:54:0,2020/09/09
champagne-ardenne,26,15,13,88,10,47,12:57:0,2020/09/09
corse,28,21,11,64,9.875,30,12:46:0,2020/09/09
franche-comte,24,13,5,88,10,2,12:53:0,2020/09/09
ile-de-re,25,16,15,64,10,9,12:51:0,2020/09/09
ile-de-france,27,18,11,79,10,37,12:56:0,2020/09/09
languedoc-roussillon,24,20,18,71,9.75,63,12:47:0,2020/09/09
limousin,28,14,9,65,10,7,12:51:0,2020/09/09
lorraine,25,13,14,65,10,17,12:56:0,2020/09/09
midi-pyrenees,25,16,7,62,9.375,51,12:48:0,2020/09/09
nord-pas-de-calais,23,14,17,95,7.625,52,12:59:0,2020/09/09
normandie,22,13,15,95,7,24,12:56:0,2020/09/09
pays-de-la-loire,28,16,17,91,10,41,12:52:0,2020/09/09
picardie,23,13,17,90,8.375,31,12:57:0,2020/09/09
poitou-charentes,25,16,15,64,10,9,12:51:0,2020/09/09
rh-ne-alpes,29,17,6,69,10,7,12:51:0,2020/09/09
provence-alpes-c-te-d-azur,25,23,24,71,9.5,49,12:47:0,2020/09/09
alsace,22,17,16,76,10,51,12:53:0,2020/09/10
aquitaine,29,18,12,63,10,11,12:46:0,2020/09/10
ardeche,28,16,18,69,10,22,12:46:0,2020/09/10
auvergne,25,14,10,70,10,18,12:48:0,2020/09/10
bourgogne,26,15,14,79,10,28,12:50:0,2020/09/10
bretagne,23,17,11,95,5.75,73,12:51:0,2020/09/10
centre,26,16,9,89,10,40,12:51:0,2020/09/10
champagne-ardenne,24,15,9,96,8,59,12:53:0,2020/09/10
corse,25,20,9,85,7.75,71,12:43:0,2020/09/10
franche-comte,24,13,13,77,9.375,8,12:50:0,2020/09/10
ile-de-re,24,18,20,76,10,37,12:48:0,2020/09/10
ile-de-france,27,18,6,87,10,62,12:52:0,2020/09/10
languedoc-roussillon,25,20,14,78,9.625,56,12:44:0,2020/09/10
limousin,26,14,10,72,10,26,12:47:0,2020/09/10
lorraine,21,16,15,92,10,54,12:53:0,2020/09/10
midi-pyrenees,29,17,11,79,9.875,32,12:44:0,2020/09/10
nord-pas-de-calais,22,16,15,81,9,87,12:55:0,2020/09/10
normandie,20,16,15,97,6,78,12:53:0,2020/09/10
pays-de-la-loire,27,14,11,86,10,21,12:49:0,2020/09/10
picardie,22,16,11,94,7.625,87,12:54:0,2020/09/10
poitou-charentes,24,18,20,76,10,37,12:48:0,2020/09/10
rh-ne-alpes,27,18,14,61,10,10,12:48:0,2020/09/10
provence-alpes-c-te-d-azur,24,22,9,72,9.375,76,12:44:0,2020/09/10
alsace,26,15,7,74,10,35,12:49:0,2020/09/11
aquitaine,30,17,8,79,10,6,12:43:0,2020/09/11
ardeche,27,18,17,78,10,27,12:43:0,2020/09/11
auvergne,25,14,8,94,9,36,12:44:0,2020/09/11
bourgogne,27,14,13,88,10,30,12:46:0,2020/09/11
bretagne,24,11,9,99,6,47,12:48:0,2020/09/11
centre,28,17,9,80,9.875,38,12:47:0,2020/09/11
champagne-ardenne,25,14,8,69,10,33,12:50:0,2020/09/11
corse,24,17,10,84,9,77,12:40:0,2020/09/11
franche-comte,24,14,10,94,7.625,19,12:46:0,2020/09/11
ile-de-re,22,17,20,87,10,4,12:45:0,2020/09/11
ile-de-france,27,19,8,61,10,28,12:49:0,2020/09/11
languedoc-roussillon,26,21,17,64,9.875,41,12:41:0,2020/09/11
limousin,28,15,6,94,8,14,12:44:0,2020/09/11
lorraine,25,13,8,86,10,8,12:49:0,2020/09/11
midi-pyrenees,29,16,13,94,9.75,35,12:41:0,2020/09/11
nord-pas-de-calais,23,13,11,79,10,43,12:52:0,2020/09/11
normandie,20,13,12,91,10,15,12:49:0,2020/09/11
pays-de-la-loire,25,13,14,94,9,8,12:46:0,2020/09/11
picardie,23,12,10,82,10,37,12:50:0,2020/09/11
poitou-charentes,22,17,20,87,10,4,12:45:0,2020/09/11
rh-ne-alpes,27,18,12,86,10,30,12:44:0,2020/09/11
provence-alpes-c-te-d-azur,24,23,9,71,9,52,12:41:0,2020/09/11
alsace,28,16,6,75,10,18,12:46:0,2020/09/12
aquitaine,30,17,9,68,10,3,12:40:0,2020/09/12
ardeche,29,17,16,60,10,16,12:40:0,2020/09/12
auvergne,27,13,6,76,10,6,12:41:0,2020/09/12
bourgogne,29,16,11,81,10,7,12:43:0,2020/09/12
bretagne,24,9,9,95,7,12,12:44:0,2020/09/12
centre,26,14,9,84,10,6,12:44:0,2020/09/12
champagne-ardenne,24,12,11,86,10,4,12:46:0,2020/09/12
corse,27,19,8,78,10,65,12:38:0,2020/09/12
franche-comte,26,15,5,91,10,5,12:43:0,2020/09/12
ile-de-re,22,16,14,70,10,2,12:42:0,2020/09/12
ile-de-france,28,16,9,76,10,5,12:45:0,2020/09/12
languedoc-roussillon,28,22,12,62,9.875,24,12:39:0,2020/09/12
limousin,28,15,8,72,10,2,12:41:0,2020/09/12
lorraine,26,15,11,74,10,5,12:46:0,2020/09/12
midi-pyrenees,30,18,10,67,10,36,12:38:0,2020/09/12
nord-pas-de-calais,21,11,13,94,10,15,12:47:0,2020/09/12
normandie,20,9,9,94,10,16,12:46:0,2020/09/12
pays-de-la-loire,28,10,12,95,8,6,12:43:0,2020/09/12
picardie,21,11,11,95,8,12,12:47:0,2020/09/12
poitou-charentes,22,16,14,70,10,2,12:41:0,2020/09/12
rh-ne-alpes,29,19,9,64,10,7,12:41:0,2020/09/12
provence-alpes-c-te-d-azur,27,24,11,64,10,21,12:39:0,2020/09/12
alsace,28,18,8,72,10,3,12:42:0,2020/09/13
aquitaine,33,18,10,52,10,1,12:37:0,2020/09/13
ardeche,30,17,9,62,10,4,12:37:0,2020/09/13
auvergne,29,13,5,73,10,2,12:38:0,2020/09/13
bourgogne,30,14,12,76,10,1,12:40:0,2020/09/13
bretagne,28,12,12,87,10,1,12:40:0,2020/09/13
centre,29,14,9,62,10,0,12:41:0,2020/09/13
champagne-ardenne,26,13,6,82,10,1,12:43:0,2020/09/13
corse,29,19,8,58,10,6,12:35:0,2020/09/13
franche-comte,27,14,12,83,10,1,12:40:0,2020/09/13
ile-de-re,29,17,16,55,10,0,12:38:0,2020/09/13
ile-de-france,32,20,5,67,10,1,12:42:0,2020/09/13
languedoc-roussillon,27,22,13,56,10,4,12:36:0,2020/09/13
limousin,33,15,4,65,10,1,12:38:0,2020/09/13
lorraine,27,13,4,74,10,3,12:43:0,2020/09/13
midi-pyrenees,34,18,9,58,10,6,12:35:0,2020/09/13
nord-pas-de-calais,25,13,9,92,10,5,12:44:0,2020/09/13
normandie,26,13,9,90,10,2,12:42:0,2020/09/13
pays-de-la-loire,31,14,12,66,10,0,12:39:0,2020/09/13
picardie,26,13,7,91,10,2,12:43:0,2020/09/13
poitou-charentes,29,17,16,55,10,0,12:38:0,2020/09/13
rh-ne-alpes,30,18,6,60,10,4,12:38:0,2020/09/13
provence-alpes-c-te-d-azur,28,25,11,60,10,6,12:36:0,2020/09/13
alsace,29,17,5,82,10,31,12:38:0,2020/09/14
aquitaine,36,20,14,55,10,6,12:33:0,2020/09/14
ardeche,31,20,15,69,10,5,12:34:0,2020/09/14
auvergne,32,15,11,62,10,2,12:35:0,2020/09/14
bourgogne,32,16,12,91,10,5,12:36:0,2020/09/14
bretagne,32,14,18,55,10,6,12:37:0,2020/09/14
centre,34,17,9,66,10,3,12:37:0,2020/09/14
champagne-ardenne,31,14,12,62,10,3,12:39:0,2020/09/14
corse,28,20,10,59,10,4,12:31:0,2020/09/14
franche-comte,30,17,3,82,10,6,12:36:0,2020/09/14
ile-de-re,27,20,24,56,10,4,12:35:0,2020/09/14
ile-de-france,36,21,9,51,10,1,12:39:0,2020/09/14
languedoc-roussillon,26,21,15,69,10,4,12:33:0,2020/09/14
limousin,32,19,14,56,10,2,12:34:0,2020/09/14
lorraine,29,15,8,76,10,17,12:39:0,2020/09/14
midi-pyrenees,33,20,27,61,10,5,12:33:0,2020/09/14
nord-pas-de-calais,29,16,13,61,10,1,12:40:0,2020/09/14
normandie,30,15,15,48,10,2,12:39:0,2020/09/14
pays-de-la-loire,32,19,22,47,10,4,12:36:0,2020/09/14
picardie,30,14,14,57,10,1,12:40:0,2020/09/14
poitou-charentes,27,20,24,56,10,4,12:35:0,2020/09/14
rh-ne-alpes,33,21,11,68,10,10,12:35:0,2020/09/14
provence-alpes-c-te-d-azur,29,26,20,59,10,6,12:33:0,2020/09/14
alsace,31,20,5,78,10,4,12:35:0,2020/09/15
aquitaine,30,21,11,63,9.75,37,12:30:0,2020/09/15
ardeche,30,19,12,63,10,9,12:31:0,2020/09/15
auvergne,31,14,9,65,10,6,12:31:0,2020/09/15
bourgogne,31,17,12,73,10,21,12:33:0,2020/09/15
bretagne,28,17,12,86,9.625,39,12:34:0,2020/09/15
centre,32,20,9,52,10,9,12:34:0,2020/09/15
champagne-ardenne,32,18,8,57,10,11,12:35:0,2020/09/15
corse,27,19,8,58,10,7,12:28:0,2020/09/15
franche-comte,28,17,4,76,10,16,12:33:0,2020/09/15
ile-de-re,24,21,15,67,10,23,12:32:0,2020/09/15
ile-de-france,34,23,6,42,10,16,12:35:0,2020/09/15
languedoc-roussillon,26,21,13,70,10,4,12:30:0,2020/09/15
limousin,30,17,9,60,9.875,37,12:31:0,2020/09/15
lorraine,31,18,8,72,10,11,12:36:0,2020/09/15
midi-pyrenees,32,19,16,82,10,16,12:30:0,2020/09/15
nord-pas-de-calais,32,19,12,60,10,10,12:37:0,2020/09/15
normandie,27,18,11,67,10,16,12:35:0,2020/09/15
pays-de-la-loire,28,19,10,75,10,28,12:33:0,2020/09/15
picardie,32,18,10,51,10,12,12:35:0,2020/09/15
poitou-charentes,24,21,15,67,10,23,12:32:0,2020/09/15
rh-ne-alpes,32,20,8,58,10,16,12:31:0,2020/09/15
provence-alpes-c-te-d-azur,28,26,10,60,10,6,12:29:0,2020/09/15
alsace,31,20,6,69,9.75,51,12:31:0,2020/09/16
aquitaine,32,20,9,77,9.875,25,12:27:0,2020/09/16
ardeche,31,18,15,66,10,10,12:28:0,2020/09/16
auvergne,29,16,9,67,10,17,12:28:0,2020/09/16
bourgogne,31,18,15,75,9.5,63,12:30:0,2020/09/16
bretagne,27,16,17,95,8,32,12:30:0,2020/09/16
centre,31,18,8,78,10,19,12:30:0,2020/09/16
champagne-ardenne,28,20,10,57,10,24,12:32:0,2020/09/16
corse,27,18,10,63,9.875,33,12:26:0,2020/09/16
franche-comte,27,16,8,76,9.375,52,12:30:0,2020/09/16
ile-de-re,26,20,11,81,10,7,12:29:0,2020/09/16
ile-de-france,32,22,8,66,9.875,17,12:32:0,2020/09/16
languedoc-roussillon,27,21,14,74,10,12,12:26:0,2020/09/16
limousin,30,17,5,86,9.75,48,12:29:0,2020/09/16
lorraine,27,19,6,59,9.625,60,12:32:0,2020/09/16
midi-pyrenees,32,19,10,78,10,16,12:27:0,2020/09/16
nord-pas-de-calais,28,20,15,68,9.875,39,12:33:0,2020/09/16
normandie,21,17,14,93,9.875,57,12:31:0,2020/09/16
pays-de-la-loire,30,16,12,85,10,16,12:29:0,2020/09/16
picardie,29,18,15,85,9.875,31,12:32:0,2020/09/16
poitou-charentes,26,20,11,81,10,7,12:28:0,2020/09/16
rh-ne-alpes,30,20,13,57,10,43,12:29:0,2020/09/16
provence-alpes-c-te-d-azur,27,26,18,61,10,6,12:26:0,2020/09/16
alsace,24,17,19,83,9.875,43,12:28:0,2020/09/17
aquitaine,33,20,11,62,10,5,12:25:0,2020/09/17
ardeche,29,17,13,75,10,4,12:25:0,2020/09/17
auvergne,28,16,14,82,10,11,12:25:0,2020/09/17
bourgogne,29,17,21,81,10,20,12:26:0,2020/09/17
bretagne,28,15,25,91,9.875,27,12:27:0,2020/09/17
centre,28,18,21,83,10,12,12:27:0,2020/09/17
champagne-ardenne,25,15,19,91,10,10,12:28:0,2020/09/17
corse,26,20,10,68,10,23,12:23:0,2020/09/17
franche-comte,25,15,21,93,9,17,12:26:0,2020/09/17
ile-de-re,30,20,25,70,10,11,12:25:0,2020/09/17
ile-de-france,27,18,18,79,10,10,12:27:0,2020/09/17
languedoc-roussillon,28,23,14,66,10,7,12:24:0,2020/09/17
limousin,30,16,15,79,10,11,12:26:0,2020/09/17
lorraine,23,15,23,90,10,19,12:29:0,2020/09/17
midi-pyrenees,34,20,10,62,10,6,12:24:0,2020/09/17
nord-pas-de-calais,20,13,23,75,10,7,12:29:0,2020/09/17
normandie,23,15,24,91,9.75,33,12:28:0,2020/09/17
pays-de-la-loire,31,18,29,87,10,11,12:26:0,2020/09/17
picardie,21,13,23,82,10,13,12:28:0,2020/09/17
poitou-charentes,30,20,25,70,10,11,12:25:0,2020/09/17
rh-ne-alpes,30,19,9,74,10,17,12:26:0,2020/09/17
provence-alpes-c-te-d-azur,27,26,14,69,10,2,12:24:0,2020/09/17
alsace,28,15,9,81,10,2,12:24:0,2020/09/18
aquitaine,26,22,13,56,9.875,36,12:22:0,2020/09/18
ardeche,28,18,21,83,10,14,12:21:0,2020/09/18
auvergne,29,14,18,83,10,16,12:23:0,2020/09/18
bourgogne,31,14,21,97,7.875,28,12:23:0,2020/09/18
bretagne,29,15,24,65,10,23,12:23:0,2020/09/18
centre,30,15,18,86,10,14,12:24:0,2020/09/18
champagne-ardenne,26,12,21,82,10,1,12:25:0,2020/09/18
corse,27,19,10,59,10,8,12:20:0,2020/09/18
franche-comte,28,15,9,94,9,6,12:23:0,2020/09/18
ile-de-re,24,21,23,72,10,28,12:22:0,2020/09/18
ile-de-france,28,17,16,68,10,6,12:24:0,2020/09/18
languedoc-roussillon,25,21,22,86,10,28,12:21:0,2020/09/18
limousin,29,18,12,68,9.75,28,12:22:0,2020/09/18
lorraine,25,13,25,81,10,1,12:24:0,2020/09/18
midi-pyrenees,31,20,23,75,10,24,12:20:0,2020/09/18
nord-pas-de-calais,23,10,22,81,10,1,12:25:0,2020/09/18
normandie,24,11,22,80,10,7,12:24:0,2020/09/18
pays-de-la-loire,28,18,25,62,10,25,12:23:0,2020/09/18
picardie,25,10,22,81,10,2,12:25:0,2020/09/18
poitou-charentes,24,21,23,72,10,28,12:22:0,2020/09/18
rh-ne-alpes,31,20,19,76,10,10,12:23:0,2020/09/18
provence-alpes-c-te-d-azur,27,25,23,64,10,17,12:21:0,2020/09/18
alsace,25,15,8,81,10,8,12:21:0,2020/09/19
aquitaine,26,18,15,81,9.875,56,12:19:0,2020/09/19
ardeche,24,19,12,84,9.5,73,12:18:0,2020/09/19
auvergne,26,15,13,86,9.125,60,12:19:0,2020/09/19
bourgogne,25,18,17,90,8.125,75,12:20:0,2020/09/19
bretagne,23,17,9,95,8.25,78,12:20:0,2020/09/19
centre,28,19,12,87,8.125,56,12:20:0,2020/09/19
champagne-ardenne,25,18,15,78,8.25,48,12:21:0,2020/09/19
corse,28,22,9,62,10,17,12:17:0,2020/09/19
franche-comte,24,18,14,89,9.75,55,12:20:0,2020/09/19
ile-de-re,23,19,13,90,9.875,68,12:19:0,2020/09/19
ile-de-france,28,21,15,69,9.875,57,12:20:0,2020/09/19
languedoc-roussillon,24,23,28,84,6.75,72,12:18:0,2020/09/19
limousin,27,16,11,96,8.75,57,12:19:0,2020/09/19
lorraine,25,14,8,86,10,32,12:21:0,2020/09/19
midi-pyrenees,31,18,12,86,10,48,12:18:0,2020/09/19
nord-pas-de-calais,23,15,15,83,9.875,40,12:22:0,2020/09/19
