,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
auvergne,15,10,13,76,8.125,74,14:24:0,2019/05/03
bourgogne,14,9,12,92,7.875,60,14:33:0,2019/05/03
bretagne,14,10,14,82,7,59,14:36:0,2019/05/03
centre,17,11,10,80,7.125,65,14:35:0,2019/05/03
champagne-ardenne,14,10,9,84,6.75,58,14:43:0,2019/05/03
corse,20,17,11,48,10,16,14:7:0,2019/05/03
franche-comte,13,9,8,96,9,93,14:32:0,2019/05/03
ile-de-re,14,10,23,84,8.75,64,14:26:0,2019/05/03
ile-de-france,18,13,13,68,10,41,14:40:0,2019/05/03
languedoc-roussillon,17,14,15,64,9.75,65,14:14:0,2019/05/03
limousin,14,9,11,87,9.125,69,14:25:0,2019/05/03
lorraine,13,10,10,80,8.75,68,14:42:0,2019/05/03
midi-pyrenees,13,10,17,86,8.625,80,14:14:0,2019/05/03
nord-pas-de-calais,13,10,8,80,7.5,59,14:49:0,2019/05/03
normandie,13,11,16,85,8,68,14:42:0,2019/05/03
pays-de-la-loire,15,10,17,86,7.25,66,14:31:0,2019/05/03
picardie,14,9,13,91,6.875,49,14:48:0,2019/05/03
poitou-charentes,14,10,22,84,8.75,64,14:26:0,2019/05/03
rh-ne-alpes,15,10,15,79,9.375,54,14:24:0,2019/05/03
provence-alpes-c-te-d-azur,18,15,29,57,10,43,14:12:0,2019/05/03
alsace,9,5,21,83,9.25,78,14:43:0,2019/05/04
aquitaine,14,12,19,79,8.875,50,14:22:0,2019/05/04
ardeche,16,12,21,70,9,39,14:22:0,2019/05/04
auvergne,12,9,22,89,8.375,66,14:27:0,2019/05/04
bourgogne,10,7,23,87,9.625,62,14:35:0,2019/05/04
bretagne,11,9,29,85,8.625,52,14:40:0,2019/05/04
centre,8,6,21,92,8,62,14:38:0,2019/05/04
champagne-ardenne,9,5,27,86,8.5,59,14:46:0,2019/05/04
corse,17,15,12,66,9.875,32,14:9:0,2019/05/04
franche-comte,10,6,19,91,6.25,73,14:35:0,2019/05/04
ile-de-re,13,7,33,81,10,54,14:29:0,2019/05/04
ile-de-france,11,7,24,74,8.5,58,14:44:0,2019/05/04
languedoc-roussillon,18,15,31,53,10,30,14:17:0,2019/05/04
limousin,11,5,17,94,5.125,88,14:27:0,2019/05/04
lorraine,8,5,23,92,8.875,79,14:46:0,2019/05/04
midi-pyrenees,15,10,28,86,9.875,86,14:17:0,2019/05/04
nord-pas-de-calais,9,7,34,71,8.75,84,14:52:0,2019/05/04
normandie,10,6,30,89,9.25,76,14:46:0,2019/05/04
pays-de-la-loire,11,9,26,85,8,60,14:35:0,2019/05/04
picardie,9,5,32,79,8.375,68,14:50:0,2019/05/04
poitou-charentes,13,10,33,81,10,54,14:29:0,2019/05/04
rh-ne-alpes,15,11,24,70,9.625,46,14:27:0,2019/05/04
provence-alpes-c-te-d-azur,19,15,36,58,10,10,14:14:0,2019/05/04
alsace,11,6,15,66,9.875,54,14:45:0,2019/05/05
aquitaine,14,8,15,59,10,12,14:25:0,2019/05/05
ardeche,11,6,43,54,10,23,14:24:0,2019/05/05
auvergne,10,4,26,69,9.5,66,14:30:0,2019/05/05
bourgogne,10,6,27,69,9.875,44,14:38:0,2019/05/05
bretagne,12,8,21,73,10,22,14:42:0,2019/05/05
centre,12,8,21,71,9.625,50,14:41:0,2019/05/05
champagne-ardenne,11,7,24,75,8.75,41,14:49:0,2019/05/05
corse,12,10,30,63,9.875,54,14:11:0,2019/05/05
franche-comte,10,4,20,75,6.125,68,14:38:0,2019/05/05
ile-de-re,13,8,18,71,9.875,22,14:31:0,2019/05/05
ile-de-france,13,9,20,59,9.75,45,14:47:0,2019/05/05
languedoc-roussillon,15,11,40,41,10,18,14:19:0,2019/05/05
limousin,11,5,16,68,5.625,47,14:30:0,2019/05/05
lorraine,10,5,19,75,9.75,56,14:49:0,2019/05/05
midi-pyrenees,12,6,26,73,10,34,14:19:0,2019/05/05
nord-pas-de-calais,11,8,26,69,9.75,50,14:56:0,2019/05/05
normandie,10,8,22,75,9.875,48,14:49:0,2019/05/05
pays-de-la-loire,12,8,17,73,10,22,14:37:0,2019/05/05
picardie,11,7,24,82,9,49,14:54:0,2019/05/05
poitou-charentes,13,8,18,71,9.875,22,14:32:0,2019/05/05
rh-ne-alpes,11,5,32,66,8.75,64,14:30:0,2019/05/05
provence-alpes-c-te-d-azur,14,10,67,47,10,5,14:18:0,2019/05/05
alsace,13,8,9,67,9.75,51,14:49:0,2019/05/06
aquitaine,18,10,10,58,10,38,14:27:0,2019/05/06
ardeche,14,8,28,56,10,11,14:27:0,2019/05/06
auvergne,13,6,14,63,8,22,14:32:0,2019/05/06
bourgogne,11,7,12,75,9,55,14:41:0,2019/05/06
bretagne,14,7,8,72,10,62,14:45:0,2019/05/06
centre,13,8,8,61,10,30,14:45:0,2019/05/06
champagne-ardenne,12,7,13,67,10,27,14:52:0,2019/05/06
corse,16,14,12,51,10,20,14:13:0,2019/05/06
franche-comte,12,7,12,64,8,40,14:40:0,2019/05/06
ile-de-re,14,9,14,73,10,39,14:35:0,2019/05/06
ile-de-france,14,10,8,52,10,37,14:50:0,2019/05/06
languedoc-roussillon,18,12,23,47,10,3,14:21:0,2019/05/06
limousin,14,7,10,63,7.25,37,14:32:0,2019/05/06
lorraine,10,7,11,74,9.875,68,14:51:0,2019/05/06
midi-pyrenees,16,9,10,62,10,22,14:21:0,2019/05/06
nord-pas-de-calais,11,8,23,73,9.875,58,14:58:0,2019/05/06
normandie,12,8,10,64,10,38,14:51:0,2019/05/06
pays-de-la-loire,15,8,9,72,10,52,14:40:0,2019/05/06
picardie,11,8,21,85,9.875,52,14:57:0,2019/05/06
poitou-charentes,14,9,14,73,10,39,14:34:0,2019/05/06
rh-ne-alpes,14,8,19,62,10,20,14:33:0,2019/05/06
provence-alpes-c-te-d-azur,17,11,27,47,10,6,14:20:0,2019/05/06
alsace,16,10,3,62,10,44,14:52:0,2019/05/07
aquitaine,21,13,9,49,9.875,51,14:30:0,2019/05/07
ardeche,18,12,14,51,10,46,14:30:0,2019/05/07
auvergne,21,12,8,44,10,44,14:35:0,2019/05/07
bourgogne,14,8,8,76,10,48,14:44:0,2019/05/07
bretagne,13,10,16,87,8.875,58,14:48:0,2019/05/07
centre,16,10,10,61,9.375,58,14:47:0,2019/05/07
champagne-ardenne,13,9,10,75,10,85,14:56:0,2019/05/07
corse,17,15,14,52,10,15,14:16:0,2019/05/07
franche-comte,15,10,10,64,10,49,14:44:0,2019/05/07
ile-de-re,15,11,14,72,9.375,62,14:37:0,2019/05/07
ile-de-france,16,12,13,50,10,71,14:53:0,2019/05/07
languedoc-roussillon,16,14,17,71,10,32,14:24:0,2019/05/07
limousin,17,11,8,59,10,56,14:36:0,2019/05/07
lorraine,13,8,4,74,10,63,14:55:0,2019/05/07
midi-pyrenees,21,12,12,59,10,36,14:23:0,2019/05/07
nord-pas-de-calais,14,9,15,72,9.25,81,15:2:0,2019/05/07
normandie,14,11,16,67,8.75,72,14:55:0,2019/05/07
pays-de-la-loire,14,10,13,72,8,53,14:43:0,2019/05/07
picardie,14,9,14,81,9.375,78,15:0:0,2019/05/07
poitou-charentes,15,11,14,69,9.375,62,14:37:0,2019/05/07
rh-ne-alpes,18,10,16,62,10,44,14:35:0,2019/05/07
provence-alpes-c-te-d-azur,17,14,17,47,10,32,14:22:0,2019/05/07
alsace,12,11,15,90,7.625,88,14:54:0,2019/05/08
aquitaine,15,12,18,89,6.875,86,14:32:0,2019/05/08
ardeche,11,10,16,95,8,98,14:32:0,2019/05/08
auvergne,15,11,22,83,8.5,74,14:37:0,2019/05/08
bourgogne,12,11,31,95,8.75,89,14:46:0,2019/05/08
bretagne,14,12,36,81,9.5,66,14:51:0,2019/05/08
centre,15,12,28,93,8.375,85,14:50:0,2019/05/08
champagne-ardenne,14,11,24,95,9.25,89,14:58:0,2019/05/08
corse,22,19,15,38,10,30,14:18:0,2019/05/08
franche-comte,13,11,28,93,8,84,14:46:0,2019/05/08
ile-de-re,14,13,36,83,9.5,68,14:39:0,2019/05/08
ile-de-france,16,12,24,87,8.5,87,14:55:0,2019/05/08
languedoc-roussillon,15,14,20,95,6.75,89,14:26:0,2019/05/08
limousin,11,7,16,98,8.125,89,14:38:0,2019/05/08
lorraine,12,11,22,94,6,91,14:58:0,2019/05/08
midi-pyrenees,17,15,19,90,8.875,87,14:26:0,2019/05/08
nord-pas-de-calais,14,10,26,94,9.25,90,15:5:0,2019/05/08
normandie,14,13,31,84,8.125,87,14:57:0,2019/05/08
pays-de-la-loire,15,14,37,80,8.75,78,14:46:0,2019/05/08
picardie,15,10,26,95,7.5,92,15:3:0,2019/05/08
poitou-charentes,14,12,36,83,9.5,68,14:39:0,2019/05/08
rh-ne-alpes,13,10,31,83,7.625,93,14:38:0,2019/05/08
provence-alpes-c-te-d-azur,15,9,34,84,8.375,89,14:25:0,2019/05/08
alsace,13,12,28,82,8.625,69,14:58:0,2019/05/09
aquitaine,15,14,26,76,10,84,14:35:0,2019/05/09
ardeche,15,11,9,82,8.5,62,14:35:0,2019/05/09
auvergne,15,13,28,67,9.75,49,14:40:0,2019/05/09
bourgogne,14,10,30,91,9.375,77,14:49:0,2019/05/09
bretagne,15,11,25,82,9.25,80,14:54:0,2019/05/09
centre,13,11,31,83,7.75,82,14:53:0,2019/05/09
champagne-ardenne,14,11,28,93,8,82,15:2:0,2019/05/09
corse,19,18,20,61,9,35,14:20:0,2019/05/09
franche-comte,13,9,31,89,7.625,75,14:49:0,2019/05/09
ile-de-re,14,13,32,83,10,67,14:43:0,2019/05/09
ile-de-france,16,12,26,76,8.875,84,14:59:0,2019/05/09
languedoc-roussillon,19,15,19,62,9.875,44,14:29:0,2019/05/09
limousin,14,9,17,97,7.875,85,14:40:0,2019/05/09
lorraine,12,9,33,94,7.75,90,15:1:0,2019/05/09
midi-pyrenees,19,14,27,72,9.875,59,14:28:0,2019/05/09
nord-pas-de-calais,14,11,27,89,9,63,15:8:0,2019/05/09
normandie,13,11,32,88,8.5,75,15:1:0,2019/05/09
pays-de-la-loire,15,12,27,79,9.75,73,14:48:0,2019/05/09
picardie,13,8,30,91,7.75,75,15:6:0,2019/05/09
poitou-charentes,14,13,32,83,10,67,14:43:0,2019/05/09
rh-ne-alpes,18,14,20,65,9.5,68,14:41:0,2019/05/09
provence-alpes-c-te-d-azur,18,15,29,59,9.375,45,14:27:0,2019/05/09
alsace,18,13,11,75,9.75,57,15:0:0,2019/05/10
aquitaine,19,16,15,76,10,76,14:37:0,2019/05/10
ardeche,20,16,7,71,9.75,53,14:37:0,2019/05/10
auvergne,20,15,13,68,9.875,52,14:43:0,2019/05/10
bourgogne,15,11,10,87,6.75,70,14:52:0,2019/05/10
bretagne,12,10,19,96,7.625,83,14:57:0,2019/05/10
centre,14,12,10,88,6.5,87,14:55:0,2019/05/10
champagne-ardenne,15,11,9,76,9.125,50,15:4:0,2019/05/10
corse,21,18,11,53,10,11,14:22:0,2019/05/10
franche-comte,17,11,12,89,7.125,88,14:52:0,2019/05/10
ile-de-re,15,12,28,92,7.375,72,14:45:0,2019/05/10
ile-de-france,17,13,12,77,9,71,15:1:0,2019/05/10
languedoc-roussillon,19,17,17,66,10,37,14:31:0,2019/05/10
limousin,17,10,15,97,3.125,90,14:43:0,2019/05/10
lorraine,14,10,10,88,6.5,73,15:4:0,2019/05/10
midi-pyrenees,20,15,12,78,9.75,81,14:30:0,2019/05/10
nord-pas-de-calais,15,11,14,74,9.625,56,15:11:0,2019/05/10
normandie,14,11,12,86,9.125,65,15:3:0,2019/05/10
pays-de-la-loire,15,11,23,96,6.125,86,14:51:0,2019/05/10
picardie,15,11,12,96,9.75,53,15:9:0,2019/05/10
poitou-charentes,15,12,28,92,7.375,72,14:45:0,2019/05/10
rh-ne-alpes,21,15,12,65,9.75,43,14:43:0,2019/05/10
provence-alpes-c-te-d-azur,20,17,18,57,10,25,14:29:0,2019/05/10
alsace,15,13,31,80,9.875,68,15:3:0,2019/05/11
aquitaine,18,15,23,72,9.875,65,14:40:0,2019/05/11
ardeche,18,15,18,69,9.75,62,14:39:0,2019/05/11
auvergne,15,12,23,79,9.625,57,14:45:0,2019/05/11
bourgogne,12,11,30,87,9.875,65,14:55:0,2019/05/11
bretagne,15,12,24,84,10,49,14:59:0,2019/05/11
centre,14,10,22,92,8.625,93,14:58:0,2019/05/11
champagne-ardenne,14,11,21,89,8.5,77,15:7:0,2019/05/11
corse,21,20,13,61,10,24,14:24:0,2019/05/11
franche-comte,13,11,28,91,7.875,81,14:54:0,2019/05/11
ile-de-re,15,13,26,84,9.625,54,14:48:0,2019/05/11
ile-de-france,16,9,17,89,8.375,76,15:5:0,2019/05/11
languedoc-roussillon,20,17,31,67,10,23,14:34:0,2019/05/11
limousin,13,10,13,97,6.5,90,14:45:0,2019/05/11
lorraine,12,9,28,95,7.625,90,15:6:0,2019/05/11
midi-pyrenees,18,13,31,85,8.25,72,14:33:0,2019/05/11
nord-pas-de-calais,15,11,21,85,7.375,68,15:15:0,2019/05/11
normandie,14,11,22,88,8.625,76,15:7:0,2019/05/11
pays-de-la-loire,16,13,18,85,8.5,63,14:54:0,2019/05/11
picardie,15,11,21,89,7.75,89,15:12:0,2019/05/11
poitou-charentes,15,13,26,84,9.625,54,14:47:0,2019/05/11
rh-ne-alpes,17,13,21,68,9.625,79,14:45:0,2019/05/11
provence-alpes-c-te-d-azur,20,18,38,62,10,20,14:31:0,2019/05/11
alsace,14,10,17,72,9.875,25,15:6:0,2019/05/12
aquitaine,19,13,17,64,9,4,14:42:0,2019/05/12
ardeche,15,11,42,65,10,19,14:41:0,2019/05/12
auvergne,15,9,24,76,8.75,55,14:47:0,2019/05/12
bourgogne,14,9,27,85,8.875,38,14:57:0,2019/05/12
bretagne,16,11,13,75,10,18,15:3:0,2019/05/12
centre,15,9,18,70,8.75,21,15:1:0,2019/05/12
champagne-ardenne,14,8,20,73,10,11,15:10:0,2019/05/12
corse,19,17,19,48,9.75,37,14:26:0,2019/05/12
franche-comte,14,10,22,81,7.5,64,14:57:0,2019/05/12
ile-de-re,16,11,21,77,10,2,14:50:0,2019/05/12
ile-de-france,16,11,18,59,10,10,15:7:0,2019/05/12
languedoc-roussillon,19,16,38,50,10,5,14:36:0,2019/05/12
limousin,15,8,18,87,5.875,44,14:48:0,2019/05/12
lorraine,13,8,17,78,10,19,15:10:0,2019/05/12
midi-pyrenees,18,12,22,81,10,34,14:36:0,2019/05/12
nord-pas-de-calais,14,10,20,71,10,17,15:17:0,2019/05/12
normandie,14,11,16,76,10,5,15:9:0,2019/05/12
pays-de-la-loire,16,11,19,77,10,1,14:56:0,2019/05/12
picardie,14,9,18,79,10,31,15:15:0,2019/05/12
poitou-charentes,16,11,21,77,10,2,14:50:0,2019/05/12
rh-ne-alpes,16,10,30,76,9.875,50,14:48:0,2019/05/12
provence-alpes-c-te-d-azur,19,15,54,47,10,2,14:34:0,2019/05/12
alsace,15,11,26,62,10,7,15:9:0,2019/05/13
aquitaine,20,13,20,54,10,2,14:44:0,2019/05/13
ardeche,17,11,35,54,10,4,14:44:0,2019/05/13
auvergne,16,10,27,55,10,2,14:50:0,2019/05/13
bourgogne,15,10,32,69,10,12,15:0:0,2019/05/13
bretagne,16,11,22,73,10,8,15:5:0,2019/05/13
centre,16,11,26,63,10,1,15:4:0,2019/05/13
champagne-ardenne,15,10,19,68,10,6,15:13:0,2019/05/13
corse,18,15,12,71,8.5,55,14:29:0,2019/05/13
franche-comte,16,11,28,58,10,9,14:59:0,2019/05/13
ile-de-re,16,11,31,71,10,3,14:53:0,2019/05/13
ile-de-france,17,12,20,55,10,2,15:10:0,2019/05/13
languedoc-roussillon,20,15,32,47,10,4,14:38:0,2019/05/13
limousin,16,10,20,57,10,1,14:50:0,2019/05/13
lorraine,13,9,23,68,10,16,15:12:0,2019/05/13
midi-pyrenees,19,12,14,60,10,2,14:38:0,2019/05/13
nord-pas-de-calais,14,10,21,73,10,4,15:21:0,2019/05/13
normandie,15,10,22,75,10,5,15:12:0,2019/05/13
pays-de-la-loire,16,11,27,73,10,5,15:0:0,2019/05/13
picardie,15,10,21,79,10,3,15:18:0,2019/05/13
poitou-charentes,16,11,31,71,10,3,14:53:0,2019/05/13
rh-ne-alpes,18,12,30,52,10,6,14:51:0,2019/05/13
provence-alpes-c-te-d-azur,20,16,19,45,10,10,14:36:0,2019/05/13
alsace,15,11,23,60,10,14,15:11:0,2019/05/14
aquitaine,23,15,17,49,10,20,14:46:0,2019/05/14
ardeche,19,12,28,51,10,3,14:47:0,2019/05/14
auvergne,17,12,23,47,10,4,14:53:0,2019/05/14
bourgogne,15,11,30,65,10,7,15:3:0,2019/05/14
bretagne,18,12,24,74,10,13,15:7:0,2019/05/14
centre,17,12,24,59,10,3,15:6:0,2019/05/14
champagne-ardenne,16,11,18,71,10,12,15:15:0,2019/05/14
corse,20,17,13,66,9.875,47,14:31:0,2019/05/14
franche-comte,16,12,26,50,10,7,15:2:0,2019/05/14
ile-de-re,17,13,33,67,10,18,14:55:0,2019/05/14
ile-de-france,18,13,19,51,10,3,15:13:0,2019/05/14
languedoc-roussillon,21,16,19,50,10,7,14:40:0,2019/05/14
limousin,18,12,18,54,10,1,14:53:0,2019/05/14
lorraine,14,10,22,70,10,8,15:14:0,2019/05/14
midi-pyrenees,22,14,10,61,10,2,14:40:0,2019/05/14
nord-pas-de-calais,15,10,22,73,10,5,15:23:0,2019/05/14
normandie,16,11,23,71,10,3,15:15:0,2019/05/14
pays-de-la-loire,18,12,29,65,10,21,15:2:0,2019/05/14
picardie,15,11,23,83,10,4,15:21:0,2019/05/14
poitou-charentes,17,13,33,64,10,18,14:55:0,2019/05/14
rh-ne-alpes,19,13,26,47,10,5,14:53:0,2019/05/14
provence-alpes-c-te-d-azur,18,17,16,57,10,11,14:39:0,2019/05/14
alsace,14,10,22,59,10,12,15:14:0,2019/05/15
aquitaine,22,15,17,45,10,21,14:49:0,2019/05/15
ardeche,17,11,25,52,10,4,14:49:0,2019/05/15
auvergne,16,10,22,50,10,3,14:55:0,2019/05/15
bourgogne,14,9,27,67,10,7,15:5:0,2019/05/15
bretagne,18,12,21,73,10,24,15:11:0,2019/05/15
centre,16,12,21,57,10,7,15:9:0,2019/05/15
champagne-ardenne,16,11,16,66,10,7,15:19:0,2019/05/15
corse,15,9,17,79,7.375,72,14:33:0,2019/05/15
franche-comte,15,10,24,54,10,13,15:5:0,2019/05/15
ile-de-re,17,12,28,68,10,26,14:58:0,2019/05/15
ile-de-france,18,14,17,50,10,7,15:15:0,2019/05/15
languedoc-roussillon,18,15,24,53,10,6,14:42:0,2019/05/15
limousin,17,11,17,54,10,5,14:55:0,2019/05/15
lorraine,13,9,21,67,10,6,15:18:0,2019/05/15
midi-pyrenees,21,14,10,51,10,2,14:42:0,2019/05/15
nord-pas-de-calais,16,12,18,66,10,7,15:27:0,2019/05/15
normandie,16,12,17,73,10,7,15:18:0,2019/05/15
pays-de-la-loire,18,12,26,65,10,21,15:4:0,2019/05/15
picardie,16,12,17,76,10,8,15:24:0,2019/05/15
poitou-charentes,17,12,28,65,10,26,14:57:0,2019/05/15
rh-ne-alpes,17,12,24,50,10,13,14:55:0,2019/05/15
provence-alpes-c-te-d-azur,16,12,18,60,7.75,29,14:41:0,2019/05/15
alsace,15,10,14,67,10,52,15:17:0,2019/05/16
aquitaine,21,15,9,52,10,36,14:52:0,2019/05/16
ardeche,19,13,9,58,10,26,14:51:0,2019/05/16
auvergne,18,11,11,54,10,40,14:57:0,2019/05/16
bourgogne,15,10,14,72,10,8,15:7:0,2019/05/16
bretagne,17,13,12,79,9,58,15:13:0,2019/05/16
centre,16,12,19,59,10,40,15:12:0,2019/05/16
champagne-ardenne,14,11,14,67,10,28,15:21:0,2019/05/16
corse,18,15,12,56,10,14,14:35:0,2019/05/16
franche-comte,16,11,14,61,10,17,15:7:0,2019/05/16
ile-de-re,16,12,24,71,10,59,15:0:0,2019/05/16
ile-de-france,17,14,16,53,10,22,15:18:0,2019/05/16
languedoc-roussillon,18,16,18,57,10,22,14:44:0,2019/05/16
limousin,18,12,12,57,10,49,14:57:0,2019/05/16
lorraine,14,10,16,70,10,57,15:20:0,2019/05/16
midi-pyrenees,22,15,11,64,10,21,14:44:0,2019/05/16
nord-pas-de-calais,15,12,15,67,10,26,15:29:0,2019/05/16
normandie,16,12,16,73,10,58,15:21:0,2019/05/16
pays-de-la-loire,17,12,21,69,10,53,15:6:0,2019/05/16
picardie,15,11,14,80,10,29,15:27:0,2019/05/16
poitou-charentes,16,12,24,68,10,59,14:59:0,2019/05/16
rh-ne-alpes,20,12,8,57,10,21,14:58:0,2019/05/16
provence-alpes-c-te-d-azur,17,15,17,52,10,25,14:43:0,2019/05/16
alsace,21,15,5,67,10,27,15:19:0,2019/05/17
aquitaine,14,12,15,92,9.25,93,14:54:0,2019/05/17
ardeche,12,11,12,87,9.625,65,14:53:0,2019/05/17
auvergne,15,13,15,68,6.75,73,14:59:0,2019/05/17
bourgogne,16,12,19,80,7.25,54,15:10:0,2019/05/17
bretagne,16,12,21,79,10,58,15:15:0,2019/05/17
centre,18,14,11,72,9.375,66,15:14:0,2019/05/17
champagne-ardenne,18,13,7,79,7,59,15:24:0,2019/05/17
corse,22,19,8,49,9.75,29,14:37:0,2019/05/17
franche-comte,17,14,17,70,7.375,49,15:9:0,2019/05/17
ile-de-re,15,12,20,86,9.375,71,15:2:0,2019/05/17
ile-de-france,22,15,8,66,10,36,15:21:0,2019/05/17
languedoc-roussillon,14,13,24,82,8.125,68,14:47:0,2019/05/17
limousin,12,9,7,96,7.5,80,15:0:0,2019/05/17
lorraine,18,12,12,82,7.375,41,15:23:0,2019/05/17
midi-pyrenees,13,10,23,92,7.875,90,14:46:0,2019/05/17
nord-pas-de-calais,14,11,12,81,10,68,15:32:0,2019/05/17
normandie,15,13,19,83,9.25,48,15:23:0,2019/05/17
pays-de-la-loire,17,13,16,77,9.875,55,15:10:0,2019/05/17
picardie,16,12,13,90,10,56,15:29:0,2019/05/17
poitou-charentes,15,12,18,82,9.375,71,15:2:0,2019/05/17
rh-ne-alpes,14,12,11,80,8.75,77,15:0:0,2019/05/17
provence-alpes-c-te-d-azur,16,14,31,69,9,67,14:45:0,2019/05/17
alsace,20,15,6,71,10,54,15:22:0,2019/05/18
aquitaine,16,13,15,76,9.625,71,14:56:0,2019/05/18
ardeche,17,14,8,76,9,60,14:55:0,2019/05/18
auvergne,16,11,12,76,8,71,15:1:0,2019/05/18
bourgogne,17,13,7,83,7.625,77,15:13:0,2019/05/18
bretagne,17,12,13,81,7.5,86,15:18:0,2019/05/18
centre,16,13,9,82,6.75,87,15:16:0,2019/05/18
champagne-ardenne,19,14,10,82,7.75,86,15:27:0,2019/05/18
corse,18,16,16,72,9.625,67,14:39:0,2019/05/18
franche-comte,17,14,9,75,9.25,92,15:12:0,2019/05/18
ile-de-re,13,12,18,88,8.375,73,15:5:0,2019/05/18
ile-de-france,19,16,10,68,10,79,15:23:0,2019/05/18
languedoc-roussillon,19,15,19,65,9.75,51,14:49:0,2019/05/18
limousin,12,9,10,97,7,90,15:2:0,2019/05/18
lorraine,18,14,5,82,7.25,77,15:26:0,2019/05/18
midi-pyrenees,15,11,24,83,8.25,87,14:48:0,2019/05/18
nord-pas-de-calais,18,13,9,78,10,54,15:35:0,2019/05/18
normandie,14,12,15,88,6,66,15:26:0,2019/05/18
pays-de-la-loire,14,12,9,86,5.5,96,15:12:0,2019/05/18
picardie,17,13,9,91,8,55,15:32:0,2019/05/18
poitou-charentes,13,12,17,88,8.375,73,15:5:0,2019/05/18
rh-ne-alpes,19,14,9,68,9.625,74,15:3:0,2019/05/18
provence-alpes-c-te-d-azur,17,14,22,65,9.375,44,14:47:0,2019/05/18
alsace,21,16,10,78,9.625,68,15:24:0,2019/05/19
aquitaine,18,15,17,73,9,63,14:58:0,2019/05/19
ardeche,14,12,13,80,6.5,81,14:57:0,2019/05/19
auvergne,14,11,12,75,8.375,79,15:4:0,2019/05/19
bourgogne,16,12,17,93,9.625,87,15:15:0,2019/05/19
bretagne,16,13,19,82,7,74,15:21:0,2019/05/19
centre,18,12,10,89,5.75,88,15:19:0,2019/05/19
champagne-ardenne,17,14,18,88,7.875,78,15:29:0,2019/05/19
corse,17,15,12,66,9.375,39,14:40:0,2019/05/19
