,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
nord-pas-de-calais,13,11,33,90,8.125,85,11:33:0,2020/10/02
normandie,16,10,34,84,9.75,52,11:34:0,2020/10/02
pays-de-la-loire,15,10,28,88,8.75,80,11:36:0,2020/10/02
picardie,13,11,36,92,7.75,81,11:33:0,2020/10/02
poitou-charentes,15,14,31,80,8,80,11:37:0,2020/10/02
rh-ne-alpes,17,14,33,84,6.375,82,11:38:0,2020/10/02
provence-alpes-c-te-d-azur,21,19,43,82,7.75,67,11:40:0,2020/10/02
alsace,14,10,19,88,9.5,65,11:31:0,2020/10/03
aquitaine,14,13,30,81,9.625,88,11:35:0,2020/10/03
ardeche,13,8,21,95,7.5,96,11:36:0,2020/10/03
auvergne,12,5,26,91,8.75,71,11:34:0,2020/10/03
bourgogne,12,8,40,96,5.875,96,11:33:0,2020/10/03
bretagne,11,8,18,94,6.5,71,11:32:0,2020/10/03
centre,13,8,14,89,9.75,55,11:32:0,2020/10/03
champagne-ardenne,14,10,22,95,6.625,86,11:30:0,2020/10/03
corse,19,15,22,90,7.125,90,11:39:0,2020/10/03
franche-comte,14,7,27,97,7.75,90,11:33:0,2020/10/03
ile-de-re,14,12,67,86,8,92,11:34:0,2020/10/03
ile-de-france,15,11,13,79,9,78,11:31:0,2020/10/03
languedoc-roussillon,17,13,25,75,9.625,65,11:36:0,2020/10/03
limousin,10,9,22,97,6.75,97,11:34:0,2020/10/03
lorraine,13,9,25,95,7.875,91,11:31:0,2020/10/03
midi-pyrenees,16,11,34,78,8.125,80,11:37:0,2020/10/03
nord-pas-de-calais,14,11,19,93,9.625,75,11:29:0,2020/10/03
normandie,16,9,13,91,8.875,54,11:30:0,2020/10/03
pays-de-la-loire,12,8,33,95,7.75,84,11:33:0,2020/10/03
picardie,15,10,18,92,8.5,78,11:30:0,2020/10/03
poitou-charentes,14,12,67,86,8,92,11:34:0,2020/10/03
rh-ne-alpes,15,8,34,87,8,71,11:34:0,2020/10/03
provence-alpes-c-te-d-azur,17,15,17,62,9.75,71,11:37:0,2020/10/03
alsace,17,10,25,76,8,71,11:28:0,2020/10/04
aquitaine,15,12,23,84,9.375,76,11:32:0,2020/10/04
ardeche,13,9,8,98,7,78,11:33:0,2020/10/04
auvergne,12,7,22,90,9.5,76,11:31:0,2020/10/04
bourgogne,12,8,31,87,9.25,74,11:30:0,2020/10/04
bretagne,15,8,28,96,8.375,75,11:28:0,2020/10/04
centre,15,8,24,87,8.375,75,11:29:0,2020/10/04
champagne-ardenne,13,9,32,86,8.75,82,11:27:0,2020/10/04
corse,18,15,19,80,7.75,67,11:36:0,2020/10/04
franche-comte,13,8,26,92,8.75,69,11:30:0,2020/10/04
ile-de-re,15,14,36,77,9.25,76,11:31:0,2020/10/04
ile-de-france,15,10,25,74,9.625,76,11:27:0,2020/10/04
languedoc-roussillon,17,15,8,69,10,56,11:33:0,2020/10/04
limousin,10,8,16,97,6.875,87,11:30:0,2020/10/04
lorraine,13,9,34,87,8.5,88,11:27:0,2020/10/04
midi-pyrenees,13,10,29,89,8,83,11:33:0,2020/10/04
nord-pas-de-calais,14,10,36,85,9,85,11:26:0,2020/10/04
normandie,13,9,31,91,9.375,88,11:27:0,2020/10/04
pays-de-la-loire,15,10,29,91,9.75,80,11:29:0,2020/10/04
picardie,14,10,34,83,9.5,86,11:26:0,2020/10/04
poitou-charentes,15,14,36,77,9.25,76,11:30:0,2020/10/04
rh-ne-alpes,15,10,28,78,8.5,91,11:31:0,2020/10/04
provence-alpes-c-te-d-azur,19,16,26,66,9.75,65,11:34:0,2020/10/04
alsace,13,9,19,85,8.625,78,11:25:0,2020/10/05
aquitaine,17,11,21,87,9.75,63,11:29:0,2020/10/05
ardeche,15,9,8,89,10,73,11:29:0,2020/10/05
auvergne,13,9,21,84,9.375,69,11:28:0,2020/10/05
bourgogne,11,8,27,88,9.375,88,11:26:0,2020/10/05
bretagne,14,12,30,89,7.875,96,11:25:0,2020/10/05
centre,12,11,27,89,7.75,92,11:25:0,2020/10/05
champagne-ardenne,12,10,28,88,7.75,96,11:23:0,2020/10/05
corse,18,13,14,81,8.875,69,11:33:0,2020/10/05
franche-comte,11,8,24,91,9,89,11:26:0,2020/10/05
ile-de-re,16,15,42,74,9.875,86,11:27:0,2020/10/05
ile-de-france,14,11,26,81,7.125,97,11:24:0,2020/10/05
languedoc-roussillon,18,13,24,71,10,37,11:31:0,2020/10/05
limousin,10,8,15,98,5.625,92,11:28:0,2020/10/05
lorraine,10,8,28,93,7,93,11:24:0,2020/10/05
midi-pyrenees,16,10,28,85,10,63,11:30:0,2020/10/05
nord-pas-de-calais,16,10,23,92,9.125,91,11:21:0,2020/10/05
normandie,14,12,28,94,8.625,98,11:23:0,2020/10/05
pays-de-la-loire,14,13,34,82,9.375,85,11:26:0,2020/10/05
picardie,16,10,21,93,9.5,81,11:23:0,2020/10/05
poitou-charentes,16,15,42,74,9.875,86,11:27:0,2020/10/05
rh-ne-alpes,16,9,18,75,9.25,74,11:28:0,2020/10/05
provence-alpes-c-te-d-azur,18,14,31,67,10,19,11:31:0,2020/10/05
alsace,14,11,21,83,8.25,78,11:21:0,2020/10/06
aquitaine,18,16,23,92,7.5,97,11:26:0,2020/10/06
ardeche,13,9,10,89,8.75,67,11:26:0,2020/10/06
auvergne,15,9,15,91,8.375,74,11:24:0,2020/10/06
bourgogne,14,10,32,91,6.5,85,11:23:0,2020/10/06
bretagne,15,12,27,86,9.625,81,11:21:0,2020/10/06
centre,15,14,25,88,8,84,11:22:0,2020/10/06
champagne-ardenne,14,12,28,91,8.5,89,11:20:0,2020/10/06
corse,18,15,17,81,10,80,11:31:0,2020/10/06
franche-comte,12,10,24,94,7.375,87,11:23:0,2020/10/06
ile-de-re,17,16,36,88,9,88,11:24:0,2020/10/06
ile-de-france,15,14,25,85,9.75,82,11:20:0,2020/10/06
languedoc-roussillon,17,14,19,76,8.875,57,11:28:0,2020/10/06
limousin,13,7,15,98,8.75,96,11:25:0,2020/10/06
lorraine,13,10,35,91,7.5,81,11:20:0,2020/10/06
midi-pyrenees,18,12,29,83,4.875,90,11:28:0,2020/10/06
nord-pas-de-calais,14,12,30,83,8.625,77,11:18:0,2020/10/06
normandie,14,12,35,85,9,70,11:20:0,2020/10/06
pays-de-la-loire,15,13,33,85,9.5,76,11:22:0,2020/10/06
picardie,14,12,31,86,7.75,89,11:19:0,2020/10/06
poitou-charentes,17,16,36,88,9,88,11:24:0,2020/10/06
rh-ne-alpes,14,11,23,79,7.375,70,11:25:0,2020/10/06
provence-alpes-c-te-d-azur,17,16,19,72,9.75,53,11:28:0,2020/10/06
alsace,15,11,19,88,8.75,76,11:18:0,2020/10/07
aquitaine,18,15,13,84,10,66,11:23:0,2020/10/07
ardeche,17,10,18,89,9.625,50,11:23:0,2020/10/07
auvergne,16,8,12,90,9.875,75,11:22:0,2020/10/07
bourgogne,15,9,18,94,9.5,73,11:20:0,2020/10/07
bretagne,16,11,18,90,10,66,11:18:0,2020/10/07
centre,16,11,19,85,9.875,82,11:19:0,2020/10/07
champagne-ardenne,14,11,23,93,9.125,70,11:16:0,2020/10/07
corse,20,16,29,86,9.125,59,11:27:0,2020/10/07
franche-comte,13,9,19,97,8,79,11:20:0,2020/10/07
ile-de-re,16,15,26,74,10,83,11:21:0,2020/10/07
ile-de-france,16,13,18,79,10,85,11:17:0,2020/10/07
languedoc-roussillon,20,16,29,70,10,37,11:25:0,2020/10/07
limousin,14,10,11,96,8.875,77,11:22:0,2020/10/07
lorraine,13,10,27,92,9.75,81,11:17:0,2020/10/07
midi-pyrenees,18,15,18,94,9.125,79,11:25:0,2020/10/07
nord-pas-de-calais,14,10,25,91,9.875,49,11:14:0,2020/10/07
normandie,16,11,21,86,10,73,11:16:0,2020/10/07
pays-de-la-loire,16,12,21,87,10,66,11:19:0,2020/10/07
picardie,14,10,24,92,9.875,58,11:14:0,2020/10/07
poitou-charentes,16,15,26,74,10,83,11:20:0,2020/10/07
rh-ne-alpes,17,12,9,77,9.625,76,11:22:0,2020/10/07
provence-alpes-c-te-d-azur,19,17,38,79,9.625,33,11:25:0,2020/10/07
alsace,17,10,16,87,10,69,11:14:0,2020/10/08
aquitaine,22,13,8,98,7.5,48,11:20:0,2020/10/08
ardeche,20,9,9,88,10,12,11:21:0,2020/10/08
auvergne,19,9,9,89,9,66,11:19:0,2020/10/08
bourgogne,17,9,16,94,8,57,11:16:0,2020/10/08
bretagne,18,14,28,85,10,91,11:14:0,2020/10/08
centre,18,14,22,89,10,80,11:15:0,2020/10/08
champagne-ardenne,17,12,26,87,9,86,11:12:0,2020/10/08
corse,21,14,10,60,10,2,11:24:0,2020/10/08
franche-comte,16,8,14,96,5.25,61,11:16:0,2020/10/08
ile-de-re,17,16,17,90,10,60,11:17:0,2020/10/08
ile-de-france,19,15,22,81,10,90,11:13:0,2020/10/08
languedoc-roussillon,19,14,10,74,10,14,11:21:0,2020/10/08
limousin,16,12,8,97,4.75,85,11:18:0,2020/10/08
lorraine,14,10,23,92,9,80,11:13:0,2020/10/08
midi-pyrenees,22,12,6,94,9,26,11:22:0,2020/10/08
nord-pas-de-calais,16,13,32,86,6.375,97,11:10:0,2020/10/08
normandie,18,14,31,84,9.75,92,11:13:0,2020/10/08
pays-de-la-loire,18,15,24,84,10,83,11:16:0,2020/10/08
picardie,17,14,30,87,7.75,94,11:11:0,2020/10/08
poitou-charentes,17,16,17,90,10,60,11:17:0,2020/10/08
rh-ne-alpes,19,11,4,82,10,40,11:19:0,2020/10/08
provence-alpes-c-te-d-azur,21,15,19,61,10,5,11:23:0,2020/10/08
alsace,19,12,13,88,9.625,62,11:11:0,2020/10/09
aquitaine,21,13,9,92,10,22,11:16:0,2020/10/09
ardeche,20,12,6,93,10,29,11:17:0,2020/10/09
auvergne,19,8,4,89,10,34,11:15:0,2020/10/09
bourgogne,18,10,11,94,8,31,11:13:0,2020/10/09
bretagne,16,13,17,96,9.25,73,11:11:0,2020/10/09
centre,16,13,15,93,9.25,77,11:12:0,2020/10/09
champagne-ardenne,15,13,14,94,6.875,75,11:9:0,2020/10/09
corse,21,13,8,53,10,11,11:22:0,2020/10/09
franche-comte,17,10,11,95,5,32,11:13:0,2020/10/09
ile-de-re,17,15,18,89,9.375,46,11:14:0,2020/10/09
ile-de-france,16,15,12,87,9.5,88,11:10:0,2020/10/09
languedoc-roussillon,19,15,9,80,10,26,11:19:0,2020/10/09
limousin,18,9,7,97,5.125,72,11:15:0,2020/10/09
lorraine,13,11,18,94,7.625,94,11:10:0,2020/10/09
midi-pyrenees,22,14,9,90,10,27,11:18:0,2020/10/09
nord-pas-de-calais,15,13,20,92,7.5,84,11:7:0,2020/10/09
normandie,14,12,19,93,9.5,69,11:9:0,2020/10/09
pays-de-la-loire,17,14,16,98,7.5,81,11:12:0,2020/10/09
picardie,16,12,20,94,9.375,62,11:7:0,2020/10/09
poitou-charentes,17,15,18,89,9.375,46,11:14:0,2020/10/09
rh-ne-alpes,20,12,4,88,10,23,11:15:0,2020/10/09
provence-alpes-c-te-d-azur,20,19,6,65,10,22,11:20:0,2020/10/09
alsace,14,11,9,81,8.375,75,11:7:0,2020/10/10
aquitaine,17,13,13,85,8.25,49,11:14:0,2020/10/10
ardeche,15,11,18,80,10,27,11:14:0,2020/10/10
auvergne,14,8,13,94,8.75,74,11:12:0,2020/10/10
bourgogne,14,10,14,92,7.625,71,11:9:0,2020/10/10
bretagne,14,8,19,89,9.875,59,11:7:0,2020/10/10
centre,14,10,15,87,10,37,11:8:0,2020/10/10
champagne-ardenne,13,8,16,92,10,63,11:5:0,2020/10/10
corse,20,12,9,78,10,40,11:19:0,2020/10/10
franche-comte,12,11,8,97,8.25,80,11:9:0,2020/10/10
ile-de-re,15,13,19,79,9.625,46,11:11:0,2020/10/10
ile-de-france,15,12,15,71,10,42,11:6:0,2020/10/10
languedoc-roussillon,20,15,16,69,10,28,11:16:0,2020/10/10
limousin,13,9,10,98,7.375,74,11:12:0,2020/10/10
lorraine,12,9,16,92,9.625,52,11:6:0,2020/10/10
midi-pyrenees,16,13,20,90,8,69,11:16:0,2020/10/10
nord-pas-de-calais,12,7,27,83,9.75,43,11:3:0,2020/10/10
normandie,13,8,22,83,9.75,54,11:5:0,2020/10/10
pays-de-la-loire,15,9,15,92,9,57,11:9:0,2020/10/10
picardie,13,7,25,87,10,53,11:4:0,2020/10/10
poitou-charentes,15,13,19,79,9.625,46,11:11:0,2020/10/10
rh-ne-alpes,15,13,14,85,8.25,59,11:12:0,2020/10/10
provence-alpes-c-te-d-azur,20,17,37,82,10,13,11:16:0,2020/10/10
alsace,11,7,6,77,9.875,63,11:4:0,2020/10/11
aquitaine,15,11,17,70,9.875,60,11:11:0,2020/10/11
ardeche,11,7,32,71,10,27,11:11:0,2020/10/11
auvergne,10,5,18,87,9.625,78,11:9:0,2020/10/11
bourgogne,10,5,10,90,8.875,71,11:6:0,2020/10/11
bretagne,14,9,20,91,9.75,75,11:4:0,2020/10/11
centre,15,8,14,91,10,46,11:5:0,2020/10/11
champagne-ardenne,13,7,15,97,7.75,70,11:2:0,2020/10/11
corse,14,11,19,74,10,60,11:17:0,2020/10/11
franche-comte,7,5,4,94,6.125,85,11:6:0,2020/10/11
ile-de-re,15,12,23,75,10,51,11:8:0,2020/10/11
ile-de-france,15,10,14,82,10,61,11:2:0,2020/10/11
languedoc-roussillon,16,12,39,58,10,10,11:13:0,2020/10/11
limousin,11,7,11,93,8.875,80,11:8:0,2020/10/11
lorraine,11,6,11,91,8.625,70,11:3:0,2020/10/11
midi-pyrenees,14,9,25,77,9.75,65,11:13:0,2020/10/11
nord-pas-de-calais,13,7,23,92,9.625,78,11:0:0,2020/10/11
normandie,13,9,21,89,9.5,65,11:1:0,2020/10/11
pays-de-la-loire,15,9,18,87,9.75,69,11:5:0,2020/10/11
picardie,13,7,22,95,8.625,64,11:0:0,2020/10/11
poitou-charentes,15,12,23,75,10,51,11:8:0,2020/10/11
rh-ne-alpes,10,7,20,75,8,65,11:9:0,2020/10/11
provence-alpes-c-te-d-azur,16,13,59,62,10,3,11:14:0,2020/10/11
alsace,13,7,4,87,9,71,11:0:0,2020/10/12
aquitaine,15,9,10,90,9.875,44,11:7:0,2020/10/12
ardeche,12,8,31,72,10,11,11:8:0,2020/10/12
auvergne,10,4,10,95,7,88,11:6:0,2020/10/12
bourgogne,11,4,9,96,7,59,11:3:0,2020/10/12
bretagne,12,7,18,92,9.375,60,11:1:0,2020/10/12
centre,14,7,9,92,10,57,11:1:0,2020/10/12
champagne-ardenne,13,6,10,94,8.875,57,10:58:0,2020/10/12
corse,18,9,13,84,8.75,72,11:14:0,2020/10/12
franche-comte,10,4,7,97,5.25,71,11:3:0,2020/10/12
ile-de-re,14,10,17,85,8.625,50,11:5:0,2020/10/12
ile-de-france,15,9,8,83,9.625,70,10:59:0,2020/10/12
languedoc-roussillon,18,13,31,56,10,7,11:11:0,2020/10/12
limousin,11,4,6,99,5.875,78,11:6:0,2020/10/12
lorraine,11,5,9,94,9.75,76,10:59:0,2020/10/12
midi-pyrenees,14,8,20,95,10,56,11:10:0,2020/10/12
nord-pas-de-calais,13,7,12,92,9.625,76,10:56:0,2020/10/12
normandie,13,8,13,89,9.125,78,10:58:0,2020/10/12
pays-de-la-loire,12,8,16,92,8.75,54,11:2:0,2020/10/12
picardie,13,6,12,94,8,60,10:57:0,2020/10/12
poitou-charentes,14,10,17,85,8.625,50,11:5:0,2020/10/12
rh-ne-alpes,11,7,19,85,10,62,11:6:0,2020/10/12
provence-alpes-c-te-d-azur,16,12,40,57,10,5,11:11:0,2020/10/12
alsace,12,5,6,87,10,75,10:57:0,2020/10/13
aquitaine,13,11,15,88,10,90,11:4:0,2020/10/13
ardeche,12,4,9,88,9,69,11:5:0,2020/10/13
auvergne,9,4,7,94,8,79,11:3:0,2020/10/13
bourgogne,10,4,9,92,7.375,80,10:59:0,2020/10/13
bretagne,13,9,26,89,8.25,81,10:57:0,2020/10/13
centre,13,9,15,92,7.125,93,10:58:0,2020/10/13
champagne-ardenne,9,6,23,87,7.25,93,10:55:0,2020/10/13
corse,15,12,12,76,10,41,11:11:0,2020/10/13
franche-comte,11,3,4,90,9.875,72,11:0:0,2020/10/13
ile-de-re,14,12,31,86,9.25,80,11:1:0,2020/10/13
ile-de-france,14,10,18,84,8.5,77,10:55:0,2020/10/13
languedoc-roussillon,17,10,21,61,10,37,11:7:0,2020/10/13
limousin,10,7,11,98,7.875,82,11:2:0,2020/10/13
lorraine,11,4,10,90,10,73,10:56:0,2020/10/13
midi-pyrenees,14,11,31,91,9,74,11:7:0,2020/10/13
nord-pas-de-calais,10,8,23,91,7.5,97,10:52:0,2020/10/13
normandie,11,10,23,86,8.5,75,10:54:0,2020/10/13
pays-de-la-loire,13,8,22,91,9.125,78,11:0:0,2020/10/13
picardie,10,9,19,93,7.75,91,10:53:0,2020/10/13
poitou-charentes,14,12,31,86,9.25,80,11:1:0,2020/10/13
rh-ne-alpes,13,6,3,83,8.875,53,11:3:0,2020/10/13
provence-alpes-c-te-d-azur,16,11,27,68,10,25,11:8:0,2020/10/13
alsace,11,5,17,84,10,69,10:53:0,2020/10/14
aquitaine,13,9,15,90,10,56,11:2:0,2020/10/14
ardeche,12,5,15,87,9.875,60,11:2:0,2020/10/14
auvergne,10,3,10,92,10,83,11:0:0,2020/10/14
bourgogne,12,7,20,96,6.375,66,10:57:0,2020/10/14
bretagne,13,5,18,92,9.875,55,10:54:0,2020/10/14
centre,12,7,18,90,7.875,76,10:54:0,2020/10/14
champagne-ardenne,12,7,18,89,6.625,84,10:51:0,2020/10/14
corse,16,14,4,85,8.5,68,11:9:0,2020/10/14
franche-comte,11,6,17,96,8.125,49,10:57:0,2020/10/14
ile-de-re,14,9,22,81,9.75,68,10:58:0,2020/10/14
ile-de-france,13,9,19,84,9,80,10:52:0,2020/10/14
languedoc-roussillon,15,11,9,70,10,49,11:4:0,2020/10/14
limousin,9,6,9,97,6.625,90,10:59:0,2020/10/14
lorraine,11,5,22,88,10,83,10:52:0,2020/10/14
midi-pyrenees,13,10,23,87,9.5,76,11:4:0,2020/10/14
nord-pas-de-calais,12,6,21,87,8.375,79,10:49:0,2020/10/14
normandie,13,5,24,90,9.875,72,10:50:0,2020/10/14
pays-de-la-loire,13,6,22,95,8,49,10:56:0,2020/10/14
picardie,12,7,23,88,7.5,81,10:49:0,2020/10/14
poitou-charentes,14,9,22,81,9.75,68,10:58:0,2020/10/14
rh-ne-alpes,12,7,12,84,9.5,76,11:0:0,2020/10/14
provence-alpes-c-te-d-azur,16,13,20,66,10,27,11:6:0,2020/10/14
alsace,10,7,15,87,5.875,99,10:50:0,2020/10/15
aquitaine,14,7,13,88,10,39,10:59:0,2020/10/15
ardeche,10,5,30,84,10,59,11:0:0,2020/10/15
auvergne,7,3,16,97,3,98,10:56:0,2020/10/15
bourgogne,9,5,22,93,10,79,10:53:0,2020/10/15
bretagne,13,7,21,88,10,51,10:50:0,2020/10/15
centre,11,6,16,89,10,71,10:51:0,2020/10/15
champagne-ardenne,11,7,20,88,10,95,10:48:0,2020/10/15
corse,14,10,18,86,7.75,85,11:5:0,2020/10/15
franche-comte,9,4,11,95,5.25,88,10:53:0,2020/10/15
ile-de-re,13,9,19,83,10,41,10:55:0,2020/10/15
ile-de-france,12,8,17,78,10,82,10:48:0,2020/10/15
languedoc-roussillon,16,11,32,66,10,38,11:2:0,2020/10/15
limousin,8,4,10,98,3.875,89,10:56:0,2020/10/15
lorraine,10,7,19,90,4,100,10:48:0,2020/10/15
midi-pyrenees,12,8,22,89,10,59,11:1:0,2020/10/15
nord-pas-de-calais,11,7,22,73,10,65,10:45:0,2020/10/15
normandie,12,8,18,81,9.75,79,10:48:0,2020/10/15
pays-de-la-loire,13,6,19,90,10,59,10:53:0,2020/10/15
picardie,12,7,21,78,10,53,10:46:0,2020/10/15
poitou-charentes,13,9,19,83,10,41,10:56:0,2020/10/15
rh-ne-alpes,10,6,24,85,10,89,10:56:0,2020/10/15
provence-alpes-c-te-d-azur,14,11,47,72,10,26,11:2:0,2020/10/15
alsace,11,8,14,91,8.875,98,10:46:0,2020/10/16
aquitaine,15,7,7,84,10,26,10:55:0,2020/10/16
ardeche,12,8,22,77,10,68,10:56:0,2020/10/16
auvergne,8,5,12,96,3,98,10:54:0,2020/10/16
bourgogne,12,8,19,89,9.375,84,10:50:0,2020/10/16
bretagne,14,6,11,93,10,34,10:47:0,2020/10/16
centre,14,5,11,90,10,45,10:47:0,2020/10/16
champagne-ardenne,13,8,14,85,10,77,10:44:0,2020/10/16
corse,16,10,10,81,9.75,86,11:3:0,2020/10/16
franche-comte,11,6,10,97,5.625,85,10:50:0,2020/10/16
ile-de-re,13,8,12,77,10,13,10:52:0,2020/10/16
ile-de-france,14,7,12,86,10,54,10:45:0,2020/10/16
languedoc-roussillon,16,11,32,64,10,43,10:59:0,2020/10/16
limousin,11,4,7,96,7.375,75,10:53:0,2020/10/16
lorraine,11,8,12,93,6.375,90,10:45:0,2020/10/16
midi-pyrenees,13,5,15,89,10,55,10:59:0,2020/10/16
nord-pas-de-calais,11,6,15,88,10,67,10:41:0,2020/10/16
normandie,12,8,12,88,9.875,53,10:44:0,2020/10/16
pays-de-la-loire,14,6,11,91,10,10,10:49:0,2020/10/16
picardie,11,6,14,86,10,71,10:42:0,2020/10/16
poitou-charentes,13,8,12,77,10,13,10:52:0,2020/10/16
rh-ne-alpes,12,8,19,84,9,84,10:54:0,2020/10/16
provence-alpes-c-te-d-azur,16,11,24,70,10,23,11:0:0,2020/10/16
alsace,12,5,8,85,10,59,10:44:0,2020/10/17
aquitaine,17,8,6,85,10,8,10:52:0,2020/10/17
ardeche,12,7,18,86,10,27,10:53:0,2020/10/17
auvergne,11,4,6,97,6.625,67,10:51:0,2020/10/17
bourgogne,11,5,13,95,6.625,62,10:46:0,2020/10/17
bretagne,14,8,10,78,10,34,10:43:0,2020/10/17
centre,13,6,7,89,10,49,10:45:0,2020/10/17
champagne-ardenne,11,7,9,84,10,70,10:40:0,2020/10/17
corse,14,10,7,84,9.75,73,11:0:0,2020/10/17
franche-comte,11,4,9,97,6.125,62,10:46:0,2020/10/17
ile-de-re,15,9,13,82,10,8,10:49:0,2020/10/17
ile-de-france,13,8,6,81,10,38,10:41:0,2020/10/17
languedoc-roussillon,17,10,9,67,10,12,10:55:0,2020/10/17
limousin,14,4,8,98,6.875,41,10:50:0,2020/10/17
lorraine,10,6,6,87,10,74,10:41:0,2020/10/17
midi-pyrenees,16,7,7,90,10,9,10:56:0,2020/10/17
nord-pas-de-calais,12,7,8,76,10,50,10:38:0,2020/10/17
normandie,12,6,8,86,10,46,10:41:0,2020/10/17
pays-de-la-loire,15,6,10,90,10,12,10:46:0,2020/10/17
picardie,13,8,10,77,10,55,10:38:0,2020/10/17
poitou-charentes,15,9,13,82,10,8,10:49:0,2020/10/17
rh-ne-alpes,12,8,10,84,10,73,10:51:0,2020/10/17
provence-alpes-c-te-d-azur,17,13,15,61,10,12,10:57:0,2020/10/17
alsace,13,7,4,82,9.875,78,10:40:0,2020/10/18
aquitaine,18,9,8,86,10,4,10:50:0,2020/10/18
ardeche,13,4,16,90,10,1,10:51:0,2020/10/18
auvergne,12,1,7,96,8,20,10:47:0,2020/10/18
bourgogne,11,4,10,87,10,43,10:43:0,2020/10/18
bretagne,14,7,7,79,10,29,10:41:0,2020/10/18
centre,15,7,5,87,10,26,10:41:0,2020/10/18
champagne-ardenne,11,8,9,80,10,82,10:37:0,2020/10/18
corse,17,10,9,82,10,34,10:58:0,2020/10/18
franche-comte,11,2,8,92,10,39,10:43:0,2020/10/18
ile-de-re,15,9,17,83,10,17,10:46:0,2020/10/18
ile-de-france,13,9,5,78,10,54,10:39:0,2020/10/18
languedoc-roussillon,17,11,10,68,10,1,10:53:0,2020/10/18
limousin,15,4,7,96,6.625,4,10:47:0,2020/10/18
lorraine,11,8,8,77,10,68,10:38:0,2020/10/18
midi-pyrenees,17,10,5,85,10,6,10:52:0,2020/10/18
nord-pas-de-calais,12,9,12,89,9.875,77,10:34:0,2020/10/18
normandie,13,6,7,85,10,26,10:37:0,2020/10/18
pays-de-la-loire,16,7,10,87,10,21,10:42:0,2020/10/18
picardie,12,8,12,90,9.875,82,10:35:0,2020/10/18
poitou-charentes,15,9,17,83,10,17,10:45:0,2020/10/18
rh-ne-alpes,13,7,10,78,10,5,10:47:0,2020/10/18
provence-alpes-c-te-d-azur,17,12,17,73,10,0,10:54:0,2020/10/18
alsace,15,8,6,72,10,50,10:36:0,2020/10/19
aquitaine,20,9,20,80,10,11,10:46:0,2020/10/19
ardeche,15,5,17,88,10,20,10:47:0,2020/10/19
auvergne,18,2,7,91,10,10,10:44:0,2020/10/19
bourgogne,12,4,11,84,10,19,10:39:0,2020/10/19
bretagne,16,7,25,82,10,27,10:37:0,2020/10/19
centre,14,7,17,79,10,20,10:38:0,2020/10/19
