,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,33,24,6,66,9.75,50,15:2:0,2020/08/01
aquitaine,25,19,15,91,10,49,14:40:0,2020/08/01
ardeche,36,22,19,61,9.375,29,14:39:0,2020/08/01
auvergne,27,19,5,85,8.625,62,14:45:0,2020/08/01
bourgogne,33,23,15,66,9.625,36,14:55:0,2020/08/01
bretagne,25,17,18,95,7.875,55,15:0:0,2020/08/01
centre,29,20,14,78,9.75,47,14:59:0,2020/08/01
champagne-ardenne,27,18,14,85,10,38,15:7:0,2020/08/01
corse,32,27,11,46,10,2,14:24:0,2020/08/01
franche-comte,31,21,6,75,9.75,31,14:54:0,2020/08/01
ile-de-re,20,19,24,92,10,44,14:47:0,2020/08/01
ile-de-france,28,22,10,69,9.625,66,15:5:0,2020/08/01
languedoc-roussillon,33,25,22,70,9.875,10,14:33:0,2020/08/01
limousin,27,18,8,88,8.625,47,14:46:0,2020/08/01
lorraine,30,21,15,83,9.75,47,15:6:0,2020/08/01
midi-pyrenees,29,20,21,88,9.75,36,14:33:0,2020/08/01
nord-pas-de-calais,25,18,19,94,8.75,46,15:15:0,2020/08/01
normandie,23,18,12,88,8.75,61,15:7:0,2020/08/01
pays-de-la-loire,25,20,23,93,7.625,53,14:54:0,2020/08/01
picardie,25,18,18,95,9.625,47,15:12:0,2020/08/01
poitou-charentes,22,20,25,91,10,49,14:47:0,2020/08/01
rh-ne-alpes,34,25,10,63,9.625,48,14:45:0,2020/08/01
provence-alpes-c-te-d-azur,32,28,16,56,10,10,14:31:0,2020/08/01
alsace,23,21,9,86,8.5,65,15:0:0,2020/08/02
aquitaine,25,17,17,85,10,54,14:37:0,2020/08/02
ardeche,29,20,30,78,9.75,35,14:37:0,2020/08/02
auvergne,18,16,10,97,9.875,92,14:43:0,2020/08/02
bourgogne,23,19,13,92,8.375,75,14:52:0,2020/08/02
bretagne,21,12,11,92,9,68,14:57:0,2020/08/02
centre,25,17,13,75,10,36,14:56:0,2020/08/02
champagne-ardenne,23,16,16,86,10,30,15:5:0,2020/08/02
corse,30,25,14,62,10,4,14:22:0,2020/08/02
franche-comte,21,17,10,97,8,88,14:51:0,2020/08/02
ile-de-re,19,18,28,76,10,40,14:45:0,2020/08/02
ile-de-france,25,18,14,70,10,37,15:2:0,2020/08/02
languedoc-roussillon,31,24,26,72,9.875,23,14:31:0,2020/08/02
limousin,22,15,10,90,10,59,14:43:0,2020/08/02
lorraine,23,18,18,89,10,38,15:4:0,2020/08/02
midi-pyrenees,25,18,20,80,9,57,14:31:0,2020/08/02
nord-pas-de-calais,21,15,19,86,10,19,15:11:0,2020/08/02
normandie,19,13,15,91,9,43,15:4:0,2020/08/02
pays-de-la-loire,23,14,17,88,10,49,14:52:0,2020/08/02
