,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,12,5,9,54,10,2,12:54:0,2020/04/01
aquitaine,16,11,19,73,10,51,12:47:0,2020/04/01
ardeche,12,8,15,73,10,41,12:47:0,2020/04/01
auvergne,12,7,11,65,10,3,12:49:0,2020/04/01
bourgogne,12,3,9,65,10,0,12:52:0,2020/04/01
bretagne,12,5,19,80,10,0,12:52:0,2020/04/01
centre,11,4,15,67,10,0,12:53:0,2020/04/01
champagne-ardenne,10,4,9,60,10,1,12:54:0,2020/04/01
corse,13,9,12,73,10,26,12:44:0,2020/04/01
franche-comte,11,5,6,61,10,2,12:52:0,2020/04/01
ile-de-re,13,7,24,73,10,14,12:49:0,2020/04/01
ile-de-france,15,8,11,49,10,1,12:54:0,2020/04/01
languedoc-roussillon,12,11,24,67,10,62,12:45:0,2020/04/01
limousin,15,8,10,78,10,36,12:49:0,2020/04/01
lorraine,9,3,14,55,10,2,12:55:0,2020/04/01
midi-pyrenees,14,11,34,71,10,25,12:45:0,2020/04/01
nord-pas-de-calais,10,4,14,75,10,2,12:56:0,2020/04/01
normandie,8,4,18,79,10,0,12:55:0,2020/04/01
pays-de-la-loire,12,5,23,80,10,0,12:51:0,2020/04/01
picardie,10,3,11,76,10,2,12:56:0,2020/04/01
poitou-charentes,13,7,24,73,10,14,12:50:0,2020/04/01
rh-ne-alpes,17,8,6,59,10,3,12:49:0,2020/04/01
provence-alpes-c-te-d-azur,12,11,27,58,10,43,12:45:0,2020/04/01
alsace,14,9,8,52,10,5,12:58:0,2020/04/02
aquitaine,17,11,13,68,10,34,12:50:0,2020/04/02
ardeche,14,9,5,75,9,52,12:51:0,2020/04/02
auvergne,13,6,11,76,10,25,12:52:0,2020/04/02
bourgogne,13,7,13,67,10,8,12:55:0,2020/04/02
bretagne,10,5,16,91,9.375,24,12:56:0,2020/04/02
centre,11,5,12,69,10,9,12:56:0,2020/04/02
champagne-ardenne,9,4,14,73,10,31,12:58:0,2020/04/02
corse,12,10,9,77,10,41,12:46:0,2020/04/02
franche-comte,12,6,10,77,10,11,12:55:0,2020/04/02
ile-de-re,12,6,21,77,10,2,12:53:0,2020/04/02
ile-de-france,10,6,11,63,10,37,12:57:0,2020/04/02
languedoc-roussillon,12,10,17,71,10,31,12:49:0,2020/04/02
limousin,13,6,9,81,9,27,12:52:0,2020/04/02
lorraine,11,5,15,69,10,10,12:58:0,2020/04/02
midi-pyrenees,14,9,13,75,9.875,74,12:48:0,2020/04/02
nord-pas-de-calais,10,6,18,85,10,59,13:0:0,2020/04/02
normandie,10,6,15,89,10,50,12:59:0,2020/04/02
pays-de-la-loire,10,4,18,79,10,13,12:54:0,2020/04/02
picardie,10,5,15,90,10,56,13:0:0,2020/04/02
poitou-charentes,12,6,21,77,10,2,12:53:0,2020/04/02
rh-ne-alpes,15,9,8,69,10,24,12:53:0,2020/04/02
provence-alpes-c-te-d-azur,13,11,11,54,10,19,12:49:0,2020/04/02
alsace,13,8,8,65,10,45,13:1:0,2020/04/03
aquitaine,15,9,11,77,10,4,12:54:0,2020/04/03
ardeche,13,7,22,66,10,14,12:54:0,2020/04/03
auvergne,10,4,13,76,10,31,12:55:0,2020/04/03
bourgogne,11,6,9,70,10,53,12:59:0,2020/04/03
bretagne,13,8,9,89,6.5,57,13:0:0,2020/04/03
centre,13,7,7,83,10,78,13:0:0,2020/04/03
champagne-ardenne,11,7,8,88,9.875,72,13:3:0,2020/04/03
corse,13,10,7,75,10,45,12:49:0,2020/04/03
franche-comte,11,5,11,73,10,28,12:59:0,2020/04/03
ile-de-re,11,7,15,86,10,30,12:56:0,2020/04/03
ile-de-france,14,8,10,77,10,82,13:1:0,2020/04/03
languedoc-roussillon,17,12,9,59,10,15,12:52:0,2020/04/03
limousin,12,6,11,88,8.375,12,12:55:0,2020/04/03
