,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,23,21,15,70,9.75,54,13:26:0,2019/09/01
aquitaine,21,20,14,83,10,62,13:16:0,2019/09/01
ardeche,26,22,14,74,9.75,47,13:16:0,2019/09/01
auvergne,22,17,10,82,10,59,13:19:0,2019/09/01
bourgogne,23,20,15,71,9.875,66,13:23:0,2019/09/01
bretagne,20,16,20,71,9,32,13:25:0,2019/09/01
centre,23,16,11,76,9.375,43,13:24:0,2019/09/01
champagne-ardenne,20,16,12,81,9,64,13:29:0,2019/09/01
corse,28,26,9,61,9.5,56,13:9:0,2019/09/01
franche-comte,22,18,7,88,8.5,72,13:22:0,2019/09/01
ile-de-re,20,16,32,83,9.125,45,13:20:0,2019/09/01
ile-de-france,23,19,15,58,9,47,13:27:0,2019/09/01
languedoc-roussillon,30,25,19,64,9.75,35,13:12:0,2019/09/01
limousin,18,13,7,82,7,62,13:19:0,2019/09/01
lorraine,21,17,16,75,10,59,13:28:0,2019/09/01
midi-pyrenees,23,19,13,80,9.5,82,13:14:0,2019/09/01
nord-pas-de-calais,20,17,19,62,10,48,13:31:0,2019/09/01
normandie,19,16,18,69,10,36,13:28:0,2019/09/01
pays-de-la-loire,23,17,14,63,9.625,36,13:22:0,2019/09/01
picardie,20,13,20,76,9.875,39,13:30:0,2019/09/01
poitou-charentes,20,16,20,83,9.125,45,13:20:0,2019/09/01
rh-ne-alpes,24,22,14,61,9.75,63,13:18:0,2019/09/01
provence-alpes-c-te-d-azur,30,27,24,56,10,21,13:13:0,2019/09/01
alsace,22,18,11,60,10,24,13:23:0,2019/09/02
aquitaine,24,17,13,58,10,2,13:13:0,2019/09/02
ardeche,23,19,32,55,10,11,13:13:0,2019/09/02
auvergne,21,14,18,68,10,18,13:16:0,2019/09/02
bourgogne,23,17,20,52,10,9,13:19:0,2019/09/02
bretagne,21,14,17,66,10,13,13:22:0,2019/09/02
centre,22,16,11,58,10,15,13:21:0,2019/09/02
champagne-ardenne,21,15,10,66,10,5,13:25:0,2019/09/02
corse,28,25,13,69,9.875,26,13:7:0,2019/09/02
franche-comte,21,17,13,64,10,25,13:19:0,2019/09/02
ile-de-re,21,16,20,62,10,8,13:17:0,2019/09/02
ile-de-france,24,18,10,53,10,10,13:24:0,2019/09/02
languedoc-roussillon,28,23,31,49,9.875,21,13:10:0,2019/09/02
limousin,22,15,13,63,10,6,13:16:0,2019/09/02
lorraine,21,16,11,54,10,18,13:24:0,2019/09/02
midi-pyrenees,25,18,21,58,9.875,27,13:11:0,2019/09/02
nord-pas-de-calais,20,16,16,58,10,11,13:28:0,2019/09/02
normandie,19,14,13,71,10,18,13:25:0,2019/09/02
pays-de-la-loire,24,15,14,62,10,5,13:19:0,2019/09/02
picardie,20,13,14,82,10,6,13:26:0,2019/09/02
poitou-charentes,21,16,20,62,10,8,13:16:0,2019/09/02
rh-ne-alpes,23,18,23,57,10,14,13:15:0,2019/09/02
provence-alpes-c-te-d-azur,27,23,38,59,10,8,13:10:0,2019/09/02
alsace,25,19,3,56,10,8,13:19:0,2019/09/03
aquitaine,26,19,11,45,10,2,13:11:0,2019/09/03
ardeche,25,18,23,52,10,7,13:10:0,2019/09/03
auvergne,23,14,9,63,10,12,13:13:0,2019/09/03
bourgogne,25,17,13,49,10,5,13:16:0,2019/09/03
bretagne,23,16,14,69,9,6,13:19:0,2019/09/03
centre,25,18,7,55,10,5,13:18:0,2019/09/03
champagne-ardenne,22,15,12,68,10,14,13:22:0,2019/09/03
corse,27,24,9,72,9.25,26,13:4:0,2019/09/03
franche-comte,22,16,13,71,9,8,13:16:0,2019/09/03
ile-de-re,22,17,25,60,10,3,13:13:0,2019/09/03
ile-de-france,25,19,12,57,10,5,13:21:0,2019/09/03
languedoc-roussillon,28,22,14,43,10,17,13:7:0,2019/09/03
limousin,24,16,11,52,10,5,13:12:0,2019/09/03
lorraine,22,16,11,49,10,6,13:21:0,2019/09/03
midi-pyrenees,26,18,12,48,10,2,13:8:0,2019/09/03
nord-pas-de-calais,19,16,19,75,10,55,13:24:0,2019/09/03
normandie,19,16,15,73,7,37,13:21:0,2019/09/03
pays-de-la-loire,26,17,9,63,10,4,13:16:0,2019/09/03
picardie,19,13,18,85,9,50,13:23:0,2019/09/03
poitou-charentes,22,17,18,56,10,3,13:13:0,2019/09/03
rh-ne-alpes,24,17,14,61,10,2,13:12:0,2019/09/03
provence-alpes-c-te-d-azur,29,25,13,54,10,7,13:7:0,2019/09/03
alsace,26,20,9,61,10,8,13:16:0,2019/09/04
aquitaine,25,21,17,48,10,8,13:8:0,2019/09/04
ardeche,29,21,9,44,10,2,13:7:0,2019/09/04
auvergne,26,19,11,57,10,2,13:9:0,2019/09/04
bourgogne,27,19,15,57,10,7,13:13:0,2019/09/04
bretagne,19,14,23,83,8,29,13:15:0,2019/09/04
centre,24,19,23,57,10,10,13:14:0,2019/09/04
champagne-ardenne,24,17,20,68,10,17,13:18:0,2019/09/04
corse,27,24,12,67,10,9,13:1:0,2019/09/04
franche-comte,24,17,7,63,10,6,13:13:0,2019/09/04
ile-de-re,20,18,30,76,10,8,13:10:0,2019/09/04
ile-de-france,23,19,19,55,10,16,13:17:0,2019/09/04
languedoc-roussillon,26,24,17,43,10,3,13:4:0,2019/09/04
limousin,25,20,12,50,9.625,10,13:10:0,2019/09/04
lorraine,24,17,19,68,10,11,13:18:0,2019/09/04
midi-pyrenees,28,20,18,48,10,2,13:4:0,2019/09/04
nord-pas-de-calais,18,16,25,72,8.375,43,13:21:0,2019/09/04
normandie,18,13,26,83,9,30,13:18:0,2019/09/04
pays-de-la-loire,20,18,17,69,10,33,13:13:0,2019/09/04
picardie,19,13,27,73,8.375,41,13:19:0,2019/09/04
poitou-charentes,20,18,29,72,10,8,13:11:0,2019/09/04
rh-ne-alpes,29,21,7,54,10,2,13:9:0,2019/09/04
provence-alpes-c-te-d-azur,27,26,12,58,10,2,13:4:0,2019/09/04
alsace,20,16,13,68,9.125,64,13:13:0,2019/09/05
aquitaine,21,16,14,60,10,19,13:4:0,2019/09/05
ardeche,21,17,30,67,10,12,13:4:0,2019/09/05
auvergne,18,11,15,85,9,70,13:6:0,2019/09/05
bourgogne,20,14,20,70,9.875,56,13:10:0,2019/09/05
bretagne,17,14,23,76,10,49,13:12:0,2019/09/05
centre,19,15,13,69,10,55,13:11:0,2019/09/05
champagne-ardenne,18,14,19,75,8,43,13:14:0,2019/09/05
corse,26,24,11,68,10,6,12:58:0,2019/09/05
franche-comte,18,13,7,86,9.25,83,13:9:0,2019/09/05
ile-de-re,20,16,20,73,10,19,13:8:0,2019/09/05
ile-de-france,19,16,17,63,10,47,13:14:0,2019/09/05
languedoc-roussillon,26,23,30,49,10,4,13:1:0,2019/09/05
limousin,18,13,11,76,8.75,56,13:7:0,2019/09/05
lorraine,18,13,18,80,10,51,13:14:0,2019/09/05
midi-pyrenees,22,16,23,78,8.875,50,13:2:0,2019/09/05
nord-pas-de-calais,16,14,20,67,10,50,13:17:0,2019/09/05
normandie,16,14,21,79,9.875,54,13:14:0,2019/09/05
pays-de-la-loire,19,14,20,72,8,44,13:9:0,2019/09/05
picardie,18,11,21,70,10,45,13:16:0,2019/09/05
poitou-charentes,20,16,19,73,10,19,13:8:0,2019/09/05
rh-ne-alpes,20,16,21,76,9.625,54,13:6:0,2019/09/05
provence-alpes-c-te-d-azur,25,23,50,52,10,3,13:1:0,2019/09/05
alsace,21,15,11,65,10,41,13:9:0,2019/09/06
aquitaine,22,16,12,63,10,4,13:1:0,2019/09/06
ardeche,20,15,32,58,10,16,13:1:0,2019/09/06
auvergne,19,12,17,72,10,27,13:3:0,2019/09/06
bourgogne,21,14,18,63,10,34,13:6:0,2019/09/06
bretagne,22,13,18,70,10,21,13:8:0,2019/09/06
centre,21,14,11,49,10,20,13:8:0,2019/09/06
champagne-ardenne,19,12,10,67,10,25,13:10:0,2019/09/06
corse,24,20,18,64,10,15,12:55:0,2019/09/06
franche-comte,18,13,13,79,6.75,43,13:6:0,2019/09/06
ile-de-re,19,14,26,63,10,8,13:5:0,2019/09/06
ile-de-france,22,16,13,44,10,20,13:10:0,2019/09/06
languedoc-roussillon,25,19,28,47,10,5,12:59:0,2019/09/06
limousin,19,13,12,65,9,11,13:4:0,2019/09/06
lorraine,19,13,9,69,10,22,13:10:0,2019/09/06
midi-pyrenees,22,15,18,58,10,9,12:59:0,2019/09/06
nord-pas-de-calais,18,13,24,54,10,33,13:14:0,2019/09/06
normandie,18,14,26,74,10,42,13:11:0,2019/09/06
pays-de-la-loire,23,13,14,62,10,16,13:6:0,2019/09/06
picardie,19,14,23,82,10,38,13:12:0,2019/09/06
poitou-charentes,19,14,20,63,10,8,13:4:0,2019/09/06
rh-ne-alpes,20,14,22,68,10,34,13:3:0,2019/09/06
provence-alpes-c-te-d-azur,24,19,27,53,10,10,12:59:0,2019/09/06
alsace,19,14,4,62,9.75,69,13:5:0,2019/09/07
aquitaine,22,17,14,75,10,35,12:58:0,2019/09/07
ardeche,22,17,23,48,10,15,12:58:0,2019/09/07
auvergne,20,14,10,64,9.875,43,13:0:0,2019/09/07
bourgogne,20,16,14,54,9.5,60,13:3:0,2019/09/07
bretagne,19,15,19,74,9,49,13:5:0,2019/09/07
centre,20,15,14,79,9.875,70,13:4:0,2019/09/07
champagne-ardenne,19,13,18,89,10,66,13:7:0,2019/09/07
corse,24,20,13,63,10,9,12:52:0,2019/09/07
franche-comte,20,14,4,65,9.75,60,13:3:0,2019/09/07
ile-de-re,19,16,26,80,9,45,13:1:0,2019/09/07
ile-de-france,20,16,15,73,10,63,13:6:0,2019/09/07
languedoc-roussillon,26,20,22,38,10,9,12:55:0,2019/09/07
limousin,20,13,11,55,10,56,13:0:0,2019/09/07
lorraine,17,12,12,71,9.25,76,13:6:0,2019/09/07
midi-pyrenees,23,15,16,50,10,12,12:56:0,2019/09/07
nord-pas-de-calais,17,14,21,73,10,50,13:9:0,2019/09/07
normandie,17,14,19,72,8.75,58,13:7:0,2019/09/07
pays-de-la-loire,22,16,18,76,8.375,41,13:3:0,2019/09/07
picardie,18,11,20,84,8.875,58,13:8:0,2019/09/07
poitou-charentes,19,16,20,80,9,45,13:1:0,2019/09/07
rh-ne-alpes,22,16,12,49,10,31,12:59:0,2019/09/07
provence-alpes-c-te-d-azur,25,20,35,52,10,6,12:55:0,2019/09/07
alsace,17,14,10,78,9.25,80,13:2:0,2019/09/08
aquitaine,22,16,10,60,10,11,12:55:0,2019/09/08
ardeche,19,14,23,58,10,17,12:55:0,2019/09/08
auvergne,16,11,15,78,9.625,53,12:56:0,2019/09/08
bourgogne,16,10,17,90,8.75,62,13:0:0,2019/09/08
bretagne,19,13,14,73,9,19,13:2:0,2019/09/08
centre,18,13,14,66,10,40,13:1:0,2019/09/08
champagne-ardenne,18,13,16,78,7.875,64,13:4:0,2019/09/08
corse,23,21,28,55,10,4,12:49:0,2019/09/08
franche-comte,13,10,10,90,7.875,77,12:59:0,2019/09/08
ile-de-re,19,14,18,71,10,9,12:58:0,2019/09/08
ile-de-france,19,14,13,60,10,36,13:3:0,2019/09/08
languedoc-roussillon,24,19,17,47,10,6,12:52:0,2019/09/08
limousin,18,12,11,71,10,22,12:57:0,2019/09/08
lorraine,16,12,14,80,8.625,71,13:3:0,2019/09/08
midi-pyrenees,23,16,19,74,10,31,12:53:0,2019/09/08
nord-pas-de-calais,16,13,18,66,9.625,49,13:6:0,2019/09/08
normandie,16,13,16,65,9.875,42,13:4:0,2019/09/08
pays-de-la-loire,21,14,16,69,9,10,12:59:0,2019/09/08
picardie,17,10,16,76,9.75,43,13:4:0,2019/09/08
poitou-charentes,19,14,15,71,10,9,12:58:0,2019/09/08
rh-ne-alpes,17,14,19,69,9.75,54,12:56:0,2019/09/08
provence-alpes-c-te-d-azur,22,19,42,49,10,3,12:52:0,2019/09/08
alsace,18,13,6,76,10,57,12:58:0,2019/09/09
aquitaine,20,16,12,51,10,18,12:52:0,2019/09/09
ardeche,20,13,12,59,10,19,12:52:0,2019/09/09
auvergne,19,11,5,71,10,27,12:53:0,2019/09/09
bourgogne,19,12,9,65,10,35,12:56:0,2019/09/09
bretagne,14,11,16,92,9.5,77,12:58:0,2019/09/09
centre,19,13,11,63,9.625,47,12:57:0,2019/09/09
champagne-ardenne,17,12,12,73,10,62,13:0:0,2019/09/09
corse,22,19,17,52,10,4,12:47:0,2019/09/09
franche-comte,17,11,5,84,6.625,54,12:56:0,2019/09/09
ile-de-re,18,15,17,67,9.25,49,12:55:0,2019/09/09
ile-de-france,19,13,12,64,10,57,12:59:0,2019/09/09
languedoc-roussillon,21,19,17,54,10,20,12:49:0,2019/09/09
limousin,19,12,8,57,10,36,12:54:0,2019/09/09
lorraine,16,11,10,77,10,44,13:0:0,2019/09/09
midi-pyrenees,22,18,10,54,10,26,12:50:0,2019/09/09
nord-pas-de-calais,17,12,16,70,9.375,50,13:2:0,2019/09/09
normandie,13,12,14,79,7.75,70,13:0:0,2019/09/09
pays-de-la-loire,17,15,15,75,9.5,43,12:56:0,2019/09/09
picardie,18,11,14,78,10,57,13:1:0,2019/09/09
poitou-charentes,18,15,17,63,9.25,49,12:55:0,2019/09/09
rh-ne-alpes,19,14,6,66,10,34,12:53:0,2019/09/09
provence-alpes-c-te-d-azur,21,17,27,58,10,7,12:49:0,2019/09/09
alsace,21,15,9,65,10,19,12:55:0,2019/09/10
aquitaine,21,16,17,72,9.75,53,12:50:0,2019/09/10
ardeche,16,13,13,84,6.75,76,12:49:0,2019/09/10
auvergne,18,11,9,73,10,54,12:51:0,2019/09/10
bourgogne,22,14,15,57,10,27,12:53:0,2019/09/10
bretagne,20,13,17,79,8.25,43,12:55:0,2019/09/10
centre,22,16,13,54,9.125,34,12:54:0,2019/09/10
champagne-ardenne,21,14,10,57,10,26,12:57:0,2019/09/10
corse,25,22,9,53,9.875,63,12:44:0,2019/09/10
franche-comte,20,14,12,65,10,37,12:53:0,2019/09/10
ile-de-re,21,15,20,79,9.625,44,12:52:0,2019/09/10
ile-de-france,23,16,10,47,10,31,12:56:0,2019/09/10
languedoc-roussillon,19,15,26,78,8.875,86,12:47:0,2019/09/10
limousin,20,11,11,89,8.625,48,12:51:0,2019/09/10
lorraine,20,13,11,63,10,21,12:56:0,2019/09/10
