,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
auvergne,3,0,7,98,5,96,9:52:0,2018/02/04
bourgogne,5,2,13,75,10,65,9:44:0,2018/02/04
bretagne,5,2,31,85,9.875,38,9:40:0,2018/02/04
centre,4,3,23,87,8.5,72,9:41:0,2018/02/04
champagne-ardenne,2,1,19,90,9.875,55,9:34:0,2018/02/04
corse,8,6,3,65,10,42,10:9:0,2018/02/04
franche-comte,4,2,10,70,10,46,9:45:0,2018/02/04
ile-de-re,7,5,32,90,9,74,9:50:0,2018/02/04
ile-de-france,3,1,24,84,8.875,61,9:37:0,2018/02/04
languedoc-roussillon,9,6,10,69,10,40,10:2:0,2018/02/04
limousin,6,1,10,95,4.875,79,9:52:0,2018/02/04
lorraine,2,1,18,84,9.375,71,9:35:0,2018/02/04
midi-pyrenees,7,4,5,86,9.875,90,10:2:0,2018/02/04
nord-pas-de-calais,4,0,23,71,10,44,9:28:0,2018/02/04
normandie,5,3,35,82,8.375,58,9:35:0,2018/02/04
pays-de-la-loire,5,4,30,88,9,79,9:45:0,2018/02/04
picardie,4,-1,26,83,9.625,45,9:30:0,2018/02/04
poitou-charentes,7,5,32,90,9,74,9:50:0,2018/02/04
rh-ne-alpes,5,1,8,85,10,50,9:52:0,2018/02/04
provence-alpes-c-te-d-azur,10,6,7,54,10,30,10:3:0,2018/02/04
alsace,3,0,13,81,9,63,9:41:0,2018/02/05
aquitaine,6,2,21,83,10,48,9:59:0,2018/02/05
ardeche,2,0,9,97,6.875,91,10:0:0,2018/02/05
auvergne,-1,-3,8,99,1.5,100,9:54:0,2018/02/05
bourgogne,2,0,15,81,7.625,90,9:47:0,2018/02/05
bretagne,4,0,22,78,10,27,9:43:0,2018/02/05
centre,2,-1,18,76,9.375,54,9:45:0,2018/02/05
champagne-ardenne,3,1,22,81,9,59,9:38:0,2018/02/05
corse,10,8,12,75,9.75,39,10:11:0,2018/02/05
franche-comte,3,1,12,74,9.375,98,9:48:0,2018/02/05
ile-de-re,4,1,37,71,10,7,9:53:0,2018/02/05
ile-de-france,3,-1,18,75,8.375,67,9:40:0,2018/02/05
languedoc-roussillon,10,8,29,86,9.5,96,10:4:0,2018/02/05
limousin,1,-1,15,91,8,90,9:54:0,2018/02/05
lorraine,2,-1,25,81,9,75,9:38:0,2018/02/05
midi-pyrenees,5,4,8,91,8.625,100,10:5:0,2018/02/05
nord-pas-de-calais,3,-1,22,78,10,39,9:32:0,2018/02/05
normandie,3,2,27,73,8,61,9:38:0,2018/02/05
pays-de-la-loire,4,0,26,71,10,1,9:48:0,2018/02/05
picardie,3,-1,23,79,10,56,9:34:0,2018/02/05
poitou-charentes,4,1,37,71,10,7,9:53:0,2018/02/05
rh-ne-alpes,1,-1,7,98,4.75,100,9:54:0,2018/02/05
provence-alpes-c-te-d-azur,10,8,36,76,9.125,79,10:6:0,2018/02/05
alsace,4,1,6,68,10,52,9:44:0,2018/02/06
aquitaine,6,2,13,68,10,46,10:1:0,2018/02/06
ardeche,6,3,7,90,6.75,79,10:2:0,2018/02/06
auvergne,1,-3,11,91,8.875,72,9:58:0,2018/02/06
bourgogne,3,,5,89,5.375,86,9:51:0,2018/02/06
bretagne,5,1,24,85,9.375,78,9:46:0,2018/02/06
centre,1,0,12,94,5,100,9:47:0,2018/02/06
champagne-ardenne,1,0,13,94,7.375,100,9:41:0,2018/02/06
corse,10,8,8,85,9.125,46,10:14:0,2018/02/06
franche-comte,6,2,5,71,9,79,9:51:0,2018/02/06
ile-de-re,5,2,20,79,10,48,9:55:0,2018/02/06
ile-de-france,1,-1,17,92,6,100,9:42:0,2018/02/06
languedoc-roussillon,9,4,28,91,9.375,100,10:7:0,2018/02/06
limousin,1,-1,9,96,3.375,100,9:57:0,2018/02/06
lorraine,1,-1,14,90,7.375,98,9:42:0,2018/02/06
midi-pyrenees,4,1,20,80,8.5,81,10:7:0,2018/02/06
nord-pas-de-calais,1,-1,19,73,10,93,9:35:0,2018/02/06
normandie,4,3,29,77,7.125,97,9:41:0,2018/02/06
pays-de-la-loire,5,2,19,78,9,68,9:51:0,2018/02/06
picardie,1,-1,21,77,10,99,9:37:0,2018/02/06
poitou-charentes,5,2,20,77,10,48,9:56:0,2018/02/06
rh-ne-alpes,6,1,12,91,7,93,9:58:0,2018/02/06
provence-alpes-c-te-d-azur,9,8,25,74,9.5,86,10:8:0,2018/02/06
alsace,2,-1,8,76,10,61,9:47:0,2018/02/07
aquitaine,5,2,14,77,10,44,10:5:0,2018/02/07
ardeche,2,-1,20,72,10,58,10:5:0,2018/02/07
auvergne,-2,-5,12,88,10,78,10:0:0,2018/02/07
bourgogne,1,,14,84,8.125,92,9:53:0,2018/02/07
bretagne,5,1,29,90,9.625,65,9:50:0,2018/02/07
centre,0,-1,12,94,6.375,95,9:51:0,2018/02/07
champagne-ardenne,2,-1,15,85,8.375,77,9:44:0,2018/02/07
corse,8,7,16,89,8.875,54,10:16:0,2018/02/07
franche-comte,1,-1,9,88,8.375,99,9:53:0,2018/02/07
ile-de-re,5,2,21,80,9.875,53,9:59:0,2018/02/07
ile-de-france,0,-3,14,91,8,73,9:46:0,2018/02/07
languedoc-roussillon,7,4,34,59,10,21,10:10:0,2018/02/07
limousin,-1,-3,11,95,5.625,97,10:0:0,2018/02/07
lorraine,2,-1,10,77,10,86,9:44:0,2018/02/07
midi-pyrenees,4,0,21,79,9.625,67,10:9:0,2018/02/07
nord-pas-de-calais,2,0,17,47,10,55,9:39:0,2018/02/07
normandie,4,3,27,86,8.625,99,9:44:0,2018/02/07
pays-de-la-loire,4,1,22,81,9.875,56,9:53:0,2018/02/07
picardie,2,-2,20,62,10,55,9:40:0,2018/02/07
poitou-charentes,5,2,21,73,9.875,53,9:59:0,2018/02/07
rh-ne-alpes,1,-1,18,76,8.375,80,10:0:0,2018/02/07
provence-alpes-c-te-d-azur,7,5,35,70,10,23,10:10:0,2018/02/07
alsace,2,0,6,77,10,48,9:50:0,2018/02/08
aquitaine,6,0,8,75,10,20,10:7:0,2018/02/08
ardeche,3,-1,18,79,10,45,10:8:0,2018/02/08
auvergne,0,-4,9,95,7,79,10:3:0,2018/02/08
bourgogne,3,0,12,81,10,42,9:57:0,2018/02/08
bretagne,6,1,12,79,10,24,9:52:0,2018/02/08
centre,1,-5,6,76,10,18,9:54:0,2018/02/08
champagne-ardenne,3,-2,8,66,10,28,9:47:0,2018/02/08
corse,7,5,9,63,10,19,10:19:0,2018/02/08
franche-comte,3,-1,9,75,9,47,9:57:0,2018/02/08
ile-de-re,6,1,9,75,10,16,10:1:0,2018/02/08
ile-de-france,1,-4,5,93,10,30,9:50:0,2018/02/08
languedoc-roussillon,8,4,14,55,10,10,10:12:0,2018/02/08
limousin,2,-5,7,87,8.125,50,10:3:0,2018/02/08
lorraine,2,-1,5,77,10,53,9:48:0,2018/02/08
midi-pyrenees,3,-1,15,80,9,65,10:12:0,2018/02/08
nord-pas-de-calais,4,1,13,76,10,42,9:42:0,2018/02/08
normandie,6,2,15,75,9.875,36,9:48:0,2018/02/08
pays-de-la-loire,6,1,7,84,8,18,9:57:0,2018/02/08
picardie,4,-1,15,92,10,35,9:43:0,2018/02/08
poitou-charentes,6,1,9,69,10,16,10:2:0,2018/02/08
rh-ne-alpes,3,0,17,83,8.75,89,10:4:0,2018/02/08
provence-alpes-c-te-d-azur,7,3,25,65,10,1,10:14:0,2018/02/08
alsace,3,1,7,74,10,59,9:54:0,2018/02/09
aquitaine,5,2,17,87,10,39,10:10:0,2018/02/09
ardeche,5,1,5,74,9,34,10:10:0,2018/02/09
auvergne,2,-2,9,92,9,43,10:6:0,2018/02/09
bourgogne,4,1,13,80,7,56,9:59:0,2018/02/09
bretagne,7,2,33,80,9.75,40,9:56:0,2018/02/09
centre,1,-2,19,98,7.75,54,9:57:0,2018/02/09
champagne-ardenne,0,-3,18,90,8.375,55,9:51:0,2018/02/09
corse,8,7,6,58,10,23,10:21:0,2018/02/09
franche-comte,3,1,12,78,9,59,9:59:0,2018/02/09
ile-de-re,8,5,30,86,9.75,52,10:4:0,2018/02/09
ile-de-france,1,-3,18,100,7.375,63,9:52:0,2018/02/09
languedoc-roussillon,7,4,21,60,9.375,22,10:16:0,2018/02/09
limousin,0,-2,14,98,6.5,49,10:6:0,2018/02/09
lorraine,3,0,14,75,10,49,9:51:0,2018/02/09
midi-pyrenees,6,1,10,77,9.875,37,10:15:0,2018/02/09
nord-pas-de-calais,1,-2,29,94,7.375,78,9:45:0,2018/02/09
normandie,5,2,34,88,9.625,63,9:51:0,2018/02/09
pays-de-la-loire,7,6,29,92,9.625,39,9:59:0,2018/02/09
picardie,2,-2,28,96,9.875,76,9:47:0,2018/02/09
poitou-charentes,8,6,30,86,9.75,52,10:4:0,2018/02/09
rh-ne-alpes,5,1,4,78,9,68,10:6:0,2018/02/09
provence-alpes-c-te-d-azur,7,4,13,64,10,8,10:16:0,2018/02/09
alsace,3,1,10,81,9.375,84,9:57:0,2018/02/10
aquitaine,8,3,9,75,10,37,10:13:0,2018/02/10
ardeche,3,-1,26,79,9.375,36,10:13:0,2018/02/10
auvergne,0,-5,10,95,5,72,10:9:0,2018/02/10
bourgogne,3,1,8,85,9.375,80,10:3:0,2018/02/10
bretagne,9,3,27,92,10,79,9:58:0,2018/02/10
centre,2,-2,12,95,8,36,10:0:0,2018/02/10
champagne-ardenne,2,0,13,92,8.375,66,9:53:0,2018/02/10
corse,8,7,5,68,9.875,13,10:24:0,2018/02/10
franche-comte,2,0,6,89,7,83,10:3:0,2018/02/10
ile-de-re,8,4,22,84,9,56,10:7:0,2018/02/10
ile-de-france,2,-1,16,99,7.75,61,9:56:0,2018/02/10
languedoc-roussillon,9,6,35,56,9.875,29,10:18:0,2018/02/10
limousin,5,-2,6,88,6.25,34,10:9:0,2018/02/10
lorraine,3,1,15,86,8.375,96,9:54:0,2018/02/10
midi-pyrenees,6,1,20,76,10,25,10:17:0,2018/02/10
nord-pas-de-calais,5,1,21,81,9.875,54,9:49:0,2018/02/10
normandie,8,4,30,83,9.875,81,9:54:0,2018/02/10
pays-de-la-loire,9,3,23,78,9,66,10:3:0,2018/02/10
picardie,4,1,32,91,9.875,53,9:51:0,2018/02/10
poitou-charentes,8,4,22,75,9,56,10:8:0,2018/02/10
rh-ne-alpes,2,-1,17,91,8,69,10:9:0,2018/02/10
provence-alpes-c-te-d-azur,9,6,30,58,10,27,10:18:0,2018/02/10
alsace,4,2,15,83,9.75,87,10:0:0,2018/02/11
aquitaine,12,11,17,94,8.75,89,10:15:0,2018/02/11
ardeche,8,3,5,87,10,54,10:16:0,2018/02/11
auvergne,5,1,15,97,5.875,87,10:12:0,2018/02/11
bourgogne,4,1,24,89,9,90,10:5:0,2018/02/11
bretagne,10,3,28,81,10,50,10:2:0,2018/02/11
centre,6,4,16,100,9.25,78,10:3:0,2018/02/11
champagne-ardenne,5,4,21,100,9.75,71,9:57:0,2018/02/11
corse,8,7,10,73,10,11,10:26:0,2018/02/11
franche-comte,2,-2,21,93,10,94,10:6:0,2018/02/11
ile-de-re,11,7,21,86,9.875,82,10:10:0,2018/02/11
ile-de-france,6,3,18,94,9.75,67,9:58:0,2018/02/11
languedoc-roussillon,13,7,19,74,10,36,10:20:0,2018/02/11
limousin,6,2,8,99,3.875,90,10:11:0,2018/02/11
lorraine,4,1,28,91,9.125,91,9:58:0,2018/02/11
midi-pyrenees,9,5,15,96,9.75,90,10:20:0,2018/02/11
nord-pas-de-calais,7,5,26,77,9.875,43,9:53:0,2018/02/11
normandie,10,6,33,73,10,49,9:58:0,2018/02/11
pays-de-la-loire,11,7,23,83,9.875,66,10:6:0,2018/02/11
picardie,7,2,26,81,8.875,47,9:53:0,2018/02/11
poitou-charentes,11,10,21,86,9.875,82,10:10:0,2018/02/11
rh-ne-alpes,5,1,9,95,6.875,76,10:12:0,2018/02/11
provence-alpes-c-te-d-azur,10,5,22,63,10,21,10:21:0,2018/02/11
alsace,3,1,13,81,8.875,41,10:3:0,2018/02/12
aquitaine,8,4,8,73,10,24,10:19:0,2018/02/12
ardeche,4,-1,25,73,9.875,18,10:18:0,2018/02/12
auvergne,0,-5,11,93,6.75,50,10:14:0,2018/02/12
bourgogne,4,1,13,80,9.625,18,10:9:0,2018/02/12
bretagne,7,2,15,82,10,9,10:6:0,2018/02/12
centre,5,1,11,79,10,8,10:6:0,2018/02/12
champagne-ardenne,4,0,13,85,10,12,10:1:0,2018/02/12
corse,9,7,25,65,9.875,29,10:29:0,2018/02/12
franche-comte,2,-1,8,93,7.75,49,10:9:0,2018/02/12
ile-de-re,7,5,11,66,10,6,10:13:0,2018/02/12
ile-de-france,5,1,12,77,10,13,10:2:0,2018/02/12
languedoc-roussillon,9,7,33,56,10,10,10:24:0,2018/02/12
limousin,4,-2,7,92,6.25,28,10:15:0,2018/02/12
lorraine,3,0,17,85,9,35,10:0:0,2018/02/12
midi-pyrenees,7,3,16,81,9.875,40,10:23:0,2018/02/12
nord-pas-de-calais,5,2,18,70,10,6,9:55:0,2018/02/12
normandie,7,4,18,73,10,8,10:0:0,2018/02/12
pays-de-la-loire,7,3,14,72,10,10,10:9:0,2018/02/12
picardie,5,0,17,87,10,8,9:57:0,2018/02/12
poitou-charentes,7,5,10,66,10,6,10:14:0,2018/02/12
rh-ne-alpes,3,-1,19,85,8.75,33,10:15:0,2018/02/12
provence-alpes-c-te-d-azur,8,7,48,50,10,3,10:24:0,2018/02/12
alsace,3,0,10,71,10,5,10:6:0,2018/02/13
aquitaine,9,4,27,75,10,52,10:21:0,2018/02/13
ardeche,4,0,12,63,9.375,43,10:22:0,2018/02/13
auvergne,1,-3,13,87,9.375,53,10:18:0,2018/02/13
bourgogne,4,0,13,74,9.375,45,10:11:0,2018/02/13
bretagne,8,3,37,91,9.5,46,10:8:0,2018/02/13
centre,3,1,25,79,8.875,52,10:9:0,2018/02/13
champagne-ardenne,4,1,25,80,10,33,10:3:0,2018/02/13
corse,7,6,13,63,10,21,10:31:0,2018/02/13
franche-comte,4,0,8,67,10,29,10:12:0,2018/02/13
ile-de-re,9,5,48,78,9.625,54,10:16:0,2018/02/13
ile-de-france,4,1,26,79,8,51,10:6:0,2018/02/13
languedoc-roussillon,6,4,14,52,10,41,10:26:0,2018/02/13
limousin,1,0,22,97,7.375,55,10:17:0,2018/02/13
lorraine,4,1,14,72,10,16,10:4:0,2018/02/13
midi-pyrenees,5,2,18,89,9.75,40,10:25:0,2018/02/13
nord-pas-de-calais,5,2,35,69,10,31,9:59:0,2018/02/13
normandie,6,3,51,84,9.75,60,10:4:0,2018/02/13
pays-de-la-loire,8,5,41,90,9.5,49,10:13:0,2018/02/13
picardie,4,1,36,83,9,57,10:1:0,2018/02/13
poitou-charentes,9,5,48,78,9.625,54,10:16:0,2018/02/13
rh-ne-alpes,4,0,14,73,9,41,10:18:0,2018/02/13
provence-alpes-c-te-d-azur,7,4,15,51,10,26,10:26:0,2018/02/13
alsace,3,0,7,56,10,6,10:10:0,2018/02/14
aquitaine,12,6,21,95,9.25,87,10:24:0,2018/02/14
ardeche,6,2,7,79,9.25,43,10:24:0,2018/02/14
auvergne,4,-1,8,87,8.625,71,10:20:0,2018/02/14
bourgogne,4,1,10,82,10,88,10:15:0,2018/02/14
bretagne,10,4,39,97,9.875,78,10:12:0,2018/02/14
centre,4,1,18,86,8,53,10:12:0,2018/02/14
champagne-ardenne,5,1,18,77,10,42,10:7:0,2018/02/14
corse,7,5,14,69,9.625,30,10:34:0,2018/02/14
franche-comte,4,1,7,71,10,66,10:15:0,2018/02/14
ile-de-re,11,6,41,98,9.125,84,10:19:0,2018/02/14
ile-de-france,5,1,20,81,9.875,57,10:8:0,2018/02/14
languedoc-roussillon,9,6,11,65,10,47,10:28:0,2018/02/14
limousin,4,1,15,94,5.75,72,10:21:0,2018/02/14
lorraine,4,0,13,57,10,25,10:8:0,2018/02/14
midi-pyrenees,7,4,12,94,8.125,89,10:28:0,2018/02/14
nord-pas-de-calais,5,1,28,83,9.875,81,10:3:0,2018/02/14
normandie,6,4,42,86,9.5,67,10:7:0,2018/02/14
pays-de-la-loire,12,5,39,94,8.875,80,10:15:0,2018/02/14
picardie,4,1,33,84,10,79,10:5:0,2018/02/14
poitou-charentes,11,6,41,94,9.125,84,10:20:0,2018/02/14
rh-ne-alpes,4,0,5,93,7.875,70,10:21:0,2018/02/14
provence-alpes-c-te-d-azur,9,6,23,63,10,28,10:30:0,2018/02/14
alsace,5,2,12,93,6.875,96,10:13:0,2018/02/15
aquitaine,15,12,16,87,9,99,10:27:0,2018/02/15
ardeche,11,5,5,92,9.625,59,10:27:0,2018/02/15
auvergne,10,6,21,96,6.625,75,10:24:0,2018/02/15
bourgogne,8,3,20,96,7.125,100,10:18:0,2018/02/15
bretagne,12,7,13,97,8,84,10:16:0,2018/02/15
centre,11,10,16,97,6.375,100,10:16:0,2018/02/15
champagne-ardenne,8,4,11,98,2.5,100,10:11:0,2018/02/15
corse,9,7,6,71,10,42,10:37:0,2018/02/15
franche-comte,8,4,21,96,5.75,100,10:19:0,2018/02/15
ile-de-re,13,11,28,96,8.375,96,10:22:0,2018/02/15
ile-de-france,9,8,12,98,7.375,94,10:12:0,2018/02/15
languedoc-roussillon,11,7,10,86,9,63,10:32:0,2018/02/15
limousin,11,9,12,99,1.625,100,10:23:0,2018/02/15
lorraine,5,3,18,98,8.375,100,10:10:0,2018/02/15
midi-pyrenees,15,10,12,85,9,74,10:31:0,2018/02/15
nord-pas-de-calais,11,7,19,94,9.875,64,10:6:0,2018/02/15
normandie,11,9,18,93,10,61,10:11:0,2018/02/15
pays-de-la-loire,12,10,18,97,6,93,10:19:0,2018/02/15
picardie,10,4,18,95,9.875,71,10:8:0,2018/02/15
poitou-charentes,13,12,28,93,8.375,96,10:22:0,2018/02/15
rh-ne-alpes,11,4,14,93,9.5,90,10:24:0,2018/02/15
provence-alpes-c-te-d-azur,11,8,12,71,9,49,10:32:0,2018/02/15
alsace,8,5,6,82,8.875,43,10:17:0,2018/02/16
aquitaine,14,11,8,96,4.375,95,10:30:0,2018/02/16
ardeche,13,8,8,95,7.875,57,10:30:0,2018/02/16
auvergne,9,5,6,98,4.75,94,10:26:0,2018/02/16
bourgogne,9,6,14,78,9.875,59,10:21:0,2018/02/16
bretagne,9,4,14,86,10,50,10:18:0,2018/02/16
centre,9,5,15,82,10,30,10:19:0,2018/02/16
champagne-ardenne,8,4,4,81,10,20,10:13:0,2018/02/16
corse,12,10,8,82,10,61,10:39:0,2018/02/16
franche-comte,9,6,10,88,9.875,65,10:21:0,2018/02/16
ile-de-re,11,8,22,88,9.625,60,10:25:0,2018/02/16
ile-de-france,9,5,9,79,10,40,10:16:0,2018/02/16
languedoc-roussillon,13,11,7,87,10,53,10:34:0,2018/02/16
limousin,11,8,7,97,4.75,100,10:26:0,2018/02/16
lorraine,7,4,6,80,7.75,36,10:14:0,2018/02/16
midi-pyrenees,17,12,9,84,9.5,60,10:33:0,2018/02/16
nord-pas-de-calais,9,4,9,83,10,17,10:10:0,2018/02/16
normandie,9,5,12,83,10,20,10:14:0,2018/02/16
pays-de-la-loire,9,5,16,85,9.875,43,10:21:0,2018/02/16
picardie,9,4,10,85,10,26,10:11:0,2018/02/16
poitou-charentes,11,8,22,86,9.625,60,10:26:0,2018/02/16
rh-ne-alpes,9,6,9,95,6.875,83,10:28:0,2018/02/16
provence-alpes-c-te-d-azur,14,11,6,74,9,38,10:34:0,2018/02/16
alsace,2,2,14,95,8.5,84,10:19:0,2018/02/17
aquitaine,12,10,21,77,9,50,10:33:0,2018/02/17
ardeche,9,5,9,95,7.875,72,10:32:0,2018/02/17
auvergne,7,3,18,95,6.625,93,10:30:0,2018/02/17
bourgogne,5,2,20,97,7.25,82,10:24:0,2018/02/17
bretagne,10,6,14,90,7,66,10:22:0,2018/02/17
centre,9,4,10,91,9.5,61,10:22:0,2018/02/17
champagne-ardenne,8,4,13,80,10,62,10:17:0,2018/02/17
corse,12,11,10,84,6.875,72,10:41:0,2018/02/17
franche-comte,5,3,15,98,7.875,91,10:25:0,2018/02/17
ile-de-re,10,8,26,89,8.625,48,10:29:0,2018/02/17
ile-de-france,9,4,9,79,8,64,10:18:0,2018/02/17
languedoc-roussillon,13,11,25,95,7.875,62,10:37:0,2018/02/17
limousin,10,4,13,97,3.875,99,10:29:0,2018/02/17
lorraine,3,2,21,87,9.875,65,10:18:0,2018/02/17
midi-pyrenees,12,9,26,84,9.875,71,10:37:0,2018/02/17
nord-pas-de-calais,8,4,9,78,10,42,10:13:0,2018/02/17
normandie,9,5,11,83,10,42,10:17:0,2018/02/17
pays-de-la-loire,10,5,16,92,7.375,64,10:25:0,2018/02/17
picardie,8,3,10,79,10,45,10:15:0,2018/02/17
poitou-charentes,10,9,26,89,8.625,48,10:28:0,2018/02/17
rh-ne-alpes,9,6,15,92,8.875,83,10:30:0,2018/02/17
provence-alpes-c-te-d-azur,12,11,19,92,7.875,74,10:38:0,2018/02/17
alsace,4,1,8,78,10,12,10:23:0,2018/02/18
aquitaine,10,7,12,95,4.5,79,10:35:0,2018/02/18
ardeche,6,1,22,81,10,12,10:36:0,2018/02/18
auvergne,5,0,8,92,5.75,54,10:32:0,2018/02/18
bourgogne,5,2,11,80,10,5,10:28:0,2018/02/18
bretagne,8,7,16,97,9,100,10:25:0,2018/02/18
centre,9,4,8,86,10,38,10:25:0,2018/02/18
champagne-ardenne,7,3,12,84,10,9,10:20:0,2018/02/18
corse,10,9,8,79,10,25,10:45:0,2018/02/18
franche-comte,5,2,10,83,6.75,24,10:28:0,2018/02/18
ile-de-re,9,8,17,94,8.5,93,10:31:0,2018/02/18
ile-de-france,8,4,11,79,10,19,10:22:0,2018/02/18
languedoc-roussillon,12,9,22,60,10,11,10:40:0,2018/02/18
limousin,7,3,6,95,5.5,65,10:32:0,2018/02/18
lorraine,4,1,11,74,10,3,10:21:0,2018/02/18
midi-pyrenees,9,6,12,86,8.875,77,10:39:0,2018/02/18
nord-pas-de-calais,8,3,15,77,10,7,10:17:0,2018/02/18
normandie,10,6,20,87,10,68,10:21:0,2018/02/18
pays-de-la-loire,9,7,13,96,7.375,100,10:28:0,2018/02/18
picardie,8,2,15,84,10,9,10:19:0,2018/02/18
poitou-charentes,9,8,17,94,8.5,93,10:32:0,2018/02/18
rh-ne-alpes,5,1,17,84,9,32,10:34:0,2018/02/18
provence-alpes-c-te-d-azur,11,7,32,65,10,9,10:40:0,2018/02/18
alsace,3,1,5,70,10,27,10:27:0,2018/02/19
aquitaine,10,7,6,90,4.75,96,10:39:0,2018/02/19
ardeche,8,2,12,66,10,18,10:39:0,2018/02/19
auvergne,6,2,8,61,10,52,10:36:0,2018/02/19
bourgogne,5,2,4,69,10,41,10:30:0,2018/02/19
bretagne,10,9,18,95,3.25,100,10:28:0,2018/02/19
