,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,6,1,3,87,10,3,8:22:0,2020/01/01
aquitaine,12,10,12,89,10,65,8:52:0,2020/01/01
ardeche,10,4,6,81,10,2,8:52:0,2020/01/01
auvergne,8,3,4,83,10,13,8:44:0,2020/01/01
bourgogne,5,1,7,81,9.375,18,8:33:0,2020/01/01
bretagne,11,9,9,97,7.625,92,8:26:0,2020/01/01
centre,7,3,10,97,5.625,68,8:28:0,2020/01/01
champagne-ardenne,4,1,9,84,10,29,8:16:0,2020/01/01
corse,11,7,8,76,10,4,9:11:0,2020/01/01
franche-comte,4,1,5,82,10,26,8:34:0,2020/01/01
ile-de-re,12,11,16,93,10,84,8:42:0,2020/01/01
ile-de-france,6,2,8,90,9.375,41,8:20:0,2020/01/01
languedoc-roussillon,10,9,6,78,10,33,9:0:0,2020/01/01
limousin,8,5,9,94,4.625,90,8:45:0,2020/01/01
lorraine,2,0,8,90,9,11,8:17:0,2020/01/01
midi-pyrenees,10,8,5,83,9,71,9:1:0,2020/01/01
nord-pas-de-calais,3,1,13,88,9.375,31,8:7:0,2020/01/01
normandie,8,5,11,96,5.375,83,8:18:0,2020/01/01
pays-de-la-loire,11,10,12,97,7.875,86,8:34:0,2020/01/01
picardie,4,-1,11,97,8.25,40,8:11:0,2020/01/01
poitou-charentes,12,11,16,93,10,84,8:42:0,2020/01/01
rh-ne-alpes,9,5,3,77,10,2,8:44:0,2020/01/01
provence-alpes-c-te-d-azur,13,12,4,76,10,24,9:2:0,2020/01/01
alsace,5,2,8,80,10,20,8:23:0,2020/01/02
aquitaine,11,7,10,86,10,59,8:53:0,2020/01/02
ardeche,7,3,9,92,8.375,41,8:53:0,2020/01/02
auvergne,9,2,6,87,10,29,8:45:0,2020/01/02
bourgogne,5,2,12,87,7.625,71,8:34:0,2020/01/02
bretagne,11,8,27,93,8,94,8:27:0,2020/01/02
centre,10,7,15,97,7.625,94,8:29:0,2020/01/02
champagne-ardenne,6,3,12,98,6.875,92,8:17:0,2020/01/02
corse,12,8,8,76,10,9,9:12:0,2020/01/02
franche-comte,6,2,8,88,10,35,8:35:0,2020/01/02
ile-de-re,11,6,20,84,10,82,8:43:0,2020/01/02
ile-de-france,9,7,12,97,5,95,8:21:0,2020/01/02
languedoc-roussillon,9,7,15,79,10,75,9:1:0,2020/01/02
limousin,9,6,9,95,7.5,77,8:46:0,2020/01/02
lorraine,4,2,12,88,10,86,8:18:0,2020/01/02
midi-pyrenees,10,5,19,86,10,30,9:2:0,2020/01/02
nord-pas-de-calais,7,3,19,96,8.625,82,8:8:0,2020/01/02
normandie,10,7,21,93,6.625,76,8:19:0,2020/01/02
pays-de-la-loire,12,9,21,91,8.625,96,8:35:0,2020/01/02
picardie,8,4,18,99,4.875,96,8:12:0,2020/01/02
poitou-charentes,11,6,20,84,10,82,8:43:0,2020/01/02
rh-ne-alpes,9,5,7,83,10,15,8:45:0,2020/01/02
provence-alpes-c-te-d-azur,12,10,5,68,10,65,9:3:0,2020/01/02
alsace,7,3,16,87,7.75,84,8:24:0,2020/01/03
aquitaine,11,8,12,92,7.375,76,8:54:0,2020/01/03
ardeche,10,6,9,89,6.375,53,8:54:0,2020/01/03
auvergne,9,5,8,83,10,68,8:46:0,2020/01/03
bourgogne,7,4,18,90,9.375,95,8:35:0,2020/01/03
bretagne,12,9,23,93,10,73,8:28:0,2020/01/03
centre,11,9,22,92,9.375,90,8:30:0,2020/01/03
champagne-ardenne,10,8,23,90,7.25,100,8:18:0,2020/01/03
corse,12,9,7,77,10,63,9:13:0,2020/01/03
franche-comte,7,4,16,93,7.375,97,8:36:0,2020/01/03
ile-de-re,12,11,30,89,8.875,82,8:44:0,2020/01/03
ile-de-france,11,9,20,90,8,98,8:22:0,2020/01/03
languedoc-roussillon,13,10,8,85,10,64,9:1:0,2020/01/03
limousin,7,6,11,96,4,98,8:47:0,2020/01/03
lorraine,7,4,22,93,8,100,8:19:0,2020/01/03
midi-pyrenees,10,7,8,83,8.375,71,9:3:0,2020/01/03
nord-pas-de-calais,10,9,27,90,8.625,93,8:9:0,2020/01/03
normandie,11,8,25,89,10,88,8:20:0,2020/01/03
pays-de-la-loire,12,10,24,94,9.375,77,8:36:0,2020/01/03
picardie,10,6,26,92,9.25,93,8:13:0,2020/01/03
poitou-charentes,12,11,30,89,8.875,82,8:44:0,2020/01/03
rh-ne-alpes,8,5,4,87,10,60,8:46:0,2020/01/03
provence-alpes-c-te-d-azur,13,12,14,76,10,68,9:4:0,2020/01/03
alsace,6,4,8,85,8.25,71,8:25:0,2020/01/04
aquitaine,9,7,10,92,6.625,39,8:55:0,2020/01/04
ardeche,10,6,27,79,10,16,8:55:0,2020/01/04
auvergne,7,4,13,93,9,71,8:47:0,2020/01/04
bourgogne,7,5,12,87,8,42,8:36:0,2020/01/04
bretagne,9,4,8,91,10,47,8:29:0,2020/01/04
centre,8,4,8,83,10,52,8:31:0,2020/01/04
champagne-ardenne,7,3,15,89,9.625,47,8:20:0,2020/01/04
corse,13,9,8,79,10,62,9:14:0,2020/01/04
franche-comte,6,5,6,94,7.5,57,8:37:0,2020/01/04
ile-de-re,9,6,16,82,10,11,8:45:0,2020/01/04
ile-de-france,8,6,11,78,10,47,8:23:0,2020/01/04
languedoc-roussillon,14,11,32,67,10,2,9:2:0,2020/01/04
limousin,8,4,8,96,4.625,65,8:48:0,2020/01/04
lorraine,5,2,17,91,9.875,63,8:22:0,2020/01/04
midi-pyrenees,10,8,15,93,9,82,9:4:0,2020/01/04
nord-pas-de-calais,7,4,19,87,10,29,8:11:0,2020/01/04
normandie,8,4,15,92,10,68,8:21:0,2020/01/04
pays-de-la-loire,9,5,7,90,10,13,8:37:0,2020/01/04
picardie,8,4,19,91,10,49,8:14:0,2020/01/04
poitou-charentes,9,6,16,82,10,11,8:45:0,2020/01/04
rh-ne-alpes,8,5,19,91,9,52,8:47:0,2020/01/04
provence-alpes-c-te-d-azur,13,11,34,73,10,5,9:5:0,2020/01/04
alsace,7,3,4,84,10,40,8:27:0,2020/01/05
aquitaine,8,3,10,86,10,7,8:56:0,2020/01/05
ardeche,7,4,23,81,10,3,8:56:0,2020/01/05
auvergne,6,2,6,86,9,47,8:49:0,2020/01/05
bourgogne,6,3,15,86,10,24,8:38:0,2020/01/05
bretagne,9,4,4,88,10,51,8:31:0,2020/01/05
centre,9,6,8,80,10,46,8:33:0,2020/01/05
champagne-ardenne,7,4,3,91,10,30,8:22:0,2020/01/05
corse,12,9,8,74,10,9,9:15:0,2020/01/05
franche-comte,5,2,16,91,9,25,8:38:0,2020/01/05
ile-de-re,9,5,21,83,10,5,8:46:0,2020/01/05
ile-de-france,10,7,4,75,10,64,8:24:0,2020/01/05
languedoc-roussillon,11,7,24,64,10,0,9:3:0,2020/01/05
limousin,6,3,13,84,8.625,21,8:49:0,2020/01/05
lorraine,5,2,5,93,10,50,8:23:0,2020/01/05
midi-pyrenees,9,4,8,84,9.625,6,9:5:0,2020/01/05
nord-pas-de-calais,7,4,11,93,10,64,8:12:0,2020/01/05
normandie,9,7,6,85,10,70,8:22:0,2020/01/05
pays-de-la-loire,9,4,10,88,10,19,8:38:0,2020/01/05
picardie,8,5,8,92,10,79,8:15:0,2020/01/05
poitou-charentes,9,5,21,83,10,5,8:46:0,2020/01/05
rh-ne-alpes,6,4,15,79,10,35,8:48:0,2020/01/05
provence-alpes-c-te-d-azur,15,10,14,62,10,1,9:6:0,2020/01/05
alsace,7,2,7,89,10,8,8:28:0,2020/01/06
aquitaine,11,4,7,76,10,13,8:57:0,2020/01/06
ardeche,9,5,9,89,10,22,8:57:0,2020/01/06
auvergne,12,3,7,73,10,3,8:50:0,2020/01/06
bourgogne,6,1,12,95,6.625,30,8:39:0,2020/01/06
bretagne,9,1,19,93,9,38,8:33:0,2020/01/06
centre,7,2,15,87,10,15,8:34:0,2020/01/06
champagne-ardenne,5,1,12,93,9,14,8:23:0,2020/01/06
corse,12,9,6,65,10,2,9:16:0,2020/01/06
franche-comte,7,2,5,82,9.375,7,8:39:0,2020/01/06
ile-de-re,10,6,18,85,10,21,8:47:0,2020/01/06
ile-de-france,8,4,15,84,10,16,8:26:0,2020/01/06
languedoc-roussillon,10,8,15,76,10,66,9:4:0,2020/01/06
limousin,9,3,9,89,8.375,5,8:50:0,2020/01/06
lorraine,5,1,8,93,8,14,8:24:0,2020/01/06
midi-pyrenees,12,5,17,78,10,6,9:6:0,2020/01/06
nord-pas-de-calais,6,2,21,91,9.375,37,8:13:0,2020/01/06
normandie,7,2,22,90,10,23,8:23:0,2020/01/06
pays-de-la-loire,10,2,17,91,10,32,8:40:0,2020/01/06
picardie,6,1,18,93,9.375,29,8:17:0,2020/01/06
poitou-charentes,10,6,18,85,10,21,8:47:0,2020/01/06
rh-ne-alpes,10,4,10,83,10,11,8:49:0,2020/01/06
provence-alpes-c-te-d-azur,15,12,10,68,10,10,9:7:0,2020/01/06
alsace,7,4,8,89,10,47,8:30:0,2020/01/07
aquitaine,12,9,8,94,8.375,92,8:59:0,2020/01/07
ardeche,10,5,20,84,10,18,8:59:0,2020/01/07
auvergne,9,5,4,89,10,71,8:52:0,2020/01/07
bourgogne,7,4,7,96,6.375,67,8:40:0,2020/01/07
bretagne,13,8,21,99,4.75,95,8:34:0,2020/01/07
centre,10,7,12,94,8,91,8:35:0,2020/01/07
champagne-ardenne,7,5,13,96,7,86,8:24:0,2020/01/07
corse,11,8,7,81,8.875,52,9:17:0,2020/01/07
franche-comte,7,4,8,96,5.625,70,8:40:0,2020/01/07
ile-de-re,12,11,18,96,5.375,100,8:48:0,2020/01/07
ile-de-france,10,6,12,93,7,79,8:28:0,2020/01/07
languedoc-roussillon,14,9,16,74,10,15,9:5:0,2020/01/07
limousin,8,5,6,95,7.625,96,8:51:0,2020/01/07
lorraine,5,4,13,97,9,88,8:25:0,2020/01/07
midi-pyrenees,11,7,6,87,10,64,9:7:0,2020/01/07
nord-pas-de-calais,8,5,20,97,7.625,69,8:16:0,2020/01/07
normandie,12,6,19,95,7.625,71,8:25:0,2020/01/07
pays-de-la-loire,12,11,18,99,3,100,8:41:0,2020/01/07
picardie,9,6,19,95,8,71,8:18:0,2020/01/07
poitou-charentes,12,11,18,96,5.375,100,8:48:0,2020/01/07
rh-ne-alpes,9,5,8,88,10,42,8:50:0,2020/01/07
provence-alpes-c-te-d-azur,13,9,29,79,10,31,9:8:0,2020/01/07
alsace,7,4,12,83,10,68,8:31:0,2020/01/08
aquitaine,11,10,6,87,9.625,70,9:0:0,2020/01/08
ardeche,11,7,5,90,8,45,9:0:0,2020/01/08
auvergne,10,8,5,92,10,91,8:53:0,2020/01/08
bourgogne,7,6,12,98,1.75,96,8:41:0,2020/01/08
bretagne,13,12,18,97,9.625,90,8:35:0,2020/01/08
centre,11,10,15,94,8,100,8:36:0,2020/01/08
champagne-ardenne,10,9,15,96,7,100,8:25:0,2020/01/08
corse,13,10,8,64,10,10,9:18:0,2020/01/08
franche-comte,7,5,9,91,8.375,87,8:41:0,2020/01/08
ile-de-re,12,11,22,92,6,94,8:50:0,2020/01/08
ile-de-france,11,10,12,95,8,100,8:29:0,2020/01/08
languedoc-roussillon,14,10,8,74,10,12,9:6:0,2020/01/08
limousin,9,8,6,98,2.125,99,8:53:0,2020/01/08
lorraine,7,5,15,96,7.375,96,8:27:0,2020/01/08
midi-pyrenees,12,8,7,86,10,67,9:8:0,2020/01/08
nord-pas-de-calais,11,10,18,95,8.875,100,8:17:0,2020/01/08
normandie,13,12,15,94,8.375,90,8:26:0,2020/01/08
pays-de-la-loire,13,12,17,95,5,99,8:42:0,2020/01/08
picardie,12,8,17,97,8.875,100,8:19:0,2020/01/08
poitou-charentes,12,11,22,92,6,94,8:50:0,2020/01/08
rh-ne-alpes,8,6,3,85,10,91,8:52:0,2020/01/08
provence-alpes-c-te-d-azur,15,11,9,61,10,7,9:10:0,2020/01/08
alsace,10,8,13,87,10,81,8:32:0,2020/01/09
aquitaine,13,9,19,85,8.625,61,9:1:0,2020/01/09
ardeche,9,6,13,85,10,51,9:1:0,2020/01/09
auvergne,13,8,12,85,9.375,51,8:54:0,2020/01/09
