,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,27,24,15,80,9.375,58,16:5:0,2019/07/01
aquitaine,25,22,9,75,10,70,15:32:0,2019/07/01
ardeche,34,29,10,51,10,11,15:31:0,2019/07/01
auvergne,29,25,17,89,8.875,54,15:39:0,2019/07/01
bourgogne,26,22,13,82,8,64,15:53:0,2019/07/01
bretagne,20,17,20,79,9.875,50,15:59:0,2019/07/01
centre,24,19,12,65,10,34,15:58:0,2019/07/01
champagne-ardenne,22,17,14,81,9.875,35,16:11:0,2019/07/01
corse,29,28,10,58,10,25,15:11:0,2019/07/01
franche-comte,26,22,11,88,8.125,55,15:52:0,2019/07/01
ile-de-re,23,19,18,83,10,66,15:43:0,2019/07/01
ile-de-france,26,21,17,55,9.75,32,16:7:0,2019/07/01
languedoc-roussillon,27,26,14,77,10,1,15:23:0,2019/07/01
limousin,24,19,10,79,6.875,87,15:40:0,2019/07/01
lorraine,23,20,20,69,9.125,40,16:9:0,2019/07/01
midi-pyrenees,25,20,14,85,9.875,66,15:22:0,2019/07/01
nord-pas-de-calais,20,18,21,75,9,25,16:21:0,2019/07/01
normandie,18,16,14,85,8,40,16:10:0,2019/07/01
pays-de-la-loire,24,18,17,75,10,47,15:52:0,2019/07/01
picardie,20,15,20,89,7.375,28,16:17:0,2019/07/01
poitou-charentes,23,19,18,83,10,66,15:43:0,2019/07/01
rh-ne-alpes,35,29,14,59,9.625,59,15:40:0,2019/07/01
provence-alpes-c-te-d-azur,29,28,12,66,10,16,15:20:0,2019/07/01
alsace,26,21,13,67,10,15,16:3:0,2019/07/02
aquitaine,25,21,8,78,9.75,86,15:31:0,2019/07/02
ardeche,29,23,18,71,10,39,15:31:0,2019/07/02
auvergne,24,19,6,90,7.125,63,15:39:0,2019/07/02
bourgogne,25,20,17,78,9.5,29,15:52:0,2019/07/02
bretagne,23,17,15,73,9,6,15:59:0,2019/07/02
centre,24,18,15,68,10,8,15:57:0,2019/07/02
champagne-ardenne,22,17,14,72,8,6,16:10:0,2019/07/02
corse,29,28,10,57,9.875,27,15:10:0,2019/07/02
franche-comte,26,20,15,80,9.5,46,15:51:0,2019/07/02
ile-de-re,23,19,18,76,9.875,54,15:43:0,2019/07/02
ile-de-france,26,20,17,61,10,3,16:6:0,2019/07/02
languedoc-roussillon,30,27,15,68,10,21,15:23:0,2019/07/02
limousin,26,21,12,72,9.875,44,15:39:0,2019/07/02
lorraine,24,19,10,70,10,4,16:8:0,2019/07/02
midi-pyrenees,25,20,10,84,9.875,63,15:22:0,2019/07/02
nord-pas-de-calais,21,18,12,69,10,38,16:20:0,2019/07/02
normandie,19,17,21,82,9,24,16:9:0,2019/07/02
pays-de-la-loire,25,17,18,67,10,15,15:51:0,2019/07/02
picardie,21,18,15,83,8.625,44,16:16:0,2019/07/02
poitou-charentes,23,19,18,76,9.875,54,15:42:0,2019/07/02
rh-ne-alpes,27,22,15,70,10,51,15:39:0,2019/07/02
provence-alpes-c-te-d-azur,29,24,12,63,10,1,15:20:0,2019/07/02
alsace,25,20,19,66,10,18,16:2:0,2019/07/03
aquitaine,32,24,8,70,9.875,53,15:31:0,2019/07/03
ardeche,30,24,13,68,8.625,45,15:29:0,2019/07/03
auvergne,26,21,12,87,9.625,66,15:38:0,2019/07/03
bourgogne,26,20,19,70,10,24,15:51:0,2019/07/03
bretagne,23,18,22,73,10,4,15:58:0,2019/07/03
centre,24,18,19,74,9.875,33,15:56:0,2019/07/03
champagne-ardenne,23,18,17,75,9,8,16:9:0,2019/07/03
corse,29,28,11,61,10,51,15:10:0,2019/07/03
franche-comte,26,21,18,70,10,35,15:50:0,2019/07/03
ile-de-re,25,21,28,73,10,10,15:41:0,2019/07/03
ile-de-france,25,19,19,60,10,5,16:5:0,2019/07/03
languedoc-roussillon,30,27,14,65,9.375,53,15:22:0,2019/07/03
limousin,29,21,11,75,9.875,61,15:38:0,2019/07/03
lorraine,23,19,19,69,10,11,16:8:0,2019/07/03
midi-pyrenees,31,22,8,84,9,49,15:21:0,2019/07/03
nord-pas-de-calais,21,16,20,64,10,30,16:19:0,2019/07/03
normandie,19,16,28,71,10,8,16:8:0,2019/07/03
pays-de-la-loire,26,20,26,68,10,8,15:50:0,2019/07/03
picardie,21,16,21,75,10,11,16:14:0,2019/07/03
poitou-charentes,25,21,27,73,10,10,15:41:0,2019/07/03
rh-ne-alpes,29,22,13,71,9.25,71,15:38:0,2019/07/03
provence-alpes-c-te-d-azur,29,28,12,66,10,12,15:19:0,2019/07/03
alsace,26,20,14,61,10,2,16:2:0,2019/07/04
aquitaine,34,26,11,65,10,16,15:29:0,2019/07/04
ardeche,31,24,12,66,9,54,15:29:0,2019/07/04
auvergne,27,22,10,81,8.75,62,15:37:0,2019/07/04
bourgogne,27,20,18,69,10,7,15:50:0,2019/07/04
bretagne,25,18,18,72,10,1,15:57:0,2019/07/04
centre,26,18,17,62,10,4,15:55:0,2019/07/04
champagne-ardenne,24,17,12,70,10,7,16:8:0,2019/07/04
corse,30,28,11,50,10,4,15:9:0,2019/07/04
franche-comte,27,22,13,70,10,24,15:50:0,2019/07/04
ile-de-re,27,21,28,70,10,9,15:40:0,2019/07/04
ile-de-france,28,20,13,57,10,3,16:4:0,2019/07/04
languedoc-roussillon,30,26,20,65,9.5,19,15:21:0,2019/07/04
limousin,31,24,9,62,10,6,15:37:0,2019/07/04
lorraine,24,18,17,65,10,4,16:6:0,2019/07/04
midi-pyrenees,34,26,13,64,9.875,18,15:21:0,2019/07/04
nord-pas-de-calais,22,16,15,63,10,12,16:18:0,2019/07/04
normandie,20,16,19,74,10,5,16:7:0,2019/07/04
pays-de-la-loire,28,20,24,65,10,5,15:49:0,2019/07/04
picardie,22,16,16,78,10,12,16:14:0,2019/07/04
poitou-charentes,27,21,28,70,10,9,15:40:0,2019/07/04
rh-ne-alpes,30,23,10,63,9.875,48,15:38:0,2019/07/04
provence-alpes-c-te-d-azur,29,28,15,61,10,13,15:18:0,2019/07/04
alsace,29,23,3,54,10,34,16:0:0,2019/07/05
aquitaine,36,28,8,52,10,17,15:28:0,2019/07/05
ardeche,33,27,8,60,10,36,15:28:0,2019/07/05
auvergne,30,25,10,73,9.875,24,15:36:0,2019/07/05
bourgogne,28,23,9,61,10,1,15:49:0,2019/07/05
bretagne,28,21,14,71,10,12,15:56:0,2019/07/05
centre,29,22,12,61,10,2,15:54:0,2019/07/05
champagne-ardenne,25,19,7,62,10,13,16:6:0,2019/07/05
corse,30,29,12,51,10,1,15:8:0,2019/07/05
franche-comte,28,23,8,72,8,2,15:48:0,2019/07/05
ile-de-re,29,23,18,75,10,23,15:40:0,2019/07/05
ile-de-france,32,24,10,43,10,17,16:2:0,2019/07/05
languedoc-roussillon,28,27,18,67,10,2,15:20:0,2019/07/05
limousin,34,27,4,57,10,15,15:37:0,2019/07/05
lorraine,25,21,11,66,10,28,16:5:0,2019/07/05
midi-pyrenees,36,27,13,54,10,5,15:19:0,2019/07/05
nord-pas-de-calais,25,20,8,58,10,49,16:16:0,2019/07/05
normandie,23,20,11,71,10,22,16:6:0,2019/07/05
pays-de-la-loire,30,23,20,67,10,19,15:48:0,2019/07/05
picardie,26,20,8,81,10,15,16:12:0,2019/07/05
poitou-charentes,29,23,18,75,10,23,15:39:0,2019/07/05
rh-ne-alpes,33,26,7,66,10,13,15:36:0,2019/07/05
provence-alpes-c-te-d-azur,30,29,17,60,10,2,15:17:0,2019/07/05
alsace,30,25,4,60,9.625,30,15:59:0,2019/07/06
aquitaine,28,23,14,75,9.875,45,15:28:0,2019/07/06
ardeche,34,27,12,48,9.75,26,15:26:0,2019/07/06
auvergne,30,25,12,75,10,78,15:35:0,2019/07/06
bourgogne,29,23,16,71,9.75,59,15:48:0,2019/07/06
bretagne,27,22,16,69,9.875,29,15:55:0,2019/07/06
centre,30,24,11,59,10,51,15:52:0,2019/07/06
champagne-ardenne,26,22,11,68,10,14,16:5:0,2019/07/06
corse,30,28,12,54,10,4,15:7:0,2019/07/06
