,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,4,2,4,89,8.625,54,8:23:0,2021/01/01
aquitaine,7,4,8,87,10,27,8:52:0,2021/01/01
ardeche,4,2,13,98,4.75,98,8:53:0,2021/01/01
auvergne,1,-2,8,97,7.625,94,8:45:0,2021/01/01
bourgogne,2,-1,12,91,10,65,8:33:0,2021/01/01
bretagne,5,0,8,90,10,18,8:27:0,2021/01/01
centre,4,0,7,86,10,43,8:29:0,2021/01/01
champagne-ardenne,3,1,8,97,3.125,97,8:17:0,2021/01/01
corse,8,6,14,93,7.125,96,9:12:0,2021/01/01
franche-comte,2,0,9,94,8.625,82,8:35:0,2021/01/01
ile-de-re,6,3,17,85,10,26,8:43:0,2021/01/01
ile-de-france,3,2,7,86,7.75,83,8:21:0,2021/01/01
languedoc-roussillon,8,5,25,85,9.75,91,9:1:0,2021/01/01
limousin,3,-1,8,95,6.625,40,8:45:0,2021/01/01
lorraine,2,1,10,94,8.125,83,8:18:0,2021/01/01
midi-pyrenees,6,3,12,94,8,67,9:2:0,2021/01/01
nord-pas-de-calais,3,2,10,97,4.625,87,8:8:0,2021/01/01
normandie,4,1,8,85,8.375,74,8:18:0,2021/01/01
pays-de-la-loire,5,0,13,91,10,26,8:34:0,2021/01/01
picardie,3,0,9,97,6.25,87,8:11:0,2021/01/01
poitou-charentes,6,3,17,85,10,26,8:43:0,2021/01/01
rh-ne-alpes,3,2,14,95,4.875,97,8:45:0,2021/01/01
provence-alpes-c-te-d-azur,11,10,8,79,8.875,95,9:3:0,2021/01/01
alsace,2,-1,13,91,10,75,8:24:0,2021/01/02
aquitaine,4,0,14,86,10,25,8:53:0,2021/01/02
ardeche,2,-1,21,89,6.375,79,8:54:0,2021/01/02
auvergne,-1,-3,15,94,5.625,99,8:46:0,2021/01/02
bourgogne,2,-1,19,89,10,82,8:34:0,2021/01/02
bretagne,5,,9,91,8.375,53,8:28:0,2021/01/02
centre,3,0,11,81,10,33,8:30:0,2021/01/02
champagne-ardenne,3,-1,8,93,10,33,8:18:0,2021/01/02
corse,10,4,19,83,7.875,79,9:13:0,2021/01/02
franche-comte,2,-1,13,93,7,92,8:36:0,2021/01/02
ile-de-re,5,1,18,85,10,9,8:43:0,2021/01/02
ile-de-france,5,2,7,76,10,55,8:22:0,2021/01/02
languedoc-roussillon,5,3,21,95,7.5,98,9:2:0,2021/01/02
limousin,1,-1,14,82,8,75,8:46:0,2021/01/02
lorraine,2,-2,14,92,10,37,8:19:0,2021/01/02
midi-pyrenees,3,0,26,86,8.375,95,9:3:0,2021/01/02
nord-pas-de-calais,5,0,9,89,10,34,8:9:0,2021/01/02
normandie,5,0,10,91,9.5,79,8:19:0,2021/01/02
pays-de-la-loire,5,,9,92,10,24,8:35:0,2021/01/02
picardie,5,0,8,89,9.375,40,8:12:0,2021/01/02
poitou-charentes,5,1,18,85,10,9,8:44:0,2021/01/02
rh-ne-alpes,1,0,16,90,2.75,100,8:46:0,2021/01/02
provence-alpes-c-te-d-azur,8,6,23,83,6.875,95,9:4:0,2021/01/02
alsace,1,-1,9,91,7.75,96,8:25:0,2021/01/03
aquitaine,5,2,6,84,9.875,68,8:54:0,2021/01/03
ardeche,2,0,14,75,10,62,8:55:0,2021/01/03
auvergne,1,-1,8,89,6.125,100,8:47:0,2021/01/03
bourgogne,1,-1,10,93,7,95,8:35:0,2021/01/03
bretagne,2,,10,97,6.25,94,8:29:0,2021/01/03
centre,3,1,9,96,6.25,89,8:31:0,2021/01/03
champagne-ardenne,3,-1,11,92,10,56,8:19:0,2021/01/03
corse,9,4,8,84,9.875,73,9:14:0,2021/01/03
franche-comte,1,-2,5,97,4.375,96,8:37:0,2021/01/03
ile-de-re,4,3,12,90,9.625,74,8:44:0,2021/01/03
ile-de-france,4,2,10,92,10,72,8:23:0,2021/01/03
languedoc-roussillon,7,4,24,62,10,65,9:3:0,2021/01/03
limousin,2,1,5,97,5.75,89,8:47:0,2021/01/03
lorraine,1,-2,11,93,9.625,73,8:21:0,2021/01/03
midi-pyrenees,5,0,13,85,8.625,62,9:3:0,2021/01/03
nord-pas-de-calais,3,0,14,97,5.375,91,8:11:0,2021/01/03
normandie,4,2,8,97,7.625,97,8:20:0,2021/01/03
pays-de-la-loire,3,,11,95,7.625,83,8:36:0,2021/01/03
picardie,3,1,13,96,5.625,88,8:14:0,2021/01/03
poitou-charentes,4,3,12,90,9.625,74,8:45:0,2021/01/03
rh-ne-alpes,2,-1,11,91,5.5,91,8:47:0,2021/01/03
provence-alpes-c-te-d-azur,9,5,31,76,9,68,9:5:0,2021/01/03
alsace,2,1,7,98,6,93,8:26:0,2021/01/04
aquitaine,4,2,13,91,10,70,8:55:0,2021/01/04
ardeche,2,-1,12,82,10,68,8:56:0,2021/01/04
auvergne,0,-3,4,95,7.125,88,8:49:0,2021/01/04
bourgogne,1,-1,5,93,9.75,100,8:37:0,2021/01/04
bretagne,3,,16,95,7.75,96,8:30:0,2021/01/04
centre,1,-7,11,97,2.5,100,8:33:0,2021/01/04
champagne-ardenne,3,1,15,97,7.75,100,8:20:0,2021/01/04
corse,9,8,18,86,7.75,89,9:15:0,2021/01/04
franche-comte,2,-1,5,95,6.625,98,8:38:0,2021/01/04
ile-de-re,3,1,19,91,8.375,76,8:45:0,2021/01/04
ile-de-france,3,2,13,95,6.875,100,8:24:0,2021/01/04
languedoc-roussillon,4,3,15,79,9.875,62,9:4:0,2021/01/04
limousin,1,-3,8,96,6.625,49,8:48:0,2021/01/04
lorraine,1,-1,8,98,5.75,100,8:22:0,2021/01/04
midi-pyrenees,5,2,8,93,9,90,9:4:0,2021/01/04
nord-pas-de-calais,2,2,23,96,5.625,100,8:12:0,2021/01/04
normandie,4,2,22,89,8.375,99,8:22:0,2021/01/04
pays-de-la-loire,2,0,15,97,4.75,91,8:37:0,2021/01/04
picardie,2,1,22,96,8.375,100,8:16:0,2021/01/04
poitou-charentes,3,1,19,91,8.375,76,8:46:0,2021/01/04
rh-ne-alpes,1,0,8,86,10,99,8:49:0,2021/01/04
provence-alpes-c-te-d-azur,7,5,13,81,6,89,9:6:0,2021/01/04
alsace,3,0,11,94,8.375,88,8:27:0,2021/01/05
aquitaine,3,0,8,85,10,79,8:56:0,2021/01/05
ardeche,2,-2,10,94,8,68,8:57:0,2021/01/05
auvergne,,-2,8,96,5.125,98,8:50:0,2021/01/05
bourgogne,2,-1,11,93,7.375,87,8:38:0,2021/01/05
bretagne,3,0,13,96,8.375,86,8:31:0,2021/01/05
centre,2,1,12,96,6.25,98,8:34:0,2021/01/05
champagne-ardenne,3,1,16,97,9.25,99,8:23:0,2021/01/05
corse,8,7,9,85,8.375,86,9:15:0,2021/01/05
franche-comte,2,-1,9,86,8.375,66,8:39:0,2021/01/05
ile-de-re,4,1,17,85,9.625,80,8:47:0,2021/01/05
ile-de-france,3,2,14,94,7.75,99,8:26:0,2021/01/05
languedoc-roussillon,6,3,12,90,8,75,9:5:0,2021/01/05
limousin,0,-3,8,96,6,85,8:49:0,2021/01/05
lorraine,2,0,15,94,8,91,8:23:0,2021/01/05
midi-pyrenees,2,0,17,91,5.75,95,9:5:0,2021/01/05
nord-pas-de-calais,2,1,21,96,9,100,8:13:0,2021/01/05
normandie,4,2,15,90,9.5,94,8:23:0,2021/01/05
pays-de-la-loire,3,1,13,98,5.875,97,8:39:0,2021/01/05
picardie,2,-3,20,97,8.75,100,8:17:0,2021/01/05
poitou-charentes,4,1,17,85,9.625,80,8:47:0,2021/01/05
rh-ne-alpes,2,0,7,91,5.375,98,8:50:0,2021/01/05
provence-alpes-c-te-d-azur,7,4,15,87,10,44,9:7:0,2021/01/05
alsace,2,1,8,97,2.5,100,8:30:0,2021/01/06
aquitaine,5,2,6,76,10,41,8:57:0,2021/01/06
ardeche,1,-4,11,88,10,16,8:59:0,2021/01/06
auvergne,,-5,3,95,4.125,96,8:51:0,2021/01/06
bourgogne,2,-2,4,94,7,87,8:40:0,2021/01/06
bretagne,3,-1,8,91,10,67,8:34:0,2021/01/06
centre,2,0,10,96,6.25,96,8:35:0,2021/01/06
champagne-ardenne,2,0,11,95,5.25,96,8:24:0,2021/01/06
corse,7,4,13,85,8.75,81,9:16:0,2021/01/06
franche-comte,1,-2,7,92,7.25,86,8:40:0,2021/01/06
ile-de-re,3,1,13,90,10,80,8:48:0,2021/01/06
ile-de-france,3,1,11,95,9.375,97,8:27:0,2021/01/06
languedoc-roussillon,8,2,10,68,10,6,9:6:0,2021/01/06
limousin,1,-2,4,89,8,88,8:50:0,2021/01/06
lorraine,1,0,10,97,4.75,100,8:25:0,2021/01/06
midi-pyrenees,3,2,9,82,9.625,88,9:6:0,2021/01/06
nord-pas-de-calais,2,1,12,95,7.375,99,8:14:0,2021/01/06
normandie,4,0,4,92,10,73,8:25:0,2021/01/06
pays-de-la-loire,3,-2,7,96,7,77,8:41:0,2021/01/06
picardie,2,0,13,95,8,91,8:18:0,2021/01/06
poitou-charentes,3,1,13,90,10,80,8:48:0,2021/01/06
rh-ne-alpes,1,-1,7,88,8.125,88,8:51:0,2021/01/06
provence-alpes-c-te-d-azur,6,3,25,75,10,20,9:8:0,2021/01/06
alsace,2,-1,6,93,6.125,88,8:31:0,2021/01/07
aquitaine,4,0,9,78,10,23,8:59:0,2021/01/07
ardeche,1,-4,13,90,10,23,9:0:0,2021/01/07
auvergne,,-3,5,98,5.5,93,8:52:0,2021/01/07
bourgogne,2,-1,7,96,9,89,8:41:0,2021/01/07
bretagne,4,-1,6,90,9.375,56,8:35:0,2021/01/07
centre,3,0,8,95,7.625,82,8:36:0,2021/01/07
champagne-ardenne,2,0,10,96,4.5,99,8:25:0,2021/01/07
corse,8,4,10,75,10,55,9:17:0,2021/01/07
franche-comte,1,-2,4,93,8.75,97,8:41:0,2021/01/07
ile-de-re,4,1,15,87,9.625,64,8:50:0,2021/01/07
ile-de-france,3,1,7,92,6.75,85,8:28:0,2021/01/07
languedoc-roussillon,5,2,15,62,10,53,9:8:0,2021/01/07
limousin,1,-3,10,96,8.75,66,8:53:0,2021/01/07
lorraine,0,-2,14,97,6.125,95,8:27:0,2021/01/07
midi-pyrenees,3,0,8,84,10,52,9:7:0,2021/01/07
nord-pas-de-calais,3,2,15,95,5.625,93,8:17:0,2021/01/07
normandie,4,2,10,93,7.5,96,8:26:0,2021/01/07
pays-de-la-loire,4,-1,7,95,8,44,8:42:0,2021/01/07
picardie,3,1,15,98,9,79,8:20:0,2021/01/07
poitou-charentes,4,1,15,87,9.625,64,8:50:0,2021/01/07
rh-ne-alpes,2,0,10,91,8.75,81,8:52:0,2021/01/07
provence-alpes-c-te-d-azur,7,2,13,72,10,73,9:10:0,2021/01/07
alsace,2,-2,9,88,8,91,8:32:0,2021/01/08
aquitaine,4,1,9,82,10,7,9:1:0,2021/01/08
ardeche,1,-4,17,89,10,23,9:1:0,2021/01/08
auvergne,,-4,7,96,7.625,88,8:54:0,2021/01/08
bourgogne,1,-2,7,93,9.75,68,8:42:0,2021/01/08
bretagne,4,-1,10,91,8.75,82,8:36:0,2021/01/08
centre,3,-1,4,89,9.625,57,8:38:0,2021/01/08
champagne-ardenne,2,-2,8,95,7.375,77,8:27:0,2021/01/08
corse,10,4,7,65,10,61,9:19:0,2021/01/08
franche-comte,1,-2,8,97,6.75,77,8:43:0,2021/01/08
ile-de-re,5,1,9,83,10,28,8:51:0,2021/01/08
ile-de-france,3,1,5,88,10,51,8:31:0,2021/01/08
languedoc-roussillon,6,2,15,61,10,49,9:9:0,2021/01/08
limousin,1,-3,8,97,7.5,45,8:54:0,2021/01/08
lorraine,,0,14,95,7.25,86,8:28:0,2021/01/08
midi-pyrenees,3,-1,9,87,10,46,9:9:0,2021/01/08
