,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,5,3,8,94,8.625,78,8:29:0,2020/12/05
aquitaine,8,5,21,87,9.25,87,8:58:0,2020/12/05
ardeche,7,2,5,93,8,32,8:58:0,2020/12/05
auvergne,5,-2,14,90,9.25,25,8:51:0,2020/12/05
bourgogne,5,1,10,96,8,58,8:39:0,2020/12/05
bretagne,6,2,24,93,9.5,65,8:33:0,2020/12/05
centre,6,1,16,91,9,63,8:34:0,2020/12/05
champagne-ardenne,4,0,14,94,9,33,8:23:0,2020/12/05
corse,11,9,15,94,6.625,98,9:16:0,2020/12/05
franche-comte,5,2,4,96,8.375,63,8:39:0,2020/12/05
ile-de-re,10,8,25,78,8.75,75,8:48:0,2020/12/05
ile-de-france,6,3,15,81,8.875,60,8:27:0,2020/12/05
languedoc-roussillon,11,5,10,77,10,22,9:6:0,2020/12/05
limousin,4,1,18,97,6,86,8:51:0,2020/12/05
lorraine,4,2,11,92,8.375,61,8:24:0,2020/12/05
midi-pyrenees,9,4,17,89,8.625,59,9:6:0,2020/12/05
nord-pas-de-calais,4,2,20,89,10,62,8:15:0,2020/12/05
normandie,4,1,24,87,8.375,56,8:24:0,2020/12/05
pays-de-la-loire,8,3,21,91,8,70,8:40:0,2020/12/05
picardie,5,2,19,92,9.75,63,8:18:0,2020/12/05
poitou-charentes,10,8,25,78,8.75,75,8:48:0,2020/12/05
rh-ne-alpes,7,3,10,88,8.625,33,8:51:0,2020/12/05
provence-alpes-c-te-d-azur,11,9,11,70,9.875,19,9:7:0,2020/12/05
alsace,5,3,4,91,9.375,85,8:28:0,2020/12/06
aquitaine,10,7,16,83,9.75,87,8:57:0,2020/12/06
ardeche,7,1,4,87,9.75,35,8:57:0,2020/12/06
auvergne,6,1,12,93,10,49,8:49:0,2020/12/06
bourgogne,4,-1,9,96,7,45,8:38:0,2020/12/06
bretagne,6,5,25,92,7,84,8:32:0,2020/12/06
centre,6,5,16,89,9,96,8:33:0,2020/12/06
champagne-ardenne,5,0,13,94,9,45,8:22:0,2020/12/06
corse,11,10,20,78,9.625,76,9:15:0,2020/12/06
franche-comte,5,1,3,91,9.375,47,8:38:0,2020/12/06
ile-de-re,10,8,35,77,9.125,56,8:47:0,2020/12/06
ile-de-france,6,4,13,86,6.25,93,8:25:0,2020/12/06
languedoc-roussillon,10,6,23,78,10,30,9:5:0,2020/12/06
limousin,5,4,13,95,9,95,8:50:0,2020/12/06
lorraine,4,1,7,93,9,59,8:23:0,2020/12/06
midi-pyrenees,9,6,29,89,9.5,88,9:5:0,2020/12/06
nord-pas-de-calais,5,2,14,91,10,82,8:13:0,2020/12/06
normandie,5,3,10,96,7,99,8:23:0,2020/12/06
pays-de-la-loire,8,5,27,90,8.75,70,8:39:0,2020/12/06
picardie,5,2,16,92,9.875,97,8:16:0,2020/12/06
poitou-charentes,10,8,35,77,9.125,56,8:47:0,2020/12/06
rh-ne-alpes,6,2,6,81,9.625,39,8:49:0,2020/12/06
provence-alpes-c-te-d-azur,10,8,29,68,10,9,9:6:0,2020/12/06
alsace,5,3,11,92,9,76,8:26:0,2020/12/07
aquitaine,7,6,12,92,9.375,86,8:55:0,2020/12/07
ardeche,5,0,5,89,9.375,53,8:56:0,2020/12/07
auvergne,4,0,5,96,6.375,77,8:48:0,2020/12/07
bourgogne,3,2,15,96,5.25,89,8:36:0,2020/12/07
bretagne,6,3,9,89,9.25,84,8:30:0,2020/12/07
centre,6,4,7,92,10,86,8:32:0,2020/12/07
champagne-ardenne,4,1,6,93,10,96,8:21:0,2020/12/07
corse,10,5,6,87,8.25,73,9:14:0,2020/12/07
franche-comte,3,2,13,96,5.125,87,8:37:0,2020/12/07
ile-de-re,8,6,20,81,9.375,76,8:46:0,2020/12/07
ile-de-france,6,4,6,83,7.625,79,8:24:0,2020/12/07
languedoc-roussillon,9,7,20,72,9.375,47,9:4:0,2020/12/07
limousin,5,2,8,97,7.25,96,8:48:0,2020/12/07
lorraine,3,2,13,97,6,92,8:21:0,2020/12/07
midi-pyrenees,7,4,13,93,8,88,9:4:0,2020/12/07
nord-pas-de-calais,4,1,8,92,10,54,8:11:0,2020/12/07
normandie,7,4,10,95,9.25,67,8:22:0,2020/12/07
pays-de-la-loire,7,3,12,89,9.375,69,8:38:0,2020/12/07
picardie,4,0,7,92,10,44,8:15:0,2020/12/07
poitou-charentes,8,6,20,81,9.375,76,8:46:0,2020/12/07
rh-ne-alpes,5,1,8,88,9.75,56,8:48:0,2020/12/07
provence-alpes-c-te-d-azur,10,8,26,66,10,25,9:6:0,2020/12/07
alsace,3,0,7,89,10,64,8:25:0,2020/12/08
aquitaine,9,7,21,91,8.625,68,8:54:0,2020/12/08
ardeche,5,3,5,96,5.625,99,8:55:0,2020/12/08
auvergne,4,0,8,95,5,88,8:47:0,2020/12/08
bourgogne,4,1,9,94,6.5,88,8:35:0,2020/12/08
bretagne,7,1,12,92,10,72,8:29:0,2020/12/08
centre,4,2,14,89,10,65,8:31:0,2020/12/08
champagne-ardenne,3,-1,10,94,9.875,78,8:19:0,2020/12/08
corse,11,9,5,87,7.625,86,9:13:0,2020/12/08
franche-comte,5,1,5,86,9.375,70,8:36:0,2020/12/08
ile-de-re,8,6,35,86,10,54,8:45:0,2020/12/08
ile-de-france,4,2,9,84,10,81,8:23:0,2020/12/08
languedoc-roussillon,9,7,19,87,9.5,72,9:3:0,2020/12/08
limousin,5,3,13,97,6.625,90,8:47:0,2020/12/08
lorraine,3,0,13,92,8,63,8:20:0,2020/12/08
midi-pyrenees,7,6,32,87,7.125,88,9:3:0,2020/12/08
nord-pas-de-calais,4,2,8,89,10,83,8:10:0,2020/12/08
normandie,6,1,12,93,10,69,8:20:0,2020/12/08
pays-de-la-loire,8,2,18,91,9,44,8:36:0,2020/12/08
picardie,4,0,8,93,10,66,8:14:0,2020/12/08
poitou-charentes,8,6,35,86,10,54,8:45:0,2020/12/08
rh-ne-alpes,5,4,9,80,5.875,94,8:47:0,2020/12/08
provence-alpes-c-te-d-azur,10,9,13,78,9,94,9:5:0,2020/12/08
alsace,4,2,6,95,9,91,8:24:0,2020/12/09
aquitaine,10,4,11,88,9.25,65,8:53:0,2020/12/09
ardeche,5,1,26,80,10,32,8:54:0,2020/12/09
auvergne,3,-1,6,92,9.25,83,8:46:0,2020/12/09
bourgogne,4,0,8,92,8.375,61,8:34:0,2020/12/09
bretagne,7,3,12,91,9.875,74,8:28:0,2020/12/09
centre,5,2,11,90,10,69,8:30:0,2020/12/09
champagne-ardenne,4,-1,9,93,7,53,8:18:0,2020/12/09
corse,10,5,9,85,9.125,77,9:12:0,2020/12/09
franche-comte,2,0,7,98,6.25,96,8:35:0,2020/12/09
ile-de-re,10,8,18,76,9,69,8:44:0,2020/12/09
ile-de-france,6,3,8,86,10,68,8:22:0,2020/12/09
languedoc-roussillon,9,5,32,66,10,4,9:2:0,2020/12/09
limousin,5,-1,7,99,5,80,8:46:0,2020/12/09
lorraine,3,1,13,95,8,76,8:19:0,2020/12/09
midi-pyrenees,8,3,22,93,10,62,9:2:0,2020/12/09
nord-pas-de-calais,4,1,14,89,8,64,8:9:0,2020/12/09
normandie,6,4,14,92,9.375,82,8:19:0,2020/12/09
pays-de-la-loire,8,3,11,91,9,66,8:35:0,2020/12/09
picardie,5,1,12,90,7.75,77,8:12:0,2020/12/09
poitou-charentes,10,8,18,76,9,69,8:44:0,2020/12/09
rh-ne-alpes,4,2,15,84,8.875,79,8:46:0,2020/12/09
provence-alpes-c-te-d-azur,8,6,59,68,10,8,9:4:0,2020/12/09
alsace,4,1,3,92,10,56,8:23:0,2020/12/10
aquitaine,12,9,17,88,8.5,80,8:52:0,2020/12/10
ardeche,4,-1,4,93,7.375,68,8:53:0,2020/12/10
auvergne,5,0,9,98,6.625,79,8:45:0,2020/12/10
bourgogne,3,-1,8,94,9,55,8:33:0,2020/12/10
bretagne,11,7,16,94,8.875,82,8:27:0,2020/12/10
centre,5,3,18,91,7.625,95,8:28:0,2020/12/10
champagne-ardenne,4,1,18,93,9.625,58,8:17:0,2020/12/10
corse,10,8,14,82,10,81,9:12:0,2020/12/10
franche-comte,3,-2,5,86,10,37,8:34:0,2020/12/10
ile-de-re,12,11,33,81,8.625,74,8:43:0,2020/12/10
ile-de-france,6,4,15,87,9.375,85,8:21:0,2020/12/10
languedoc-roussillon,6,5,12,89,8.625,68,9:1:0,2020/12/10
limousin,8,4,15,97,7.125,96,8:45:0,2020/12/10
lorraine,2,0,10,86,10,44,8:18:0,2020/12/10
midi-pyrenees,10,5,22,90,7.5,93,9:1:0,2020/12/10
nord-pas-de-calais,4,3,19,90,10,70,8:7:0,2020/12/10
normandie,8,5,26,90,8.875,96,8:18:0,2020/12/10
pays-de-la-loire,11,8,19,90,9.125,81,8:34:0,2020/12/10
picardie,5,3,21,94,9.625,89,8:11:0,2020/12/10
poitou-charentes,12,11,33,81,8.625,74,8:43:0,2020/12/10
rh-ne-alpes,4,1,9,85,10,74,8:45:0,2020/12/10
provence-alpes-c-te-d-azur,8,6,17,67,9.375,47,9:3:0,2020/12/10
alsace,4,1,19,87,9,87,8:22:0,2020/12/11
aquitaine,14,12,27,91,9,76,8:51:0,2020/12/11
ardeche,4,2,9,98,6.75,88,8:52:0,2020/12/11
auvergne,9,4,18,95,6.875,78,8:44:0,2020/12/11
bourgogne,5,4,29,95,7.625,99,8:32:0,2020/12/11
bretagne,11,10,22,94,8.875,69,8:26:0,2020/12/11
centre,11,7,18,95,8.125,93,8:27:0,2020/12/11
champagne-ardenne,8,5,20,98,8.125,99,8:16:0,2020/12/11
corse,10,7,5,84,8.25,75,9:11:0,2020/12/11
franche-comte,5,3,20,93,7.75,99,8:33:0,2020/12/11
ile-de-re,13,9,38,92,8,74,8:42:0,2020/12/11
ile-de-france,10,7,17,95,6.75,97,8:20:0,2020/12/11
languedoc-roussillon,7,6,20,97,8.5,80,9:0:0,2020/12/11
limousin,10,7,17,97,6.875,95,8:44:0,2020/12/11
lorraine,5,3,19,94,8,97,8:17:0,2020/12/11
midi-pyrenees,12,7,27,94,7.625,81,9:0:0,2020/12/11
nord-pas-de-calais,8,4,19,97,9,89,8:6:0,2020/12/11
normandie,11,9,23,93,8.75,80,8:17:0,2020/12/11
pays-de-la-loire,12,11,26,95,8.875,76,8:33:0,2020/12/11
picardie,9,5,18,97,8.75,91,8:10:0,2020/12/11
poitou-charentes,13,9,38,92,8,74,8:42:0,2020/12/11
rh-ne-alpes,6,4,24,88,6.125,89,8:44:0,2020/12/11
provence-alpes-c-te-d-azur,9,8,15,86,7.75,74,9:2:0,2020/12/11
alsace,6,4,12,93,7,100,8:21:0,2020/12/12
aquitaine,11,10,20,75,9.875,66,8:51:0,2020/12/12
ardeche,7,4,12,96,8,70,8:51:0,2020/12/12
auvergne,6,2,17,92,8.75,78,8:43:0,2020/12/12
bourgogne,7,5,18,97,6.375,99,8:31:0,2020/12/12
bretagne,9,7,28,78,8.875,63,8:25:0,2020/12/12
centre,8,5,26,90,9.25,79,8:27:0,2020/12/12
champagne-ardenne,8,7,9,97,5.625,96,8:15:0,2020/12/12
corse,12,8,14,89,9.375,73,9:10:0,2020/12/12
franche-comte,6,-2,18,95,7.5,100,8:32:0,2020/12/12
ile-de-re,11,10,45,70,9.75,70,8:41:0,2020/12/12
ile-de-france,9,7,19,97,5.25,86,8:19:0,2020/12/12
languedoc-roussillon,12,10,32,80,9.375,48,8:59:0,2020/12/12
limousin,8,5,16,91,8.375,83,8:43:0,2020/12/12
lorraine,6,2,11,97,5,100,8:16:0,2020/12/12
midi-pyrenees,10,9,31,83,8.25,94,9:0:0,2020/12/12
nord-pas-de-calais,9,7,13,97,6.25,99,8:5:0,2020/12/12
normandie,8,6,35,92,9.125,77,8:16:0,2020/12/12
pays-de-la-loire,9,7,25,76,10,36,8:32:0,2020/12/12
picardie,9,7,20,96,8.25,93,8:9:0,2020/12/12
poitou-charentes,11,10,45,70,9.75,70,8:41:0,2020/12/12
rh-ne-alpes,8,6,13,92,7.75,95,8:43:0,2020/12/12
provence-alpes-c-te-d-azur,12,9,43,86,9.625,30,9:1:0,2020/12/12
alsace,8,6,8,95,6.75,77,8:20:0,2020/12/13
aquitaine,11,8,12,84,10,74,8:50:0,2020/12/13
ardeche,7,3,14,87,10,19,8:50:0,2020/12/13
auvergne,7,0,8,90,10,45,8:43:0,2020/12/13
bourgogne,6,2,9,94,9.75,45,8:30:0,2020/12/13
bretagne,12,6,28,94,9.875,87,8:24:0,2020/12/13
centre,6,4,15,92,9,64,8:26:0,2020/12/13
champagne-ardenne,6,3,15,94,7,61,8:14:0,2020/12/13
corse,12,4,7,81,10,6,9:9:0,2020/12/13
franche-comte,6,4,10,95,5.25,67,8:32:0,2020/12/13
ile-de-re,12,10,31,86,8,86,8:40:0,2020/12/13
ile-de-france,7,5,15,85,9,51,8:18:0,2020/12/13
languedoc-roussillon,12,7,23,66,10,13,8:58:0,2020/12/13
limousin,6,3,10,96,6,65,8:43:0,2020/12/13
lorraine,6,4,18,93,8.625,90,8:15:0,2020/12/13
midi-pyrenees,9,6,10,88,10,49,8:59:0,2020/12/13
nord-pas-de-calais,6,3,22,93,9.625,55,8:4:0,2020/12/13
normandie,9,5,28,87,8.875,83,8:15:0,2020/12/13
pays-de-la-loire,12,7,27,92,7.375,96,8:31:0,2020/12/13
picardie,6,3,23,92,10,57,8:8:0,2020/12/13
poitou-charentes,12,10,31,86,8,86,8:40:0,2020/12/13
rh-ne-alpes,8,4,5,87,8.625,32,8:43:0,2020/12/13
provence-alpes-c-te-d-azur,11,9,44,70,10,8,9:0:0,2020/12/13
alsace,7,3,11,90,10,40,8:19:0,2020/12/14
aquitaine,13,10,9,88,9.625,81,8:50:0,2020/12/14
ardeche,8,4,10,75,9.375,71,8:50:0,2020/12/14
auvergne,11,6,10,84,10,77,8:43:0,2020/12/14
bourgogne,6,2,16,92,8.625,68,8:31:0,2020/12/14
bretagne,12,10,23,92,7.875,72,8:23:0,2020/12/14
centre,9,5,15,95,6.625,80,8:26:0,2020/12/14
champagne-ardenne,9,6,18,90,6,89,8:13:0,2020/12/14
corse,13,8,9,79,10,20,9:8:0,2020/12/14
franche-comte,7,2,4,79,10,60,8:31:0,2020/12/14
ile-de-re,12,8,25,94,8.25,80,8:39:0,2020/12/14
ile-de-france,10,9,16,90,7.625,82,8:17:0,2020/12/14
languedoc-roussillon,11,7,19,81,8,73,8:58:0,2020/12/14
limousin,9,7,10,82,10,76,8:42:0,2020/12/14
lorraine,7,4,14,83,10,77,8:14:0,2020/12/14
midi-pyrenees,11,8,28,84,10,57,8:58:0,2020/12/14
nord-pas-de-calais,10,8,28,92,7,89,8:4:0,2020/12/14
normandie,12,10,22,89,9,61,8:14:0,2020/12/14
pays-de-la-loire,13,11,19,92,8.625,93,8:31:0,2020/12/14
picardie,11,9,24,92,9,93,8:7:0,2020/12/14
poitou-charentes,12,8,25,94,8.25,80,8:39:0,2020/12/14
rh-ne-alpes,9,4,13,76,10,56,8:43:0,2020/12/14
provence-alpes-c-te-d-azur,13,10,22,73,10,57,9:0:0,2020/12/14
alsace,9,6,12,92,7.75,85,8:18:0,2020/12/15
aquitaine,13,11,11,84,8.75,48,8:49:0,2020/12/15
ardeche,9,8,9,96,7.5,99,8:50:0,2020/12/15
auvergne,9,5,9,94,8,82,8:42:0,2020/12/15
bourgogne,10,9,23,94,9.375,95,8:30:0,2020/12/15
bretagne,11,8,22,91,9.125,71,8:23:0,2020/12/15
centre,11,10,21,90,6.875,83,8:25:0,2020/12/15
champagne-ardenne,10,9,21,92,8.75,81,8:12:0,2020/12/15
corse,15,11,4,66,10,34,9:9:0,2020/12/15
franche-comte,9,8,11,97,7.25,94,8:30:0,2020/12/15
ile-de-re,12,11,23,84,9,76,8:39:0,2020/12/15
ile-de-france,11,10,15,90,8.625,68,8:17:0,2020/12/15
languedoc-roussillon,14,13,37,90,7,98,8:58:0,2020/12/15
limousin,10,8,10,95,7.625,73,8:42:0,2020/12/15
lorraine,10,8,17,91,8.125,95,8:14:0,2020/12/15
midi-pyrenees,10,8,8,92,6.75,69,8:57:0,2020/12/15
nord-pas-de-calais,10,9,18,95,8.75,69,8:4:0,2020/12/15
normandie,10,8,22,88,8.625,58,8:14:0,2020/12/15
pays-de-la-loire,11,9,20,90,8.625,78,8:31:0,2020/12/15
picardie,10,9,17,96,7.75,66,8:8:0,2020/12/15
poitou-charentes,12,11,23,84,9,76,8:39:0,2020/12/15
rh-ne-alpes,12,10,19,86,7.625,84,8:42:0,2020/12/15
provence-alpes-c-te-d-azur,14,13,32,84,10,93,9:0:0,2020/12/15
alsace,10,7,6,94,9,59,8:19:0,2020/12/16
aquitaine,13,8,17,76,10,32,8:48:0,2020/12/16
ardeche,11,8,16,95,8.875,78,8:49:0,2020/12/16
auvergne,11,3,15,89,10,17,8:41:0,2020/12/16
bourgogne,10,7,15,98,5.125,65,8:29:0,2020/12/16
bretagne,11,8,28,88,10,78,8:23:0,2020/12/16
centre,10,6,15,94,8,47,8:24:0,2020/12/16
champagne-ardenne,9,5,16,95,7,40,8:13:0,2020/12/16
corse,15,11,6,85,10,69,9:8:0,2020/12/16
franche-comte,11,8,5,94,7.625,50,8:29:0,2020/12/16
ile-de-re,12,10,36,80,8.75,45,8:38:0,2020/12/16
ile-de-france,10,7,14,94,8,49,8:16:0,2020/12/16
languedoc-roussillon,14,12,39,90,9.875,80,8:57:0,2020/12/16
limousin,11,5,16,92,7.25,34,8:41:0,2020/12/16
lorraine,10,7,10,96,5.625,42,8:14:0,2020/12/16
midi-pyrenees,13,7,22,88,10,10,8:58:0,2020/12/16
nord-pas-de-calais,9,6,22,93,10,49,8:3:0,2020/12/16
normandie,10,7,29,88,8.75,63,8:13:0,2020/12/16
pays-de-la-loire,11,8,31,85,9.125,66,8:30:0,2020/12/16
picardie,9,6,22,96,10,56,8:7:0,2020/12/16
poitou-charentes,12,10,36,80,8.75,45,8:39:0,2020/12/16
rh-ne-alpes,12,7,18,93,9.375,27,8:41:0,2020/12/16
provence-alpes-c-te-d-azur,15,13,30,82,9.875,32,8:59:0,2020/12/16
alsace,10,5,11,87,10,51,8:18:0,2020/12/17
aquitaine,13,10,8,93,8.75,80,8:48:0,2020/12/17
ardeche,10,9,4,97,7.5,93,8:49:0,2020/12/17
auvergne,10,5,6,90,10,44,8:41:0,2020/12/17
bourgogne,10,6,9,94,9.375,49,8:28:0,2020/12/17
bretagne,11,7,15,93,10,40,8:22:0,2020/12/17
centre,11,8,14,93,9.125,62,8:24:0,2020/12/17
champagne-ardenne,9,8,17,93,7.75,73,8:12:0,2020/12/17
corse,16,11,10,75,10,17,9:7:0,2020/12/17
franche-comte,9,7,7,92,8.375,78,8:30:0,2020/12/17
ile-de-re,13,11,19,83,9.25,48,8:38:0,2020/12/17
ile-de-france,11,9,15,86,9,60,8:16:0,2020/12/17
languedoc-roussillon,14,13,26,92,9.875,77,8:57:0,2020/12/17
limousin,10,8,6,96,5.125,56,8:41:0,2020/12/17
lorraine,7,6,12,93,8.375,53,8:13:0,2020/12/17
midi-pyrenees,11,6,9,94,9,36,8:57:0,2020/12/17
nord-pas-de-calais,9,7,22,92,9.625,54,8:2:0,2020/12/17
normandie,10,6,20,92,9.625,26,8:13:0,2020/12/17
pays-de-la-loire,12,8,15,92,9.5,43,8:29:0,2020/12/17
picardie,9,7,21,91,9,51,8:6:0,2020/12/17
poitou-charentes,13,11,19,83,9.25,48,8:38:0,2020/12/17
rh-ne-alpes,9,8,7,85,8.125,62,8:41:0,2020/12/17
provence-alpes-c-te-d-azur,15,14,20,82,9.875,67,8:59:0,2020/12/17
alsace,9,5,6,94,9,24,8:17:0,2020/12/18
aquitaine,13,8,13,92,10,24,8:48:0,2020/12/18
ardeche,10,9,8,97,4.5,98,8:49:0,2020/12/18
auvergne,13,5,8,91,10,13,8:41:0,2020/12/18
bourgogne,9,5,11,96,7.375,51,8:29:0,2020/12/18
bretagne,12,10,30,92,10,72,8:21:0,2020/12/18
centre,10,6,13,95,6.625,27,8:24:0,2020/12/18
champagne-ardenne,9,5,15,96,8,31,8:11:0,2020/12/18
corse,15,10,10,70,10,3,9:8:0,2020/12/18
franche-comte,10,5,3,91,10,54,8:29:0,2020/12/18
ile-de-re,12,10,26,89,10,28,8:37:0,2020/12/18
ile-de-france,11,7,14,92,10,33,8:15:0,2020/12/18
languedoc-roussillon,14,12,25,95,9.625,76,8:57:0,2020/12/18
limousin,11,5,12,96,5.375,25,8:40:0,2020/12/18
lorraine,8,4,9,94,7.625,20,8:13:0,2020/12/18
midi-pyrenees,14,6,17,93,10,21,8:56:0,2020/12/18
nord-pas-de-calais,10,7,26,95,10,42,8:2:0,2020/12/18
normandie,11,9,31,87,10,41,8:12:0,2020/12/18
pays-de-la-loire,12,9,26,94,10,53,8:30:0,2020/12/18
picardie,10,7,23,96,10,39,8:5:0,2020/12/18
poitou-charentes,12,10,26,89,10,28,8:37:0,2020/12/18
rh-ne-alpes,12,7,13,91,8.375,58,8:41:0,2020/12/18
provence-alpes-c-te-d-azur,15,13,19,85,10,37,8:59:0,2020/12/18
alsace,9,5,13,83,9.625,45,8:18:0,2020/12/19
aquitaine,11,10,12,93,7.75,77,8:48:0,2020/12/19
ardeche,10,9,8,93,8.625,99,8:48:0,2020/12/19
auvergne,12,6,12,89,10,54,8:40:0,2020/12/19
bourgogne,11,7,23,91,8,40,8:28:0,2020/12/19
bretagne,12,9,22,92,9.25,73,8:22:0,2020/12/19
