,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,15,13,16,89,9.25,84,9:53:0,2020/11/01
aquitaine,21,15,10,71,10,56,10:9:0,2020/11/01
ardeche,20,11,5,72,10,16,10:10:0,2020/11/01
auvergne,19,11,11,78,10,52,10:6:0,2020/11/01
bourgogne,15,12,15,92,8.875,81,9:59:0,2020/11/01
bretagne,17,16,36,94,6.875,98,9:55:0,2020/11/01
centre,16,15,27,90,5.5,100,9:56:0,2020/11/01
champagne-ardenne,15,14,29,92,8,98,9:49:0,2020/11/01
corse,18,12,6,76,10,23,10:21:0,2020/11/01
franche-comte,15,13,12,94,7.875,77,9:59:0,2020/11/01
ile-de-re,17,14,34,90,6.5,99,10:4:0,2020/11/01
ile-de-france,17,15,27,85,8.75,93,9:52:0,2020/11/01
languedoc-roussillon,18,14,11,81,10,19,10:14:0,2020/11/01
limousin,15,13,12,79,8.375,78,10:5:0,2020/11/01
lorraine,15,14,23,94,7.375,97,9:50:0,2020/11/01
midi-pyrenees,22,13,10,69,10,13,10:14:0,2020/11/01
nord-pas-de-calais,17,11,36,88,8,87,9:45:0,2020/11/01
normandie,18,14,34,92,9.75,94,9:50:0,2020/11/01
pays-de-la-loire,17,14,36,92,7.75,98,9:59:0,2020/11/01
picardie,17,12,33,90,9,88,9:47:0,2020/11/01
poitou-charentes,17,14,34,90,6.5,99,10:4:0,2020/11/01
rh-ne-alpes,19,12,6,75,10,37,10:6:0,2020/11/01
provence-alpes-c-te-d-azur,18,16,11,82,10,19,10:16:0,2020/11/01
alsace,21,15,17,87,8.625,60,9:49:0,2020/11/02
aquitaine,22,16,18,74,10,57,10:6:0,2020/11/02
ardeche,18,11,10,87,10,23,10:7:0,2020/11/02
auvergne,20,14,10,88,9.625,54,10:3:0,2020/11/02
bourgogne,18,14,17,88,9.375,73,9:55:0,2020/11/02
bretagne,17,14,37,91,8.375,82,9:52:0,2020/11/02
centre,19,16,30,80,8.75,76,9:53:0,2020/11/02
