,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
ile-de-france,28,23,8,60,10,16,16:1:0,2018/07/06
languedoc-roussillon,29,25,15,54,10,12,15:19:0,2018/07/06
limousin,23,18,7,86,5.125,63,15:35:0,2018/07/06
lorraine,24,21,12,68,10,12,16:3:0,2018/07/06
midi-pyrenees,25,20,9,72,10,38,15:18:0,2018/07/06
nord-pas-de-calais,26,23,9,62,10,20,16:15:0,2018/07/06
normandie,23,20,10,73,10,8,16:4:0,2018/07/06
pays-de-la-loire,25,21,8,78,7.875,40,15:46:0,2018/07/06
picardie,25,17,10,89,9.875,17,16:11:0,2018/07/06
poitou-charentes,23,21,13,78,10,38,15:38:0,2018/07/06
rh-ne-alpes,25,20,20,76,9.875,42,15:35:0,2018/07/06
provence-alpes-c-te-d-azur,29,25,39,52,10,4,15:16:0,2018/07/06
alsace,25,23,13,58,10,23,15:57:0,2018/07/07
aquitaine,30,25,13,59,10,7,15:26:0,2018/07/07
ardeche,28,24,21,49,10,5,15:25:0,2018/07/07
auvergne,25,21,15,61,7.5,39,15:33:0,2018/07/07
bourgogne,25,23,17,63,10,8,15:47:0,2018/07/07
bretagne,27,23,13,73,9,23,15:53:0,2018/07/07
centre,28,25,10,59,10,24,15:52:0,2018/07/07
champagne-ardenne,27,24,15,63,10,14,16:3:0,2018/07/07
corse,24,18,14,64,10,4,15:6:0,2018/07/07
franche-comte,25,23,16,53,9,12,15:45:0,2018/07/07
ile-de-re,27,23,12,70,10,9,15:37:0,2018/07/07
ile-de-france,29,25,12,54,10,21,16:0:0,2018/07/07
languedoc-roussillon,29,26,14,58,10,5,15:18:0,2018/07/07
limousin,28,24,13,59,7.75,27,15:34:0,2018/07/07
lorraine,25,22,15,70,9.875,25,16:2:0,2018/07/07
midi-pyrenees,29,24,8,60,10,7,15:17:0,2018/07/07
nord-pas-de-calais,28,24,6,56,10,26,16:13:0,2018/07/07
normandie,24,21,13,75,10,6,16:3:0,2018/07/07
pays-de-la-loire,27,24,7,68,10,21,15:46:0,2018/07/07
picardie,27,19,8,83,10,19,16:9:0,2018/07/07
poitou-charentes,27,23,12,70,10,9,15:37:0,2018/07/07
rh-ne-alpes,28,24,21,54,9,13,15:34:0,2018/07/07
provence-alpes-c-te-d-azur,30,27,18,48,10,6,15:15:0,2018/07/07
alsace,26,22,13,62,10,7,15:56:0,2018/07/08
aquitaine,31,27,15,51,10,7,15:25:0,2018/07/08
ardeche,28,25,21,49,10,3,15:25:0,2018/07/08
auvergne,25,22,17,61,9,18,15:33:0,2018/07/08
bourgogne,25,22,21,60,10,4,15:45:0,2018/07/08
bretagne,27,24,18,70,10,8,15:52:0,2018/07/08
centre,28,25,10,58,10,32,15:50:0,2018/07/08
champagne-ardenne,26,22,16,59,10,42,16:2:0,2018/07/08
corse,25,19,10,65,10,6,15:4:0,2018/07/08
franche-comte,24,22,17,58,10,7,15:44:0,2018/07/08
ile-de-re,28,25,19,63,10,13,15:35:0,2018/07/08
ile-de-france,29,25,11,62,10,34,15:59:0,2018/07/08
languedoc-roussillon,30,27,14,58,10,6,15:17:0,2018/07/08
limousin,27,24,15,62,10,10,15:32:0,2018/07/08
lorraine,24,21,14,63,10,4,16:0:0,2018/07/08
midi-pyrenees,30,25,10,54,10,7,15:16:0,2018/07/08
nord-pas-de-calais,26,22,17,62,10,28,16:12:0,2018/07/08
normandie,22,21,18,75,10,4,16:1:0,2018/07/08
pays-de-la-loire,29,25,15,69,10,7,15:44:0,2018/07/08
picardie,26,17,17,74,9.875,25,16:8:0,2018/07/08
poitou-charentes,28,25,19,63,10,13,15:35:0,2018/07/08
rh-ne-alpes,27,24,22,54,10,7,15:33:0,2018/07/08
provence-alpes-c-te-d-azur,30,28,13,47,10,2,15:14:0,2018/07/08
alsace,26,22,14,60,10,6,15:54:0,2018/07/09
aquitaine,29,28,14,50,10,36,15:23:0,2018/07/09
ardeche,29,25,18,51,10,5,15:23:0,2018/07/09
auvergne,25,21,14,61,7.75,26,15:31:0,2018/07/09
bourgogne,25,22,17,61,10,6,15:43:0,2018/07/09
bretagne,26,23,17,70,10,7,15:50:0,2018/07/09
centre,26,22,18,57,10,16,15:49:0,2018/07/09
champagne-ardenne,24,20,19,61,10,9,16:1:0,2018/07/09
corse,25,24,10,67,9.625,6,15:4:0,2018/07/09
franche-comte,25,22,15,55,10,7,15:43:0,2018/07/09
ile-de-re,27,24,18,72,10,10,15:35:0,2018/07/09
ile-de-france,26,22,19,59,10,26,15:57:0,2018/07/09
languedoc-roussillon,30,27,12,57,10,5,15:15:0,2018/07/09
limousin,26,23,13,64,10,9,15:32:0,2018/07/09
lorraine,24,21,16,67,10,32,16:0:0,2018/07/09
midi-pyrenees,29,25,19,59,10,7,15:15:0,2018/07/09
nord-pas-de-calais,24,21,19,66,10,20,16:10:0,2018/07/09
normandie,22,20,18,70,10,5,15:59:0,2018/07/09
pays-de-la-loire,27,24,21,65,10,9,15:43:0,2018/07/09
picardie,24,17,19,87,10,21,16:6:0,2018/07/09
poitou-charentes,27,24,18,72,10,10,15:34:0,2018/07/09
rh-ne-alpes,28,24,19,53,9,7,15:32:0,2018/07/09
provence-alpes-c-te-d-azur,30,27,15,50,10,6,15:13:0,2018/07/09
alsace,20,19,19,75,9.875,32,15:53:0,2018/07/10
aquitaine,29,26,15,53,10,0,15:23:0,2018/07/10
ardeche,28,24,19,49,10,7,15:22:0,2018/07/10
auvergne,23,20,15,68,7.75,52,15:30:0,2018/07/10
bourgogne,22,21,19,70,9.875,18,15:42:0,2018/07/10
bretagne,26,22,18,73,9.875,30,15:48:0,2018/07/10
centre,23,20,20,74,10,24,15:47:0,2018/07/10
champagne-ardenne,18,17,18,66,9,50,15:59:0,2018/07/10
corse,25,24,13,70,9.75,12,15:3:0,2018/07/10
franche-comte,21,20,14,76,9.875,31,15:42:0,2018/07/10
ile-de-re,26,24,14,65,9.875,17,15:33:0,2018/07/10
ile-de-france,20,19,17,61,10,57,15:55:0,2018/07/10
languedoc-roussillon,29,26,14,63,10,7,15:14:0,2018/07/10
limousin,26,22,14,64,8,8,15:30:0,2018/07/10
lorraine,17,16,17,77,10,52,15:58:0,2018/07/10
midi-pyrenees,28,24,19,64,10,2,15:13:0,2018/07/10
nord-pas-de-calais,18,15,21,71,10,67,16:8:0,2018/07/10
normandie,19,18,22,78,10,35,15:58:0,2018/07/10
pays-de-la-loire,27,23,12,66,9.875,25,15:41:0,2018/07/10
picardie,18,14,18,89,9.375,57,16:4:0,2018/07/10
poitou-charentes,26,24,14,64,9.875,17,15:32:0,2018/07/10
rh-ne-alpes,26,23,21,54,10,12,15:30:0,2018/07/10
provence-alpes-c-te-d-azur,30,27,30,54,10,3,15:11:0,2018/07/10
alsace,21,17,10,70,8.875,46,15:52:0,2018/07/11
aquitaine,28,24,15,57,10,18,15:21:0,2018/07/11
ardeche,25,20,21,49,10,8,15:20:0,2018/07/11
auvergne,22,17,13,62,7.5,38,15:28:0,2018/07/11
bourgogne,20,16,15,76,9,28,15:40:0,2018/07/11
bretagne,22,19,14,73,10,28,15:47:0,2018/07/11
centre,21,18,13,71,10,45,15:45:0,2018/07/11
champagne-ardenne,21,19,13,64,7.75,51,15:58:0,2018/07/11
corse,25,24,12,56,10,4,15:1:0,2018/07/11
franche-comte,20,16,13,74,7.75,27,15:40:0,2018/07/11
ile-de-re,24,21,18,65,10,18,15:32:0,2018/07/11
ile-de-france,20,17,13,78,10,59,15:54:0,2018/07/11
languedoc-roussillon,27,25,14,58,10,4,15:13:0,2018/07/11
limousin,24,20,12,63,7.75,16,15:29:0,2018/07/11
lorraine,20,17,10,68,8,40,15:56:0,2018/07/11
midi-pyrenees,28,24,17,55,10,7,15:13:0,2018/07/11
nord-pas-de-calais,20,19,17,72,9.875,53,16:7:0,2018/07/11
normandie,19,17,17,77,10,16,15:56:0,2018/07/11
pays-de-la-loire,23,19,17,70,10,11,15:39:0,2018/07/11
picardie,19,14,17,90,9.875,53,16:3:0,2018/07/11
poitou-charentes,24,21,18,65,10,18,15:32:0,2018/07/11
rh-ne-alpes,24,19,20,57,10,16,15:28:0,2018/07/11
provence-alpes-c-te-d-azur,28,25,30,44,10,2,15:10:0,2018/07/11
alsace,24,19,10,69,9.875,30,15:50:0,2018/07/12
aquitaine,27,23,13,54,10,9,15:20:0,2018/07/12
ardeche,26,22,12,49,10,15,15:18:0,2018/07/12
auvergne,24,20,7,55,8,20,15:26:0,2018/07/12
bourgogne,24,20,12,61,9,8,15:39:0,2018/07/12
bretagne,23,19,14,75,7.875,27,15:46:0,2018/07/12
centre,23,19,11,76,9,42,15:44:0,2018/07/12
champagne-ardenne,24,21,12,68,9.75,21,15:56:0,2018/07/12
corse,26,24,10,49,10,4,15:0:0,2018/07/12
franche-comte,24,20,10,54,9,4,15:38:0,2018/07/12
ile-de-re,24,22,17,63,10,24,15:30:0,2018/07/12
ile-de-france,25,21,11,61,9.875,40,15:52:0,2018/07/12
languedoc-roussillon,27,24,19,62,10,10,15:12:0,2018/07/12
limousin,26,22,10,58,9,14,15:27:0,2018/07/12
lorraine,23,19,12,74,10,37,15:55:0,2018/07/12
midi-pyrenees,28,24,12,59,10,20,15:11:0,2018/07/12
nord-pas-de-calais,23,20,15,71,9,32,16:5:0,2018/07/12
normandie,20,18,20,77,10,16,15:54:0,2018/07/12
pays-de-la-loire,24,20,14,71,8.875,27,15:38:0,2018/07/12
picardie,22,16,13,92,8.875,36,16:1:0,2018/07/12
poitou-charentes,24,22,17,60,10,24,15:30:0,2018/07/12
rh-ne-alpes,25,21,10,54,9,21,15:27:0,2018/07/12
provence-alpes-c-te-d-azur,29,26,17,44,10,15,15:8:0,2018/07/12
alsace,27,23,6,53,10,12,15:48:0,2018/07/13
aquitaine,30,25,8,51,10,13,15:18:0,2018/07/13
ardeche,29,26,5,50,10,17,15:18:0,2018/07/13
auvergne,27,23,6,51,10,18,15:25:0,2018/07/13
bourgogne,27,22,6,62,10,16,15:37:0,2018/07/13
bretagne,24,21,14,74,7.875,18,15:44:0,2018/07/13
centre,27,23,7,67,10,39,15:42:0,2018/07/13
champagne-ardenne,25,22,9,67,9.75,18,15:54:0,2018/07/13
corse,28,26,10,46,10,3,14:59:0,2018/07/13
franche-comte,26,24,9,54,10,10,15:37:0,2018/07/13
ile-de-re,26,23,13,61,10,12,15:28:0,2018/07/13
ile-de-france,26,22,12,64,9.875,45,15:50:0,2018/07/13
languedoc-roussillon,28,26,21,61,10,6,15:10:0,2018/07/13
limousin,28,24,4,58,9,10,15:25:0,2018/07/13
lorraine,25,22,7,62,9.875,23,15:53:0,2018/07/13
midi-pyrenees,30,25,10,55,10,11,15:10:0,2018/07/13
nord-pas-de-calais,24,20,13,69,10,34,16:3:0,2018/07/13
normandie,21,19,17,80,9.75,24,15:53:0,2018/07/13
pays-de-la-loire,26,22,10,67,10,19,15:36:0,2018/07/13
picardie,24,16,13,91,8.875,36,15:59:0,2018/07/13
poitou-charentes,26,23,13,61,10,12,15:28:0,2018/07/13
rh-ne-alpes,30,25,4,51,10,16,15:26:0,2018/07/13
provence-alpes-c-te-d-azur,30,28,15,41,10,4,15:8:0,2018/07/13
alsace,27,25,8,59,9.375,30,15:46:0,2018/07/14
aquitaine,32,27,6,50,9.875,15,15:16:0,2018/07/14
ardeche,32,26,7,51,9.875,16,15:16:0,2018/07/14
auvergne,29,24,4,56,9.375,19,15:23:0,2018/07/14
bourgogne,27,25,10,60,9.75,18,15:35:0,2018/07/14
bretagne,26,22,16,73,10,2,15:42:0,2018/07/14
centre,28,24,10,65,9.5,35,15:40:0,2018/07/14
champagne-ardenne,27,23,11,63,9.75,13,15:52:0,2018/07/14
corse,30,28,9,50,10,4,14:57:0,2018/07/14
franche-comte,27,25,11,53,9.875,16,15:35:0,2018/07/14
ile-de-re,28,24,14,63,10,25,15:27:0,2018/07/14
ile-de-france,28,24,10,60,9.75,36,15:48:0,2018/07/14
languedoc-roussillon,28,26,18,61,10,7,15:9:0,2018/07/14
limousin,29,25,5,60,10,15,15:24:0,2018/07/14
lorraine,27,23,5,67,9.5,26,15:51:0,2018/07/14
midi-pyrenees,32,25,8,59,10,9,15:8:0,2018/07/14
nord-pas-de-calais,26,21,9,62,10,20,16:1:0,2018/07/14
normandie,22,20,17,79,10,7,15:51:0,2018/07/14
pays-de-la-loire,28,23,13,66,10,14,15:34:0,2018/07/14
picardie,26,19,10,78,8.875,23,15:57:0,2018/07/14
poitou-charentes,28,24,14,63,10,25,15:27:0,2018/07/14
rh-ne-alpes,32,25,6,59,9.5,16,15:24:0,2018/07/14
provence-alpes-c-te-d-azur,29,28,13,56,10,6,15:6:0,2018/07/14
alsace,27,25,5,55,9.5,26,15:45:0,2018/07/15
aquitaine,33,27,5,57,8.875,19,15:15:0,2018/07/15
ardeche,30,26,9,48,10,16,15:14:0,2018/07/15
auvergne,28,23,9,58,9.375,21,15:22:0,2018/07/15
bourgogne,28,24,6,68,9.5,14,15:33:0,2018/07/15
bretagne,26,22,15,69,9,3,15:41:0,2018/07/15
centre,30,26,5,59,9.125,25,15:38:0,2018/07/15
champagne-ardenne,28,24,8,66,9.75,18,15:49:0,2018/07/15
corse,27,26,14,63,10,2,14:56:0,2018/07/15
franche-comte,28,24,6,61,9,9,15:33:0,2018/07/15
ile-de-re,28,25,17,64,10,7,15:25:0,2018/07/15
ile-de-france,29,25,7,59,9.625,32,15:46:0,2018/07/15
languedoc-roussillon,28,25,18,67,10,5,15:7:0,2018/07/15
limousin,30,26,6,60,9.625,19,15:22:0,2018/07/15
lorraine,26,22,7,70,9.625,30,15:49:0,2018/07/15
midi-pyrenees,32,26,9,57,9.875,12,15:6:0,2018/07/15
nord-pas-de-calais,27,25,8,54,10,20,15:59:0,2018/07/15
normandie,22,20,14,74,10,6,15:49:0,2018/07/15
pays-de-la-loire,28,24,10,68,10,5,15:32:0,2018/07/15
picardie,27,18,10,83,10,20,15:55:0,2018/07/15
poitou-charentes,28,25,17,64,10,7,15:25:0,2018/07/15
rh-ne-alpes,30,24,8,57,9.75,19,15:23:0,2018/07/15
provence-alpes-c-te-d-azur,30,29,16,49,10,4,15:5:0,2018/07/15
alsace,27,23,9,53,10,14,15:43:0,2018/07/16
aquitaine,26,23,21,77,10,29,15:13:0,2018/07/16
ardeche,27,24,24,57,9.875,21,15:13:0,2018/07/16
auvergne,25,19,17,76,9.875,30,15:20:0,2018/07/16
bourgogne,27,23,10,63,10,12,15:31:0,2018/07/16
bretagne,26,22,10,79,9.5,24,15:38:0,2018/07/16
centre,28,24,14,66,9.875,17,15:36:0,2018/07/16
champagne-ardenne,28,25,7,60,9.875,23,15:47:0,2018/07/16
corse,28,25,21,67,10,25,14:54:0,2018/07/16
franche-comte,27,24,13,53,9.875,10,15:31:0,2018/07/16
ile-de-re,25,22,28,74,10,20,15:23:0,2018/07/16
ile-de-france,28,25,12,56,9.75,26,15:45:0,2018/07/16
languedoc-roussillon,27,24,33,67,10,22,15:6:0,2018/07/16
limousin,25,20,11,92,7.125,41,15:20:0,2018/07/16
lorraine,27,22,6,68,10,18,15:46:0,2018/07/16
midi-pyrenees,24,20,25,88,8.875,48,15:5:0,2018/07/16
nord-pas-de-calais,28,22,6,62,9.75,28,15:57:0,2018/07/16
normandie,23,20,12,66,10,29,15:47:0,2018/07/16
pays-de-la-loire,26,23,22,76,9.625,12,15:31:0,2018/07/16
picardie,27,16,13,80,9.625,24,15:53:0,2018/07/16
poitou-charentes,25,23,28,74,10,20,15:23:0,2018/07/16
rh-ne-alpes,29,24,19,56,9.875,13,15:21:0,2018/07/16
provence-alpes-c-te-d-azur,26,24,16,65,9,30,15:3:0,2018/07/16
alsace,27,25,12,56,10,12,15:40:0,2018/07/17
aquitaine,27,23,8,71,9.75,36,15:12:0,2018/07/17
ardeche,29,25,19,48,10,8,15:11:0,2018/07/17
auvergne,25,21,12,57,8.75,33,15:19:0,2018/07/17
bourgogne,25,22,15,77,9.625,10,15:30:0,2018/07/17
bretagne,21,19,11,71,10,63,15:36:0,2018/07/17
centre,24,21,15,72,9.75,36,15:34:0,2018/07/17
champagne-ardenne,24,22,14,67,9.75,26,15:46:0,2018/07/17
corse,26,25,13,62,10,13,14:53:0,2018/07/17
franche-comte,25,21,11,89,8.375,14,15:29:0,2018/07/17
ile-de-re,23,21,14,65,10,18,15:21:0,2018/07/17
ile-de-france,25,20,16,67,10,44,15:43:0,2018/07/17
languedoc-roussillon,30,26,20,54,10,8,15:5:0,2018/07/17
limousin,24,18,9,87,6.125,63,15:18:0,2018/07/17
lorraine,26,23,16,64,9.875,13,15:44:0,2018/07/17
midi-pyrenees,26,22,9,69,10,37,15:3:0,2018/07/17
nord-pas-de-calais,23,20,20,64,10,22,15:55:0,2018/07/17
normandie,19,18,11,76,9.875,50,15:45:0,2018/07/17
pays-de-la-loire,23,20,10,66,8,41,15:29:0,2018/07/17
picardie,22,14,19,83,9.875,30,15:52:0,2018/07/17
poitou-charentes,23,21,14,64,10,18,15:21:0,2018/07/17
rh-ne-alpes,28,24,15,57,9.875,13,15:19:0,2018/07/17
provence-alpes-c-te-d-azur,31,27,31,49,10,3,15:1:0,2018/07/17
alsace,27,24,10,57,10,15,15:38:0,2018/07/18
aquitaine,31,22,13,70,10,21,15:10:0,2018/07/18
ardeche,30,25,12,46,10,4,15:9:0,2018/07/18
auvergne,28,23,7,50,8.875,9,15:17:0,2018/07/18
bourgogne,27,24,4,68,10,11,15:28:0,2018/07/18
bretagne,24,20,18,72,10,35,15:34:0,2018/07/18
centre,27,24,6,64,9.875,42,15:33:0,2018/07/18
champagne-ardenne,25,20,10,64,10,50,15:44:0,2018/07/18
corse,27,26,12,56,10,3,14:52:0,2018/07/18
franche-comte,26,24,8,64,10,19,15:27:0,2018/07/18
ile-de-re,25,22,15,64,9.875,14,15:19:0,2018/07/18
ile-de-france,26,20,9,58,10,70,15:41:0,2018/07/18
languedoc-roussillon,28,26,18,62,10,5,15:3:0,2018/07/18
limousin,29,25,8,57,7.75,24,15:16:0,2018/07/18
lorraine,25,22,10,62,10,34,15:42:0,2018/07/18
midi-pyrenees,31,21,17,77,9.75,12,15:2:0,2018/07/18
nord-pas-de-calais,23,21,10,56,10,22,15:53:0,2018/07/18
normandie,21,18,18,75,10,41,15:43:0,2018/07/18
pays-de-la-loire,26,21,8,69,10,9,15:27:0,2018/07/18
picardie,24,16,13,75,10,44,15:50:0,2018/07/18
poitou-charentes,25,22,13,64,9.875,14,15:19:0,2018/07/18
rh-ne-alpes,29,24,10,50,10,6,15:17:0,2018/07/18
provence-alpes-c-te-d-azur,30,27,17,47,10,3,14:59:0,2018/07/18
alsace,28,24,10,52,10,13,15:36:0,2018/07/19
aquitaine,31,27,6,54,9.875,14,15:8:0,2018/07/19
ardeche,31,26,13,43,10,9,15:7:0,2018/07/19
auvergne,28,24,9,45,10,16,15:15:0,2018/07/19
bourgogne,28,24,12,60,10,16,15:26:0,2018/07/19
bretagne,25,18,15,85,9.25,45,15:32:0,2018/07/19
centre,29,25,10,57,9.625,36,15:31:0,2018/07/19
champagne-ardenne,27,24,12,51,10,11,15:41:0,2018/07/19
corse,27,26,11,53,10,2,14:50:0,2018/07/19
franche-comte,28,24,9,60,9.875,22,15:26:0,2018/07/19
ile-de-re,24,21,23,81,9.75,43,15:17:0,2018/07/19
