,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,14,9,23,86,9.875,67,14:35:0,2020/05/01
aquitaine,15,13,24,92,8.75,100,14:17:0,2020/05/01
ardeche,13,9,9,94,6.875,87,14:16:0,2020/05/01
auvergne,16,10,20,93,8.5,78,14:22:0,2020/05/01
bourgogne,13,8,30,94,9.25,79,14:29:0,2020/05/01
bretagne,15,11,27,85,9.75,67,14:33:0,2020/05/01
centre,15,9,24,90,9.875,83,14:32:0,2020/05/01
champagne-ardenne,13,8,27,93,9.125,62,14:39:0,2020/05/01
corse,19,13,11,87,10,28,14:3:0,2020/05/01
franche-comte,12,8,28,96,8.625,80,14:28:0,2020/05/01
ile-de-re,15,13,29,92,8.625,96,14:24:0,2020/05/01
ile-de-france,15,10,22,79,9.875,58,14:38:0,2020/05/01
languedoc-roussillon,18,14,22,82,7.5,56,14:11:0,2020/05/01
limousin,13,11,16,99,6.875,99,14:21:0,2020/05/01
lorraine,11,4,31,93,8.125,79,14:39:0,2020/05/01
midi-pyrenees,16,14,26,93,8.25,88,14:11:0,2020/05/01
nord-pas-de-calais,14,7,30,91,9.875,58,14:45:0,2020/05/01
normandie,14,7,32,85,9.75,47,14:40:0,2020/05/01
pays-de-la-loire,13,11,24,90,10,86,14:29:0,2020/05/01
picardie,14,7,28,93,10,52,14:43:0,2020/05/01
poitou-charentes,15,13,29,92,8.625,96,14:23:0,2020/05/01
rh-ne-alpes,15,10,19,84,8.5,85,14:21:0,2020/05/01
provence-alpes-c-te-d-azur,18,11,31,74,8.75,60,14:9:0,2020/05/01
alsace,14,9,22,84,10,53,14:39:0,2020/05/02
aquitaine,17,15,20,94,7.625,97,14:19:0,2020/05/02
ardeche,17,11,5,95,8.125,76,14:19:0,2020/05/02
auvergne,14,11,8,97,8.875,98,14:24:0,2020/05/02
bourgogne,13,9,21,94,9,81,14:32:0,2020/05/02
bretagne,14,12,6,98,9,87,14:36:0,2020/05/02
centre,15,8,11,88,10,66,14:35:0,2020/05/02
champagne-ardenne,14,6,24,91,9.875,54,14:43:0,2020/05/02
corse,19,14,24,88,9.875,38,14:6:0,2020/05/02
franche-comte,12,8,23,98,8.5,90,14:32:0,2020/05/02
ile-de-re,15,14,30,97,7.75,95,14:26:0,2020/05/02
ile-de-france,17,9,16,71,10,33,14:40:0,2020/05/02
