,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
auvergne,14,8,13,83,8.75,54,11:40:0,2018/03/11
bourgogne,14,10,17,92,7.625,77,11:38:0,2018/03/11
bretagne,12,10,32,88,10,78,11:37:0,2018/03/11
centre,16,13,24,76,6.75,58,11:38:0,2018/03/11
champagne-ardenne,16,12,16,91,6.75,58,11:36:0,2018/03/11
corse,12,11,19,93,9,61,11:43:0,2018/03/11
franche-comte,12,10,11,87,9.5,75,11:38:0,2018/03/11
ile-de-re,13,11,42,77,10,36,11:40:0,2018/03/11
ile-de-france,17,13,19,84,7.25,63,11:36:0,2018/03/11
languedoc-roussillon,13,12,26,95,10,59,11:42:0,2018/03/11
limousin,14,8,17,90,6.5,56,11:39:0,2018/03/11
lorraine,12,9,21,92,9.625,80,11:37:0,2018/03/11
midi-pyrenees,18,12,18,69,10,23,11:41:0,2018/03/11
nord-pas-de-calais,16,12,19,86,7.25,54,11:35:0,2018/03/11
normandie,13,11,27,85,10,59,11:36:0,2018/03/11
pays-de-la-loire,13,12,35,83,10,65,11:38:0,2018/03/11
picardie,16,11,21,88,7.375,59,11:36:0,2018/03/11
poitou-charentes,13,12,42,74,10,36,11:39:0,2018/03/11
rh-ne-alpes,15,10,25,80,8.375,44,11:40:0,2018/03/11
provence-alpes-c-te-d-azur,15,13,31,92,10,49,11:42:0,2018/03/11
alsace,13,11,26,76,9.875,60,11:40:0,2018/03/12
aquitaine,12,11,34,82,9.875,56,11:43:0,2018/03/12
ardeche,12,7,15,80,10,57,11:43:0,2018/03/12
auvergne,9,5,27,82,10,56,11:43:0,2018/03/12
bourgogne,12,10,24,79,8,71,11:42:0,2018/03/12
bretagne,11,8,36,88,9.75,97,11:41:0,2018/03/12
centre,12,10,32,78,9,88,11:41:0,2018/03/12
champagne-ardenne,12,10,31,82,10,63,11:40:0,2018/03/12
corse,11,9,19,89,9.625,38,11:46:0,2018/03/12
franche-comte,11,9,27,82,8.625,83,11:42:0,2018/03/12
ile-de-re,11,9,41,85,10,52,11:42:0,2018/03/12
ile-de-france,12,10,29,75,10,73,11:40:0,2018/03/12
languedoc-roussillon,14,12,35,70,10,24,11:45:0,2018/03/12
limousin,8,5,20,95,8,85,11:43:0,2018/03/12
lorraine,11,10,32,82,8.875,84,11:40:0,2018/03/12
midi-pyrenees,12,9,40,74,9.375,46,11:45:0,2018/03/12
nord-pas-de-calais,11,10,33,82,10,75,11:39:0,2018/03/12
normandie,10,9,39,88,7,94,11:40:0,2018/03/12
pays-de-la-loire,11,10,40,86,9,81,11:41:0,2018/03/12
picardie,11,8,34,86,8.875,79,11:40:0,2018/03/12
poitou-charentes,11,10,41,85,10,52,11:42:0,2018/03/12
rh-ne-alpes,13,8,18,79,8.25,72,11:44:0,2018/03/12
provence-alpes-c-te-d-azur,15,13,35,65,9.625,32,11:45:0,2018/03/12
alsace,9,8,26,78,7,83,11:44:0,2018/03/13
aquitaine,14,11,12,73,9.875,25,11:47:0,2018/03/13
ardeche,11,7,9,78,10,32,11:47:0,2018/03/13
auvergne,9,3,20,81,10,48,11:46:0,2018/03/13
bourgogne,9,7,23,89,8.75,93,11:45:0,2018/03/13
bretagne,11,8,15,83,9,39,11:44:0,2018/03/13
centre,11,8,19,86,9.75,67,11:45:0,2018/03/13
champagne-ardenne,9,7,24,86,9,80,11:44:0,2018/03/13
corse,11,9,26,67,10,20,11:49:0,2018/03/13
franche-comte,7,5,23,93,7.25,100,11:45:0,2018/03/13
ile-de-re,12,9,14,83,10,14,11:45:0,2018/03/13
ile-de-france,12,9,21,75,9,81,11:43:0,2018/03/13
languedoc-roussillon,14,11,22,62,10,15,11:47:0,2018/03/13
limousin,10,5,9,92,5.625,52,11:46:0,2018/03/13
lorraine,7,3,26,89,6.875,91,11:44:0,2018/03/13
midi-pyrenees,13,9,6,70,10,41,11:48:0,2018/03/13
nord-pas-de-calais,9,6,20,86,9,75,11:43:0,2018/03/13
normandie,10,9,22,87,10,60,11:43:0,2018/03/13
pays-de-la-loire,12,9,14,78,10,26,11:45:0,2018/03/13
picardie,10,5,21,90,9,71,11:44:0,2018/03/13
poitou-charentes,12,10,14,75,10,14,11:46:0,2018/03/13
rh-ne-alpes,10,6,8,85,9.75,62,11:46:0,2018/03/13
provence-alpes-c-te-d-azur,14,11,30,56,10,19,11:47:0,2018/03/13
alsace,12,8,10,75,9,18,11:47:0,2018/03/14
aquitaine,17,11,26,64,10,45,11:50:0,2018/03/14
ardeche,12,8,18,73,9.375,23,11:50:0,2018/03/14
auvergne,15,7,14,66,10,14,11:49:0,2018/03/14
bourgogne,13,7,13,80,10,19,11:49:0,2018/03/14
bretagne,14,8,34,83,9.625,70,11:48:0,2018/03/14
centre,14,8,23,72,10,31,11:48:0,2018/03/14
champagne-ardenne,12,7,21,81,10,53,11:47:0,2018/03/14
corse,12,10,10,66,10,13,11:51:0,2018/03/14
franche-comte,13,8,10,80,7.875,26,11:49:0,2018/03/14
ile-de-re,14,9,40,80,9.625,57,11:49:0,2018/03/14
ile-de-france,13,8,24,71,10,33,11:47:0,2018/03/14
languedoc-roussillon,13,11,27,86,9,31,11:51:0,2018/03/14
limousin,15,9,15,68,7.125,42,11:49:0,2018/03/14
lorraine,11,7,16,84,9,33,11:48:0,2018/03/14
midi-pyrenees,15,11,29,74,9.375,33,11:50:0,2018/03/14
nord-pas-de-calais,12,7,25,81,10,36,11:47:0,2018/03/14
normandie,12,9,33,77,9,49,11:47:0,2018/03/14
pays-de-la-loire,14,9,33,82,9.375,68,11:48:0,2018/03/14
picardie,12,8,29,76,9,31,11:47:0,2018/03/14
poitou-charentes,14,9,35,79,9.625,57,11:49:0,2018/03/14
rh-ne-alpes,13,7,19,76,10,14,11:49:0,2018/03/14
provence-alpes-c-te-d-azur,14,11,20,52,10,18,11:50:0,2018/03/14
alsace,9,7,9,65,10,76,11:51:0,2018/03/15
aquitaine,15,11,24,73,9.25,46,11:53:0,2018/03/15
ardeche,8,5,21,92,9,69,11:53:0,2018/03/15
auvergne,10,5,15,90,7.375,86,11:52:0,2018/03/15
bourgogne,7,4,19,94,8.25,75,11:52:0,2018/03/15
bretagne,12,9,30,92,8.25,61,11:52:0,2018/03/15
centre,12,9,16,92,8.625,91,11:52:0,2018/03/15
champagne-ardenne,8,7,17,92,9.875,73,11:51:0,2018/03/15
corse,13,10,21,89,9.875,77,11:54:0,2018/03/15
franche-comte,6,5,15,93,8.25,71,11:52:0,2018/03/15
ile-de-re,12,9,36,91,10,48,11:52:0,2018/03/15
ile-de-france,13,9,16,88,9.875,75,11:52:0,2018/03/15
languedoc-roussillon,15,12,29,88,9.625,56,11:54:0,2018/03/15
limousin,10,7,14,96,6.375,84,11:53:0,2018/03/15
lorraine,8,6,16,84,7.625,74,11:51:0,2018/03/15
midi-pyrenees,16,12,18,77,9.75,29,11:53:0,2018/03/15
nord-pas-de-calais,10,7,18,87,10,72,11:51:0,2018/03/15
normandie,12,9,27,89,9.125,57,11:52:0,2018/03/15
pays-de-la-loire,12,10,35,88,10,46,11:52:0,2018/03/15
picardie,11,7,18,91,9.875,73,11:51:0,2018/03/15
poitou-charentes,12,9,36,91,10,48,11:52:0,2018/03/15
rh-ne-alpes,9,4,14,90,9.75,67,11:53:0,2018/03/15
provence-alpes-c-te-d-azur,14,13,34,92,9,60,11:53:0,2018/03/15
alsace,12,8,11,77,10,67,11:55:0,2018/03/16
aquitaine,13,11,14,75,9.5,39,11:57:0,2018/03/16
ardeche,13,8,7,78,9.875,58,11:57:0,2018/03/16
auvergne,9,5,11,87,8.875,82,11:56:0,2018/03/16
bourgogne,12,9,10,83,6,64,11:55:0,2018/03/16
bretagne,11,7,22,86,10,67,11:56:0,2018/03/16
centre,12,9,13,83,8.75,76,11:55:0,2018/03/16
champagne-ardenne,11,8,13,85,8.875,81,11:54:0,2018/03/16
corse,13,11,13,72,9.875,29,11:57:0,2018/03/16
franche-comte,11,8,10,83,7.875,72,11:56:0,2018/03/16
ile-de-re,11,8,26,84,9.875,62,11:56:0,2018/03/16
ile-de-france,13,9,12,81,10,67,11:55:0,2018/03/16
languedoc-roussillon,14,12,10,73,10,50,11:57:0,2018/03/16
limousin,9,5,10,97,3.75,77,11:56:0,2018/03/16
lorraine,10,7,16,90,10,68,11:55:0,2018/03/16
midi-pyrenees,13,9,8,87,7.75,71,11:57:0,2018/03/16
nord-pas-de-calais,13,8,12,85,9,52,11:54:0,2018/03/16
normandie,11,8,20,81,9.875,50,11:55:0,2018/03/16
pays-de-la-loire,11,10,23,83,10,54,11:55:0,2018/03/16
picardie,12,7,14,85,7.75,54,11:54:0,2018/03/16
poitou-charentes,11,10,26,79,9.875,62,11:56:0,2018/03/16
rh-ne-alpes,13,7,7,88,9.25,56,11:56:0,2018/03/16
provence-alpes-c-te-d-azur,15,13,11,60,10,18,11:57:0,2018/03/16
alsace,5,-1,22,79,9,78,11:59:0,2018/03/17
aquitaine,11,9,15,78,9.875,66,11:59:0,2018/03/17
ardeche,10,5,9,84,9.75,63,11:59:0,2018/03/17
auvergne,8,3,9,80,7.75,40,11:59:0,2018/03/17
bourgogne,6,5,16,93,6.375,87,11:59:0,2018/03/17
bretagne,10,6,17,91,6.875,58,11:59:0,2018/03/17
centre,10,7,13,79,8,62,11:59:0,2018/03/17
champagne-ardenne,6,3,19,89,9,92,11:59:0,2018/03/17
corse,10,9,15,75,9.875,38,11:59:0,2018/03/17
franche-comte,6,5,6,97,5.375,100,11:59:0,2018/03/17
ile-de-re,10,7,16,86,10,52,11:59:0,2018/03/17
ile-de-france,7,3,14,85,9,84,11:59:0,2018/03/17
languedoc-roussillon,13,10,18,69,10,37,11:59:0,2018/03/17
limousin,9,4,6,96,4.75,81,11:59:0,2018/03/17
lorraine,4,0,22,94,6,97,11:58:0,2018/03/17
midi-pyrenees,11,7,14,79,10,57,12:0:0,2018/03/17
nord-pas-de-calais,5,1,30,79,10,97,11:58:0,2018/03/17
normandie,7,3,28,88,8.75,78,11:59:0,2018/03/17
pays-de-la-loire,9,7,14,92,8,62,11:59:0,2018/03/17
picardie,5,0,28,82,9.875,85,11:58:0,2018/03/17
poitou-charentes,10,8,16,86,10,52,11:59:0,2018/03/17
rh-ne-alpes,9,5,13,88,7.625,69,11:59:0,2018/03/17
provence-alpes-c-te-d-azur,13,11,21,61,9.875,47,12:0:0,2018/03/17
alsace,1,-1,17,83,9,92,12:2:0,2018/03/18
aquitaine,12,9,20,74,10,18,12:2:0,2018/03/18
ardeche,9,4,19,73,10,32,12:2:0,2018/03/18
auvergne,4,1,16,87,7,78,12:2:0,2018/03/18
bourgogne,2,1,11,89,6,93,12:2:0,2018/03/18
bretagne,8,3,13,88,8,55,12:3:0,2018/03/18
centre,4,1,15,77,10,97,12:2:0,2018/03/18
champagne-ardenne,0,-2,21,84,9,100,12:2:0,2018/03/18
corse,7,6,23,90,9.5,84,12:3:0,2018/03/18
franche-comte,3,1,6,91,4.75,100,12:2:0,2018/03/18
ile-de-re,9,6,22,85,10,42,12:2:0,2018/03/18
ile-de-france,2,0,16,79,10,100,12:2:0,2018/03/18
languedoc-roussillon,12,10,26,64,10,40,12:2:0,2018/03/18
limousin,8,3,7,98,5.125,87,12:3:0,2018/03/18
lorraine,0,-3,25,87,7.375,99,12:2:0,2018/03/18
midi-pyrenees,11,7,23,83,10,60,12:3:0,2018/03/18
nord-pas-de-calais,1,-1,24,66,10,100,12:2:0,2018/03/18
normandie,5,2,22,84,8.25,100,12:2:0,2018/03/18
pays-de-la-loire,9,4,18,92,7,53,12:2:0,2018/03/18
picardie,1,-2,22,85,9.375,100,12:2:0,2018/03/18
poitou-charentes,9,7,22,85,10,42,12:2:0,2018/03/18
rh-ne-alpes,7,3,18,84,7,74,12:3:0,2018/03/18
provence-alpes-c-te-d-azur,12,10,33,58,9.875,58,12:2:0,2018/03/18
alsace,3,1,13,68,10,56,12:6:0,2018/03/19
aquitaine,8,5,28,90,9.625,67,12:5:0,2018/03/19
ardeche,9,3,13,72,10,12,12:6:0,2018/03/19
auvergne,6,1,9,79,7,67,12:6:0,2018/03/19
bourgogne,4,1,14,73,9,38,12:6:0,2018/03/19
bretagne,4,2,24,74,10,44,12:6:0,2018/03/19
centre,4,1,19,69,10,74,12:6:0,2018/03/19
