,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,13,10,14,85,9.875,48,11:40:0,2018/10/01
aquitaine,18,14,16,59,10,24,11:43:0,2018/10/01
ardeche,13,10,33,58,10,32,11:43:0,2018/10/01
auvergne,10,6,25,87,10,49,11:42:0,2018/10/01
bourgogne,14,10,22,79,9.875,38,11:42:0,2018/10/01
bretagne,16,10,21,73,10,24,11:40:0,2018/10/01
centre,15,12,22,58,10,34,11:41:0,2018/10/01
champagne-ardenne,15,12,26,64,10,42,11:40:0,2018/10/01
corse,19,17,30,60,10,8,11:46:0,2018/10/01
franche-comte,12,8,15,94,9.875,62,11:42:0,2018/10/01
ile-de-re,17,14,25,57,10,6,11:42:0,2018/10/01
ile-de-france,15,11,21,57,10,39,11:40:0,2018/10/01
languedoc-roussillon,19,16,44,46,10,11,11:44:0,2018/10/01
limousin,15,9,15,83,8.75,33,11:42:0,2018/10/01
lorraine,14,10,24,82,9.875,56,11:40:0,2018/10/01
midi-pyrenees,15,14,27,60,10,32,11:44:0,2018/10/01
nord-pas-de-calais,14,13,27,64,10,46,11:38:0,2018/10/01
normandie,14,12,26,71,9.875,33,11:39:0,2018/10/01
pays-de-la-loire,17,13,21,55,10,10,11:41:0,2018/10/01
picardie,14,7,25,67,10,39,11:39:0,2018/10/01
poitou-charentes,17,14,25,57,10,6,11:42:0,2018/10/01
rh-ne-alpes,13,10,27,78,10,47,11:42:0,2018/10/01
provence-alpes-c-te-d-azur,19,18,60,42,10,6,11:45:0,2018/10/01
alsace,10,8,14,73,10,65,11:37:0,2018/10/02
aquitaine,19,15,13,47,10,10,11:40:0,2018/10/02
ardeche,16,11,29,49,10,9,11:40:0,2018/10/02
auvergne,14,9,13,72,9,41,11:39:0,2018/10/02
bourgogne,12,10,9,57,10,60,11:38:0,2018/10/02
bretagne,17,12,17,89,9,70,11:37:0,2018/10/02
centre,14,12,16,68,10,81,11:37:0,2018/10/02
champagne-ardenne,13,9,21,85,9,92,11:36:0,2018/10/02
corse,17,15,19,71,9.875,25,11:42:0,2018/10/02
franche-comte,12,9,8,67,8,54,11:38:0,2018/10/02
ile-de-re,17,12,17,76,10,28,11:39:0,2018/10/02
ile-de-france,15,12,18,87,10,86,11:36:0,2018/10/02
languedoc-roussillon,22,17,33,47,10,18,11:41:0,2018/10/02
limousin,16,10,9,69,10,31,11:39:0,2018/10/02
lorraine,10,8,24,83,9,80,11:36:0,2018/10/02
midi-pyrenees,19,13,21,46,10,13,11:41:0,2018/10/02
nord-pas-de-calais,16,13,24,89,9.25,89,11:35:0,2018/10/02
normandie,18,14,29,90,10,84,11:36:0,2018/10/02
pays-de-la-loire,16,13,18,68,10,49,11:38:0,2018/10/02
picardie,16,13,27,93,8.375,89,11:36:0,2018/10/02
poitou-charentes,17,12,17,62,10,28,11:39:0,2018/10/02
rh-ne-alpes,14,10,20,56,10,29,11:39:0,2018/10/02
provence-alpes-c-te-d-azur,21,16,26,48,10,12,11:41:0,2018/10/02
alsace,15,13,9,80,9,79,11:33:0,2018/10/03
aquitaine,21,17,12,72,10,45,11:36:0,2018/10/03
ardeche,19,14,31,72,10,15,11:37:0,2018/10/03
auvergne,15,12,14,89,8,80,11:36:0,2018/10/03
bourgogne,17,13,11,85,9,79,11:35:0,2018/10/03
bretagne,20,15,11,86,7,52,11:33:0,2018/10/03
centre,19,14,11,87,7,54,11:34:0,2018/10/03
champagne-ardenne,17,15,13,81,7.75,71,11:32:0,2018/10/03
corse,22,20,7,53,10,8,11:40:0,2018/10/03
franche-comte,16,12,9,80,7.75,79,11:35:0,2018/10/03
ile-de-re,20,17,14,74,9,43,11:36:0,2018/10/03
ile-de-france,19,16,11,81,10,67,11:32:0,2018/10/03
languedoc-roussillon,23,19,25,60,10,5,11:39:0,2018/10/03
limousin,17,12,10,88,6.75,62,11:35:0,2018/10/03
lorraine,16,13,11,94,7.75,72,11:33:0,2018/10/03
midi-pyrenees,22,15,17,63,10,33,11:38:0,2018/10/03
nord-pas-de-calais,17,15,15,72,10,60,11:31:0,2018/10/03
normandie,17,16,13,82,10,63,11:32:0,2018/10/03
pays-de-la-loire,20,15,13,79,8,46,11:34:0,2018/10/03
picardie,16,12,14,91,9,61,11:32:0,2018/10/03
poitou-charentes,20,17,14,74,9,43,11:35:0,2018/10/03
rh-ne-alpes,19,13,23,80,10,56,11:36:0,2018/10/03
provence-alpes-c-te-d-azur,23,18,14,42,10,7,11:38:0,2018/10/03
alsace,18,13,9,72,8,8,11:30:0,2018/10/04
aquitaine,25,17,10,65,10,1,11:33:0,2018/10/04
ardeche,22,14,12,70,10,8,11:34:0,2018/10/04
auvergne,20,12,9,73,6.25,39,11:33:0,2018/10/04
bourgogne,19,14,14,72,7,9,11:32:0,2018/10/04
bretagne,22,15,12,76,7,9,11:30:0,2018/10/04
centre,21,15,13,63,10,3,11:31:0,2018/10/04
champagne-ardenne,19,14,8,67,10,2,11:28:0,2018/10/04
corse,21,20,7,64,10,12,11:37:0,2018/10/04
franche-comte,19,14,12,72,6.25,38,11:32:0,2018/10/04
ile-de-re,23,17,24,66,10,0,11:32:0,2018/10/04
ile-de-france,20,15,9,64,10,12,11:29:0,2018/10/04
languedoc-roussillon,23,19,19,60,10,2,11:35:0,2018/10/04
limousin,23,15,12,66,6.75,20,11:32:0,2018/10/04
lorraine,18,12,12,71,10,1,11:29:0,2018/10/04
midi-pyrenees,25,17,12,62,10,0,11:35:0,2018/10/04
nord-pas-de-calais,19,15,10,78,8,14,11:28:0,2018/10/04
normandie,20,15,9,80,10,12,11:29:0,2018/10/04
pays-de-la-loire,23,16,16,68,10,1,11:31:0,2018/10/04
picardie,19,12,10,79,7,16,11:28:0,2018/10/04
poitou-charentes,23,17,24,66,10,0,11:32:0,2018/10/04
rh-ne-alpes,19,12,6,83,8,37,11:33:0,2018/10/04
provence-alpes-c-te-d-azur,25,21,12,44,10,4,11:35:0,2018/10/04
alsace,22,16,7,59,10,0,11:26:0,2018/10/05
aquitaine,27,20,10,51,10,3,11:31:0,2018/10/05
ardeche,23,16,13,63,10,6,11:31:0,2018/10/05
auvergne,24,16,9,60,10,5,11:29:0,2018/10/05
bourgogne,23,16,9,66,10,3,11:28:0,2018/10/05
bretagne,24,16,10,67,10,2,11:26:0,2018/10/05
