,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,5,3,5,76,10,66,8:36:0,2019/12/01
aquitaine,12,8,8,88,10,54,9:4:0,2019/12/01
ardeche,8,5,9,97,6.625,76,9:5:0,2019/12/01
auvergne,10,7,9,94,9.625,89,8:57:0,2019/12/01
bourgogne,7,6,9,97,6.125,100,8:47:0,2019/12/01
bretagne,7,4,24,93,7.375,81,8:41:0,2019/12/01
centre,6,5,13,92,9,91,8:42:0,2019/12/01
champagne-ardenne,3,2,17,94,8,93,8:31:0,2019/12/01
corse,17,14,9,65,10,20,9:22:0,2019/12/01
franche-comte,7,6,3,97,6.125,96,8:47:0,2019/12/01
ile-de-re,11,10,26,87,9.875,65,8:55:0,2019/12/01
ile-de-france,5,3,15,82,6.875,88,8:35:0,2019/12/01
languedoc-roussillon,12,11,16,83,9.375,60,9:12:0,2019/12/01
limousin,9,7,5,96,5.875,76,8:57:0,2019/12/01
lorraine,2,-5,17,93,8.875,94,8:32:0,2019/12/01
midi-pyrenees,13,9,6,88,8.875,58,9:12:0,2019/12/01
nord-pas-de-calais,4,2,22,80,10,52,8:23:0,2019/12/01
normandie,5,3,22,92,8.125,67,8:32:0,2019/12/01
pays-de-la-loire,7,3,22,96,7.5,81,8:48:0,2019/12/01
picardie,4,2,22,81,10,81,8:26:0,2019/12/01
poitou-charentes,11,10,16,87,9.875,65,8:55:0,2019/12/01
rh-ne-alpes,7,6,10,91,8.125,91,8:57:0,2019/12/01
provence-alpes-c-te-d-azur,16,15,32,88,6.875,90,9:13:0,2019/12/01
alsace,5,2,12,76,10,37,8:34:0,2019/12/02
aquitaine,8,5,18,82,10,50,9:3:0,2019/12/02
ardeche,8,5,24,86,10,51,9:3:0,2019/12/02
auvergne,4,2,17,95,7,88,8:56:0,2019/12/02
bourgogne,4,3,23,84,9.625,48,8:44:0,2019/12/02
bretagne,8,4,17,91,10,37,8:39:0,2019/12/02
centre,6,2,19,73,10,19,8:41:0,2019/12/02
champagne-ardenne,5,1,10,86,8,42,8:30:0,2019/12/02
corse,16,13,5,83,9.875,75,9:21:0,2019/12/02
franche-comte,6,3,17,95,6.625,72,8:46:0,2019/12/02
ile-de-re,7,4,32,79,9.875,20,8:53:0,2019/12/02
ile-de-france,7,3,11,79,10,20,8:33:0,2019/12/02
languedoc-roussillon,13,10,22,68,10,6,9:10:0,2019/12/02
limousin,5,2,16,89,8.375,67,8:56:0,2019/12/02
lorraine,3,0,11,84,9.875,32,8:30:0,2019/12/02
midi-pyrenees,8,5,12,91,9,47,9:11:0,2019/12/02
nord-pas-de-calais,6,3,12,89,10,39,8:21:0,2019/12/02
normandie,7,6,13,87,9,56,8:31:0,2019/12/02
pays-de-la-loire,7,2,25,81,10,11,8:45:0,2019/12/02
picardie,6,2,11,92,10,26,8:24:0,2019/12/02
poitou-charentes,7,4,32,79,9.875,20,8:53:0,2019/12/02
rh-ne-alpes,6,3,21,85,10,85,8:56:0,2019/12/02
provence-alpes-c-te-d-azur,14,13,18,78,9.875,28,9:12:0,2019/12/02
alsace,6,3,9,83,10,8,8:33:0,2019/12/03
aquitaine,8,3,15,71,10,1,9:1:0,2019/12/03
ardeche,5,2,14,83,10,18,9:2:0,2019/12/03
auvergne,5,-2,4,86,9,15,8:54:0,2019/12/03
bourgogne,4,1,21,86,10,7,8:43:0,2019/12/03
bretagne,7,2,12,89,10,3,8:37:0,2019/12/03
centre,7,2,15,92,9,24,8:39:0,2019/12/03
champagne-ardenne,6,3,6,93,6.625,37,8:28:0,2019/12/03
corse,16,12,5,76,10,21,9:19:0,2019/12/03
franche-comte,4,2,19,71,10,2,8:43:0,2019/12/03
ile-de-re,8,5,32,86,10,1,8:52:0,2019/12/03
ile-de-france,10,4,9,87,10,11,8:32:0,2019/12/03
languedoc-roussillon,10,7,24,71,10,39,9:8:0,2019/12/03
limousin,6,2,14,77,10,0,8:55:0,2019/12/03
lorraine,4,1,11,90,9,23,8:29:0,2019/12/03
midi-pyrenees,8,4,7,82,10,23,9:9:0,2019/12/03
nord-pas-de-calais,7,3,6,86,10,6,8:19:0,2019/12/03
normandie,8,4,6,87,10,3,8:28:0,2019/12/03
pays-de-la-loire,7,2,19,91,8,12,8:44:0,2019/12/03
picardie,8,3,6,90,10,4,8:22:0,2019/12/03
poitou-charentes,8,5,32,86,10,1,8:52:0,2019/12/03
rh-ne-alpes,6,2,6,73,10,8,8:54:0,2019/12/03
provence-alpes-c-te-d-azur,17,12,13,65,10,21,9:11:0,2019/12/03
alsace,6,3,5,81,10,4,8:31:0,2019/12/04
aquitaine,10,4,10,83,10,36,9:0:0,2019/12/04
ardeche,7,4,9,75,10,23,9:0:0,2019/12/04
auvergne,8,3,5,72,10,19,8:53:0,2019/12/04
bourgogne,4,0,4,83,10,22,8:41:0,2019/12/04
bretagne,5,0,7,91,7,31,8:35:0,2019/12/04
centre,5,1,9,80,10,13,8:37:0,2019/12/04
champagne-ardenne,4,1,12,88,9,15,8:26:0,2019/12/04
corse,16,12,14,68,10,26,9:18:0,2019/12/04
franche-comte,5,1,4,71,10,18,8:42:0,2019/12/04
ile-de-re,10,5,15,79,10,7,8:50:0,2019/12/04
ile-de-france,6,3,8,79,10,10,8:29:0,2019/12/04
languedoc-roussillon,11,8,22,68,10,37,9:7:0,2019/12/04
limousin,10,6,5,87,10,21,8:52:0,2019/12/04
lorraine,3,0,14,84,10,6,8:27:0,2019/12/04
midi-pyrenees,11,6,22,85,10,54,9:8:0,2019/12/04
nord-pas-de-calais,5,2,8,87,10,8,8:17:0,2019/12/04
normandie,6,0,9,90,7,12,8:27:0,2019/12/04
pays-de-la-loire,8,2,9,84,10,24,8:42:0,2019/12/04
picardie,4,1,9,90,10,10,8:20:0,2019/12/04
poitou-charentes,10,5,14,79,10,7,8:51:0,2019/12/04
rh-ne-alpes,6,3,3,79,10,11,8:53:0,2019/12/04
provence-alpes-c-te-d-azur,15,12,28,47,10,29,9:9:0,2019/12/04
alsace,7,3,3,62,10,2,8:30:0,2019/12/05
aquitaine,11,6,7,78,10,13,8:59:0,2019/12/05
ardeche,8,5,7,70,10,31,8:58:0,2019/12/05
auvergne,9,4,4,72,10,10,8:52:0,2019/12/05
bourgogne,5,1,6,72,10,9,8:40:0,2019/12/05
bretagne,7,2,8,92,10,16,8:34:0,2019/12/05
centre,7,2,4,75,10,5,8:35:0,2019/12/05
champagne-ardenne,4,1,6,82,10,8,8:24:0,2019/12/05
corse,16,12,13,72,9.625,57,9:17:0,2019/12/05
franche-comte,5,2,4,69,10,13,8:40:0,2019/12/05
ile-de-re,9,5,12,79,10,7,8:49:0,2019/12/05
ile-de-france,8,4,6,77,10,9,8:28:0,2019/12/05
languedoc-roussillon,12,9,21,53,10,44,9:6:0,2019/12/05
limousin,10,5,4,87,10,10,8:51:0,2019/12/05
lorraine,3,,6,76,10,1,8:25:0,2019/12/05
midi-pyrenees,11,8,5,64,10,28,9:7:0,2019/12/05
nord-pas-de-calais,5,1,13,88,10,19,8:16:0,2019/12/05
normandie,6,2,10,93,10,23,8:25:0,2019/12/05
pays-de-la-loire,7,2,5,88,10,14,8:41:0,2019/12/05
picardie,5,2,15,95,10,15,8:19:0,2019/12/05
poitou-charentes,9,5,12,79,10,7,8:50:0,2019/12/05
rh-ne-alpes,6,4,3,67,10,15,8:52:0,2019/12/05
provence-alpes-c-te-d-azur,13,12,13,42,10,54,9:8:0,2019/12/05
alsace,5,2,13,64,9.375,47,8:29:0,2019/12/06
aquitaine,10,6,8,89,10,26,8:58:0,2019/12/06
ardeche,10,7,5,80,10,16,8:57:0,2019/12/06
auvergne,10,5,9,76,10,18,8:51:0,2019/12/06
bourgogne,6,2,15,77,9.875,49,8:39:0,2019/12/06
bretagne,10,8,30,95,7.25,86,8:33:0,2019/12/06
centre,6,2,22,88,9,66,8:34:0,2019/12/06
champagne-ardenne,4,2,26,91,8,90,8:23:0,2019/12/06
corse,14,13,8,85,10,63,9:16:0,2019/12/06
franche-comte,6,2,12,67,9.625,34,8:39:0,2019/12/06
ile-de-re,12,10,28,85,10,61,8:47:0,2019/12/06
ile-de-france,6,4,26,89,8.125,84,8:26:0,2019/12/06
languedoc-roussillon,12,9,8,70,10,21,9:5:0,2019/12/06
limousin,7,3,8,92,6.375,30,8:50:0,2019/12/06
lorraine,4,0,20,77,9.625,64,8:24:0,2019/12/06
midi-pyrenees,12,7,5,82,10,14,9:6:0,2019/12/06
nord-pas-de-calais,8,5,33,91,8.25,93,8:13:0,2019/12/06
normandie,10,8,34,91,6.875,90,8:24:0,2019/12/06
pays-de-la-loire,11,7,26,90,10,77,8:40:0,2019/12/06
picardie,8,4,35,92,8.375,95,8:17:0,2019/12/06
poitou-charentes,12,10,28,84,10,61,8:47:0,2019/12/06
rh-ne-alpes,9,6,4,72,10,12,8:51:0,2019/12/06
provence-alpes-c-te-d-azur,15,13,7,48,10,24,9:7:0,2019/12/06
alsace,9,7,13,86,8.5,59,8:27:0,2019/12/07
aquitaine,13,11,11,97,7,85,8:56:0,2019/12/07
ardeche,12,7,7,81,10,27,8:56:0,2019/12/07
auvergne,9,5,10,85,10,50,8:49:0,2019/12/07
bourgogne,8,6,12,93,8.875,63,8:38:0,2019/12/07
bretagne,12,9,12,89,10,65,8:32:0,2019/12/07
centre,11,9,13,93,9.625,85,8:33:0,2019/12/07
champagne-ardenne,9,8,17,94,8.875,67,8:22:0,2019/12/07
corse,14,11,7,86,10,70,9:15:0,2019/12/07
franche-comte,8,6,15,91,6,85,8:38:0,2019/12/07
ile-de-re,14,13,16,85,10,90,8:46:0,2019/12/07
ile-de-france,10,9,10,87,9.625,59,8:25:0,2019/12/07
languedoc-roussillon,14,10,16,74,10,9,9:4:0,2019/12/07
limousin,8,6,8,98,4.5,96,8:49:0,2019/12/07
lorraine,7,6,19,97,9.5,94,8:23:0,2019/12/07
midi-pyrenees,12,7,4,89,10,47,9:5:0,2019/12/07
nord-pas-de-calais,10,7,18,95,9.875,57,8:12:0,2019/12/07
normandie,10,7,13,96,8,34,8:23:0,2019/12/07
pays-de-la-loire,13,11,12,89,10,79,8:39:0,2019/12/07
picardie,10,6,18,94,9.875,62,8:16:0,2019/12/07
poitou-charentes,14,13,14,84,10,90,8:46:0,2019/12/07
rh-ne-alpes,9,7,3,74,10,70,8:49:0,2019/12/07
provence-alpes-c-te-d-azur,14,11,23,68,10,8,9:6:0,2019/12/07
alsace,10,6,18,86,8.75,58,8:25:0,2019/12/08
aquitaine,13,12,19,94,9.75,80,8:55:0,2019/12/08
ardeche,12,8,5,89,10,14,8:55:0,2019/12/08
auvergne,11,7,12,89,9,49,8:48:0,2019/12/08
bourgogne,10,7,30,88,9,84,8:36:0,2019/12/08
bretagne,13,9,24,92,10,71,8:30:0,2019/12/08
centre,13,12,28,90,8.75,92,8:32:0,2019/12/08
champagne-ardenne,12,10,30,90,9.125,82,8:20:0,2019/12/08
corse,15,12,7,76,10,35,9:14:0,2019/12/08
franche-comte,10,8,20,85,7,72,8:37:0,2019/12/08
ile-de-re,14,12,38,95,9.25,82,8:45:0,2019/12/08
ile-de-france,12,10,25,89,9.125,76,8:24:0,2019/12/08
languedoc-roussillon,14,11,15,77,10,20,9:3:0,2019/12/08
limousin,10,9,15,97,7.875,97,8:47:0,2019/12/08
lorraine,10,8,34,90,9.375,92,8:21:0,2019/12/08
midi-pyrenees,14,9,15,85,9.75,60,9:4:0,2019/12/08
nord-pas-de-calais,11,10,36,90,9.375,80,8:11:0,2019/12/08
normandie,12,10,30,85,9.625,74,8:21:0,2019/12/08
pays-de-la-loire,13,11,27,96,9.375,81,8:37:0,2019/12/08
picardie,11,7,33,90,9.625,75,8:15:0,2019/12/08
poitou-charentes,14,13,38,95,9.25,82,8:45:0,2019/12/08
rh-ne-alpes,10,8,14,82,10,39,8:48:0,2019/12/08
provence-alpes-c-te-d-azur,13,11,13,70,10,9,9:5:0,2019/12/08
alsace,8,7,18,85,8.75,87,8:24:0,2019/12/09
aquitaine,12,11,25,72,10,91,8:54:0,2019/12/09
ardeche,7,4,16,92,7.875,65,8:55:0,2019/12/09
auvergne,7,4,25,85,8.625,85,8:47:0,2019/12/09
bourgogne,7,4,30,85,9.125,86,8:35:0,2019/12/09
bretagne,10,7,35,75,8.75,59,8:29:0,2019/12/09
centre,9,8,33,80,8.125,84,8:31:0,2019/12/09
champagne-ardenne,7,6,35,85,7.25,79,8:19:0,2019/12/09
corse,14,13,39,76,9.625,84,9:13:0,2019/12/09
franche-comte,7,6,32,91,8.375,96,8:36:0,2019/12/09
ile-de-re,12,11,54,68,10,61,8:44:0,2019/12/09
ile-de-france,9,7,32,69,8.25,86,8:23:0,2019/12/09
languedoc-roussillon,12,11,35,68,10,61,9:1:0,2019/12/09
limousin,8,5,21,88,9.375,81,8:46:0,2019/12/09
lorraine,7,6,32,88,7.375,96,8:20:0,2019/12/09
midi-pyrenees,11,10,40,77,10,82,9:3:0,2019/12/09
nord-pas-de-calais,8,7,37,82,8,80,8:10:0,2019/12/09
normandie,9,5,46,72,8.75,82,8:19:0,2019/12/09
pays-de-la-loire,11,9,34,71,10,61,8:36:0,2019/12/09
picardie,8,4,38,82,9.125,77,8:13:0,2019/12/09
poitou-charentes,12,9,54,68,10,61,8:44:0,2019/12/09
rh-ne-alpes,9,6,22,83,7.875,80,8:47:0,2019/12/09
