,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,29,22,6,66,10,5,15:51:0,2019/06/01
aquitaine,33,23,11,59,10,1,15:21:0,2019/06/01
ardeche,27,23,8,62,9.875,19,15:21:0,2019/06/01
auvergne,30,24,9,55,10,4,15:28:0,2019/06/01
bourgogne,24,19,8,80,8,5,15:40:0,2019/06/01
bretagne,26,20,13,80,10,22,15:47:0,2019/06/01
centre,29,21,8,74,9,7,15:45:0,2019/06/01
champagne-ardenne,25,20,5,81,9,22,15:57:0,2019/06/01
corse,23,22,12,50,10,10,15:2:0,2019/06/01
franche-comte,26,21,10,68,10,6,15:40:0,2019/06/01
ile-de-re,26,19,9,80,10,2,15:31:0,2019/06/01
ile-de-france,31,22,10,66,10,6,15:53:0,2019/06/01
languedoc-roussillon,23,21,17,66,10,10,15:13:0,2019/06/01
limousin,29,23,5,65,10,6,15:28:0,2019/06/01
lorraine,24,19,5,82,10,15,15:56:0,2019/06/01
midi-pyrenees,28,21,15,64,10,1,15:12:0,2019/06/01
nord-pas-de-calais,25,19,10,80,9,20,16:6:0,2019/06/01
normandie,26,21,11,81,9,20,15:57:0,2019/06/01
pays-de-la-loire,29,22,9,75,10,7,15:39:0,2019/06/01
picardie,25,20,11,88,10,13,16:3:0,2019/06/01
poitou-charentes,26,19,9,80,10,2,15:31:0,2019/06/01
rh-ne-alpes,30,23,4,67,10,7,15:28:0,2019/06/01
provence-alpes-c-te-d-azur,21,19,16,62,10,9,15:11:0,2019/06/01
alsace,30,25,7,65,10,7,15:52:0,2019/06/02
aquitaine,29,25,14,54,10,7,15:23:0,2019/06/02
ardeche,27,22,15,58,9.75,22,15:22:0,2019/06/02
auvergne,33,25,6,52,10,11,15:29:0,2019/06/02
bourgogne,26,20,12,81,10,10,15:42:0,2019/06/02
bretagne,22,19,18,76,10,36,15:48:0,2019/06/02
centre,28,23,18,67,10,12,15:47:0,2019/06/02
champagne-ardenne,28,22,19,79,10,18,15:58:0,2019/06/02
corse,25,22,13,49,10,6,15:3:0,2019/06/02
franche-comte,27,23,8,70,10,6,15:42:0,2019/06/02
ile-de-re,21,19,16,76,10,25,15:33:0,2019/06/02
ile-de-france,30,25,19,62,10,13,15:55:0,2019/06/02
languedoc-roussillon,23,21,16,65,10,6,15:14:0,2019/06/02
limousin,29,22,12,60,10,11,15:30:0,2019/06/02
lorraine,26,22,12,78,10,3,15:57:0,2019/06/02
midi-pyrenees,31,22,10,63,10,3,15:13:0,2019/06/02
nord-pas-de-calais,27,22,24,77,10,33,16:8:0,2019/06/02
normandie,24,21,17,75,9.625,41,15:58:0,2019/06/02
pays-de-la-loire,23,21,17,72,10,27,15:41:0,2019/06/02
picardie,27,20,23,81,10,30,16:5:0,2019/06/02
poitou-charentes,21,20,16,73,10,25,15:32:0,2019/06/02
rh-ne-alpes,30,22,13,59,10,17,15:30:0,2019/06/02
provence-alpes-c-te-d-azur,22,18,17,58,10,1,15:11:0,2019/06/02
alsace,27,25,14,67,9.375,31,15:54:0,2019/06/03
aquitaine,29,21,4,70,10,47,15:23:0,2019/06/03
ardeche,27,22,10,60,9.5,30,15:23:0,2019/06/03
auvergne,25,21,7,80,9.625,50,15:31:0,2019/06/03
bourgogne,24,21,12,84,9.5,77,15:44:0,2019/06/03
bretagne,18,15,15,72,8.75,51,15:50:0,2019/06/03
centre,21,16,14,89,9,73,15:48:0,2019/06/03
champagne-ardenne,19,17,11,89,9.375,71,16:0:0,2019/06/03
corse,25,24,12,46,10,5,15:3:0,2019/06/03
franche-comte,23,21,12,89,9.125,44,15:42:0,2019/06/03
ile-de-re,18,17,11,93,6.75,63,15:34:0,2019/06/03
ile-de-france,23,19,10,74,9,77,15:56:0,2019/06/03
languedoc-roussillon,24,20,15,65,10,16,15:16:0,2019/06/03
limousin,24,17,7,79,8.75,69,15:31:0,2019/06/03
lorraine,23,21,18,85,9.5,58,15:59:0,2019/06/03
midi-pyrenees,25,19,9,77,10,43,15:15:0,2019/06/03
nord-pas-de-calais,18,14,17,85,7,70,16:10:0,2019/06/03
normandie,18,15,12,75,8.75,83,16:0:0,2019/06/03
pays-de-la-loire,20,16,14,77,8,50,15:43:0,2019/06/03
picardie,17,14,13,87,7.875,70,16:7:0,2019/06/03
poitou-charentes,18,17,11,93,6.75,63,15:34:0,2019/06/03
