,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,day
alsace,21,15,18,74,9.875,61,11:41:0,2019/10/01
aquitaine,21,19,24,85,9.125,65,11:43:0,2019/10/01
ardeche,25,19,14,67,9.875,30,11:44:0,2019/10/01
auvergne,21,17,17,77,9.875,53,11:43:0,2019/10/01
bourgogne,17,15,18,89,9.375,46,11:42:0,2019/10/01
bretagne,18,16,26,84,8.75,80,11:42:0,2019/10/01
centre,20,19,25,80,9.625,85,11:41:0,2019/10/01
champagne-ardenne,19,18,28,82,10,78,11:40:0,2019/10/01
corse,24,22,9,66,10,2,11:46:0,2019/10/01
franche-comte,18,14,20,87,9,56,11:42:0,2019/10/01
ile-de-re,18,17,36,90,9.125,67,11:43:0,2019/10/01
ile-de-france,21,19,24,75,9.875,85,11:41:0,2019/10/01
languedoc-roussillon,23,21,15,73,9.625,31,11:45:0,2019/10/01
limousin,17,15,15,96,5.875,87,11:43:0,2019/10/01
lorraine,17,14,25,89,10,82,11:41:0,2019/10/01
midi-pyrenees,25,21,24,67,10,39,11:45:0,2019/10/01
nord-pas-de-calais,19,16,22,90,7.5,80,11:40:0,2019/10/01
normandie,18,17,24,86,8.75,81,11:40:0,2019/10/01
pays-de-la-loire,19,18,35,83,8.875,81,11:41:0,2019/10/01
picardie,19,14,22,91,8.75,89,11:40:0,2019/10/01
poitou-charentes,18,17,35,90,9.125,67,11:42:0,2019/10/01
rh-ne-alpes,24,19,8,66,9.375,51,11:43:0,2019/10/01
provence-alpes-c-te-d-azur,24,23,13,72,9.875,17,11:45:0,2019/10/01
alsace,15,13,16,87,8.375,82,11:38:0,2019/10/02
aquitaine,20,17,15,84,9.875,49,11:41:0,2019/10/02
ardeche,20,15,28,71,10,56,11:41:0,2019/10/02
auvergne,16,13,21,86,9.875,76,11:39:0,2019/10/02
bourgogne,16,14,24,87,10,47,11:39:0,2019/10/02
bretagne,17,13,15,87,7.875,75,11:38:0,2019/10/02
centre,17,15,18,76,10,60,11:38:0,2019/10/02
champagne-ardenne,14,12,23,75,10,62,11:37:0,2019/10/02
corse,21,20,17,76,9.875,65,11:44:0,2019/10/02
franche-comte,15,13,16,95,9.25,82,11:39:0,2019/10/02
ile-de-re,18,15,19,82,9.875,59,11:39:0,2019/10/02
ile-de-france,16,14,18,71,10,51,11:37:0,2019/10/02
languedoc-roussillon,23,19,32,61,10,10,11:42:0,2019/10/02
limousin,16,12,10,95,10,83,11:40:0,2019/10/02
lorraine,13,12,18,88,9.375,70,11:37:0,2019/10/02
midi-pyrenees,21,16,26,79,10,70,11:42:0,2019/10/02
nord-pas-de-calais,14,12,23,68,9.875,60,11:36:0,2019/10/02
normandie,13,9,19,78,9,61,11:37:0,2019/10/02
pays-de-la-loire,19,14,14,85,9,69,11:38:0,2019/10/02
picardie,14,8,22,74,9.875,50,11:36:0,2019/10/02
poitou-charentes,18,15,19,82,9.875,59,11:39:0,2019/10/02
rh-ne-alpes,19,17,21,69,9.75,77,11:40:0,2019/10/02
provence-alpes-c-te-d-azur,23,20,48,59,10,27,11:42:0,2019/10/02
alsace,16,10,4,71,10,27,11:35:0,2019/10/03
aquitaine,22,16,9,70,10,31,11:38:0,2019/10/03
ardeche,17,11,22,53,10,10,11:38:0,2019/10/03
auvergne,15,9,4,82,7.75,33,11:37:0,2019/10/03
bourgogne,15,9,9,70,10,10,11:35:0,2019/10/03
bretagne,17,10,19,72,10,42,11:34:0,2019/10/03
centre,16,9,7,62,10,21,11:34:0,2019/10/03
champagne-ardenne,13,9,6,69,10,12,11:33:0,2019/10/03
corse,23,19,14,61,9.875,26,11:41:0,2019/10/03
franche-comte,14,8,9,86,8,25,11:35:0,2019/10/03
ile-de-re,17,14,15,81,10,41,11:36:0,2019/10/03
ile-de-france,16,11,8,51,10,14,11:34:0,2019/10/03
languedoc-roussillon,22,16,18,47,10,10,11:39:0,2019/10/03
limousin,18,10,5,75,9,21,11:37:0,2019/10/03
lorraine,13,8,8,78,10,28,11:34:0,2019/10/03
midi-pyrenees,21,15,13,71,10,24,11:39:0,2019/10/03
nord-pas-de-calais,13,9,10,66,10,14,11:32:0,2019/10/03
normandie,16,9,16,66,10,36,11:33:0,2019/10/03
pays-de-la-loire,19,12,17,65,9.375,44,11:35:0,2019/10/03
picardie,14,6,13,66,10,17,11:33:0,2019/10/03
poitou-charentes,17,14,15,72,10,41,11:36:0,2019/10/03
rh-ne-alpes,16,10,15,68,10,8,11:37:0,2019/10/03
provence-alpes-c-te-d-azur,21,16,29,53,10,9,11:40:0,2019/10/03
alsace,13,9,16,80,8.875,54,11:31:0,2019/10/04
aquitaine,19,18,17,83,9,69,11:35:0,2019/10/04
ardeche,20,14,8,63,10,20,11:35:0,2019/10/04
auvergne,17,12,15,80,10,49,11:34:0,2019/10/04
bourgogne,16,10,23,79,8.875,75,11:32:0,2019/10/04
bretagne,17,14,23,80,10,70,11:30:0,2019/10/04
centre,16,15,20,79,8,80,11:31:0,2019/10/04
champagne-ardenne,15,14,25,76,8.75,70,11:30:0,2019/10/04
corse,20,18,12,67,10,51,11:38:0,2019/10/04
franche-comte,14,9,21,83,9.75,64,11:32:0,2019/10/04
ile-de-re,18,17,25,77,9.75,83,11:33:0,2019/10/04
ile-de-france,17,15,20,71,10,88,11:30:0,2019/10/04
languedoc-roussillon,23,16,24,63,10,21,11:36:0,2019/10/04
limousin,15,13,12,97,8.125,79,11:33:0,2019/10/04
lorraine,13,8,25,88,8.75,60,11:29:0,2019/10/04
midi-pyrenees,22,16,20,68,9,67,11:35:0,2019/10/04
nord-pas-de-calais,15,14,27,76,8.625,79,11:28:0,2019/10/04
normandie,16,14,30,77,9,89,11:30:0,2019/10/04
pays-de-la-loire,17,15,25,79,9.625,65,11:31:0,2019/10/04
picardie,16,12,31,87,8.25,75,11:29:0,2019/10/04
poitou-charentes,18,17,25,77,9.75,83,11:32:0,2019/10/04
rh-ne-alpes,19,13,7,63,10,53,11:34:0,2019/10/04
provence-alpes-c-te-d-azur,22,17,26,50,10,6,11:36:0,2019/10/04
alsace,14,12,7,92,8.625,87,11:28:0,2019/10/05
aquitaine,20,17,6,75,10,47,11:31:0,2019/10/05
ardeche,19,14,22,70,10,36,11:31:0,2019/10/05
auvergne,16,13,12,81,10,72,11:31:0,2019/10/05
bourgogne,15,13,9,90,8,82,11:29:0,2019/10/05
bretagne,18,14,16,88,9,72,11:27:0,2019/10/05
centre,17,14,13,89,9.875,85,11:27:0,2019/10/05
champagne-ardenne,16,12,6,89,7.875,88,11:26:0,2019/10/05
corse,21,18,22,67,9.625,64,11:35:0,2019/10/05
franche-comte,13,11,13,97,6,81,11:29:0,2019/10/05
ile-de-re,18,17,17,81,10,65,11:29:0,2019/10/05
ile-de-france,16,14,6,85,9.375,85,11:27:0,2019/10/05
languedoc-roussillon,23,18,28,60,10,12,11:33:0,2019/10/05
limousin,16,12,6,97,6.25,81,11:30:0,2019/10/05
lorraine,15,12,10,90,9,91,11:26:0,2019/10/05
midi-pyrenees,20,15,13,75,10,27,11:33:0,2019/10/05
nord-pas-de-calais,15,11,10,87,8,83,11:24:0,2019/10/05
normandie,17,15,18,87,9.875,88,11:25:0,2019/10/05
pays-de-la-loire,18,16,16,84,7,79,11:28:0,2019/10/05
picardie,16,13,8,88,7,88,11:26:0,2019/10/05
poitou-charentes,18,17,15,81,10,65,11:30:0,2019/10/05
rh-ne-alpes,17,14,12,74,9.75,75,11:30:0,2019/10/05
provence-alpes-c-te-d-azur,22,18,46,56,10,6,11:33:0,2019/10/05
alsace,14,11,9,88,7.375,92,11:24:0,2019/10/06
aquitaine,19,16,19,84,10,69,11:28:0,2019/10/06
ardeche,20,16,14,68,10,32,11:29:0,2019/10/06
auvergne,15,13,12,83,10,55,11:27:0,2019/10/06
bourgogne,15,14,15,88,9.75,76,11:25:0,2019/10/06
bretagne,18,14,26,81,9.75,55,11:23:0,2019/10/06
centre,18,14,21,88,9.375,62,11:24:0,2019/10/06
champagne-ardenne,15,13,24,93,6.875,83,11:23:0,2019/10/06
corse,22,20,9,61,10,14,11:32:0,2019/10/06
franche-comte,13,12,17,96,7,79,11:25:0,2019/10/06
ile-de-re,17,16,29,81,8.375,61,11:26:0,2019/10/06
ile-de-france,18,15,24,83,9.625,60,11:23:0,2019/10/06
languedoc-roussillon,22,18,23,61,10,18,11:30:0,2019/10/06
limousin,16,13,14,91,7.75,79,11:27:0,2019/10/06
lorraine,14,12,19,94,8.75,90,11:22:0,2019/10/06
midi-pyrenees,21,16,23,72,10,71,11:30:0,2019/10/06
nord-pas-de-calais,16,13,35,91,8.625,86,11:21:0,2019/10/06
normandie,16,14,31,80,9.375,86,11:22:0,2019/10/06
pays-de-la-loire,18,15,24,82,9,49,11:25:0,2019/10/06
picardie,16,12,35,87,9.75,77,11:22:0,2019/10/06
poitou-charentes,17,15,29,81,8.375,61,11:27:0,2019/10/06
