region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2018/06/01,20.5,16.5,10.0,86.5,6.6875,52.5
Bourgogne-Franche-Comté,2018/06/02,23.0,19.5,7.5,73.5,6.75,26.0
Bourgogne-Franche-Comté,2018/06/03,24.5,21.0,10.5,74.5,8.0,46.5
Bourgogne-Franche-Comté,2018/06/04,23.0,21.5,11.5,79.0,8.0625,52.5
Bourgogne-Franche-Comté,2018/06/05,22.5,20.0,6.5,85.0,8.0,42.5
Bourgogne-Franche-Comté,2018/06/06,23.5,20.5,12.5,77.5,8.5625,47.0
Bourgogne-Franche-Comté,2018/06/07,22.5,20.0,9.5,78.5,8.3125,38.5
Bourgogne-Franche-Comté,2018/06/08,23.5,21.0,11.0,83.0,6.75,37.0
Bourgogne-Franche-Comté,2018/06/09,25.0,21.5,6.5,77.5,7.0625,33.5
Bourgogne-Franche-Comté,2018/06/10,25.5,23.0,12.0,71.5,10.0,15.0
Bourgogne-Franche-Comté,2018/06/11,22.0,17.5,16.5,89.0,9.0625,43.0
Bourgogne-Franche-Comté,2018/06/12,21.0,17.0,9.0,88.5,6.9375,69.0
Bourgogne-Franche-Comté,2018/06/13,17.0,15.5,19.0,81.0,8.8125,63.5
Bourgogne-Franche-Comté,2018/06/14,19.0,17.0,11.5,65.5,7.6875,23.5
Bourgogne-Franche-Comté,2018/06/15,22.0,18.5,10.5,71.0,6.75,45.0
Bourgogne-Franche-Comté,2018/06/16,22.5,21.0,10.5,77.0,7.25,23.0
Bourgogne-Franche-Comté,2018/06/17,19.0,17.0,13.5,87.0,7.6875,57.5
Bourgogne-Franche-Comté,2018/06/18,21.0,18.5,9.0,73.0,8.9375,25.0
Bourgogne-Franche-Comté,2018/06/19,24.5,21.0,14.5,72.0,7.125,33.5
Bourgogne-Franche-Comté,2018/06/20,27.0,23.5,10.5,71.5,7.625,27.0
Bourgogne-Franche-Comté,2018/06/21,24.5,22.5,20.5,74.0,8.8125,25.0
Bourgogne-Franche-Comté,2018/06/22,18.0,14.5,23.0,59.0,10.0,5.5
Bourgogne-Franche-Comté,2018/06/23,20.0,16.5,17.0,62.5,10.0,4.5
Bourgogne-Franche-Comté,2018/06/24,20.5,18.0,18.0,62.0,9.5,27.5
Bourgogne-Franche-Comté,2018/06/25,22.5,19.0,19.0,65.0,9.5,10.0
Bourgogne-Franche-Comté,2018/06/26,24.5,21.0,16.5,60.5,10.0,8.0
Bourgogne-Franche-Comté,2018/06/27,25.0,21.5,19.0,63.5,9.5,4.5
Bourgogne-Franche-Comté,2018/06/28,24.5,20.5,24.5,54.5,10.0,8.0
Bourgogne-Franche-Comté,2018/06/29,26.0,21.0,18.5,65.5,10.0,13.0
Bourgogne-Franche-Comté,2018/06/30,28.5,24.5,5.5,65.5,9.9375,8.0
Bretagne,2018/06/01,21.0,18.0,13.0,82.0,8.0,63.0
Bretagne,2018/06/02,23.0,19.0,5.0,76.0,7.875,36.0
Bretagne,2018/06/03,24.0,19.0,18.0,86.0,9.875,40.0
Bretagne,2018/06/04,21.0,17.0,16.0,94.0,7.875,64.0
Bretagne,2018/06/05,20.0,17.0,18.0,91.0,7.5,89.0
Bretagne,2018/06/06,18.0,13.0,13.0,95.0,6.375,100.0
Bretagne,2018/06/07,21.0,18.0,12.0,88.0,6.875,82.0
Bretagne,2018/06/08,23.0,21.0,8.0,81.0,7.375,24.0
Bretagne,2018/06/09,24.0,21.0,14.0,84.0,6.5,45.0
Bretagne,2018/06/10,22.0,20.0,12.0,89.0,8.875,45.0
Bretagne,2018/06/11,19.0,17.0,21.0,94.0,6.625,68.0
