region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2020/09/01,19.0,11.0,9.0,95.5,7.3125,80.5
Bourgogne-Franche-Comté,2020/09/02,21.5,10.0,8.5,92.5,8.9375,35.5
Bourgogne-Franche-Comté,2020/09/03,22.5,12.0,6.5,85.5,10.0,20.0
Bourgogne-Franche-Comté,2020/09/04,27.0,14.5,8.5,74.5,10.0,7.0
Bourgogne-Franche-Comté,2020/09/05,24.5,16.5,14.0,71.0,10.0,24.0
Bourgogne-Franche-Comté,2020/09/06,18.5,11.0,11.5,88.0,9.5,40.5
Bourgogne-Franche-Comté,2020/09/07,21.5,8.5,18.0,84.5,10.0,15.5
Bourgogne-Franche-Comté,2020/09/08,24.0,10.5,10.5,82.0,10.0,1.5
Bourgogne-Franche-Comté,2020/09/09,26.5,13.5,4.5,77.0,10.0,2.0
Bourgogne-Franche-Comté,2020/09/10,25.0,14.0,13.5,78.0,9.6875,18.0
Bourgogne-Franche-Comté,2020/09/11,25.5,14.0,11.5,91.0,8.8125,24.5
Bourgogne-Franche-Comté,2020/09/12,27.5,15.5,8.0,86.0,10.0,6.0
Bourgogne-Franche-Comté,2020/09/13,28.5,14.0,12.0,79.5,10.0,1.0
Bourgogne-Franche-Comté,2020/09/14,31.0,16.5,7.5,86.5,10.0,5.5
Bourgogne-Franche-Comté,2020/09/15,29.5,17.0,8.0,74.5,10.0,18.5
Bourgogne-Franche-Comté,2020/09/16,29.0,17.0,11.5,75.5,9.4375,57.5
Bourgogne-Franche-Comté,2020/09/17,27.0,16.0,21.0,87.0,9.5,18.5
Bourgogne-Franche-Comté,2020/09/18,29.5,14.5,15.0,95.5,8.4375,17.0
Bourgogne-Franche-Comté,2020/09/19,24.5,18.0,15.5,89.5,8.9375,65.0
Bourgogne-Franche-Comté,2020/09/20,25.5,15.0,8.0,91.5,8.75,51.0
Bourgogne-Franche-Comté,2020/09/21,24.5,14.0,8.0,89.0,9.0,24.0
Bourgogne-Franche-Comté,2020/09/22,24.5,13.0,9.0,82.5,9.9375,22.5
Bourgogne-Franche-Comté,2020/09/23,21.5,14.0,13.5,94.5,8.5,74.0
Bourgogne-Franche-Comté,2020/09/24,18.0,13.5,18.0,96.0,9.25,71.5
Bourgogne-Franche-Comté,2020/09/25,12.5,8.0,27.0,91.5,9.1875,82.0
Bourgogne-Franche-Comté,2020/09/26,11.5,6.0,23.0,92.5,9.5625,76.0
Bourgogne-Franche-Comté,2020/09/27,8.0,6.5,27.5,95.5,6.1875,92.5
Bourgogne-Franche-Comté,2020/09/28,12.5,8.0,6.5,95.5,7.0625,88.5
Bourgogne-Franche-Comté,2020/09/29,16.0,9.5,9.0,96.0,9.0,69.5
Bourgogne-Franche-Comté,2020/09/30,19.0,9.0,5.0,95.0,8.5,32.0
Bretagne,2020/09/01,21.0,9.0,17.0,93.0,10.0,16.0
Bretagne,2020/09/02,22.0,10.0,9.0,88.0,10.0,26.0
Bretagne,2020/09/03,25.0,13.0,21.0,88.0,10.0,42.0
Bretagne,2020/09/04,24.0,15.0,9.0,96.0,7.0,55.0
Bretagne,2020/09/05,19.0,13.0,19.0,93.0,9.0,63.0
