region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2019/11/01,11.0,5.0,21.0,94.0,5.25,94.0
Bourgogne-Franche-Comté,2019/11/02,15.5,13.0,24.0,92.0,8.875,87.0
Bourgogne-Franche-Comté,2019/11/03,12.5,11.0,29.5,91.0,8.0625,89.5
Bourgogne-Franche-Comté,2019/11/04,12.5,10.0,28.0,89.0,9.0,72.0
Bourgogne-Franche-Comté,2019/11/05,11.5,8.5,18.0,83.0,9.8125,72.5
Bourgogne-Franche-Comté,2019/11/06,9.0,7.5,12.5,90.5,6.4375,90.5
Bourgogne-Franche-Comté,2019/11/07,8.0,6.5,23.5,91.0,9.25,64.0
Bourgogne-Franche-Comté,2019/11/08,8.5,5.0,5.5,88.5,8.5625,40.5
Bourgogne-Franche-Comté,2019/11/09,8.0,4.5,9.0,86.0,8.5,43.5
Bourgogne-Franche-Comté,2019/11/10,7.5,5.5,12.0,88.5,7.9375,66.5
Bourgogne-Franche-Comté,2019/11/11,7.5,3.0,16.0,88.0,9.1875,44.0
Bourgogne-Franche-Comté,2019/11/12,7.0,3.5,20.0,91.0,7.9375,62.5
Bourgogne-Franche-Comté,2019/11/13,5.5,2.5,12.0,90.0,7.625,75.5
Bourgogne-Franche-Comté,2019/11/14,5.5,3.0,14.5,95.5,7.9375,99.0
Bourgogne-Franche-Comté,2019/11/15,6.0,3.5,18.0,94.5,7.625,71.0
Bourgogne-Franche-Comté,2019/11/16,6.5,2.0,8.5,93.0,6.5625,45.0
Bourgogne-Franche-Comté,2019/11/17,5.0,1.5,10.0,90.5,7.9375,65.5
Bourgogne-Franche-Comté,2019/11/18,5.0,3.0,12.5,90.5,8.25,88.0
Bourgogne-Franche-Comté,2019/11/19,6.5,4.0,10.5,89.0,9.0,71.0
Bourgogne-Franche-Comté,2019/11/20,6.5,2.0,5.5,88.0,7.8125,15.0
Bourgogne-Franche-Comté,2019/11/21,9.5,5.5,8.5,91.0,8.5625,71.5
Bourgogne-Franche-Comté,2019/11/22,10.0,6.5,11.5,92.0,9.125,62.5
Bourgogne-Franche-Comté,2019/11/23,9.0,6.0,8.0,79.5,10.0,69.0
Bourgogne-Franche-Comté,2019/11/24,9.0,7.0,6.0,91.5,8.1875,71.0
Bourgogne-Franche-Comté,2019/11/25,10.0,7.0,7.0,90.0,7.3125,60.5
Bourgogne-Franche-Comté,2019/11/26,11.0,8.0,12.5,88.0,6.6875,52.5
Bourgogne-Franche-Comté,2019/11/27,11.0,9.5,24.5,89.0,8.75,80.5
Bourgogne-Franche-Comté,2019/11/28,10.5,9.0,25.0,89.5,9.0625,92.0
Bourgogne-Franche-Comté,2019/11/29,8.5,7.0,18.5,91.0,8.125,94.5
Bourgogne-Franche-Comté,2019/11/30,7.5,4.5,13.0,90.5,8.25,46.0
Bretagne,2019/11/01,17.0,16.0,24.0,94.0,9.25,92.0
Bretagne,2019/11/02,13.0,11.0,34.0,79.0,9.25,77.0
Bretagne,2019/11/03,13.0,10.0,31.0,85.0,7.5,82.0
Bretagne,2019/11/04,12.0,9.0,33.0,82.0,8.5,65.0
Bretagne,2019/11/05,12.0,10.0,28.0,87.0,10.0,74.0
Bretagne,2019/11/06,12.0,9.0,18.0,92.0,8.625,72.0
Bretagne,2019/11/07,10.0,7.0,21.0,80.0,9.375,52.0
Bretagne,2019/11/08,10.0,6.0,19.0,88.0,9.75,39.0
Bretagne,2019/11/09,9.0,6.0,29.0,90.0,8.75,81.0
Bretagne,2019/11/10,10.0,7.0,19.0,87.0,9.75,69.0
Bretagne,2019/11/11,10.0,7.0,26.0,83.0,9.0,79.0
Bretagne,2019/11/12,10.0,6.0,24.0,82.0,9.875,45.0
Bretagne,2019/11/13,9.0,6.0,25.0,82.0,9.875,74.0
Bretagne,2019/11/14,10.0,4.0,9.0,86.0,9.875,20.0
Bretagne,2019/11/15,8.0,3.0,19.0,89.0,9.5,50.0
Bretagne,2019/11/16,9.0,6.0,14.0,90.0,8.875,77.0
