region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2018/07/01,30.5,26.5,11.0,62.5,10.0,7.0
Bourgogne-Franche-Comté,2018/07/02,28.5,26.0,13.5,70.5,9.25,11.0
Bourgogne-Franche-Comté,2018/07/03,26.5,23.0,5.5,79.5,9.4375,17.0
Bourgogne-Franche-Comté,2018/07/04,28.0,23.5,8.5,73.5,9.75,16.5
Bourgogne-Franche-Comté,2018/07/05,21.5,17.5,14.0,89.5,8.6875,53.5
Bourgogne-Franche-Comté,2018/07/06,24.0,21.0,12.0,78.0,8.625,31.0
Bourgogne-Franche-Comté,2018/07/07,25.0,23.0,16.5,58.0,9.5,10.0
Bourgogne-Franche-Comté,2018/07/08,24.5,22.0,19.0,59.0,10.0,5.5
Bourgogne-Franche-Comté,2018/07/09,25.0,22.0,16.0,58.0,10.0,6.5
Bourgogne-Franche-Comté,2018/07/10,21.5,20.5,16.5,73.0,9.875,24.5
Bourgogne-Franche-Comté,2018/07/11,20.0,16.0,14.0,75.0,8.375,27.5
Bourgogne-Franche-Comté,2018/07/12,24.0,20.0,11.0,57.5,9.0,6.0
Bourgogne-Franche-Comté,2018/07/13,26.5,23.0,7.5,58.0,10.0,13.0
Bourgogne-Franche-Comté,2018/07/14,27.0,25.0,10.5,56.5,9.8125,17.0
Bourgogne-Franche-Comté,2018/07/15,28.0,24.0,6.0,64.5,9.25,11.5
Bourgogne-Franche-Comté,2018/07/16,27.0,23.5,11.5,58.0,9.9375,11.0
Bourgogne-Franche-Comté,2018/07/17,25.0,21.5,13.0,83.0,9.0,12.0
Bourgogne-Franche-Comté,2018/07/18,26.5,24.0,6.0,66.0,10.0,15.0
Bourgogne-Franche-Comté,2018/07/19,28.0,24.0,10.5,60.0,9.9375,19.0
Bourgogne-Franche-Comté,2018/07/20,27.0,25.0,9.0,66.5,9.5,18.0
Bourgogne-Franche-Comté,2018/07/21,23.5,20.5,8.5,75.0,9.8125,34.5
Bourgogne-Franche-Comté,2018/07/22,24.0,21.5,12.5,66.5,9.9375,16.0
Bourgogne-Franche-Comté,2018/07/23,27.0,24.0,13.0,58.5,10.0,15.0
Bourgogne-Franche-Comté,2018/07/24,28.5,24.5,7.5,57.5,10.0,7.0
Bourgogne-Franche-Comté,2018/07/25,29.5,25.0,7.0,69.0,9.75,23.5
Bourgogne-Franche-Comté,2018/07/26,32.0,27.5,10.5,52.0,10.0,8.5
Bourgogne-Franche-Comté,2018/07/27,31.5,27.5,7.0,49.0,10.0,9.5
Bourgogne-Franche-Comté,2018/07/28,22.5,20.0,14.0,88.0,9.0625,55.5
Bourgogne-Franche-Comté,2018/07/29,28.0,24.0,8.0,57.5,10.0,10.5
Bourgogne-Franche-Comté,2018/07/30,30.0,25.0,8.0,59.0,10.0,8.0
Bourgogne-Franche-Comté,2018/07/31,30.0,26.0,11.5,58.5,9.9375,8.5
Bretagne,2018/07/01,28.0,25.0,15.0,78.0,10.0,28.0
Bretagne,2018/07/02,25.0,21.0,13.0,88.0,9.0,48.0
Bretagne,2018/07/03,23.0,21.0,23.0,87.0,6.5,74.0
Bretagne,2018/07/04,24.0,21.0,19.0,77.0,6.75,46.0
Bretagne,2018/07/05,23.0,20.0,9.0,79.0,7.625,48.0
Bretagne,2018/07/06,24.0,21.0,8.0,80.0,7.875,33.0
Bretagne,2018/07/07,27.0,23.0,13.0,73.0,9.0,23.0
Bretagne,2018/07/08,27.0,24.0,18.0,70.0,10.0,8.0
Bretagne,2018/07/09,26.0,23.0,17.0,70.0,10.0,7.0
Bretagne,2018/07/10,26.0,22.0,18.0,73.0,9.875,30.0
Bretagne,2018/07/11,22.0,19.0,14.0,73.0,10.0,28.0
Bretagne,2018/07/12,23.0,19.0,14.0,75.0,7.875,27.0
Bretagne,2018/07/13,24.0,21.0,14.0,74.0,7.875,18.0
Bretagne,2018/07/14,26.0,22.0,16.0,73.0,10.0,2.0
Bretagne,2018/07/15,26.0,22.0,15.0,69.0,9.0,3.0
Bretagne,2018/07/16,26.0,22.0,10.0,79.0,9.5,24.0
Bretagne,2018/07/17,21.0,19.0,11.0,71.0,10.0,63.0
Bretagne,2018/07/18,24.0,20.0,18.0,72.0,10.0,35.0
Bretagne,2018/07/19,25.0,18.0,15.0,85.0,9.25,45.0
Bretagne,2018/07/20,22.0,19.0,17.0,75.0,8.875,41.0
Bretagne,2018/07/21,24.0,19.0,8.0,76.0,10.0,45.0
Bretagne,2018/07/22,25.0,22.0,10.0,70.0,10.0,25.0
Bretagne,2018/07/23,27.0,23.0,4.0,65.0,10.0,29.0
Bretagne,2018/07/24,27.0,22.0,17.0,79.0,9.875,27.0
Bretagne,2018/07/25,26.0,22.0,16.0,73.0,8.0,19.0
Bretagne,2018/07/26,29.0,24.0,17.0,71.0,10.0,14.0
Bretagne,2018/07/27,24.0,21.0,15.0,83.0,7.875,40.0
Bretagne,2018/07/28,21.0,18.0,26.0,71.0,9.875,42.0
Bretagne,2018/07/29,20.0,17.0,28.0,89.0,9.875,95.0
Bretagne,2018/07/30,22.0,20.0,28.0,82.0,10.0,77.0
Bretagne,2018/07/31,22.0,20.0,13.0,69.0,10.0,41.0
Centre-Val de Loire,2018/07/01,33.0,28.0,10.0,61.0,9.75,15.0
Centre-Val de Loire,2018/07/02,28.0,22.0,11.0,70.0,9.875,16.0
Centre-Val de Loire,2018/07/03,27.0,24.0,13.0,65.0,9.0,13.0
Centre-Val de Loire,2018/07/04,28.0,24.0,12.0,64.0,9.75,16.0
Centre-Val de Loire,2018/07/05,23.0,18.0,14.0,92.0,8.125,67.0
Centre-Val de Loire,2018/07/06,26.0,22.0,7.0,73.0,9.0,28.0
Centre-Val de Loire,2018/07/07,28.0,25.0,10.0,59.0,10.0,24.0
Centre-Val de Loire,2018/07/08,28.0,25.0,10.0,58.0,10.0,32.0
Centre-Val de Loire,2018/07/09,26.0,22.0,18.0,57.0,10.0,16.0
Centre-Val de Loire,2018/07/10,23.0,20.0,20.0,74.0,10.0,24.0
Centre-Val de Loire,2018/07/11,21.0,18.0,13.0,71.0,10.0,45.0
Centre-Val de Loire,2018/07/12,23.0,19.0,11.0,76.0,9.0,42.0
