region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2020/05/01,12.5,8.0,29.0,95.0,8.9375,79.5
Bourgogne-Franche-Comté,2020/05/02,12.5,8.5,22.0,96.0,8.75,85.5
Bourgogne-Franche-Comté,2020/05/03,15.0,7.5,10.5,94.5,8.8125,61.5
Bourgogne-Franche-Comté,2020/05/04,19.5,11.5,10.5,95.0,7.8125,68.0
Bourgogne-Franche-Comté,2020/05/05,16.5,12.0,8.5,98.5,8.4375,81.0
Bourgogne-Franche-Comté,2020/05/06,17.5,11.5,15.0,95.5,8.1875,60.0
Bourgogne-Franche-Comté,2020/05/07,19.5,7.5,10.0,78.0,10.0,5.5
Bourgogne-Franche-Comté,2020/05/08,23.0,13.0,12.0,86.5,10.0,21.0
Bourgogne-Franche-Comté,2020/05/09,22.5,12.5,11.5,81.0,9.75,36.5
Bourgogne-Franche-Comté,2020/05/10,21.5,13.0,15.0,89.5,9.75,50.5
Bourgogne-Franche-Comté,2020/05/11,15.0,3.5,23.5,98.0,6.6875,96.0
Bourgogne-Franche-Comté,2020/05/12,13.5,4.0,23.5,75.0,9.3125,44.0
Bourgogne-Franche-Comté,2020/05/13,11.0,5.5,13.5,98.5,8.3125,73.5
Bourgogne-Franche-Comté,2020/05/14,15.5,9.0,24.5,97.0,7.3125,74.0
Bourgogne-Franche-Comté,2020/05/15,14.5,8.0,22.0,84.5,9.9375,52.0
Bourgogne-Franche-Comté,2020/05/16,17.5,9.5,17.5,81.5,10.0,56.5
Bourgogne-Franche-Comté,2020/05/17,20.0,9.5,16.5,87.5,9.5,8.0
Bourgogne-Franche-Comté,2020/05/18,20.0,10.0,16.5,90.0,9.1875,11.0
Bourgogne-Franche-Comté,2020/05/19,21.0,12.0,21.5,93.0,8.5625,31.5
Bourgogne-Franche-Comté,2020/05/20,23.5,13.5,20.0,87.5,10.0,9.5
Bourgogne-Franche-Comté,2020/05/21,24.0,14.0,13.5,90.5,8.5,9.5
Bourgogne-Franche-Comté,2020/05/22,24.5,15.0,12.0,91.0,9.6875,54.5
Bourgogne-Franche-Comté,2020/05/23,16.5,7.5,18.5,97.5,7.875,81.5
Bourgogne-Franche-Comté,2020/05/24,17.5,9.0,13.5,92.5,8.1875,54.0
Bourgogne-Franche-Comté,2020/05/25,19.5,10.0,20.5,90.0,8.3125,11.5
Bourgogne-Franche-Comté,2020/05/26,20.0,11.5,22.5,85.0,10.0,13.0
Bourgogne-Franche-Comté,2020/05/27,20.5,11.0,19.0,80.5,10.0,9.5
Bourgogne-Franche-Comté,2020/05/28,21.5,12.5,17.5,84.5,9.9375,21.0
Bourgogne-Franche-Comté,2020/05/29,20.0,11.0,25.5,73.5,10.0,3.0
Bourgogne-Franche-Comté,2020/05/30,20.0,10.0,21.5,81.0,10.0,6.0
Bourgogne-Franche-Comté,2020/05/31,20.5,10.0,19.5,80.0,10.0,6.5
Bretagne,2020/05/01,15.0,11.0,27.0,85.0,9.75,67.0
Bretagne,2020/05/02,14.0,12.0,6.0,98.0,9.0,87.0
Bretagne,2020/05/03,18.0,14.0,17.0,93.0,8.875,91.0
Bretagne,2020/05/04,20.0,15.0,20.0,90.0,7.75,66.0
Bretagne,2020/05/05,18.0,14.0,22.0,90.0,9.75,75.0
Bretagne,2020/05/06,19.0,14.0,9.0,89.0,6.875,60.0
Bretagne,2020/05/07,19.0,14.0,12.0,84.0,10.0,29.0
Bretagne,2020/05/08,22.0,16.0,17.0,95.0,9.375,47.0
Bretagne,2020/05/09,21.0,17.0,11.0,92.0,6.75,81.0
Bretagne,2020/05/10,19.0,15.0,31.0,90.0,9.375,88.0
Bretagne,2020/05/11,13.0,7.0,37.0,73.0,9.0,76.0
Bretagne,2020/05/12,13.0,8.0,21.0,84.0,10.0,66.0
Bretagne,2020/05/13,14.0,9.0,26.0,74.0,10.0,52.0
Bretagne,2020/05/14,13.0,8.0,30.0,75.0,10.0,19.0
Bretagne,2020/05/15,15.0,9.0,25.0,81.0,10.0,1.0
Bretagne,2020/05/16,17.0,10.0,20.0,89.0,10.0,6.0
Bretagne,2020/05/17,19.0,13.0,12.0,87.0,9.0,20.0
Bretagne,2020/05/18,21.0,13.0,12.0,76.0,10.0,7.0
Bretagne,2020/05/19,20.0,14.0,12.0,74.0,10.0,7.0
Bretagne,2020/05/20,24.0,16.0,8.0,82.0,10.0,13.0
Bretagne,2020/05/21,23.0,17.0,11.0,84.0,10.0,17.0
Bretagne,2020/05/22,18.0,15.0,18.0,84.0,10.0,51.0
Bretagne,2020/05/23,18.0,14.0,21.0,86.0,9.75,56.0
Bretagne,2020/05/24,17.0,13.0,13.0,87.0,10.0,32.0
Bretagne,2020/05/25,21.0,15.0,17.0,89.0,9.0,23.0
Bretagne,2020/05/26,22.0,18.0,17.0,84.0,8.0,6.0
Bretagne,2020/05/27,24.0,18.0,18.0,85.0,10.0,8.0
Bretagne,2020/05/28,22.0,17.0,18.0,83.0,10.0,2.0
Bretagne,2020/05/29,22.0,17.0,22.0,74.0,10.0,2.0
Bretagne,2020/05/30,22.0,17.0,21.0,78.0,10.0,1.0
