region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2019/05/01,17.5,11.5,11.5,73.5,7.8125,5.0
Bourgogne-Franche-Comté,2019/05/02,12.5,11.0,16.0,93.5,8.25,75.0
Bourgogne-Franche-Comté,2019/05/03,13.5,9.0,10.0,94.0,8.4375,76.5
Bourgogne-Franche-Comté,2019/05/04,10.0,6.5,21.0,89.0,7.9375,67.5
Bourgogne-Franche-Comté,2019/05/05,10.0,5.0,23.5,72.0,8.0,56.0
Bourgogne-Franche-Comté,2019/05/06,11.5,7.0,12.0,69.5,8.5,47.5
Bourgogne-Franche-Comté,2019/05/07,14.5,9.0,9.0,70.0,10.0,48.5
Bourgogne-Franche-Comté,2019/05/08,12.5,11.0,29.5,94.0,8.375,86.5
Bourgogne-Franche-Comté,2019/05/09,13.5,9.5,30.5,90.0,8.5,76.0
Bourgogne-Franche-Comté,2019/05/10,16.0,11.0,11.0,88.0,6.9375,79.0
Bourgogne-Franche-Comté,2019/05/11,12.5,11.0,29.0,89.0,8.875,73.0
Bourgogne-Franche-Comté,2019/05/12,14.0,9.5,24.5,83.0,8.1875,51.0
Bourgogne-Franche-Comté,2019/05/13,15.5,10.5,30.0,63.5,10.0,10.5
Bourgogne-Franche-Comté,2019/05/14,15.5,11.5,28.0,57.5,10.0,7.0
Bourgogne-Franche-Comté,2019/05/15,14.5,9.5,25.5,60.5,10.0,10.0
Bourgogne-Franche-Comté,2019/05/16,15.5,10.5,14.0,66.5,10.0,12.5
Bourgogne-Franche-Comté,2019/05/17,16.5,13.0,18.0,75.0,7.3125,51.5
Bourgogne-Franche-Comté,2019/05/18,17.0,13.5,8.0,79.0,8.4375,84.5
Bourgogne-Franche-Comté,2019/05/19,15.0,11.5,12.5,96.0,8.375,91.5
Bourgogne-Franche-Comté,2019/05/20,13.5,11.5,17.0,95.0,8.125,92.5
Bourgogne-Franche-Comté,2019/05/21,17.0,12.5,12.5,89.5,8.25,75.5
Bourgogne-Franche-Comté,2019/05/22,18.0,14.5,13.5,74.0,7.875,17.0
Bourgogne-Franche-Comté,2019/05/23,20.5,15.0,11.5,72.0,10.0,18.0
Bourgogne-Franche-Comté,2019/05/24,21.0,17.0,9.5,74.5,9.8125,51.5
Bourgogne-Franche-Comté,2019/05/25,20.0,16.5,14.5,81.0,8.75,70.0
Bourgogne-Franche-Comté,2019/05/26,20.0,15.0,10.5,78.0,7.8125,25.0
Bourgogne-Franche-Comté,2019/05/27,17.0,15.5,12.0,83.5,8.625,69.5
Bourgogne-Franche-Comté,2019/05/28,15.0,13.0,17.0,86.5,7.75,75.0
Bourgogne-Franche-Comté,2019/05/29,16.5,11.0,12.5,86.5,8.1875,57.0
Bourgogne-Franche-Comté,2019/05/30,19.0,15.0,8.5,72.0,8.8125,28.0
Bourgogne-Franche-Comté,2019/05/31,22.5,17.5,11.5,77.5,7.625,13.0
Bretagne,2019/05/01,16.0,12.0,18.0,89.0,9.25,81.0
Bretagne,2019/05/02,14.0,11.0,20.0,83.0,8.0,71.0
Bretagne,2019/05/03,14.0,10.0,14.0,82.0,7.0,59.0
Bretagne,2019/05/04,11.0,9.0,29.0,85.0,8.625,52.0
Bretagne,2019/05/05,12.0,8.0,21.0,73.0,10.0,22.0
Bretagne,2019/05/06,14.0,7.0,8.0,72.0,10.0,62.0
Bretagne,2019/05/07,13.0,10.0,16.0,87.0,8.875,58.0
Bretagne,2019/05/08,14.0,12.0,36.0,81.0,9.5,66.0
Bretagne,2019/05/09,15.0,11.0,25.0,82.0,9.25,80.0
Bretagne,2019/05/10,12.0,10.0,19.0,96.0,7.625,83.0
Bretagne,2019/05/11,15.0,12.0,24.0,84.0,10.0,49.0
Bretagne,2019/05/12,16.0,11.0,13.0,75.0,10.0,18.0
Bretagne,2019/05/13,16.0,11.0,22.0,73.0,10.0,8.0
Bretagne,2019/05/14,18.0,12.0,24.0,74.0,10.0,13.0
Bretagne,2019/05/15,18.0,12.0,21.0,73.0,10.0,24.0
Bretagne,2019/05/16,17.0,13.0,12.0,79.0,9.0,58.0
Bretagne,2019/05/17,16.0,12.0,21.0,79.0,10.0,58.0
Bretagne,2019/05/18,17.0,12.0,13.0,81.0,7.5,86.0
Bretagne,2019/05/19,16.0,13.0,19.0,82.0,7.0,74.0
Bretagne,2019/05/20,17.0,13.0,18.0,84.0,5.875,64.0
Bretagne,2019/05/21,19.0,14.0,15.0,79.0,7.625,36.0
Bretagne,2019/05/22,21.0,15.0,7.0,77.0,8.875,48.0
Bretagne,2019/05/23,20.0,17.0,11.0,83.0,8.75,69.0
Bretagne,2019/05/24,17.0,14.0,23.0,81.0,9.75,32.0
Bretagne,2019/05/25,18.0,14.0,17.0,89.0,6.625,77.0
Bretagne,2019/05/26,17.0,14.0,12.0,89.0,7.625,86.0
Bretagne,2019/05/27,18.0,14.0,19.0,80.0,8.625,75.0
Bretagne,2019/05/28,16.0,13.0,24.0,80.0,9.75,49.0
Bretagne,2019/05/29,14.0,11.0,19.0,89.0,6.0,76.0
Bretagne,2019/05/30,19.0,16.0,14.0,83.0,8.625,79.0
Bretagne,2019/05/31,23.0,17.0,8.0,80.0,8.0,18.0
Centre-Val de Loire,2019/05/01,19.0,13.0,7.0,75.0,7.625,45.0
Centre-Val de Loire,2019/05/02,13.0,9.0,16.0,96.0,7.375,84.0
Centre-Val de Loire,2019/05/03,17.0,11.0,10.0,80.0,7.125,65.0
Centre-Val de Loire,2019/05/04,8.0,6.0,21.0,92.0,8.0,62.0
Centre-Val de Loire,2019/05/05,12.0,8.0,21.0,71.0,9.625,50.0
Centre-Val de Loire,2019/05/06,13.0,8.0,8.0,61.0,10.0,30.0
