region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2019/04/01,18.5,11.5,12.0,73.0,10.0,18.5
Bourgogne-Franche-Comté,2019/04/02,15.0,11.5,19.5,73.5,9.625,68.5
Bourgogne-Franche-Comté,2019/04/03,8.0,5.5,12.5,95.5,7.0625,98.5
Bourgogne-Franche-Comté,2019/04/04,7.0,3.5,10.0,93.0,7.625,80.5
Bourgogne-Franche-Comté,2019/04/05,12.5,5.5,11.5,75.0,9.5,24.0
Bourgogne-Franche-Comté,2019/04/06,15.5,8.5,12.5,64.5,10.0,44.0
Bourgogne-Franche-Comté,2019/04/07,8.5,7.0,11.0,93.5,7.4375,95.0
Bourgogne-Franche-Comté,2019/04/08,12.0,8.0,7.0,89.0,6.25,77.0
Bourgogne-Franche-Comté,2019/04/09,15.5,10.0,6.0,80.0,8.75,29.5
Bourgogne-Franche-Comté,2019/04/10,13.0,9.5,15.0,83.5,8.4375,52.5
Bourgogne-Franche-Comté,2019/04/11,13.0,8.0,20.0,81.0,7.9375,63.0
Bourgogne-Franche-Comté,2019/04/12,12.0,6.5,17.5,71.0,10.0,17.0
Bourgogne-Franche-Comté,2019/04/13,8.0,4.5,14.5,75.0,10.0,46.0
Bourgogne-Franche-Comté,2019/04/14,9.0,4.0,14.0,60.5,10.0,19.5
Bourgogne-Franche-Comté,2019/04/15,15.5,7.0,15.0,68.5,9.5,10.0
Bourgogne-Franche-Comté,2019/04/16,10.5,9.5,18.0,87.5,8.875,69.0
Bourgogne-Franche-Comté,2019/04/17,17.5,11.0,6.5,85.0,7.375,44.0
Bourgogne-Franche-Comté,2019/04/18,20.0,14.0,9.5,74.0,10.0,25.0
Bourgogne-Franche-Comté,2019/04/19,21.0,15.0,9.0,64.5,9.9375,20.5
Bourgogne-Franche-Comté,2019/04/20,21.5,15.5,13.5,69.5,9.8125,33.0
Bourgogne-Franche-Comté,2019/04/21,20.5,15.5,8.5,68.5,10.0,34.0
Bourgogne-Franche-Comté,2019/04/22,21.5,15.5,14.0,76.0,10.0,29.0
Bourgogne-Franche-Comté,2019/04/23,18.5,14.5,16.5,81.0,8.0625,52.5
Bourgogne-Franche-Comté,2019/04/24,15.5,12.5,25.5,86.0,9.25,63.0
Bourgogne-Franche-Comté,2019/04/25,16.0,12.0,13.0,84.0,7.9375,77.5
Bourgogne-Franche-Comté,2019/04/26,14.0,9.0,11.0,83.5,7.0625,73.5
Bourgogne-Franche-Comté,2019/04/27,10.5,7.5,24.0,93.5,7.75,88.5
Bourgogne-Franche-Comté,2019/04/28,8.5,7.0,15.5,87.0,7.1875,74.5
Bourgogne-Franche-Comté,2019/04/29,12.5,7.0,12.5,83.5,7.4375,63.0
Bourgogne-Franche-Comté,2019/04/30,15.0,11.0,18.0,78.0,9.1875,48.5
Bretagne,2019/04/01,17.0,9.0,11.0,86.0,7.875,35.0
Bretagne,2019/04/02,10.0,8.0,23.0,89.0,7.25,54.0
Bretagne,2019/04/03,9.0,5.0,17.0,82.0,9.875,59.0
Bretagne,2019/04/04,10.0,5.0,25.0,82.0,9.0,54.0
Bretagne,2019/04/05,9.0,5.0,24.0,92.0,8.0,96.0
Bretagne,2019/04/06,12.0,7.0,19.0,92.0,9.875,61.0
Bretagne,2019/04/07,14.0,9.0,25.0,92.0,8.25,82.0
Bretagne,2019/04/08,13.0,8.0,15.0,89.0,6.625,42.0
Bretagne,2019/04/09,15.0,10.0,11.0,79.0,9.25,16.0
Bretagne,2019/04/10,12.0,9.0,24.0,90.0,6.25,83.0
Bretagne,2019/04/11,14.0,7.0,16.0,78.0,10.0,22.0
Bretagne,2019/04/12,13.0,5.0,10.0,76.0,8.0,21.0
Bretagne,2019/04/13,11.0,5.0,18.0,68.0,10.0,18.0
Bretagne,2019/04/14,9.0,4.0,16.0,67.0,10.0,67.0
Bretagne,2019/04/15,13.0,7.0,33.0,76.0,9.875,47.0
Bretagne,2019/04/16,15.0,11.0,16.0,89.0,7.5,82.0
Bretagne,2019/04/17,18.0,11.0,25.0,87.0,9.0,48.0
Bretagne,2019/04/18,20.0,13.0,17.0,85.0,10.0,16.0
Bretagne,2019/04/19,22.0,15.0,10.0,84.0,9.0,27.0
Bretagne,2019/04/20,22.0,15.0,21.0,76.0,10.0,29.0
Bretagne,2019/04/21,22.0,15.0,10.0,75.0,10.0,22.0
Bretagne,2019/04/22,19.0,14.0,18.0,84.0,9.875,52.0
Bretagne,2019/04/23,19.0,14.0,21.0,85.0,9.25,58.0
Bretagne,2019/04/24,13.0,11.0,25.0,89.0,8.375,85.0
Bretagne,2019/04/25,13.0,11.0,31.0,81.0,9.375,67.0
Bretagne,2019/04/26,13.0,10.0,22.0,83.0,8.375,60.0
Bretagne,2019/04/27,12.0,9.0,27.0,73.0,9.625,78.0
Bretagne,2019/04/28,11.0,9.0,19.0,95.0,8.875,79.0
Bretagne,2019/04/29,15.0,10.0,9.0,83.0,8.75,81.0
Bretagne,2019/04/30,17.0,12.0,8.0,78.0,10.0,31.0
Centre-Val de Loire,2019/04/01,20.0,11.0,16.0,72.0,9.875,22.0
Centre-Val de Loire,2019/04/02,15.0,12.0,27.0,85.0,9.75,81.0
Centre-Val de Loire,2019/04/03,10.0,6.0,19.0,76.0,9.75,80.0
Centre-Val de Loire,2019/04/04,11.0,5.0,15.0,72.0,10.0,22.0
Centre-Val de Loire,2019/04/05,13.0,7.0,16.0,56.0,10.0,50.0
Centre-Val de Loire,2019/04/06,14.0,9.0,23.0,71.0,9.0,58.0
Centre-Val de Loire,2019/04/07,15.0,9.0,10.0,77.0,10.0,74.0
Centre-Val de Loire,2019/04/08,17.0,11.0,5.0,75.0,10.0,32.0
Centre-Val de Loire,2019/04/09,18.0,11.0,8.0,72.0,10.0,39.0
Centre-Val de Loire,2019/04/10,14.0,9.0,14.0,90.0,5.75,74.0
Centre-Val de Loire,2019/04/11,14.0,8.0,18.0,70.0,10.0,19.0
Centre-Val de Loire,2019/04/12,13.0,7.0,15.0,65.0,10.0,13.0
Centre-Val de Loire,2019/04/13,10.0,5.0,15.0,54.0,10.0,15.0
Centre-Val de Loire,2019/04/14,10.0,4.0,13.0,55.0,10.0,36.0
Centre-Val de Loire,2019/04/15,15.0,7.0,22.0,63.0,10.0,10.0
Centre-Val de Loire,2019/04/16,13.0,11.0,16.0,93.0,6.375,91.0
Centre-Val de Loire,2019/04/17,19.0,12.0,15.0,81.0,6.875,35.0
Centre-Val de Loire,2019/04/18,22.0,14.0,14.0,71.0,10.0,25.0
Centre-Val de Loire,2019/04/19,24.0,17.0,6.0,70.0,9.875,26.0
Centre-Val de Loire,2019/04/20,23.0,17.0,21.0,79.0,9.75,41.0
Centre-Val de Loire,2019/04/21,23.0,17.0,14.0,62.0,10.0,18.0
Centre-Val de Loire,2019/04/22,23.0,17.0,14.0,66.0,10.0,26.0
Centre-Val de Loire,2019/04/23,22.0,16.0,8.0,67.0,10.0,56.0
Centre-Val de Loire,2019/04/24,14.0,11.0,20.0,91.0,8.625,77.0
Centre-Val de Loire,2019/04/25,12.0,11.0,18.0,87.0,8.0,79.0
Centre-Val de Loire,2019/04/26,16.0,11.0,17.0,75.0,9.25,48.0
Centre-Val de Loire,2019/04/27,12.0,10.0,28.0,72.0,7.375,77.0
Centre-Val de Loire,2019/04/28,12.0,8.0,18.0,78.0,9.75,75.0
Centre-Val de Loire,2019/04/29,15.0,10.0,9.0,74.0,8.0,53.0
Centre-Val de Loire,2019/04/30,18.0,12.0,13.0,70.0,9.375,24.0
Corse,2019/04/01,20.0,17.0,10.0,39.0,10.0,35.0
Corse,2019/04/02,17.0,14.0,12.0,52.0,10.0,48.0
Corse,2019/04/03,17.0,13.0,13.0,70.0,9.0,35.0
Corse,2019/04/04,13.0,9.0,14.0,84.0,8.875,49.0
Corse,2019/04/05,15.0,11.0,12.0,57.0,10.0,39.0
Corse,2019/04/06,17.0,13.0,17.0,52.0,9.375,38.0
Corse,2019/04/07,15.0,11.0,9.0,67.0,9.5,70.0
Corse,2019/04/08,15.0,12.0,12.0,65.0,10.0,8.0
Corse,2019/04/09,17.0,13.0,13.0,57.0,10.0,9.0
Corse,2019/04/10,12.0,7.0,13.0,85.0,9.25,69.0
Corse,2019/04/11,14.0,13.0,7.0,81.0,8.625,80.0
Corse,2019/04/12,12.0,9.0,4.0,87.0,7.75,86.0
Corse,2019/04/13,15.0,12.0,8.0,77.0,9.25,52.0
Corse,2019/04/14,15.0,13.0,15.0,57.0,10.0,3.0
