region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2019/10/01,17.5,14.5,19.0,88.0,9.1875,51.0
Bourgogne-Franche-Comté,2019/10/02,15.5,13.5,20.0,91.0,9.625,64.5
Bourgogne-Franche-Comté,2019/10/03,14.5,8.5,9.0,78.0,9.0,17.5
Bourgogne-Franche-Comté,2019/10/04,15.0,9.5,22.0,81.0,9.3125,69.5
Bourgogne-Franche-Comté,2019/10/05,14.0,12.0,11.0,93.5,7.0,81.5
Bourgogne-Franche-Comté,2019/10/06,14.0,13.0,16.0,92.0,8.375,77.5
Bourgogne-Franche-Comté,2019/10/07,12.5,10.0,7.5,93.5,6.0,79.5
Bourgogne-Franche-Comté,2019/10/08,19.0,12.0,19.5,78.0,9.1875,79.5
Bourgogne-Franche-Comté,2019/10/09,14.0,11.0,20.0,91.5,8.5,80.0
Bourgogne-Franche-Comté,2019/10/10,16.0,11.5,18.5,88.0,10.0,57.5
Bourgogne-Franche-Comté,2019/10/11,19.0,12.5,13.5,79.5,9.5,14.0
Bourgogne-Franche-Comté,2019/10/12,20.5,16.0,22.0,79.5,9.5,39.0
Bourgogne-Franche-Comté,2019/10/13,22.5,18.0,27.5,72.0,9.8125,48.5
Bourgogne-Franche-Comté,2019/10/14,22.5,16.5,20.5,72.5,9.9375,10.0
Bourgogne-Franche-Comté,2019/10/15,15.5,12.0,18.0,94.5,8.25,77.5
Bourgogne-Franche-Comté,2019/10/16,17.5,11.0,17.0,80.5,8.9375,29.5
Bourgogne-Franche-Comté,2019/10/17,15.0,13.0,16.5,90.0,6.75,91.0
Bourgogne-Franche-Comté,2019/10/18,16.0,13.5,21.0,88.5,8.125,70.5
Bourgogne-Franche-Comté,2019/10/19,13.5,12.5,13.5,95.5,8.0,88.0
Bourgogne-Franche-Comté,2019/10/20,18.0,14.0,15.0,88.0,8.1875,62.0
Bourgogne-Franche-Comté,2019/10/21,13.0,11.5,8.0,91.0,7.125,75.5
Bourgogne-Franche-Comté,2019/10/22,17.0,12.5,20.5,93.0,8.25,48.5
Bourgogne-Franche-Comté,2019/10/23,18.0,14.0,8.5,83.0,7.875,23.0
Bourgogne-Franche-Comté,2019/10/24,17.0,14.0,16.0,87.5,8.875,51.0
Bourgogne-Franche-Comté,2019/10/25,17.0,12.0,7.0,86.0,8.1875,33.0
Bourgogne-Franche-Comté,2019/10/26,18.0,12.0,12.5,85.5,8.75,10.0
Bourgogne-Franche-Comté,2019/10/27,17.0,14.0,8.5,81.0,8.5,40.5
Bourgogne-Franche-Comté,2019/10/28,13.0,11.0,8.0,97.0,5.5625,100.0
Bourgogne-Franche-Comté,2019/10/29,11.0,9.5,11.0,94.0,6.125,95.5
Bourgogne-Franche-Comté,2019/10/30,11.0,9.5,5.0,93.5,5.6875,95.5
Bourgogne-Franche-Comté,2019/10/31,12.0,9.0,5.5,90.5,3.875,85.5
Bretagne,2019/10/01,18.0,16.0,26.0,84.0,8.75,80.0
Bretagne,2019/10/02,17.0,13.0,15.0,87.0,7.875,75.0
Bretagne,2019/10/03,17.0,10.0,19.0,72.0,10.0,42.0
Bretagne,2019/10/04,17.0,14.0,23.0,80.0,10.0,70.0
Bretagne,2019/10/05,18.0,14.0,16.0,88.0,9.0,72.0
Bretagne,2019/10/06,18.0,14.0,26.0,81.0,9.75,55.0
Bretagne,2019/10/07,13.0,10.0,22.0,93.0,8.625,72.0
Bretagne,2019/10/08,17.0,14.0,19.0,92.0,8.5,82.0
Bretagne,2019/10/09,16.0,12.0,29.0,75.0,10.0,61.0
Bretagne,2019/10/10,18.0,13.0,19.0,81.0,9.0,43.0
Bretagne,2019/10/11,19.0,16.0,30.0,85.0,10.0,57.0
Bretagne,2019/10/12,20.0,16.0,27.0,85.0,10.0,58.0
Bretagne,2019/10/13,17.0,15.0,28.0,87.0,9.0,62.0
Bretagne,2019/10/14,20.0,14.0,28.0,90.0,8.5,81.0
Bretagne,2019/10/15,16.0,12.0,28.0,82.0,9.0,65.0
Bretagne,2019/10/16,16.0,13.0,38.0,93.0,7.875,98.0
Bretagne,2019/10/17,16.0,13.0,25.0,83.0,9.75,69.0
Bretagne,2019/10/18,15.0,12.0,30.0,77.0,10.0,56.0
Bretagne,2019/10/19,16.0,12.0,11.0,89.0,9.375,77.0
Bretagne,2019/10/20,14.0,11.0,17.0,85.0,9.875,77.0
Bretagne,2019/10/21,16.0,10.0,6.0,85.0,10.0,29.0
Bretagne,2019/10/22,15.0,10.0,16.0,81.0,9.375,21.0
Bretagne,2019/10/23,13.0,11.0,18.0,94.0,5.75,98.0
Bretagne,2019/10/24,13.0,12.0,18.0,98.0,4.5,83.0
Bretagne,2019/10/25,17.0,15.0,29.0,93.0,7.625,74.0
Bretagne,2019/10/26,19.0,15.0,32.0,87.0,9.375,31.0
Bretagne,2019/10/27,14.0,8.0,24.0,92.0,6.125,100.0
Bretagne,2019/10/28,8.0,8.0,17.0,91.0,7.125,99.0
Bretagne,2019/10/29,10.0,9.0,20.0,79.0,9.0,100.0
Bretagne,2019/10/30,14.0,10.0,13.0,97.0,7.625,86.0
Bretagne,2019/10/31,15.0,13.0,18.0,90.0,9.375,85.0
Centre-Val de Loire,2019/10/01,20.0,19.0,25.0,80.0,9.625,85.0
Centre-Val de Loire,2019/10/02,17.0,15.0,18.0,76.0,10.0,60.0
Centre-Val de Loire,2019/10/03,16.0,9.0,7.0,62.0,10.0,21.0
Centre-Val de Loire,2019/10/04,16.0,15.0,20.0,79.0,8.0,80.0
Centre-Val de Loire,2019/10/05,17.0,14.0,13.0,89.0,9.875,85.0
Centre-Val de Loire,2019/10/06,18.0,14.0,21.0,88.0,9.375,62.0
Centre-Val de Loire,2019/10/07,16.0,12.0,14.0,81.0,10.0,57.0
Centre-Val de Loire,2019/10/08,15.0,14.0,22.0,90.0,6.875,95.0
Centre-Val de Loire,2019/10/09,15.0,11.0,25.0,83.0,9.25,73.0
Centre-Val de Loire,2019/10/10,18.0,13.0,18.0,84.0,10.0,61.0
Centre-Val de Loire,2019/10/11,20.0,14.0,18.0,83.0,10.0,27.0
Centre-Val de Loire,2019/10/12,21.0,15.0,18.0,79.0,9.875,51.0
Centre-Val de Loire,2019/10/13,25.0,19.0,30.0,64.0,9.875,54.0
Centre-Val de Loire,2019/10/14,24.0,19.0,18.0,65.0,9.125,48.0
Centre-Val de Loire,2019/10/15,16.0,14.0,23.0,83.0,8.625,63.0
Centre-Val de Loire,2019/10/16,15.0,13.0,25.0,75.0,7.0,94.0
Centre-Val de Loire,2019/10/17,16.0,13.0,18.0,90.0,7.0,93.0
Centre-Val de Loire,2019/10/18,16.0,14.0,24.0,77.0,9.75,74.0
