region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2014/01/01,7.0,3.0,17.0,94.0,9.0,62.5,513.5
Bourgogne-Franche-Comté,2014/01/02,9.5,6.5,27.0,93.0,9.0625,55.0,514.5
Bourgogne-Franche-Comté,2014/01/03,10.5,7.0,30.0,92.0,9.5,55.5,515.5
Bourgogne-Franche-Comté,2014/01/04,8.0,6.0,16.5,95.5,8.0625,64.5,516.5
Bourgogne-Franche-Comté,2014/01/05,6.0,3.0,16.0,95.0,8.9375,56.5,518.0
Bourgogne-Franche-Comté,2014/01/06,9.0,4.5,17.0,78.5,9.6875,51.5,519.5
Bourgogne-Franche-Comté,2014/01/07,10.5,6.5,19.0,85.5,9.6875,51.5,520.5
Bourgogne-Franche-Comté,2014/01/08,12.0,8.0,13.5,90.5,9.875,41.0,522.5
Bourgogne-Franche-Comté,2014/01/09,11.0,7.0,26.5,80.0,9.875,58.0,524.0
Bourgogne-Franche-Comté,2014/01/10,8.5,6.0,4.0,90.0,7.375,31.0,525.0
Bourgogne-Franche-Comté,2014/01/11,8.0,6.0,15.5,89.0,6.5,48.0,527.5
Bourgogne-Franche-Comté,2014/01/12,7.0,4.0,8.5,93.0,6.25,26.0,529.0
Bourgogne-Franche-Comté,2014/01/13,6.5,4.0,12.5,94.5,5.3125,70.5,531.0
Bourgogne-Franche-Comté,2014/01/14,5.5,4.0,19.5,91.5,6.1875,45.5,532.5
Bourgogne-Franche-Comté,2014/01/15,4.5,2.5,19.0,84.5,5.75,69.0,535.0
Bourgogne-Franche-Comté,2014/01/16,7.5,4.5,25.0,96.5,9.375,70.5,536.5
Bourgogne-Franche-Comté,2014/01/17,8.0,3.5,19.5,86.5,10.0,11.0,538.5
Bourgogne-Franche-Comté,2014/01/18,7.5,3.5,14.0,72.0,9.6875,28.5,541.0
Bourgogne-Franche-Comté,2014/01/19,6.5,4.0,6.5,87.0,8.25,78.0,543.5
Bourgogne-Franche-Comté,2014/01/20,5.0,3.5,17.5,97.0,4.8125,99.0,545.5
Bourgogne-Franche-Comté,2014/01/21,3.5,2.0,9.0,93.0,5.75,81.5,547.0
Bourgogne-Franche-Comté,2014/01/22,5.0,3.0,5.5,82.5,8.75,45.0,550.0
Bourgogne-Franche-Comté,2014/01/23,5.5,2.5,18.0,95.0,8.875,84.5,552.0
Bourgogne-Franche-Comté,2014/01/24,3.0,1.5,7.0,91.5,7.375,45.0,555.0
Bourgogne-Franche-Comté,2014/01/25,4.0,0.5,4.5,79.5,9.0,22.5,557.0
Bourgogne-Franche-Comté,2014/01/26,5.5,3.0,22.0,94.0,8.75,77.0,560.0
Bourgogne-Franche-Comté,2014/01/27,5.0,2.5,21.0,92.5,10.0,42.5,562.0
Bourgogne-Franche-Comté,2014/01/28,4.5,2.0,17.0,90.5,6.875,51.0,565.5
Bourgogne-Franche-Comté,2014/01/29,3.5,1.0,19.0,79.5,9.4375,65.0,568.0
Bourgogne-Franche-Comté,2014/01/30,4.5,2.0,8.0,75.5,9.0,56.5,571.0
Bourgogne-Franche-Comté,2014/01/31,5.5,2.0,7.5,74.5,10.0,26.0,573.5
Bourgogne-Franche-Comté,2014/02/01,3.0,2.5,26.0,94.0,7.875,72.0,576.0
Bourgogne-Franche-Comté,2014/02/02,5.5,2.0,5.0,91.0,7.75,57.5,579.0
Bourgogne-Franche-Comté,2014/02/03,5.5,2.0,14.5,85.5,8.9375,27.0,582.0
Bourgogne-Franche-Comté,2014/02/04,6.0,3.5,12.5,91.0,8.9375,42.0,584.5
Bourgogne-Franche-Comté,2014/02/05,5.5,3.5,22.5,91.0,9.8125,56.0,587.0
Bourgogne-Franche-Comté,2014/02/06,8.0,4.0,26.5,84.5,10.0,37.0,590.5
Bourgogne-Franche-Comté,2014/02/07,7.0,4.5,29.0,91.0,9.625,50.5,593.0
Bourgogne-Franche-Comté,2014/02/08,5.0,3.0,30.5,88.5,9.75,60.0,597.0
Bourgogne-Franche-Comté,2014/02/09,6.0,3.0,32.5,86.0,9.9375,41.0,599.0
Bourgogne-Franche-Comté,2014/02/10,2.5,1.5,14.0,98.0,6.8125,87.5,603.0
Bourgogne-Franche-Comté,2014/02/11,6.0,3.5,17.5,91.5,8.75,69.5,605.0
Bourgogne-Franche-Comté,2014/02/12,7.0,3.0,20.5,89.0,8.3125,61.0,609.0
Bourgogne-Franche-Comté,2014/02/13,8.5,5.0,41.0,89.5,9.5,76.0,611.5
Bourgogne-Franche-Comté,2014/02/14,8.5,4.0,22.5,82.5,10.0,46.5,615.0
Bourgogne-Franche-Comté,2014/02/15,7.5,5.5,17.5,97.5,9.25,84.0,618.0
Bourgogne-Franche-Comté,2014/02/16,8.0,5.0,16.5,82.5,9.9375,52.0,621.0
Bourgogne-Franche-Comté,2014/02/17,9.0,5.0,8.5,70.5,10.0,36.5,624.5
Bourgogne-Franche-Comté,2014/02/18,9.5,5.5,10.0,62.5,10.0,49.0,627.5
Bourgogne-Franche-Comté,2014/02/19,9.0,6.0,14.0,90.5,6.1875,71.0,630.5
Bourgogne-Franche-Comté,2014/02/20,10.5,6.5,16.5,88.5,6.4375,65.0,634.0
Bourgogne-Franche-Comté,2014/02/21,8.0,6.5,24.0,84.5,9.4375,49.5,637.5
Bourgogne-Franche-Comté,2014/02/22,7.0,4.0,22.0,91.5,6.9375,70.0,640.0
Bourgogne-Franche-Comté,2014/02/23,10.0,6.0,7.0,88.5,7.0,48.0,643.5
Bourgogne-Franche-Comté,2014/02/24,11.5,7.0,22.5,67.0,10.0,2.5,647.0
Bourgogne-Franche-Comté,2014/02/25,11.0,8.0,28.5,70.0,9.9375,43.0,650.5
Bourgogne-Franche-Comté,2014/02/26,6.5,4.5,10.5,89.0,7.5,84.0,654.0
Bourgogne-Franche-Comté,2014/02/27,7.0,4.5,22.5,88.5,6.9375,68.0,657.5
Bourgogne-Franche-Comté,2014/02/28,5.0,2.5,28.5,98.5,8.4375,83.0,660.0
Bourgogne-Franche-Comté,2014/03/01,6.5,3.5,13.5,89.5,10.0,71.5,663.5
Bourgogne-Franche-Comté,2014/03/02,7.5,3.5,7.5,85.0,7.75,37.5,667.0
Bourgogne-Franche-Comté,2014/03/03,7.0,4.5,23.0,88.0,9.375,54.0,670.5
Bourgogne-Franche-Comté,2014/03/04,7.0,4.5,14.0,86.0,9.3125,64.5,674.0
Bourgogne-Franche-Comté,2014/03/05,10.5,6.5,22.0,78.5,10.0,22.5,677.0
Bourgogne-Franche-Comté,2014/03/06,10.5,6.0,18.0,74.5,10.0,3.5,681.0
Bourgogne-Franche-Comté,2014/03/07,11.5,7.0,6.0,65.5,10.0,3.0,684.0
Bourgogne-Franche-Comté,2014/03/08,14.0,9.0,23.5,65.5,10.0,1.5,688.0
Bourgogne-Franche-Comté,2014/03/09,15.5,11.0,5.5,67.5,10.0,0.5,691.0
Bourgogne-Franche-Comté,2014/03/10,15.0,11.5,13.5,63.5,10.0,1.0,695.0
Bourgogne-Franche-Comté,2014/03/11,14.5,9.5,21.0,63.0,10.0,18.0,698.0
Bourgogne-Franche-Comté,2014/03/12,15.5,9.5,6.0,64.0,10.0,0.0,702.0
Bourgogne-Franche-Comté,2014/03/13,16.0,12.0,8.0,74.5,10.0,4.0,705.0
Bourgogne-Franche-Comté,2014/03/14,16.5,12.5,7.5,64.0,10.0,2.0,709.0
Bourgogne-Franche-Comté,2014/03/15,12.0,10.5,17.5,75.0,10.0,35.5,712.0
Bourgogne-Franche-Comté,2014/03/16,15.5,9.5,10.0,77.0,8.5,15.5,715.0
Bourgogne-Franche-Comté,2014/03/17,17.5,12.0,6.0,77.0,6.375,35.0,719.0
Bourgogne-Franche-Comté,2014/03/18,17.0,13.0,17.0,63.5,9.4375,25.0,722.0
Bourgogne-Franche-Comté,2014/03/19,14.0,10.5,7.5,74.0,7.375,23.0,726.0
Bourgogne-Franche-Comté,2014/03/20,18.0,11.5,21.5,61.5,10.0,9.5,729.0
Bourgogne-Franche-Comté,2014/03/21,16.0,13.5,25.5,72.5,9.5625,36.0,733.0
Bourgogne-Franche-Comté,2014/03/22,10.0,8.0,24.0,89.0,9.125,82.0,736.0
Bourgogne-Franche-Comté,2014/03/23,7.5,4.0,14.5,84.0,8.3125,58.5,739.0
Bourgogne-Franche-Comté,2014/03/24,11.5,8.0,12.5,78.0,8.75,58.0,743.0
Bourgogne-Franche-Comté,2014/03/25,10.5,7.5,17.5,77.0,8.875,61.5,746.0
Bourgogne-Franche-Comté,2014/03/26,10.5,7.5,14.0,78.5,9.0,61.0,750.0
Bourgogne-Franche-Comté,2014/03/27,10.5,7.5,6.5,55.0,9.9375,25.0,753.0
Bourgogne-Franche-Comté,2014/03/28,15.0,10.5,8.5,59.0,9.5,21.0,757.0
Bourgogne-Franche-Comté,2014/03/29,17.0,13.0,8.5,60.5,10.0,25.0,760.0
Bourgogne-Franche-Comté,2014/03/30,19.0,15.5,5.5,57.0,10.0,44.0,763.0
Bourgogne-Franche-Comté,2014/03/31,18.0,14.0,8.5,64.5,9.5,20.5,767.0
Bourgogne-Franche-Comté,2014/04/01,18.0,14.0,10.0,65.5,9.875,12.0,770.0
Bourgogne-Franche-Comté,2014/04/02,18.5,14.5,17.5,62.5,9.0,21.0,774.0
Bourgogne-Franche-Comté,2014/04/03,17.5,15.0,9.5,64.5,10.0,61.0,777.0
Bourgogne-Franche-Comté,2014/04/04,17.0,14.0,14.0,70.5,9.0,56.0,780.5
Bourgogne-Franche-Comté,2014/04/05,15.5,11.5,9.5,80.5,7.0,62.0,784.0
Bourgogne-Franche-Comté,2014/04/06,18.0,15.5,8.0,63.0,8.875,20.0,787.0
Bourgogne-Franche-Comté,2014/04/07,21.0,16.5,19.5,69.0,7.625,27.0,791.0
Bourgogne-Franche-Comté,2014/04/08,13.0,10.0,20.0,81.5,9.875,59.5,793.5
Bourgogne-Franche-Comté,2014/04/09,14.5,11.0,10.5,62.0,9.0,10.0,797.5
Bourgogne-Franche-Comté,2014/04/10,18.0,13.0,11.5,54.0,10.0,4.0,800.0
Bourgogne-Franche-Comté,2014/04/11,19.5,16.0,8.5,56.5,9.9375,13.5,803.0
Bourgogne-Franche-Comté,2014/04/12,18.5,14.0,10.5,71.5,8.375,24.0,807.0
