,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
aquitaine_2015/01/02,9,4,8,76,7.5,58,8:53:0,aquitaine,2015/01/02
ardeche_2015/01/02,8,3,13,69,10,20,8:53:0,ardeche,2015/01/02
auvergne_2015/01/02,6,3,11,88,9,46,8:46:0,auvergne,2015/01/02
bourgogne_2015/01/02,2,0,15,91,8.875,53,8:34:0,bourgogne,2015/01/02
bretagne_2015/01/02,11,4,15,98,10,47,8:28:0,bretagne,2015/01/02
centre_2015/01/02,5,2,22,98,5.75,63,8:29:0,centre,2015/01/02
champagne-ardenne_2015/01/02,6,2,22,97,8.625,56,8:18:0,champagne-ardenne,2015/01/02
corse_2015/01/02,12,10,10,73,10,8,9:12:0,corse,2015/01/02
franche-comte_2015/01/02,2,0,16,91,9.875,48,8:35:0,franche-comte,2015/01/02
ile-de-re_2015/01/02,12,10,19,96,7.875,59,8:43:0,ile-de-re,2015/01/02
ile-de-france_2015/01/02,8,4,22,96,8.875,51,8:21:0,ile-de-france,2015/01/02
languedoc-roussillon_2015/01/02,13,7,21,61,10,14,9:1:0,languedoc-roussillon,2015/01/02
limousin_2015/01/02,6,2,12,73,9,50,8:46:0,limousin,2015/01/02
lorraine_2015/01/02,3,1,25,99,9.875,71,8:19:0,lorraine,2015/01/02
midi-pyrenees_2015/01/02,9,1,7,58,10,39,9:2:0,midi-pyrenees,2015/01/02
nord-pas-de-calais_2015/01/02,10,7,21,96,8,52,8:8:0,nord-pas-de-calais,2015/01/02
normandie_2015/01/02,10,9,23,95,9.375,63,8:19:0,normandie,2015/01/02
pays-de-la-loire_2015/01/02,11,10,17,99,7.625,64,8:35:0,pays-de-la-loire,2015/01/02
picardie_2015/01/02,10,3,22,97,9,54,8:12:0,picardie,2015/01/02
poitou-charentes_2015/01/02,12,10,19,92,7.875,59,8:43:0,poitou-charentes,2015/01/02
rh-ne-alpes_2015/01/02,5,2,7,68,10,43,8:45:0,rh-ne-alpes,2015/01/02
provence-alpes-c-te-d-azur_2015/01/02,10,7,22,62,10,8,9:3:0,provence-alpes-c-te-d-azur,2015/01/02
alsace_2015/01/03,8,1,16,99,6,71,8:25:0,alsace,2015/01/03
aquitaine_2015/01/03,12,8,13,92,5.75,75,8:54:0,aquitaine,2015/01/03
ardeche_2015/01/03,9,5,9,93,8,33,8:54:0,ardeche,2015/01/03
auvergne_2015/01/03,7,4,19,98,6.5,86,8:47:0,auvergne,2015/01/03
bourgogne_2015/01/03,7,2,27,99,7,78,8:35:0,bourgogne,2015/01/03
bretagne_2015/01/03,13,11,29,97,10,79,8:29:0,bretagne,2015/01/03
centre_2015/01/03,11,5,31,97,6.875,75,8:30:0,centre,2015/01/03
champagne-ardenne_2015/01/03,10,2,27,97,7.75,85,8:19:0,champagne-ardenne,2015/01/03
corse_2015/01/03,13,11,17,78,10,22,9:13:0,corse,2015/01/03
franche-comte_2015/01/03,7,2,32,100,6.75,74,8:36:0,franche-comte,2015/01/03
ile-de-re_2015/01/03,14,13,33,97,7.875,95,8:44:0,ile-de-re,2015/01/03
ile-de-france_2015/01/03,11,3,30,95,9.625,76,8:22:0,ile-de-france,2015/01/03
languedoc-roussillon_2015/01/03,16,10,25,80,10,31,9:2:0,languedoc-roussillon,2015/01/03
limousin_2015/01/03,9,4,19,98,9.875,96,8:47:0,limousin,2015/01/03
lorraine_2015/01/03,7,1,22,100,5.75,92,8:20:0,lorraine,2015/01/03
midi-pyrenees_2015/01/03,10,5,11,70,10,22,9:3:0,midi-pyrenees,2015/01/03
nord-pas-de-calais_2015/01/03,10,2,33,98,8.5,83,8:10:0,nord-pas-de-calais,2015/01/03
normandie_2015/01/03,12,11,45,96,8,79,8:20:0,normandie,2015/01/03
pays-de-la-loire_2015/01/03,13,12,31,98,6.75,93,8:36:0,pays-de-la-loire,2015/01/03
picardie_2015/01/03,11,2,39,97,9.5,80,8:13:0,picardie,2015/01/03
poitou-charentes_2015/01/03,14,13,32,97,7.875,95,8:44:0,poitou-charentes,2015/01/03
rh-ne-alpes_2015/01/03,6,3,11,96,4.875,83,8:46:0,rh-ne-alpes,2015/01/03
provence-alpes-c-te-d-azur_2015/01/03,13,8,29,77,10,8,9:4:0,provence-alpes-c-te-d-azur,2015/01/03
alsace_2015/01/04,5,1,9,93,6.25,35,8:26:0,alsace,2015/01/04
aquitaine_2015/01/04,13,11,5,93,6.5,85,8:55:0,aquitaine,2015/01/04
ardeche_2015/01/04,11,6,19,93,8,33,8:55:0,ardeche,2015/01/04
auvergne_2015/01/04,7,4,9,98,3.5,85,8:48:0,auvergne,2015/01/04
bourgogne_2015/01/04,8,2,13,95,7,44,8:36:0,bourgogne,2015/01/04
bretagne_2015/01/04,11,8,9,98,6.25,81,8:30:0,bretagne,2015/01/04
centre_2015/01/04,10,5,15,88,8,44,8:32:0,centre,2015/01/04
champagne-ardenne_2015/01/04,5,3,6,94,3.75,45,8:20:0,champagne-ardenne,2015/01/04
corse_2015/01/04,14,12,20,84,10,18,9:14:0,corse,2015/01/04
franche-comte_2015/01/04,6,2,13,96,8.875,44,8:37:0,franche-comte,2015/01/04
ile-de-re_2015/01/04,13,12,8,80,10,89,8:45:0,ile-de-re,2015/01/04
ile-de-france_2015/01/04,6,2,8,94,7,32,8:23:0,ile-de-france,2015/01/04
languedoc-roussillon_2015/01/04,15,12,28,76,10,10,9:3:0,languedoc-roussillon,2015/01/04
limousin_2015/01/04,11,6,9,99,4.25,76,8:48:0,limousin,2015/01/04
lorraine_2015/01/04,5,2,13,90,6.75,49,8:22:0,lorraine,2015/01/04
midi-pyrenees_2015/01/04,11,8,15,95,7.75,78,9:4:0,midi-pyrenees,2015/01/04
nord-pas-de-calais_2015/01/04,6,2,8,96,6,26,8:11:0,nord-pas-de-calais,2015/01/04
normandie_2015/01/04,9,5,12,90,10,43,8:21:0,normandie,2015/01/04
pays-de-la-loire_2015/01/04,12,10,4,92,10,89,8:37:0,pays-de-la-loire,2015/01/04
picardie_2015/01/04,6,1,12,98,5.5,68,8:14:0,picardie,2015/01/04
poitou-charentes_2015/01/04,13,12,7,80,10,89,8:45:0,poitou-charentes,2015/01/04
rh-ne-alpes_2015/01/04,8,3,15,97,5.625,75,8:47:0,rh-ne-alpes,2015/01/04
provence-alpes-c-te-d-azur_2015/01/04,14,11,44,80,10,3,9:5:0,provence-alpes-c-te-d-azur,2015/01/04
alsace_2015/01/05,4,1,8,78,10,5,8:27:0,alsace,2015/01/05
aquitaine_2015/01/05,10,6,9,91,8,3,8:56:0,aquitaine,2015/01/05
ardeche_2015/01/05,8,2,10,69,10,1,8:56:0,ardeche,2015/01/05
auvergne_2015/01/05,7,1,11,63,8,7,8:50:0,auvergne,2015/01/05
bourgogne_2015/01/05,4,1,4,83,10,6,8:38:0,bourgogne,2015/01/05
bretagne_2015/01/05,8,5,15,97,6.75,74,8:31:0,bretagne,2015/01/05
centre_2015/01/05,4,1,10,86,10,7,8:33:0,centre,2015/01/05
champagne-ardenne_2015/01/05,4,1,9,87,8,17,8:22:0,champagne-ardenne,2015/01/05
corse_2015/01/05,12,10,10,54,10,20,9:15:0,corse,2015/01/05
franche-comte_2015/01/05,4,0,7,79,10,8,8:38:0,franche-comte,2015/01/05
ile-de-re_2015/01/05,9,7,15,91,10,13,8:46:0,ile-de-re,2015/01/05
ile-de-france_2015/01/05,4,-1,10,87,10,7,8:25:0,ile-de-france,2015/01/05
languedoc-roussillon_2015/01/05,11,7,17,64,10,0,9:4:0,languedoc-roussillon,2015/01/05
limousin_2015/01/05,8,3,8,79,8,6,8:49:0,limousin,2015/01/05
lorraine_2015/01/05,4,1,5,81,10,13,8:23:0,lorraine,2015/01/05
midi-pyrenees_2015/01/05,11,6,17,90,6.75,32,9:5:0,midi-pyrenees,2015/01/05
nord-pas-de-calais_2015/01/05,3,0,15,92,9,25,8:12:0,nord-pas-de-calais,2015/01/05
normandie_2015/01/05,8,5,17,93,10,34,8:22:0,normandie,2015/01/05
pays-de-la-loire_2015/01/05,9,5,12,95,5.75,34,8:38:0,pays-de-la-loire,2015/01/05
picardie_2015/01/05,4,-1,15,92,9,22,8:15:0,picardie,2015/01/05
poitou-charentes_2015/01/05,9,7,15,91,10,13,8:46:0,poitou-charentes,2015/01/05
rh-ne-alpes_2015/01/05,4,-1,3,83,9,1,8:48:0,rh-ne-alpes,2015/01/05
provence-alpes-c-te-d-azur_2015/01/05,12,9,5,73,10,1,9:6:0,provence-alpes-c-te-d-azur,2015/01/05
alsace_2015/01/06,5,2,7,61,10,43,8:29:0,alsace,2015/01/06
aquitaine_2015/01/06,10,7,6,95,3.5,60,8:57:0,aquitaine,2015/01/06
ardeche_2015/01/06,9,1,13,59,10,7,8:57:0,ardeche,2015/01/06
auvergne_2015/01/06,6,0,7,73,10,22,8:51:0,auvergne,2015/01/06
bourgogne_2015/01/06,4,2,8,58,10,41,8:39:0,bourgogne,2015/01/06
bretagne_2015/01/06,11,6,19,98,6.5,71,8:33:0,bretagne,2015/01/06
centre_2015/01/06,4,0,14,82,9,66,8:34:0,centre,2015/01/06
champagne-ardenne_2015/01/06,2,0,13,68,9,55,8:23:0,champagne-ardenne,2015/01/06
corse_2015/01/06,11,10,11,86,10,38,9:16:0,corse,2015/01/06
franche-comte_2015/01/06,5,3,7,57,10,24,8:39:0,franche-comte,2015/01/06
ile-de-re_2015/01/06,11,9,14,92,9.375,63,8:47:0,ile-de-re,2015/01/06
ile-de-france_2015/01/06,3,-1,15,95,8,87,8:27:0,ile-de-france,2015/01/06
languedoc-roussillon_2015/01/06,12,8,14,61,10,3,9:5:0,languedoc-roussillon,2015/01/06
limousin_2015/01/06,6,0,9,92,10,30,8:50:0,limousin,2015/01/06
lorraine_2015/01/06,4,1,12,66,10,55,8:24:0,lorraine,2015/01/06
midi-pyrenees_2015/01/06,7,4,8,96,7,49,9:6:0,midi-pyrenees,2015/01/06
nord-pas-de-calais_2015/01/06,4,-1,17,77,10,62,8:14:0,nord-pas-de-calais,2015/01/06
normandie_2015/01/06,9,5,30,93,10,40,8:23:0,normandie,2015/01/06
pays-de-la-loire_2015/01/06,12,8,14,97,5.375,73,8:40:0,pays-de-la-loire,2015/01/06
picardie_2015/01/06,4,-1,18,97,10,52,8:17:0,picardie,2015/01/06
poitou-charentes_2015/01/06,11,9,14,92,9.375,63,8:47:0,poitou-charentes,2015/01/06
rh-ne-alpes_2015/01/06,5,-2,6,62,10,15,8:49:0,rh-ne-alpes,2015/01/06
provence-alpes-c-te-d-azur_2015/01/06,10,8,12,60,10,2,9:7:0,provence-alpes-c-te-d-azur,2015/01/06
alsace_2015/01/07,4,2,8,90,8.75,73,8:30:0,alsace,2015/01/07
aquitaine_2015/01/07,12,7,6,97,4.25,52,8:59:0,aquitaine,2015/01/07
ardeche_2015/01/07,8,3,11,93,10,7,8:59:0,ardeche,2015/01/07
auvergne_2015/01/07,7,3,6,95,5.75,60,8:52:0,auvergne,2015/01/07
bourgogne_2015/01/07,5,3,8,93,8,76,8:40:0,bourgogne,2015/01/07
bretagne_2015/01/07,8,2,17,94,9.875,24,8:34:0,bretagne,2015/01/07
centre_2015/01/07,5,2,11,95,5,32,8:36:0,centre,2015/01/07
champagne-ardenne_2015/01/07,3,1,11,95,5.5,55,8:24:0,champagne-ardenne,2015/01/07
corse_2015/01/07,10,9,10,84,10,37,9:17:0,corse,2015/01/07
franche-comte_2015/01/07,6,3,5,92,8,45,8:40:0,franche-comte,2015/01/07
ile-de-re_2015/01/07,12,10,21,92,9.875,65,8:48:0,ile-de-re,2015/01/07
ile-de-france_2015/01/07,3,1,13,94,9,25,8:28:0,ile-de-france,2015/01/07
languedoc-roussillon_2015/01/07,12,6,13,75,10,18,9:6:0,languedoc-roussillon,2015/01/07
limousin_2015/01/07,9,4,10,98,3.25,76,8:51:0,limousin,2015/01/07
lorraine_2015/01/07,4,2,10,92,5.75,82,8:25:0,lorraine,2015/01/07
midi-pyrenees_2015/01/07,10,4,3,94,7.75,41,9:7:0,midi-pyrenees,2015/01/07
nord-pas-de-calais_2015/01/07,4,1,20,89,10,30,8:16:0,nord-pas-de-calais,2015/01/07
normandie_2015/01/07,7,4,28,85,10,24,8:25:0,normandie,2015/01/07
pays-de-la-loire_2015/01/07,10,4,12,88,10,35,8:41:0,pays-de-la-loire,2015/01/07
picardie_2015/01/07,4,1,22,92,10,26,8:18:0,picardie,2015/01/07
poitou-charentes_2015/01/07,12,10,17,92,9.875,65,8:48:0,poitou-charentes,2015/01/07
rh-ne-alpes_2015/01/07,6,1,4,97,8,40,8:51:0,rh-ne-alpes,2015/01/07
provence-alpes-c-te-d-azur_2015/01/07,9,7,9,74,10,19,9:8:0,provence-alpes-c-te-d-azur,2015/01/07
alsace_2015/01/08,8,4,24,94,9.375,68,8:31:0,alsace,2015/01/08
aquitaine_2015/01/08,13,7,16,90,6.75,50,9:0:0,aquitaine,2015/01/08
ardeche_2015/01/08,10,5,6,85,10,22,9:0:0,ardeche,2015/01/08
auvergne_2015/01/08,8,4,19,92,8.75,36,8:53:0,auvergne,2015/01/08
bourgogne_2015/01/08,8,5,25,95,7.625,93,8:41:0,bourgogne,2015/01/08
bretagne_2015/01/08,12,7,32,96,10,51,8:35:0,bretagne,2015/01/08
centre_2015/01/08,10,8,29,96,9.875,78,8:37:0,centre,2015/01/08
champagne-ardenne_2015/01/08,8,6,30,97,6.625,88,8:26:0,champagne-ardenne,2015/01/08
corse_2015/01/08,10,9,11,79,10,15,9:18:0,corse,2015/01/08
franche-comte_2015/01/08,8,5,26,93,9,76,8:43:0,franche-comte,2015/01/08
ile-de-re_2015/01/08,13,12,32,92,9.875,64,8:50:0,ile-de-re,2015/01/08
ile-de-france_2015/01/08,10,7,28,96,9.5,75,8:29:0,ile-de-france,2015/01/08
languedoc-roussillon_2015/01/08,13,8,19,76,10,10,9:7:0,languedoc-roussillon,2015/01/08
limousin_2015/01/08,8,4,22,98,5.5,72,8:53:0,limousin,2015/01/08
lorraine_2015/01/08,8,5,33,97,9.625,93,8:27:0,lorraine,2015/01/08
midi-pyrenees_2015/01/08,10,5,10,91,8,30,9:8:0,midi-pyrenees,2015/01/08
nord-pas-de-calais_2015/01/08,8,6,30,97,8.625,78,8:17:0,nord-pas-de-calais,2015/01/08
normandie_2015/01/08,10,9,40,95,9.875,64,8:27:0,normandie,2015/01/08
pays-de-la-loire_2015/01/08,13,11,31,95,10,58,8:42:0,pays-de-la-loire,2015/01/08
picardie_2015/01/08,9,6,30,97,8.75,77,8:20:0,picardie,2015/01/08
poitou-charentes_2015/01/08,13,12,32,91,9.875,64,8:51:0,poitou-charentes,2015/01/08
rh-ne-alpes_2015/01/08,9,5,7,89,8,55,8:53:0,rh-ne-alpes,2015/01/08
provence-alpes-c-te-d-azur_2015/01/08,10,8,19,75,10,14,9:10:0,provence-alpes-c-te-d-azur,2015/01/08
alsace_2015/01/09,9,6,25,89,9.875,73,8:34:0,alsace,2015/01/09
aquitaine_2015/01/09,13,12,16,95,5.125,94,9:1:0,aquitaine,2015/01/09
ardeche_2015/01/09,12,6,10,83,10,13,9:2:0,ardeche,2015/01/09
auvergne_2015/01/09,10,4,21,94,8,49,8:54:0,auvergne,2015/01/09
bourgogne_2015/01/09,10,6,24,95,8,83,8:43:0,bourgogne,2015/01/09
bretagne_2015/01/09,14,12,29,96,10,70,8:36:0,bretagne,2015/01/09
centre_2015/01/09,13,9,30,97,8,85,8:39:0,centre,2015/01/09
champagne-ardenne_2015/01/09,12,7,29,95,10,77,8:28:0,champagne-ardenne,2015/01/09
corse_2015/01/09,12,10,14,82,10,20,9:19:0,corse,2015/01/09
franche-comte_2015/01/09,8,6,29,91,9,82,8:44:0,franche-comte,2015/01/09
ile-de-re_2015/01/09,14,13,35,97,8.625,75,8:51:0,ile-de-re,2015/01/09
ile-de-france_2015/01/09,13,9,27,95,8,85,8:31:0,ile-de-france,2015/01/09
languedoc-roussillon_2015/01/09,15,9,18,83,10,7,9:9:0,languedoc-roussillon,2015/01/09
limousin_2015/01/09,11,9,23,99,5.75,93,8:54:0,limousin,2015/01/09
lorraine_2015/01/09,10,6,34,96,8.875,90,8:29:0,lorraine,2015/01/09
midi-pyrenees_2015/01/09,13,8,10,81,10,64,9:9:0,midi-pyrenees,2015/01/09
nord-pas-de-calais_2015/01/09,13,9,35,95,7,89,8:18:0,nord-pas-de-calais,2015/01/09
normandie_2015/01/09,13,11,44,96,9,73,8:28:0,normandie,2015/01/09
pays-de-la-loire_2015/01/09,14,13,27,97,8,81,8:43:0,pays-de-la-loire,2015/01/09
picardie_2015/01/09,13,9,39,96,8,87,8:22:0,picardie,2015/01/09
poitou-charentes_2015/01/09,14,13,35,97,8.625,75,8:52:0,poitou-charentes,2015/01/09
rh-ne-alpes_2015/01/09,7,5,12,86,6,56,8:54:0,rh-ne-alpes,2015/01/09
provence-alpes-c-te-d-azur_2015/01/09,12,8,30,81,10,11,9:11:0,provence-alpes-c-te-d-azur,2015/01/09
alsace_2015/01/10,14,11,31,91,9,81,8:35:0,alsace,2015/01/10
aquitaine_2015/01/10,13,12,13,95,3.875,82,9:2:0,aquitaine,2015/01/10
ardeche_2015/01/10,17,11,9,89,9,10,9:3:0,ardeche,2015/01/10
auvergne_2015/01/10,14,9,17,92,9,59,8:56:0,auvergne,2015/01/10
bourgogne_2015/01/10,12,11,25,95,9.875,89,8:45:0,bourgogne,2015/01/10
bretagne_2015/01/10,14,10,40,95,9,91,8:39:0,bretagne,2015/01/10
centre_2015/01/10,13,12,29,94,7.875,89,8:40:0,centre,2015/01/10
champagne-ardenne_2015/01/10,13,11,32,92,10,85,8:29:0,champagne-ardenne,2015/01/10
corse_2015/01/10,14,12,17,91,10,32,9:21:0,corse,2015/01/10
franche-comte_2015/01/10,12,11,29,96,10,92,8:45:0,franche-comte,2015/01/10
ile-de-re_2015/01/10,14,13,31,97,8.875,85,8:53:0,ile-de-re,2015/01/10
ile-de-france_2015/01/10,13,10,31,90,6.375,86,8:33:0,ile-de-france,2015/01/10
languedoc-roussillon_2015/01/10,17,13,23,82,10,1,9:10:0,languedoc-roussillon,2015/01/10
limousin_2015/01/10,11,10,18,98,6.75,87,8:55:0,limousin,2015/01/10
lorraine_2015/01/10,12,10,39,94,8.875,90,8:31:0,lorraine,2015/01/10
midi-pyrenees_2015/01/10,13,10,12,90,10,80,9:11:0,midi-pyrenees,2015/01/10
nord-pas-de-calais_2015/01/10,13,11,41,91,9.25,76,8:21:0,nord-pas-de-calais,2015/01/10
normandie_2015/01/10,13,11,48,92,9,81,8:30:0,normandie,2015/01/10
pays-de-la-loire_2015/01/10,13,11,26,97,8,94,8:46:0,pays-de-la-loire,2015/01/10
picardie_2015/01/10,13,5,40,93,10,69,8:23:0,picardie,2015/01/10
poitou-charentes_2015/01/10,14,13,31,96,8.875,85,8:53:0,poitou-charentes,2015/01/10
rh-ne-alpes_2015/01/10,15,9,8,93,7.375,75,8:55:0,rh-ne-alpes,2015/01/10
provence-alpes-c-te-d-azur_2015/01/10,16,12,28,86,10,1,9:12:0,provence-alpes-c-te-d-azur,2015/01/10
alsace_2015/01/11,9,4,25,85,9.375,68,8:36:0,alsace,2015/01/11
aquitaine_2015/01/11,13,8,9,81,7.75,42,9:4:0,aquitaine,2015/01/11
ardeche_2015/01/11,8,4,27,82,9.375,22,9:5:0,ardeche,2015/01/11
auvergne_2015/01/11,8,2,19,94,8.875,60,8:57:0,auvergne,2015/01/11
bourgogne_2015/01/11,10,4,18,89,9.625,57,8:46:0,bourgogne,2015/01/11
bretagne_2015/01/11,9,5,19,89,10,34,8:40:0,bretagne,2015/01/11
centre_2015/01/11,8,4,20,89,9.875,32,8:42:0,centre,2015/01/11
champagne-ardenne_2015/01/11,6,3,27,87,10,44,8:31:0,champagne-ardenne,2015/01/11
corse_2015/01/11,13,12,29,89,10,16,9:22:0,corse,2015/01/11
franche-comte_2015/01/11,9,3,18,93,9.625,72,8:47:0,franche-comte,2015/01/11
ile-de-re_2015/01/11,12,9,21,74,9.625,35,8:55:0,ile-de-re,2015/01/11
ile-de-france_2015/01/11,8,4,24,86,10,48,8:35:0,ile-de-france,2015/01/11
languedoc-roussillon_2015/01/11,14,9,29,75,10,10,9:11:0,languedoc-roussillon,2015/01/11
limousin_2015/01/11,10,3,18,92,9.625,40,8:58:0,limousin,2015/01/11
lorraine_2015/01/11,7,3,32,88,10,61,8:32:0,lorraine,2015/01/11
midi-pyrenees_2015/01/11,9,5,23,90,9.75,49,9:12:0,midi-pyrenees,2015/01/11
nord-pas-de-calais_2015/01/11,7,4,28,78,10,50,8:22:0,nord-pas-de-calais,2015/01/11
normandie_2015/01/11,9,7,28,78,10,69,8:32:0,normandie,2015/01/11
pays-de-la-loire_2015/01/11,9,6,15,85,10,21,8:47:0,pays-de-la-loire,2015/01/11
picardie_2015/01/11,7,4,30,90,10,57,8:26:0,picardie,2015/01/11
poitou-charentes_2015/01/11,12,9,21,74,9.625,35,8:55:0,poitou-charentes,2015/01/11
rh-ne-alpes_2015/01/11,9,5,21,86,8.375,69,8:57:0,rh-ne-alpes,2015/01/11
provence-alpes-c-te-d-azur_2015/01/11,12,10,52,77,10,3,9:13:0,provence-alpes-c-te-d-azur,2015/01/11
alsace_2015/01/12,7,4,27,83,10,52,8:38:0,alsace,2015/01/12
aquitaine_2015/01/12,12,3,10,82,10,3,9:6:0,aquitaine,2015/01/12
ardeche_2015/01/12,11,3,8,54,10,4,9:6:0,ardeche,2015/01/12
auvergne_2015/01/12,10,2,21,58,9,9,9:0:0,auvergne,2015/01/12
bourgogne_2015/01/12,6,2,23,90,9,33,8:48:0,bourgogne,2015/01/12
bretagne_2015/01/12,12,10,32,96,10,89,8:42:0,bretagne,2015/01/12
centre_2015/01/12,7,4,27,88,10,63,8:44:0,centre,2015/01/12
champagne-ardenne_2015/01/12,6,4,28,93,10,62,8:33:0,champagne-ardenne,2015/01/12
corse_2015/01/12,12,11,13,75,10,3,9:23:0,corse,2015/01/12
franche-comte_2015/01/12,7,2,23,84,9,27,8:49:0,franche-comte,2015/01/12
ile-de-re_2015/01/12,12,8,26,88,10,25,8:56:0,ile-de-re,2015/01/12
ile-de-france_2015/01/12,8,5,30,91,10,66,8:36:0,ile-de-france,2015/01/12
languedoc-roussillon_2015/01/12,11,7,10,58,10,5,9:12:0,languedoc-roussillon,2015/01/12
limousin_2015/01/12,8,2,18,86,9,8,8:59:0,limousin,2015/01/12
lorraine_2015/01/12,6,3,36,92,10,59,8:35:0,lorraine,2015/01/12
midi-pyrenees_2015/01/12,12,5,14,62,10,2,9:13:0,midi-pyrenees,2015/01/12
nord-pas-de-calais_2015/01/12,10,6,35,90,9,88,8:25:0,nord-pas-de-calais,2015/01/12
normandie_2015/01/12,11,9,47,88,9.375,74,8:34:0,normandie,2015/01/12
pays-de-la-loire_2015/01/12,13,9,31,88,10,55,8:49:0,pays-de-la-loire,2015/01/12
picardie_2015/01/12,10,6,35,91,10,89,8:27:0,picardie,2015/01/12
poitou-charentes_2015/01/12,12,8,26,82,10,25,8:56:0,poitou-charentes,2015/01/12
rh-ne-alpes_2015/01/12,8,3,16,69,8,9,8:58:0,rh-ne-alpes,2015/01/12
provence-alpes-c-te-d-azur_2015/01/12,11,7,16,63,10,3,9:16:0,provence-alpes-c-te-d-azur,2015/01/12
alsace_2015/01/13,11,4,23,59,10,13,8:41:0,alsace,2015/01/13
aquitaine_2015/01/13,15,9,20,75,9.25,31,9:8:0,aquitaine,2015/01/13
ardeche_2015/01/13,8,5,15,94,9,46,9:8:0,ardeche,2015/01/13
auvergne_2015/01/13,12,5,27,75,10,15,9:1:0,auvergne,2015/01/13
bourgogne_2015/01/13,10,4,27,76,9.875,20,8:50:0,bourgogne,2015/01/13
bretagne_2015/01/13,11,7,24,96,9.125,71,8:44:0,bretagne,2015/01/13
centre_2015/01/13,10,6,32,93,9.5,65,8:46:0,centre,2015/01/13
champagne-ardenne_2015/01/13,9,6,31,88,9.875,70,8:35:0,champagne-ardenne,2015/01/13
corse_2015/01/13,11,10,12,73,10,25,9:24:0,corse,2015/01/13
franche-comte_2015/01/13,10,5,30,74,10,13,8:51:0,franche-comte,2015/01/13
ile-de-re_2015/01/13,13,12,40,85,9.5,56,8:58:0,ile-de-re,2015/01/13
ile-de-france_2015/01/13,9,6,36,96,9.875,61,8:39:0,ile-de-france,2015/01/13
languedoc-roussillon_2015/01/13,13,10,9,88,10,55,9:14:0,languedoc-roussillon,2015/01/13
limousin_2015/01/13,10,4,28,93,9.625,39,9:1:0,limousin,2015/01/13
lorraine_2015/01/13,9,5,31,67,9.625,41,8:36:0,lorraine,2015/01/13
midi-pyrenees_2015/01/13,15,6,12,74,10,14,9:16:0,midi-pyrenees,2015/01/13
nord-pas-de-calais_2015/01/13,9,7,39,91,9.75,69,8:27:0,nord-pas-de-calais,2015/01/13
normandie_2015/01/13,11,10,32,94,9.75,63,8:36:0,normandie,2015/01/13
pays-de-la-loire_2015/01/13,12,11,36,91,9.5,64,8:50:0,pays-de-la-loire,2015/01/13
picardie_2015/01/13,9,6,39,93,9.875,65,8:29:0,picardie,2015/01/13
poitou-charentes_2015/01/13,13,12,40,85,9.5,56,8:59:0,poitou-charentes,2015/01/13
rh-ne-alpes_2015/01/13,12,5,37,92,10,18,9:0:0,rh-ne-alpes,2015/01/13
