region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2013/01/01,6.0,4.5,26.0,96.5,8.5,84.0,514.0
Bourgogne-Franche-Comté,2013/01/02,5.0,2.0,9.0,93.0,4.8125,49.0,515.0
Bourgogne-Franche-Comté,2013/01/03,5.0,3.0,11.0,85.5,7.875,74.5,516.0
Bourgogne-Franche-Comté,2013/01/04,7.5,5.5,7.5,96.0,3.625,80.0,517.0
Bourgogne-Franche-Comté,2013/01/05,7.0,4.5,8.0,95.0,3.25,75.5,518.5
Bourgogne-Franche-Comté,2013/01/06,6.5,4.0,9.5,93.0,4.625,51.5,520.0
Bourgogne-Franche-Comté,2013/01/07,5.0,2.5,7.0,91.5,6.75,30.5,521.0
Bourgogne-Franche-Comté,2013/01/08,6.0,3.0,5.0,78.0,10.0,6.0,522.5
Bourgogne-Franche-Comté,2013/01/09,3.5,2.0,5.0,86.0,7.875,37.0,524.0
Bourgogne-Franche-Comté,2013/01/10,3.0,1.0,14.5,94.5,9.3125,84.0,525.5
Bourgogne-Franche-Comté,2013/01/11,2.5,2.0,10.5,99.5,4.375,93.5,528.0
Bourgogne-Franche-Comté,2013/01/12,2.5,0.0,8.5,97.5,2.5625,77.0,529.0
Bourgogne-Franche-Comté,2013/01/13,4.0,1.5,7.5,92.0,5.5,83.0,531.5
Bourgogne-Franche-Comté,2013/01/14,1.0,-1.0,10.0,89.5,5.8125,71.5,533.0
Bourgogne-Franche-Comté,2013/01/15,0.5,-1.5,18.5,96.5,7.6875,82.0,535.0
Bourgogne-Franche-Comté,2013/01/16,-2.5,-4.0,11.5,93.0,6.25,55.0,537.5
Bourgogne-Franche-Comté,2013/01/17,-4.5,-7.0,16.0,93.5,6.75,59.0,539.0
Bourgogne-Franche-Comté,2013/01/18,-3.0,-6.0,8.5,91.0,7.625,59.0,541.0
Bourgogne-Franche-Comté,2013/01/19,1.0,-2.0,12.5,95.5,5.5,89.0,544.0
Bourgogne-Franche-Comté,2013/01/20,3.5,1.5,15.0,94.5,7.6875,77.5,546.0
Bourgogne-Franche-Comté,2013/01/21,2.0,-3.5,22.5,97.0,6.4375,70.5,548.5
