,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
lorraine_2010/01/02,0,-3,14,84,9.25,35,8:19:0,lorraine,2010/01/02
midi-pyrenees_2010/01/02,4,0,10,90,9.375,40,9:2:0,midi-pyrenees,2010/01/02
nord-pas-de-calais_2010/01/02,2,-1,14,90,10,57,8:8:0,nord-pas-de-calais,2010/01/02
normandie_2010/01/02,5,3,20,82,10,43,8:19:0,normandie,2010/01/02
pays-de-la-loire_2010/01/02,5,1,6,78,10,32,8:35:0,pays-de-la-loire,2010/01/02
picardie_2010/01/02,2,0,16,89,9.25,56,8:12:0,picardie,2010/01/02
poitou-charentes_2010/01/02,5,3,14,77,9.875,35,8:43:0,poitou-charentes,2010/01/02
rh-ne-alpes_2010/01/02,1,-2,18,83,8.75,41,8:46:0,rh-ne-alpes,2010/01/02
provence-alpes-c-te-d-azur_2010/01/02,5,4,42,67,10,6,9:3:0,provence-alpes-c-te-d-azur,2010/01/02
alsace_2010/01/03,0,-2,19,81,10,51,8:25:0,alsace,2010/01/03
aquitaine_2010/01/03,6,2,18,97,6.75,82,8:54:0,aquitaine,2010/01/03
ardeche_2010/01/03,1,-1,8,48,9,51,8:55:0,ardeche,2010/01/03
auvergne_2010/01/03,0,-2,15,59,9,54,8:47:0,auvergne,2010/01/03
bourgogne_2010/01/03,0,-1,7,71,10,25,8:35:0,bourgogne,2010/01/03
bretagne_2010/01/03,4,1,24,65,10,47,8:29:0,bretagne,2010/01/03
centre_2010/01/03,2,1,12,68,10,31,8:30:0,centre,2010/01/03
champagne-ardenne_2010/01/03,1,0,14,88,8.75,49,8:19:0,champagne-ardenne,2010/01/03
corse_2010/01/03,8,6,8,55,10,31,9:13:0,corse,2010/01/03
franche-comte_2010/01/03,-1,-3,8,68,10,17,8:36:0,franche-comte,2010/01/03
ile-de-re_2010/01/03,4,3,31,89,8.875,96,8:44:0,ile-de-re,2010/01/03
ile-de-france_2010/01/03,3,-3,14,90,10,16,8:23:0,ile-de-france,2010/01/03
languedoc-roussillon_2010/01/03,5,3,13,66,10,50,9:2:0,languedoc-roussillon,2010/01/03
limousin_2010/01/03,3,1,18,83,8.375,81,8:47:0,limousin,2010/01/03
lorraine_2010/01/03,1,-1,22,84,9.625,66,8:20:0,lorraine,2010/01/03
midi-pyrenees_2010/01/03,6,3,20,85,8.375,46,9:3:0,midi-pyrenees,2010/01/03
nord-pas-de-calais_2010/01/03,1,-3,18,90,8.625,24,8:10:0,nord-pas-de-calais,2010/01/03
normandie_2010/01/03,5,3,27,81,10,27,8:20:0,normandie,2010/01/03
pays-de-la-loire_2010/01/03,5,2,26,61,9.875,66,8:36:0,pays-de-la-loire,2010/01/03
picardie_2010/01/03,1,-5,20,95,9.625,27,8:13:0,picardie,2010/01/03
poitou-charentes_2010/01/03,4,3,31,84,8.875,96,8:44:0,poitou-charentes,2010/01/03
rh-ne-alpes_2010/01/03,0,-2,8,56,9.625,43,8:47:0,rh-ne-alpes,2010/01/03
provence-alpes-c-te-d-azur_2010/01/03,7,4,13,63,9.625,57,9:4:0,provence-alpes-c-te-d-azur,2010/01/03
alsace_2010/01/04,-3,-4,9,90,6.75,66,8:26:0,alsace,2010/01/04
aquitaine_2010/01/04,6,4,15,94,6.75,76,8:55:0,aquitaine,2010/01/04
ardeche_2010/01/04,1,-1,6,96,6.75,100,8:56:0,ardeche,2010/01/04
auvergne_2010/01/04,-1,-4,12,79,8.375,56,8:48:0,auvergne,2010/01/04
bourgogne_2010/01/04,-2,-4,12,70,10,5,8:36:0,bourgogne,2010/01/04
bretagne_2010/01/04,0,-4,23,49,10,6,8:30:0,bretagne,2010/01/04
centre_2010/01/04,-1,-4,19,68,10,11,8:32:0,centre,2010/01/04
champagne-ardenne_2010/01/04,-3,-6,10,69,10,2,8:20:0,champagne-ardenne,2010/01/04
corse_2010/01/04,10,6,23,94,8.625,96,9:14:0,corse,2010/01/04
franche-comte_2010/01/04,-3,-5,11,70,10,6,8:37:0,franche-comte,2010/01/04
ile-de-re_2010/01/04,3,0,31,80,10,29,8:45:0,ile-de-re,2010/01/04
ile-de-france_2010/01/04,-2,-5,15,65,10,1,8:24:0,ile-de-france,2010/01/04
languedoc-roussillon_2010/01/04,7,6,10,91,8.875,100,9:3:0,languedoc-roussillon,2010/01/04
limousin_2010/01/04,2,-2,19,77,9.375,29,8:48:0,limousin,2010/01/04
lorraine_2010/01/04,-4,-6,12,74,10,22,8:22:0,lorraine,2010/01/04
midi-pyrenees_2010/01/04,9,6,9,93,7,80,9:4:0,midi-pyrenees,2010/01/04
nord-pas-de-calais_2010/01/04,-2,-6,7,79,10,32,8:12:0,nord-pas-de-calais,2010/01/04
normandie_2010/01/04,0,-2,19,70,10,5,8:21:0,normandie,2010/01/04
pays-de-la-loire_2010/01/04,1,-3,25,75,10,10,8:37:0,pays-de-la-loire,2010/01/04
picardie_2010/01/04,-2,-6,8,94,10,26,8:14:0,picardie,2010/01/04
poitou-charentes_2010/01/04,3,0,31,80,10,29,8:45:0,poitou-charentes,2010/01/04
rh-ne-alpes_2010/01/04,-2,-4,11,87,6.375,91,8:48:0,rh-ne-alpes,2010/01/04
provence-alpes-c-te-d-azur_2010/01/04,6,6,27,89,8.625,87,9:5:0,provence-alpes-c-te-d-azur,2010/01/04
alsace_2010/01/05,-5,-8,8,87,5.75,17,8:27:0,alsace,2010/01/05
aquitaine_2010/01/05,2,1,13,86,10,23,8:56:0,aquitaine,2010/01/05
ardeche_2010/01/05,2,-1,10,96,7,68,8:57:0,ardeche,2010/01/05
auvergne_2010/01/05,-1,-2,7,94,7.125,92,8:50:0,auvergne,2010/01/05
bourgogne_2010/01/05,-3,-6,13,80,10,10,8:38:0,bourgogne,2010/01/05
bretagne_2010/01/05,2,-3,12,87,10,32,8:31:0,bretagne,2010/01/05
centre_2010/01/05,-2,-5,16,58,10,3,8:33:0,centre,2010/01/05
champagne-ardenne_2010/01/05,-2,-4,5,68,10,36,8:22:0,champagne-ardenne,2010/01/05
corse_2010/01/05,11,10,22,96,8.625,100,9:15:0,corse,2010/01/05
franche-comte_2010/01/05,-3,-5,11,84,10,28,8:38:0,franche-comte,2010/01/05
ile-de-re_2010/01/05,1,-3,25,64,10,15,8:46:0,ile-de-re,2010/01/05
ile-de-france_2010/01/05,-1,-5,5,86,10,40,8:26:0,ile-de-france,2010/01/05
languedoc-roussillon_2010/01/05,7,6,19,86,9,75,9:4:0,languedoc-roussillon,2010/01/05
limousin_2010/01/05,0,-4,12,91,8.625,55,8:49:0,limousin,2010/01/05
lorraine_2010/01/05,-5,-8,10,71,10,7,8:23:0,lorraine,2010/01/05
midi-pyrenees_2010/01/05,6,2,19,96,6.125,80,9:5:0,midi-pyrenees,2010/01/05
nord-pas-de-calais_2010/01/05,1,-3,10,93,8,33,8:13:0,nord-pas-de-calais,2010/01/05
normandie_2010/01/05,3,1,13,84,10,63,8:22:0,normandie,2010/01/05
pays-de-la-loire_2010/01/05,2,-4,20,71,10,8,8:38:0,pays-de-la-loire,2010/01/05
picardie_2010/01/05,0,-4,12,95,8,33,8:15:0,picardie,2010/01/05
poitou-charentes_2010/01/05,1,-3,25,64,10,15,8:47:0,poitou-charentes,2010/01/05
rh-ne-alpes_2010/01/05,-2,-4,9,93,8,73,8:49:0,rh-ne-alpes,2010/01/05
provence-alpes-c-te-d-azur_2010/01/05,7,6,15,86,9,60,9:6:0,provence-alpes-c-te-d-azur,2010/01/05
alsace_2010/01/06,-3,-7,3,87,5.75,39,8:29:0,alsace,2010/01/06
aquitaine_2010/01/06,6,1,5,93,9.75,36,8:57:0,aquitaine,2010/01/06
ardeche_2010/01/06,0,-5,9,92,7,19,8:58:0,ardeche,2010/01/06
auvergne_2010/01/06,-1,-5,10,93,10,42,8:51:0,auvergne,2010/01/06
bourgogne_2010/01/06,-2,-5,10,60,10,42,8:39:0,bourgogne,2010/01/06
bretagne_2010/01/06,3,-2,22,94,9.25,51,8:33:0,bretagne,2010/01/06
centre_2010/01/06,-1,-6,13,75,8.75,63,8:35:0,centre,2010/01/06
champagne-ardenne_2010/01/06,-4,-7,11,67,10,26,8:23:0,champagne-ardenne,2010/01/06
corse_2010/01/06,8,7,19,87,8.875,81,9:16:0,corse,2010/01/06
franche-comte_2010/01/06,-2,-5,14,72,9,39,8:40:0,franche-comte,2010/01/06
ile-de-re_2010/01/06,5,3,15,81,9.75,47,8:47:0,ile-de-re,2010/01/06
ile-de-france_2010/01/06,-3,-6,11,76,10,48,8:27:0,ile-de-france,2010/01/06
languedoc-roussillon_2010/01/06,6,2,20,68,10,8,9:5:0,languedoc-roussillon,2010/01/06
limousin_2010/01/06,0,-5,15,97,8,40,8:50:0,limousin,2010/01/06
lorraine_2010/01/06,-5,-8,8,83,8,28,8:24:0,lorraine,2010/01/06
midi-pyrenees_2010/01/06,6,1,11,88,8.875,27,9:6:0,midi-pyrenees,2010/01/06
nord-pas-de-calais_2010/01/06,-3,-6,11,72,9.625,49,8:14:0,nord-pas-de-calais,2010/01/06
normandie_2010/01/06,1,-1,26,94,7.75,93,8:24:0,normandie,2010/01/06
pays-de-la-loire_2010/01/06,4,0,18,87,9.375,45,8:40:0,pays-de-la-loire,2010/01/06
picardie_2010/01/06,-3,-6,14,76,10,59,8:17:0,picardie,2010/01/06
poitou-charentes_2010/01/06,5,3,13,81,9.75,47,8:48:0,poitou-charentes,2010/01/06
rh-ne-alpes_2010/01/06,-1,-4,6,95,7.375,78,8:50:0,rh-ne-alpes,2010/01/06
provence-alpes-c-te-d-azur_2010/01/06,5,3,25,84,10,10,9:7:0,provence-alpes-c-te-d-azur,2010/01/06
alsace_2010/01/07,-1,-5,8,92,6.375,48,8:30:0,alsace,2010/01/07
aquitaine_2010/01/07,2,1,19,96,9,72,8:59:0,aquitaine,2010/01/07
ardeche_2010/01/07,1,-2,14,89,9,58,9:0:0,ardeche,2010/01/07
auvergne_2010/01/07,-1,-3,13,96,9.375,61,8:52:0,auvergne,2010/01/07
bourgogne_2010/01/07,0,-3,11,83,6.75,53,8:40:0,bourgogne,2010/01/07
bretagne_2010/01/07,1,-3,23,92,10,24,8:34:0,bretagne,2010/01/07
centre_2010/01/07,-1,-3,15,93,5.375,59,8:36:0,centre,2010/01/07
champagne-ardenne_2010/01/07,-2,-5,11,83,10,38,8:25:0,champagne-ardenne,2010/01/07
corse_2010/01/07,10,6,20,78,9.375,31,9:17:0,corse,2010/01/07
franche-comte_2010/01/07,-1,-4,11,78,6.75,54,8:41:0,franche-comte,2010/01/07
ile-de-re_2010/01/07,3,-3,28,94,10,34,8:49:0,ile-de-re,2010/01/07
ile-de-france_2010/01/07,-3,-9,14,93,9,42,8:28:0,ile-de-france,2010/01/07
languedoc-roussillon_2010/01/07,4,3,30,79,9.875,72,9:6:0,languedoc-roussillon,2010/01/07
limousin_2010/01/07,-1,-3,21,96,7.25,88,8:51:0,limousin,2010/01/07
lorraine_2010/01/07,-3,-5,10,91,7.625,81,8:26:0,lorraine,2010/01/07
midi-pyrenees_2010/01/07,3,1,6,96,6.625,58,9:7:0,midi-pyrenees,2010/01/07
nord-pas-de-calais_2010/01/07,-3,-7,6,77,9.625,34,8:16:0,nord-pas-de-calais,2010/01/07
normandie_2010/01/07,2,1,29,85,8.375,66,8:26:0,normandie,2010/01/07
pays-de-la-loire_2010/01/07,1,-4,27,95,10,33,8:41:0,pays-de-la-loire,2010/01/07
picardie_2010/01/07,-3,-7,13,93,10,37,8:19:0,picardie,2010/01/07
poitou-charentes_2010/01/07,3,-3,26,94,10,34,8:50:0,poitou-charentes,2010/01/07
rh-ne-alpes_2010/01/07,0,-3,11,92,9.375,44,8:52:0,rh-ne-alpes,2010/01/07
provence-alpes-c-te-d-azur_2010/01/07,6,4,20,63,9.375,58,9:8:0,provence-alpes-c-te-d-azur,2010/01/07
alsace_2010/01/08,-3,-4,30,92,5.5,89,8:32:0,alsace,2010/01/08
aquitaine_2010/01/08,2,-1,25,79,10,38,9:0:0,aquitaine,2010/01/08
ardeche_2010/01/08,-2,-5,32,97,6.25,88,9:1:0,ardeche,2010/01/08
auvergne_2010/01/08,-4,-6,28,95,7,100,8:53:0,auvergne,2010/01/08
bourgogne_2010/01/08,-2,-3,34,90,7.5,93,8:42:0,bourgogne,2010/01/08
bretagne_2010/01/08,0,-3,28,91,9.625,32,8:36:0,bretagne,2010/01/08
centre_2010/01/08,-3,-7,27,91,10,46,8:38:0,centre,2010/01/08
champagne-ardenne_2010/01/08,-2,-5,30,82,8,35,8:27:0,champagne-ardenne,2010/01/08
corse_2010/01/08,11,10,23,95,9.125,68,9:18:0,corse,2010/01/08
franche-comte_2010/01/08,-3,-4,39,92,5.625,91,8:43:0,franche-comte,2010/01/08
ile-de-re_2010/01/08,1,-2,34,93,10,34,8:51:0,ile-de-re,2010/01/08
ile-de-france_2010/01/08,-3,-7,27,94,10,36,8:29:0,ile-de-france,2010/01/08
languedoc-roussillon_2010/01/08,3,0,37,88,7.75,89,9:7:0,languedoc-roussillon,2010/01/08
limousin_2010/01/08,-4,-5,28,87,7.75,56,8:53:0,limousin,2010/01/08
lorraine_2010/01/08,-3,-4,28,87,6.5,80,8:28:0,lorraine,2010/01/08
midi-pyrenees_2010/01/08,0,-2,26,84,9,90,9:8:0,midi-pyrenees,2010/01/08
nord-pas-de-calais_2010/01/08,-3,-7,24,96,10,50,8:17:0,nord-pas-de-calais,2010/01/08
normandie_2010/01/08,1,-1,29,86,8.25,32,8:27:0,normandie,2010/01/08
pays-de-la-loire_2010/01/08,1,-1,32,92,10,27,8:43:0,pays-de-la-loire,2010/01/08
picardie_2010/01/08,-3,-6,28,93,10,36,8:20:0,picardie,2010/01/08
poitou-charentes_2010/01/08,1,-1,32,93,10,34,8:51:0,poitou-charentes,2010/01/08
rh-ne-alpes_2010/01/08,-2,-4,30,96,5.5,99,8:53:0,rh-ne-alpes,2010/01/08
provence-alpes-c-te-d-azur_2010/01/08,7,6,19,96,7.75,100,9:10:0,provence-alpes-c-te-d-azur,2010/01/08
alsace_2010/01/09,-4,-5,23,90,6.75,100,8:34:0,alsace,2010/01/09
aquitaine_2010/01/09,-1,-2,18,71,10,93,9:1:0,aquitaine,2010/01/09
ardeche_2010/01/09,-6,-7,25,95,7,90,9:2:0,ardeche,2010/01/09
auvergne_2010/01/09,-6,-8,24,97,6.375,100,8:55:0,auvergne,2010/01/09
bourgogne_2010/01/09,-4,-5,27,85,7.125,100,8:44:0,bourgogne,2010/01/09
bretagne_2010/01/09,-1,-4,20,93,9,55,8:38:0,bretagne,2010/01/09
centre_2010/01/09,-3,-4,25,90,10,100,8:39:0,centre,2010/01/09
champagne-ardenne_2010/01/09,-1,-3,31,77,10,99,8:28:0,champagne-ardenne,2010/01/09
corse_2010/01/09,8,5,33,93,9.75,89,9:19:0,corse,2010/01/09
franche-comte_2010/01/09,-4,-6,30,88,6.375,100,8:44:0,franche-comte,2010/01/09
ile-de-re_2010/01/09,-2,-4,24,85,10,55,8:52:0,ile-de-re,2010/01/09
ile-de-france_2010/01/09,-2,-3,30,90,6.25,100,8:32:0,ile-de-france,2010/01/09
languedoc-roussillon_2010/01/09,2,,33,78,10,75,9:9:0,languedoc-roussillon,2010/01/09
limousin_2010/01/09,-5,-6,25,96,6,100,8:54:0,limousin,2010/01/09
lorraine_2010/01/09,-3,-5,24,87,6.875,100,8:29:0,lorraine,2010/01/09
midi-pyrenees_2010/01/09,-3,-4,24,94,8,100,9:9:0,midi-pyrenees,2010/01/09
nord-pas-de-calais_2010/01/09,-2,-4,33,88,10,100,8:19:0,nord-pas-de-calais,2010/01/09
normandie_2010/01/09,0,-2,36,88,6.625,69,8:29:0,normandie,2010/01/09
pays-de-la-loire_2010/01/09,-2,-5,23,91,9,48,8:45:0,pays-de-la-loire,2010/01/09
picardie_2010/01/09,-2,-4,35,89,5.875,99,8:22:0,picardie,2010/01/09
poitou-charentes_2010/01/09,-2,-4,24,85,10,55,8:52:0,poitou-charentes,2010/01/09
rh-ne-alpes_2010/01/09,-5,-6,24,96,6.375,100,8:54:0,rh-ne-alpes,2010/01/09
provence-alpes-c-te-d-azur_2010/01/09,4,0,41,90,7.75,69,9:12:0,provence-alpes-c-te-d-azur,2010/01/09
alsace_2010/01/10,-2,-4,7,93,5.75,83,8:35:0,alsace,2010/01/10
aquitaine_2010/01/10,1,-1,7,82,10,59,9:2:0,aquitaine,2010/01/10
ardeche_2010/01/10,-4,-7,17,98,5.5,69,9:3:0,ardeche,2010/01/10
auvergne_2010/01/10,-4,-6,12,95,4.5,86,8:57:0,auvergne,2010/01/10
bourgogne_2010/01/10,-2,-3,5,90,7.375,81,8:45:0,bourgogne,2010/01/10
bretagne_2010/01/10,1,-4,11,95,5.375,71,8:39:0,bretagne,2010/01/10
centre_2010/01/10,-1,-2,9,93,6,97,8:40:0,centre,2010/01/10
champagne-ardenne_2010/01/10,0,-1,5,83,10,93,8:29:0,champagne-ardenne,2010/01/10
corse_2010/01/10,4,2,26,91,8.75,100,9:21:0,corse,2010/01/10
franche-comte_2010/01/10,-3,-4,8,92,7,69,8:45:0,franche-comte,2010/01/10
ile-de-re_2010/01/10,0,-3,18,88,10,37,8:53:0,ile-de-re,2010/01/10
ile-de-france_2010/01/10,0,-3,9,91,8.75,96,8:33:0,ile-de-france,2010/01/10
languedoc-roussillon_2010/01/10,3,0,19,74,10,33,9:10:0,languedoc-roussillon,2010/01/10
limousin_2010/01/10,-3,-6,5,96,5.75,85,8:56:0,limousin,2010/01/10
lorraine_2010/01/10,-2,-4,4,89,8.625,86,8:31:0,lorraine,2010/01/10
midi-pyrenees_2010/01/10,0,-3,11,95,6.625,57,9:11:0,midi-pyrenees,2010/01/10
nord-pas-de-calais_2010/01/10,-1,-2,14,91,9,92,8:21:0,nord-pas-de-calais,2010/01/10
normandie_2010/01/10,0,0,10,89,8,90,8:31:0,normandie,2010/01/10
pays-de-la-loire_2010/01/10,1,-4,5,95,5,62,8:46:0,pays-de-la-loire,2010/01/10
picardie_2010/01/10,-1,-2,15,92,9.375,89,8:23:0,picardie,2010/01/10
poitou-charentes_2010/01/10,0,-3,8,88,10,37,8:53:0,poitou-charentes,2010/01/10
rh-ne-alpes_2010/01/10,-3,-6,13,96,5.125,88,8:55:0,rh-ne-alpes,2010/01/10
provence-alpes-c-te-d-azur_2010/01/10,2,0,37,77,10,30,9:13:0,provence-alpes-c-te-d-azur,2010/01/10
alsace_2010/01/11,-3,-7,8,93,6.375,60,8:37:0,alsace,2010/01/11
aquitaine_2010/01/11,2,-1,6,78,10,18,9:5:0,aquitaine,2010/01/11
ardeche_2010/01/11,-2,-7,11,97,4.75,35,9:5:0,ardeche,2010/01/11
auvergne_2010/01/11,-3,-12,6,98,5.5,20,8:58:0,auvergne,2010/01/11
bourgogne_2010/01/11,-4,-6,6,88,7,13,8:47:0,bourgogne,2010/01/11
bretagne_2010/01/11,-1,-5,12,90,6,28,8:40:0,bretagne,2010/01/11
centre_2010/01/11,0,-2,6,92,5,63,8:43:0,centre,2010/01/11
champagne-ardenne_2010/01/11,-1,-3,6,80,10,55,8:32:0,champagne-ardenne,2010/01/11
corse_2010/01/11,6,5,5,85,10,61,9:22:0,corse,2010/01/11
franche-comte_2010/01/11,-5,-7,6,92,6,9,8:48:0,franche-comte,2010/01/11
ile-de-re_2010/01/11,1,-2,11,83,10,18,8:55:0,ile-de-re,2010/01/11
ile-de-france_2010/01/11,,-3,5,93,7,54,8:35:0,ile-de-france,2010/01/11
languedoc-roussillon_2010/01/11,5,1,8,75,10,6,9:11:0,languedoc-roussillon,2010/01/11
limousin_2010/01/11,-2,-9,6,95,6,14,8:58:0,limousin,2010/01/11
lorraine_2010/01/11,-3,-5,9,91,8,61,8:33:0,lorraine,2010/01/11
midi-pyrenees_2010/01/11,1,-8,6,99,6.5,12,9:13:0,midi-pyrenees,2010/01/11
nord-pas-de-calais_2010/01/11,-1,-4,6,90,7,55,8:24:0,nord-pas-de-calais,2010/01/11
normandie_2010/01/11,-1,-4,11,90,10,31,8:33:0,normandie,2010/01/11
pays-de-la-loire_2010/01/11,0,-5,9,88,10,29,8:47:0,pays-de-la-loire,2010/01/11
picardie_2010/01/11,-1,-3,7,92,9,50,8:26:0,picardie,2010/01/11
poitou-charentes_2010/01/11,1,-2,11,83,10,18,8:55:0,poitou-charentes,2010/01/11
rh-ne-alpes_2010/01/11,-4,-12,11,98,2.25,20,8:57:0,rh-ne-alpes,2010/01/11
provence-alpes-c-te-d-azur_2010/01/11,4,2,17,72,10,18,9:14:0,provence-alpes-c-te-d-azur,2010/01/11
alsace_2010/01/12,-3,-5,8,94,5.125,49,8:39:0,alsace,2010/01/12
aquitaine_2010/01/12,8,-1,22,93,10,57,9:6:0,aquitaine,2010/01/12
ardeche_2010/01/12,0,-5,24,95,6.875,33,9:6:0,ardeche,2010/01/12
auvergne_2010/01/12,1,-6,26,92,7.75,35,9:0:0,auvergne,2010/01/12
bourgogne_2010/01/12,-3,-6,10,92,6.75,30,8:49:0,bourgogne,2010/01/12
bretagne_2010/01/12,1,-5,40,96,9.875,62,8:43:0,bretagne,2010/01/12
centre_2010/01/12,-1,-4,23,90,6,40,8:44:0,centre,2010/01/12
champagne-ardenne_2010/01/12,0,-2,19,95,7.125,68,8:34:0,champagne-ardenne,2010/01/12
corse_2010/01/12,6,5,12,83,10,56,9:24:0,corse,2010/01/12
franche-comte_2010/01/12,-4,-6,11,92,6.25,29,8:49:0,franche-comte,2010/01/12
ile-de-re_2010/01/12,9,0,36,92,9.625,51,8:56:0,ile-de-re,2010/01/12
ile-de-france_2010/01/12,0,-3,20,96,5.75,57,8:37:0,ile-de-france,2010/01/12
languedoc-roussillon_2010/01/12,5,0,12,87,10,37,9:13:0,languedoc-roussillon,2010/01/12
limousin_2010/01/12,1,-4,25,96,9.375,45,8:59:0,limousin,2010/01/12
lorraine_2010/01/12,-3,-4,15,92,6.375,65,8:35:0,lorraine,2010/01/12
midi-pyrenees_2010/01/12,3,-2,21,95,8,39,9:14:0,midi-pyrenees,2010/01/12
nord-pas-de-calais_2010/01/12,0,-2,18,95,7,74,8:25:0,nord-pas-de-calais,2010/01/12
normandie_2010/01/12,-1,-3,33,91,8.75,40,8:34:0,normandie,2010/01/12
pays-de-la-loire_2010/01/12,5,-3,32,93,8.625,61,8:49:0,pays-de-la-loire,2010/01/12
picardie_2010/01/12,0,-3,24,96,7,66,8:28:0,picardie,2010/01/12
poitou-charentes_2010/01/12,9,0,36,92,9.625,51,8:57:0,poitou-charentes,2010/01/12
rh-ne-alpes_2010/01/12,1,-8,30,97,4.125,41,8:59:0,rh-ne-alpes,2010/01/12
provence-alpes-c-te-d-azur_2010/01/12,7,2,22,78,9.625,39,9:16:0,provence-alpes-c-te-d-azur,2010/01/12
alsace_2010/01/13,1,-2,15,98,3.25,79,8:41:0,alsace,2010/01/13
aquitaine_2010/01/13,10,7,17,93,10,39,9:8:0,aquitaine,2010/01/13
ardeche_2010/01/13,3,0,10,100,1.75,93,9:9:0,ardeche,2010/01/13
auvergne_2010/01/13,2,1,14,100,6.5,77,9:1:0,auvergne,2010/01/13
bourgogne_2010/01/13,2,-2,22,99,8.875,92,8:51:0,bourgogne,2010/01/13
bretagne_2010/01/13,8,3,17,99,8.5,59,8:45:0,bretagne,2010/01/13
centre_2010/01/13,4,3,21,99,5.5,100,8:46:0,centre,2010/01/13
champagne-ardenne_2010/01/13,2,0,15,100,5.25,100,8:36:0,champagne-ardenne,2010/01/13
corse_2010/01/13,7,6,19,92,9.125,99,9:26:0,corse,2010/01/13
franche-comte_2010/01/13,2,1,27,100,7.125,100,8:51:0,franche-comte,2010/01/13
ile-de-re_2010/01/13,11,8,23,89,9.75,55,8:59:0,ile-de-re,2010/01/13
ile-de-france_2010/01/13,3,0,19,100,2.5,99,8:39:0,ile-de-france,2010/01/13
languedoc-roussillon_2010/01/13,8,5,6,87,10,53,9:15:0,languedoc-roussillon,2010/01/13
limousin_2010/01/13,5,3,17,100,7.75,96,9:1:0,limousin,2010/01/13
lorraine_2010/01/13,1,-1,21,98,5.75,92,8:36:0,lorraine,2010/01/13
