,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
ardeche_2013/01/03,6,2,12,84,10,14,8:55:0,ardeche,2013/01/03
auvergne_2013/01/03,6,2,6,88,6.75,66,8:47:0,auvergne,2013/01/03
bourgogne_2013/01/03,5,3,11,89,7.75,85,8:35:0,bourgogne,2013/01/03
bretagne_2013/01/03,11,7,10,97,4.75,58,8:29:0,bretagne,2013/01/03
centre_2013/01/03,9,7,13,97,4.875,88,8:31:0,centre,2013/01/03
champagne-ardenne_2013/01/03,8,7,13,97,7.5,96,8:19:0,champagne-ardenne,2013/01/03
corse_2013/01/03,12,10,17,84,9.875,35,9:14:0,corse,2013/01/03
franche-comte_2013/01/03,5,3,11,82,8,64,8:37:0,franche-comte,2013/01/03
ile-de-re_2013/01/03,12,10,10,89,10,70,8:44:0,ile-de-re,2013/01/03
ile-de-france_2013/01/03,10,8,14,97,8.875,90,8:23:0,ile-de-france,2013/01/03
languedoc-roussillon_2013/01/03,11,6,17,69,10,4,9:2:0,languedoc-roussillon,2013/01/03
limousin_2013/01/03,6,4,6,98,4.25,92,8:47:0,limousin,2013/01/03
lorraine_2013/01/03,6,4,23,93,10,84,8:20:0,lorraine,2013/01/03
midi-pyrenees_2013/01/03,7,4,6,91,10,15,9:3:0,midi-pyrenees,2013/01/03
nord-pas-de-calais_2013/01/03,11,10,20,96,10,82,8:11:0,nord-pas-de-calais,2013/01/03
normandie_2013/01/03,11,10,28,96,10,79,8:20:0,normandie,2013/01/03
pays-de-la-loire_2013/01/03,12,8,10,95,6,44,8:36:0,pays-de-la-loire,2013/01/03
picardie_2013/01/03,11,10,21,96,9,81,8:13:0,picardie,2013/01/03
poitou-charentes_2013/01/03,12,10,10,88,10,70,8:45:0,poitou-charentes,2013/01/03
rh-ne-alpes_2013/01/03,5,2,8,92,6.25,74,8:47:0,rh-ne-alpes,2013/01/03
provence-alpes-c-te-d-azur_2013/01/03,10,7,14,67,10,7,9:5:0,provence-alpes-c-te-d-azur,2013/01/03
alsace_2013/01/04,8,6,11,94,5,87,8:26:0,alsace,2013/01/04
aquitaine_2013/01/04,12,8,8,94,4.25,46,8:55:0,aquitaine,2013/01/04
ardeche_2013/01/04,8,6,15,94,10,25,8:56:0,ardeche,2013/01/04
auvergne_2013/01/04,7,5,11,97,2.5,94,8:49:0,auvergne,2013/01/04
bourgogne_2013/01/04,8,6,8,95,4,74,8:36:0,bourgogne,2013/01/04
bretagne_2013/01/04,11,5,5,96,3.5,39,8:30:0,bretagne,2013/01/04
centre_2013/01/04,9,7,7,93,7,74,8:33:0,centre,2013/01/04
champagne-ardenne_2013/01/04,9,8,12,97,3.25,85,8:20:0,champagne-ardenne,2013/01/04
corse_2013/01/04,11,9,11,80,10,10,9:14:0,corse,2013/01/04
franche-comte_2013/01/04,7,5,7,97,3.25,86,8:38:0,franche-comte,2013/01/04
ile-de-re_2013/01/04,11,8,13,91,10,19,8:45:0,ile-de-re,2013/01/04
ile-de-france_2013/01/04,9,8,10,95,5.5,88,8:24:0,ile-de-france,2013/01/04
languedoc-roussillon_2013/01/04,14,10,19,81,10,7,9:3:0,languedoc-roussillon,2013/01/04
limousin_2013/01/04,9,6,13,97,3,75,8:48:0,limousin,2013/01/04
lorraine_2013/01/04,9,8,15,98,6.75,92,8:22:0,lorraine,2013/01/04
midi-pyrenees_2013/01/04,11,6,10,92,10,25,9:4:0,midi-pyrenees,2013/01/04
nord-pas-de-calais_2013/01/04,9,8,15,95,10,76,8:12:0,nord-pas-de-calais,2013/01/04
normandie_2013/01/04,10,8,17,97,10,71,8:22:0,normandie,2013/01/04
pays-de-la-loire_2013/01/04,11,6,5,95,4,25,8:37:0,pays-de-la-loire,2013/01/04
picardie_2013/01/04,9,8,18,94,10,95,8:14:0,picardie,2013/01/04
poitou-charentes_2013/01/04,11,8,13,91,10,19,8:46:0,poitou-charentes,2013/01/04
rh-ne-alpes_2013/01/04,8,5,14,98,6.75,84,8:48:0,rh-ne-alpes,2013/01/04
provence-alpes-c-te-d-azur_2013/01/04,11,7,15,65,10,17,9:6:0,provence-alpes-c-te-d-azur,2013/01/04
alsace_2013/01/05,7,6,9,93,4.5,70,8:27:0,alsace,2013/01/05
aquitaine_2013/01/05,10,5,9,92,4,59,8:56:0,aquitaine,2013/01/05
ardeche_2013/01/05,9,5,23,91,10,23,8:57:0,ardeche,2013/01/05
auvergne_2013/01/05,6,3,10,98,4.25,69,8:50:0,auvergne,2013/01/05
bourgogne_2013/01/05,7,5,10,94,3.5,74,8:38:0,bourgogne,2013/01/05
bretagne_2013/01/05,8,3,6,97,2.75,74,8:31:0,bretagne,2013/01/05
centre_2013/01/05,10,7,9,93,7,65,8:34:0,centre,2013/01/05
champagne-ardenne_2013/01/05,8,5,8,96,3.5,78,8:23:0,champagne-ardenne,2013/01/05
corse_2013/01/05,12,10,9,84,10,9,9:15:0,corse,2013/01/05
franche-comte_2013/01/05,7,4,6,96,3,77,8:39:0,franche-comte,2013/01/05
ile-de-re_2013/01/05,10,7,14,92,10,18,8:47:0,ile-de-re,2013/01/05
ile-de-france_2013/01/05,9,7,10,94,7.75,71,8:26:0,ile-de-france,2013/01/05
languedoc-roussillon_2013/01/05,14,9,20,73,10,1,9:4:0,languedoc-roussillon,2013/01/05
limousin_2013/01/05,8,5,17,97,5.5,49,8:49:0,limousin,2013/01/05
lorraine_2013/01/05,7,6,13,94,4.5,95,8:23:0,lorraine,2013/01/05
midi-pyrenees_2013/01/05,9,6,14,96,5,23,9:5:0,midi-pyrenees,2013/01/05
nord-pas-de-calais_2013/01/05,9,6,13,98,6.75,74,8:13:0,nord-pas-de-calais,2013/01/05
normandie_2013/01/05,9,7,11,93,9,33,8:23:0,normandie,2013/01/05
pays-de-la-loire_2013/01/05,9,5,8,95,4,23,8:39:0,pays-de-la-loire,2013/01/05
picardie_2013/01/05,10,8,15,97,6.5,79,8:17:0,picardie,2013/01/05
poitou-charentes_2013/01/05,10,7,12,92,10,18,8:47:0,poitou-charentes,2013/01/05
rh-ne-alpes_2013/01/05,8,5,19,97,8.75,62,8:49:0,rh-ne-alpes,2013/01/05
provence-alpes-c-te-d-azur_2013/01/05,12,8,27,83,10,6,9:7:0,provence-alpes-c-te-d-azur,2013/01/05
alsace_2013/01/06,7,5,9,92,6,62,8:30:0,alsace,2013/01/06
aquitaine_2013/01/06,9,5,8,93,4,58,8:57:0,aquitaine,2013/01/06
ardeche_2013/01/06,9,4,19,91,10,14,8:59:0,ardeche,2013/01/06
auvergne_2013/01/06,7,2,9,97,4,62,8:51:0,auvergne,2013/01/06
bourgogne_2013/01/06,7,4,11,94,5,55,8:40:0,bourgogne,2013/01/06
bretagne_2013/01/06,7,3,9,97,3.5,54,8:33:0,bretagne,2013/01/06
centre_2013/01/06,8,6,8,93,9,50,8:35:0,centre,2013/01/06
champagne-ardenne_2013/01/06,8,7,11,97,3.25,90,8:24:0,champagne-ardenne,2013/01/06
corse_2013/01/06,13,11,6,82,10,9,9:16:0,corse,2013/01/06
franche-comte_2013/01/06,6,4,8,92,4.25,48,8:40:0,franche-comte,2013/01/06
ile-de-re_2013/01/06,9,6,14,91,10,22,8:48:0,ile-de-re,2013/01/06
ile-de-france_2013/01/06,8,6,7,94,8,79,8:27:0,ile-de-france,2013/01/06
languedoc-roussillon_2013/01/06,14,9,21,73,10,3,9:5:0,languedoc-roussillon,2013/01/06
limousin_2013/01/06,8,4,12,96,8,26,8:50:0,limousin,2013/01/06
lorraine_2013/01/06,8,6,12,93,5,97,8:25:0,lorraine,2013/01/06
midi-pyrenees_2013/01/06,8,3,9,96,6,20,9:6:0,midi-pyrenees,2013/01/06
nord-pas-de-calais_2013/01/06,9,7,15,97,6.5,90,8:14:0,nord-pas-de-calais,2013/01/06
normandie_2013/01/06,8,5,11,93,8,36,8:25:0,normandie,2013/01/06
pays-de-la-loire_2013/01/06,8,4,9,95,5,31,8:41:0,pays-de-la-loire,2013/01/06
picardie_2013/01/06,8,6,14,93,7.5,81,8:18:0,picardie,2013/01/06
poitou-charentes_2013/01/06,9,6,14,91,10,22,8:48:0,poitou-charentes,2013/01/06
rh-ne-alpes_2013/01/06,6,4,13,98,6.5,77,8:50:0,rh-ne-alpes,2013/01/06
provence-alpes-c-te-d-azur_2013/01/06,12,8,16,63,10,2,9:8:0,provence-alpes-c-te-d-azur,2013/01/06
alsace_2013/01/07,7,4,3,95,7,34,8:31:0,alsace,2013/01/07
aquitaine_2013/01/07,8,5,4,92,6.5,30,8:59:0,aquitaine,2013/01/07
ardeche_2013/01/07,9,3,16,84,10,8,9:0:0,ardeche,2013/01/07
auvergne_2013/01/07,8,0,5,88,10,14,8:52:0,auvergne,2013/01/07
bourgogne_2013/01/07,5,3,6,94,6.75,32,8:41:0,bourgogne,2013/01/07
bretagne_2013/01/07,6,4,10,95,3.25,73,8:35:0,bretagne,2013/01/07
centre_2013/01/07,8,5,9,92,6.75,42,8:36:0,centre,2013/01/07
champagne-ardenne_2013/01/07,8,5,6,91,10,37,8:25:0,champagne-ardenne,2013/01/07
corse_2013/01/07,13,11,9,78,10,22,9:17:0,corse,2013/01/07
franche-comte_2013/01/07,5,2,8,89,6.75,29,8:41:0,franche-comte,2013/01/07
ile-de-re_2013/01/07,8,5,12,90,10,12,8:50:0,ile-de-re,2013/01/07
ile-de-france_2013/01/07,7,3,8,96,6,41,8:28:0,ile-de-france,2013/01/07
languedoc-roussillon_2013/01/07,14,10,14,67,10,6,9:6:0,languedoc-roussillon,2013/01/07
limousin_2013/01/07,9,2,6,90,10,24,8:53:0,limousin,2013/01/07
lorraine_2013/01/07,7,4,7,94,9,55,8:26:0,lorraine,2013/01/07
midi-pyrenees_2013/01/07,7,2,9,98,4.75,43,9:7:0,midi-pyrenees,2013/01/07
nord-pas-de-calais_2013/01/07,7,4,13,95,8,43,8:17:0,nord-pas-de-calais,2013/01/07
normandie_2013/01/07,7,4,13,93,9,35,8:26:0,normandie,2013/01/07
pays-de-la-loire_2013/01/07,8,3,11,95,4,21,8:42:0,pays-de-la-loire,2013/01/07
picardie_2013/01/07,7,4,13,96,8,47,8:19:0,picardie,2013/01/07
poitou-charentes_2013/01/07,8,5,12,90,10,12,8:50:0,poitou-charentes,2013/01/07
rh-ne-alpes_2013/01/07,5,0,9,97,3.25,61,8:52:0,rh-ne-alpes,2013/01/07
provence-alpes-c-te-d-azur_2013/01/07,12,9,11,68,10,9,9:10:0,provence-alpes-c-te-d-azur,2013/01/07
alsace_2013/01/08,5,3,7,82,9,29,8:32:0,alsace,2013/01/08
aquitaine_2013/01/08,8,4,6,90,6.75,25,9:0:0,aquitaine,2013/01/08
ardeche_2013/01/08,9,2,10,49,10,14,9:1:0,ardeche,2013/01/08
auvergne_2013/01/08,8,0,5,57,10,15,8:53:0,auvergne,2013/01/08
bourgogne_2013/01/08,6,3,5,79,10,5,8:42:0,bourgogne,2013/01/08
bretagne_2013/01/08,8,5,15,97,5.75,64,8:36:0,bretagne,2013/01/08
centre_2013/01/08,5,4,6,90,9,58,8:38:0,centre,2013/01/08
champagne-ardenne_2013/01/08,5,3,7,92,9,65,8:27:0,champagne-ardenne,2013/01/08
corse_2013/01/08,12,11,9,80,10,20,9:18:0,corse,2013/01/08
franche-comte_2013/01/08,6,3,5,77,10,7,8:43:0,franche-comte,2013/01/08
ile-de-re_2013/01/08,8,5,11,90,10,14,8:51:0,ile-de-re,2013/01/08
ile-de-france_2013/01/08,5,4,9,92,8.75,70,8:31:0,ile-de-france,2013/01/08
languedoc-roussillon_2013/01/08,12,8,9,43,10,3,9:7:0,languedoc-roussillon,2013/01/08
limousin_2013/01/08,7,0,7,94,9,3,8:54:0,limousin,2013/01/08
lorraine_2013/01/08,4,2,9,91,10,71,8:28:0,lorraine,2013/01/08
midi-pyrenees_2013/01/08,4,1,8,98,4.5,67,9:8:0,midi-pyrenees,2013/01/08
nord-pas-de-calais_2013/01/08,6,5,14,93,7.75,88,8:18:0,nord-pas-de-calais,2013/01/08
normandie_2013/01/08,8,6,16,93,10,43,8:27:0,normandie,2013/01/08
pays-de-la-loire_2013/01/08,8,5,9,93,6,39,8:43:0,pays-de-la-loire,2013/01/08
picardie_2013/01/08,6,3,13,94,6.75,84,8:21:0,picardie,2013/01/08
poitou-charentes_2013/01/08,8,6,11,90,10,14,8:51:0,poitou-charentes,2013/01/08
rh-ne-alpes_2013/01/08,6,0,5,62,10,11,8:53:0,rh-ne-alpes,2013/01/08
provence-alpes-c-te-d-azur_2013/01/08,10,9,7,74,10,17,9:11:0,provence-alpes-c-te-d-azur,2013/01/08
alsace_2013/01/09,3,2,8,86,8.375,48,8:34:0,alsace,2013/01/09
aquitaine_2013/01/09,9,4,5,93,5.75,56,9:2:0,aquitaine,2013/01/09
ardeche_2013/01/09,9,1,6,73,10,19,9:2:0,ardeche,2013/01/09
auvergne_2013/01/09,6,-1,6,84,10,48,8:56:0,auvergne,2013/01/09
bourgogne_2013/01/09,3,2,6,88,6.75,45,8:44:0,bourgogne,2013/01/09
bretagne_2013/01/09,9,5,18,98,10,96,8:38:0,bretagne,2013/01/09
centre_2013/01/09,5,3,9,85,9,79,8:40:0,centre,2013/01/09
champagne-ardenne_2013/01/09,3,2,11,90,7.875,87,8:28:0,champagne-ardenne,2013/01/09
corse_2013/01/09,10,9,9,86,10,32,9:20:0,corse,2013/01/09
franche-comte_2013/01/09,4,2,4,84,9,29,8:44:0,franche-comte,2013/01/09
ile-de-re_2013/01/09,7,5,10,87,10,63,8:52:0,ile-de-re,2013/01/09
ile-de-france_2013/01/09,5,3,14,92,7,75,8:32:0,ile-de-france,2013/01/09
languedoc-roussillon_2013/01/09,9,7,5,58,10,25,9:9:0,languedoc-roussillon,2013/01/09
limousin_2013/01/09,5,0,6,95,4,42,8:55:0,limousin,2013/01/09
lorraine_2013/01/09,2,1,9,88,8,93,8:29:0,lorraine,2013/01/09
midi-pyrenees_2013/01/09,5,3,7,98,2.75,92,9:10:0,midi-pyrenees,2013/01/09
nord-pas-de-calais_2013/01/09,5,4,18,95,5.5,97,8:20:0,nord-pas-de-calais,2013/01/09
normandie_2013/01/09,9,6,23,93,7,95,8:30:0,normandie,2013/01/09
pays-de-la-loire_2013/01/09,9,5,13,92,6,91,8:45:0,pays-de-la-loire,2013/01/09
picardie_2013/01/09,5,4,18,99,5.5,95,8:23:0,picardie,2013/01/09
poitou-charentes_2013/01/09,7,5,10,87,10,63,8:52:0,poitou-charentes,2013/01/09
rh-ne-alpes_2013/01/09,3,-1,6,86,10,25,8:54:0,rh-ne-alpes,2013/01/09
provence-alpes-c-te-d-azur_2013/01/09,9,8,3,76,10,4,9:12:0,provence-alpes-c-te-d-azur,2013/01/09
alsace_2013/01/10,4,2,10,90,8,81,8:35:0,alsace,2013/01/10
aquitaine_2013/01/10,13,7,13,94,5.75,63,9:3:0,aquitaine,2013/01/10
ardeche_2013/01/10,8,2,13,91,10,25,9:4:0,ardeche,2013/01/10
auvergne_2013/01/10,5,2,14,96,7.875,64,8:57:0,auvergne,2013/01/10
bourgogne_2013/01/10,3,1,13,96,8.75,85,8:45:0,bourgogne,2013/01/10
bretagne_2013/01/10,11,8,27,98,7.125,80,8:39:0,bretagne,2013/01/10
centre_2013/01/10,9,5,14,99,6.5,95,8:41:0,centre,2013/01/10
champagne-ardenne_2013/01/10,5,3,10,95,2.75,91,8:31:0,champagne-ardenne,2013/01/10
corse_2013/01/10,9,8,19,89,9.875,56,9:22:0,corse,2013/01/10
franche-comte_2013/01/10,3,1,16,93,9.875,83,8:46:0,franche-comte,2013/01/10
ile-de-re_2013/01/10,13,11,39,93,8,72,8:54:0,ile-de-re,2013/01/10
ile-de-france_2013/01/10,8,5,11,96,3.375,92,8:33:0,ile-de-france,2013/01/10
languedoc-roussillon_2013/01/10,13,5,21,76,10,9,9:10:0,languedoc-roussillon,2013/01/10
limousin_2013/01/10,6,3,15,99,5.375,100,8:56:0,limousin,2013/01/10
lorraine_2013/01/10,4,2,15,93,7.5,91,8:32:0,lorraine,2013/01/10
midi-pyrenees_2013/01/10,9,4,14,93,6.625,76,9:12:0,midi-pyrenees,2013/01/10
nord-pas-de-calais_2013/01/10,7,5,8,96,3.75,92,8:22:0,nord-pas-de-calais,2013/01/10
normandie_2013/01/10,10,9,24,96,6,92,8:31:0,normandie,2013/01/10
pays-de-la-loire_2013/01/10,12,10,19,97,8,74,8:46:0,pays-de-la-loire,2013/01/10
picardie_2013/01/10,6,5,9,98,2,95,8:25:0,picardie,2013/01/10
poitou-charentes_2013/01/10,13,11,22,93,8,72,8:54:0,poitou-charentes,2013/01/10
rh-ne-alpes_2013/01/10,3,1,6,94,9.75,69,8:56:0,rh-ne-alpes,2013/01/10
provence-alpes-c-te-d-azur_2013/01/10,10,5,31,75,10,14,9:13:0,provence-alpes-c-te-d-azur,2013/01/10
alsace_2013/01/11,3,2,8,91,6.75,75,8:38:0,alsace,2013/01/11
aquitaine_2013/01/11,12,8,7,82,10,33,9:5:0,aquitaine,2013/01/11
ardeche_2013/01/11,7,3,21,94,7,41,9:6:0,ardeche,2013/01/11
auvergne_2013/01/11,4,0,21,95,7.25,63,8:58:0,auvergne,2013/01/11
bourgogne_2013/01/11,3,2,13,100,3.625,95,8:48:0,bourgogne,2013/01/11
bretagne_2013/01/11,9,6,14,96,10,47,8:42:0,bretagne,2013/01/11
centre_2013/01/11,7,6,14,95,9.875,69,8:43:0,centre,2013/01/11
champagne-ardenne_2013/01/11,5,3,13,93,5.25,79,8:32:0,champagne-ardenne,2013/01/11
corse_2013/01/11,9,8,45,75,10,21,9:23:0,corse,2013/01/11
franche-comte_2013/01/11,2,2,8,99,5.125,92,8:48:0,franche-comte,2013/01/11
ile-de-re_2013/01/11,11,8,13,83,10,34,8:55:0,ile-de-re,2013/01/11
ile-de-france_2013/01/11,6,4,12,92,7.75,74,8:36:0,ile-de-france,2013/01/11
languedoc-roussillon_2013/01/11,11,8,37,69,10,2,9:12:0,languedoc-roussillon,2013/01/11
limousin_2013/01/11,6,0,15,96,7,38,8:58:0,limousin,2013/01/11
lorraine_2013/01/11,3,1,13,90,8,76,8:33:0,lorraine,2013/01/11
midi-pyrenees_2013/01/11,9,4,16,90,10,51,9:13:0,midi-pyrenees,2013/01/11
nord-pas-de-calais_2013/01/11,6,4,15,92,7.75,82,8:24:0,nord-pas-de-calais,2013/01/11
normandie_2013/01/11,9,6,21,83,9.875,56,8:33:0,normandie,2013/01/11
pays-de-la-loire_2013/01/11,10,6,11,92,10,40,8:49:0,pays-de-la-loire,2013/01/11
picardie_2013/01/11,6,3,12,93,7.75,75,8:26:0,picardie,2013/01/11
poitou-charentes_2013/01/11,11,8,11,81,10,34,8:56:0,poitou-charentes,2013/01/11
rh-ne-alpes_2013/01/11,4,2,14,100,5.5,85,8:58:0,rh-ne-alpes,2013/01/11
provence-alpes-c-te-d-azur_2013/01/11,11,8,48,72,10,6,9:15:0,provence-alpes-c-te-d-azur,2013/01/11
alsace_2013/01/12,2,1,8,89,7,72,8:39:0,alsace,2013/01/12
aquitaine_2013/01/12,11,8,13,91,7.875,67,9:6:0,aquitaine,2013/01/12
ardeche_2013/01/12,6,2,6,81,8.375,38,9:7:0,ardeche,2013/01/12
auvergne_2013/01/12,5,0,12,92,8.875,49,9:0:0,auvergne,2013/01/12
bourgogne_2013/01/12,3,1,10,98,1.375,94,8:49:0,bourgogne,2013/01/12
bretagne_2013/01/12,8,4,13,100,9.625,63,8:43:0,bretagne,2013/01/12
centre_2013/01/12,5,3,20,92,6.875,83,8:44:0,centre,2013/01/12
champagne-ardenne_2013/01/12,4,3,14,95,4.625,89,8:35:0,champagne-ardenne,2013/01/12
corse_2013/01/12,9,8,16,75,10,20,9:24:0,corse,2013/01/12
franche-comte_2013/01/12,2,-1,7,97,3.75,60,8:49:0,franche-comte,2013/01/12
ile-de-re_2013/01/12,11,9,23,79,9.75,42,8:57:0,ile-de-re,2013/01/12
ile-de-france_2013/01/12,4,3,16,96,4.625,82,8:38:0,ile-de-france,2013/01/12
languedoc-roussillon_2013/01/12,9,6,12,67,10,25,9:14:0,languedoc-roussillon,2013/01/12
limousin_2013/01/12,5,2,18,99,6.5,72,8:59:0,limousin,2013/01/12
lorraine_2013/01/12,2,1,17,94,7.125,98,8:35:0,lorraine,2013/01/12
midi-pyrenees_2013/01/12,10,5,8,94,9.5,50,9:14:0,midi-pyrenees,2013/01/12
nord-pas-de-calais_2013/01/12,4,1,17,96,9.875,67,8:25:0,nord-pas-de-calais,2013/01/12
normandie_2013/01/12,6,5,26,94,9.875,82,8:35:0,normandie,2013/01/12
pays-de-la-loire_2013/01/12,9,5,14,95,9.625,39,8:50:0,pays-de-la-loire,2013/01/12
picardie_2013/01/12,4,2,17,99,6.625,85,8:29:0,picardie,2013/01/12
poitou-charentes_2013/01/12,11,10,23,79,9.75,42,8:57:0,poitou-charentes,2013/01/12
rh-ne-alpes_2013/01/12,3,0,8,94,4.25,69,8:59:0,rh-ne-alpes,2013/01/12
provence-alpes-c-te-d-azur_2013/01/12,8,5,17,69,10,23,9:16:0,provence-alpes-c-te-d-azur,2013/01/12
alsace_2013/01/13,1,-1,10,83,10,63,8:42:0,alsace,2013/01/13
aquitaine_2013/01/13,7,5,9,97,4.25,84,9:8:0,aquitaine,2013/01/13
ardeche_2013/01/13,5,3,15,94,8.875,39,9:9:0,ardeche,2013/01/13
auvergne_2013/01/13,2,1,11,100,3.125,99,9:2:0,auvergne,2013/01/13
bourgogne_2013/01/13,4,2,8,93,4.25,90,8:51:0,bourgogne,2013/01/13
bretagne_2013/01/13,8,4,20,92,10,65,8:45:0,bretagne,2013/01/13
centre_2013/01/13,6,4,16,96,5.25,88,8:47:0,centre,2013/01/13
champagne-ardenne_2013/01/13,2,0,12,80,9,84,8:36:0,champagne-ardenne,2013/01/13
corse_2013/01/13,9,8,23,86,9.375,52,9:26:0,corse,2013/01/13
franche-comte_2013/01/13,4,1,7,91,6.75,76,8:52:0,franche-comte,2013/01/13
ile-de-re_2013/01/13,9,6,20,93,9.875,41,8:59:0,ile-de-re,2013/01/13
ile-de-france_2013/01/13,4,1,17,94,5.75,93,8:39:0,ile-de-france,2013/01/13
languedoc-roussillon_2013/01/13,10,6,20,77,9.875,51,9:15:0,languedoc-roussillon,2013/01/13
limousin_2013/01/13,5,3,15,94,4.625,88,9:2:0,limousin,2013/01/13
lorraine_2013/01/13,0,-2,14,77,10,67,8:37:0,lorraine,2013/01/13
midi-pyrenees_2013/01/13,4,2,17,99,6.625,87,9:16:0,midi-pyrenees,2013/01/13
nord-pas-de-calais_2013/01/13,1,0,17,91,8.75,74,8:28:0,nord-pas-de-calais,2013/01/13
normandie_2013/01/13,6,5,25,93,7.625,99,8:37:0,normandie,2013/01/13
pays-de-la-loire_2013/01/13,8,3,13,91,10,38,8:52:0,pays-de-la-loire,2013/01/13
picardie_2013/01/13,2,-4,18,92,6.75,82,8:30:0,picardie,2013/01/13
poitou-charentes_2013/01/13,9,6,19,93,9.875,41,8:59:0,poitou-charentes,2013/01/13
