,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
alsace_2020/01/01,6,1,3,87,10,3,8:22:0,alsace,2020/01/01
aquitaine_2020/01/01,12,10,12,89,10,65,8:52:0,aquitaine,2020/01/01
ardeche_2020/01/01,10,4,6,81,10,2,8:52:0,ardeche,2020/01/01
auvergne_2020/01/01,8,3,4,83,10,13,8:44:0,auvergne,2020/01/01
bourgogne_2020/01/01,5,1,7,81,9.375,18,8:33:0,bourgogne,2020/01/01
bretagne_2020/01/01,11,9,9,97,7.625,92,8:26:0,bretagne,2020/01/01
centre_2020/01/01,7,3,10,97,5.625,68,8:28:0,centre,2020/01/01
champagne-ardenne_2020/01/01,4,1,9,84,10,29,8:16:0,champagne-ardenne,2020/01/01
corse_2020/01/01,11,7,8,76,10,4,9:11:0,corse,2020/01/01
franche-comte_2020/01/01,4,1,5,82,10,26,8:34:0,franche-comte,2020/01/01
ile-de-re_2020/01/01,12,11,16,93,10,84,8:42:0,ile-de-re,2020/01/01
ile-de-france_2020/01/01,6,2,8,90,9.375,41,8:20:0,ile-de-france,2020/01/01
languedoc-roussillon_2020/01/01,10,9,6,78,10,33,9:0:0,languedoc-roussillon,2020/01/01
limousin_2020/01/01,8,5,9,94,4.625,90,8:45:0,limousin,2020/01/01
lorraine_2020/01/01,2,0,8,90,9,11,8:17:0,lorraine,2020/01/01
midi-pyrenees_2020/01/01,10,8,5,83,9,71,9:1:0,midi-pyrenees,2020/01/01
nord-pas-de-calais_2020/01/01,3,1,13,88,9.375,31,8:7:0,nord-pas-de-calais,2020/01/01
normandie_2020/01/01,8,5,11,96,5.375,83,8:18:0,normandie,2020/01/01
pays-de-la-loire_2020/01/01,11,10,12,97,7.875,86,8:34:0,pays-de-la-loire,2020/01/01
picardie_2020/01/01,4,-1,11,97,8.25,40,8:11:0,picardie,2020/01/01
poitou-charentes_2020/01/01,12,11,16,93,10,84,8:42:0,poitou-charentes,2020/01/01
rh-ne-alpes_2020/01/01,9,5,3,77,10,2,8:44:0,rh-ne-alpes,2020/01/01
provence-alpes-c-te-d-azur_2020/01/01,13,12,4,76,10,24,9:2:0,provence-alpes-c-te-d-azur,2020/01/01
alsace_2020/01/02,5,2,8,80,10,20,8:23:0,alsace,2020/01/02
aquitaine_2020/01/02,11,7,10,86,10,59,8:53:0,aquitaine,2020/01/02
ardeche_2020/01/02,7,3,9,92,8.375,41,8:53:0,ardeche,2020/01/02
auvergne_2020/01/02,9,2,6,87,10,29,8:45:0,auvergne,2020/01/02
bourgogne_2020/01/02,5,2,12,87,7.625,71,8:34:0,bourgogne,2020/01/02
bretagne_2020/01/02,11,8,27,93,8,94,8:27:0,bretagne,2020/01/02
centre_2020/01/02,10,7,15,97,7.625,94,8:29:0,centre,2020/01/02
champagne-ardenne_2020/01/02,6,3,12,98,6.875,92,8:17:0,champagne-ardenne,2020/01/02
corse_2020/01/02,12,8,8,76,10,9,9:12:0,corse,2020/01/02
franche-comte_2020/01/02,6,2,8,88,10,35,8:35:0,franche-comte,2020/01/02
ile-de-re_2020/01/02,11,6,20,84,10,82,8:43:0,ile-de-re,2020/01/02
ile-de-france_2020/01/02,9,7,12,97,5,95,8:21:0,ile-de-france,2020/01/02
languedoc-roussillon_2020/01/02,9,7,15,79,10,75,9:1:0,languedoc-roussillon,2020/01/02
limousin_2020/01/02,9,6,9,95,7.5,77,8:46:0,limousin,2020/01/02
lorraine_2020/01/02,4,2,12,88,10,86,8:18:0,lorraine,2020/01/02
midi-pyrenees_2020/01/02,10,5,19,86,10,30,9:2:0,midi-pyrenees,2020/01/02
nord-pas-de-calais_2020/01/02,7,3,19,96,8.625,82,8:8:0,nord-pas-de-calais,2020/01/02
normandie_2020/01/02,10,7,21,93,6.625,76,8:19:0,normandie,2020/01/02
pays-de-la-loire_2020/01/02,12,9,21,91,8.625,96,8:35:0,pays-de-la-loire,2020/01/02
picardie_2020/01/02,8,4,18,99,4.875,96,8:12:0,picardie,2020/01/02
poitou-charentes_2020/01/02,11,6,20,84,10,82,8:43:0,poitou-charentes,2020/01/02
rh-ne-alpes_2020/01/02,9,5,7,83,10,15,8:45:0,rh-ne-alpes,2020/01/02
provence-alpes-c-te-d-azur_2020/01/02,12,10,5,68,10,65,9:3:0,provence-alpes-c-te-d-azur,2020/01/02
alsace_2020/01/03,7,3,16,87,7.75,84,8:24:0,alsace,2020/01/03
aquitaine_2020/01/03,11,8,12,92,7.375,76,8:54:0,aquitaine,2020/01/03
ardeche_2020/01/03,10,6,9,89,6.375,53,8:54:0,ardeche,2020/01/03
auvergne_2020/01/03,9,5,8,83,10,68,8:46:0,auvergne,2020/01/03
bourgogne_2020/01/03,7,4,18,90,9.375,95,8:35:0,bourgogne,2020/01/03
bretagne_2020/01/03,12,9,23,93,10,73,8:28:0,bretagne,2020/01/03
centre_2020/01/03,11,9,22,92,9.375,90,8:30:0,centre,2020/01/03
champagne-ardenne_2020/01/03,10,8,23,90,7.25,100,8:18:0,champagne-ardenne,2020/01/03
corse_2020/01/03,12,9,7,77,10,63,9:13:0,corse,2020/01/03
franche-comte_2020/01/03,7,4,16,93,7.375,97,8:36:0,franche-comte,2020/01/03
ile-de-re_2020/01/03,12,11,30,89,8.875,82,8:44:0,ile-de-re,2020/01/03
ile-de-france_2020/01/03,11,9,20,90,8,98,8:22:0,ile-de-france,2020/01/03
languedoc-roussillon_2020/01/03,13,10,8,85,10,64,9:1:0,languedoc-roussillon,2020/01/03
limousin_2020/01/03,7,6,11,96,4,98,8:47:0,limousin,2020/01/03
lorraine_2020/01/03,7,4,22,93,8,100,8:19:0,lorraine,2020/01/03
midi-pyrenees_2020/01/03,10,7,8,83,8.375,71,9:3:0,midi-pyrenees,2020/01/03
nord-pas-de-calais_2020/01/03,10,9,27,90,8.625,93,8:9:0,nord-pas-de-calais,2020/01/03
normandie_2020/01/03,11,8,25,89,10,88,8:20:0,normandie,2020/01/03
pays-de-la-loire_2020/01/03,12,10,24,94,9.375,77,8:36:0,pays-de-la-loire,2020/01/03
picardie_2020/01/03,10,6,26,92,9.25,93,8:13:0,picardie,2020/01/03
poitou-charentes_2020/01/03,12,11,30,89,8.875,82,8:44:0,poitou-charentes,2020/01/03
rh-ne-alpes_2020/01/03,8,5,4,87,10,60,8:46:0,rh-ne-alpes,2020/01/03
provence-alpes-c-te-d-azur_2020/01/03,13,12,14,76,10,68,9:4:0,provence-alpes-c-te-d-azur,2020/01/03
alsace_2020/01/04,6,4,8,85,8.25,71,8:25:0,alsace,2020/01/04
aquitaine_2020/01/04,9,7,10,92,6.625,39,8:55:0,aquitaine,2020/01/04
ardeche_2020/01/04,10,6,27,79,10,16,8:55:0,ardeche,2020/01/04
auvergne_2020/01/04,7,4,13,93,9,71,8:47:0,auvergne,2020/01/04
bourgogne_2020/01/04,7,5,12,87,8,42,8:36:0,bourgogne,2020/01/04
bretagne_2020/01/04,9,4,8,91,10,47,8:29:0,bretagne,2020/01/04
centre_2020/01/04,8,4,8,83,10,52,8:31:0,centre,2020/01/04
champagne-ardenne_2020/01/04,7,3,15,89,9.625,47,8:20:0,champagne-ardenne,2020/01/04
corse_2020/01/04,13,9,8,79,10,62,9:14:0,corse,2020/01/04
franche-comte_2020/01/04,6,5,6,94,7.5,57,8:37:0,franche-comte,2020/01/04
ile-de-re_2020/01/04,9,6,16,82,10,11,8:45:0,ile-de-re,2020/01/04
ile-de-france_2020/01/04,8,6,11,78,10,47,8:23:0,ile-de-france,2020/01/04
languedoc-roussillon_2020/01/04,14,11,32,67,10,2,9:2:0,languedoc-roussillon,2020/01/04
limousin_2020/01/04,8,4,8,96,4.625,65,8:48:0,limousin,2020/01/04
lorraine_2020/01/04,5,2,17,91,9.875,63,8:22:0,lorraine,2020/01/04
midi-pyrenees_2020/01/04,10,8,15,93,9,82,9:4:0,midi-pyrenees,2020/01/04
nord-pas-de-calais_2020/01/04,7,4,19,87,10,29,8:11:0,nord-pas-de-calais,2020/01/04
normandie_2020/01/04,8,4,15,92,10,68,8:21:0,normandie,2020/01/04
pays-de-la-loire_2020/01/04,9,5,7,90,10,13,8:37:0,pays-de-la-loire,2020/01/04
picardie_2020/01/04,8,4,19,91,10,49,8:14:0,picardie,2020/01/04
poitou-charentes_2020/01/04,9,6,16,82,10,11,8:45:0,poitou-charentes,2020/01/04
rh-ne-alpes_2020/01/04,8,5,19,91,9,52,8:47:0,rh-ne-alpes,2020/01/04
provence-alpes-c-te-d-azur_2020/01/04,13,11,34,73,10,5,9:5:0,provence-alpes-c-te-d-azur,2020/01/04
alsace_2020/01/05,7,3,4,84,10,40,8:27:0,alsace,2020/01/05
aquitaine_2020/01/05,8,3,10,86,10,7,8:56:0,aquitaine,2020/01/05
ardeche_2020/01/05,7,4,23,81,10,3,8:56:0,ardeche,2020/01/05
auvergne_2020/01/05,6,2,6,86,9,47,8:49:0,auvergne,2020/01/05
bourgogne_2020/01/05,6,3,15,86,10,24,8:38:0,bourgogne,2020/01/05
bretagne_2020/01/05,9,4,4,88,10,51,8:31:0,bretagne,2020/01/05
centre_2020/01/05,9,6,8,80,10,46,8:33:0,centre,2020/01/05
champagne-ardenne_2020/01/05,7,4,3,91,10,30,8:22:0,champagne-ardenne,2020/01/05
corse_2020/01/05,12,9,8,74,10,9,9:15:0,corse,2020/01/05
franche-comte_2020/01/05,5,2,16,91,9,25,8:38:0,franche-comte,2020/01/05
ile-de-re_2020/01/05,9,5,21,83,10,5,8:46:0,ile-de-re,2020/01/05
ile-de-france_2020/01/05,10,7,4,75,10,64,8:24:0,ile-de-france,2020/01/05
languedoc-roussillon_2020/01/05,11,7,24,64,10,0,9:3:0,languedoc-roussillon,2020/01/05
limousin_2020/01/05,6,3,13,84,8.625,21,8:49:0,limousin,2020/01/05
lorraine_2020/01/05,5,2,5,93,10,50,8:23:0,lorraine,2020/01/05
midi-pyrenees_2020/01/05,9,4,8,84,9.625,6,9:5:0,midi-pyrenees,2020/01/05
nord-pas-de-calais_2020/01/05,7,4,11,93,10,64,8:12:0,nord-pas-de-calais,2020/01/05
normandie_2020/01/05,9,7,6,85,10,70,8:22:0,normandie,2020/01/05
pays-de-la-loire_2020/01/05,9,4,10,88,10,19,8:38:0,pays-de-la-loire,2020/01/05
picardie_2020/01/05,8,5,8,92,10,79,8:15:0,picardie,2020/01/05
poitou-charentes_2020/01/05,9,5,21,83,10,5,8:46:0,poitou-charentes,2020/01/05
rh-ne-alpes_2020/01/05,6,4,15,79,10,35,8:48:0,rh-ne-alpes,2020/01/05
provence-alpes-c-te-d-azur_2020/01/05,15,10,14,62,10,1,9:6:0,provence-alpes-c-te-d-azur,2020/01/05
alsace_2020/01/06,7,2,7,89,10,8,8:28:0,alsace,2020/01/06
aquitaine_2020/01/06,11,4,7,76,10,13,8:57:0,aquitaine,2020/01/06
ardeche_2020/01/06,9,5,9,89,10,22,8:57:0,ardeche,2020/01/06
auvergne_2020/01/06,12,3,7,73,10,3,8:50:0,auvergne,2020/01/06
bourgogne_2020/01/06,6,1,12,95,6.625,30,8:39:0,bourgogne,2020/01/06
bretagne_2020/01/06,9,1,19,93,9,38,8:33:0,bretagne,2020/01/06
centre_2020/01/06,7,2,15,87,10,15,8:34:0,centre,2020/01/06
champagne-ardenne_2020/01/06,5,1,12,93,9,14,8:23:0,champagne-ardenne,2020/01/06
corse_2020/01/06,12,9,6,65,10,2,9:16:0,corse,2020/01/06
franche-comte_2020/01/06,7,2,5,82,9.375,7,8:39:0,franche-comte,2020/01/06
ile-de-re_2020/01/06,10,6,18,85,10,21,8:47:0,ile-de-re,2020/01/06
ile-de-france_2020/01/06,8,4,15,84,10,16,8:26:0,ile-de-france,2020/01/06
languedoc-roussillon_2020/01/06,10,8,15,76,10,66,9:4:0,languedoc-roussillon,2020/01/06
limousin_2020/01/06,9,3,9,89,8.375,5,8:50:0,limousin,2020/01/06
lorraine_2020/01/06,5,1,8,93,8,14,8:24:0,lorraine,2020/01/06
midi-pyrenees_2020/01/06,12,5,17,78,10,6,9:6:0,midi-pyrenees,2020/01/06
nord-pas-de-calais_2020/01/06,6,2,21,91,9.375,37,8:13:0,nord-pas-de-calais,2020/01/06
normandie_2020/01/06,7,2,22,90,10,23,8:23:0,normandie,2020/01/06
pays-de-la-loire_2020/01/06,10,2,17,91,10,32,8:40:0,pays-de-la-loire,2020/01/06
picardie_2020/01/06,6,1,18,93,9.375,29,8:17:0,picardie,2020/01/06
poitou-charentes_2020/01/06,10,6,18,85,10,21,8:47:0,poitou-charentes,2020/01/06
rh-ne-alpes_2020/01/06,10,4,10,83,10,11,8:49:0,rh-ne-alpes,2020/01/06
provence-alpes-c-te-d-azur_2020/01/06,15,12,10,68,10,10,9:7:0,provence-alpes-c-te-d-azur,2020/01/06
alsace_2020/01/07,7,4,8,89,10,47,8:30:0,alsace,2020/01/07
aquitaine_2020/01/07,12,9,8,94,8.375,92,8:59:0,aquitaine,2020/01/07
ardeche_2020/01/07,10,5,20,84,10,18,8:59:0,ardeche,2020/01/07
auvergne_2020/01/07,9,5,4,89,10,71,8:52:0,auvergne,2020/01/07
bourgogne_2020/01/07,7,4,7,96,6.375,67,8:40:0,bourgogne,2020/01/07
bretagne_2020/01/07,13,8,21,99,4.75,95,8:34:0,bretagne,2020/01/07
centre_2020/01/07,10,7,12,94,8,91,8:35:0,centre,2020/01/07
champagne-ardenne_2020/01/07,7,5,13,96,7,86,8:24:0,champagne-ardenne,2020/01/07
corse_2020/01/07,11,8,7,81,8.875,52,9:17:0,corse,2020/01/07
franche-comte_2020/01/07,7,4,8,96,5.625,70,8:40:0,franche-comte,2020/01/07
ile-de-re_2020/01/07,12,11,18,96,5.375,100,8:48:0,ile-de-re,2020/01/07
ile-de-france_2020/01/07,10,6,12,93,7,79,8:28:0,ile-de-france,2020/01/07
languedoc-roussillon_2020/01/07,14,9,16,74,10,15,9:5:0,languedoc-roussillon,2020/01/07
limousin_2020/01/07,8,5,6,95,7.625,96,8:51:0,limousin,2020/01/07
lorraine_2020/01/07,5,4,13,97,9,88,8:25:0,lorraine,2020/01/07
midi-pyrenees_2020/01/07,11,7,6,87,10,64,9:7:0,midi-pyrenees,2020/01/07
nord-pas-de-calais_2020/01/07,8,5,20,97,7.625,69,8:16:0,nord-pas-de-calais,2020/01/07
normandie_2020/01/07,12,6,19,95,7.625,71,8:25:0,normandie,2020/01/07
pays-de-la-loire_2020/01/07,12,11,18,99,3,100,8:41:0,pays-de-la-loire,2020/01/07
picardie_2020/01/07,9,6,19,95,8,71,8:18:0,picardie,2020/01/07
poitou-charentes_2020/01/07,12,11,18,96,5.375,100,8:48:0,poitou-charentes,2020/01/07
rh-ne-alpes_2020/01/07,9,5,8,88,10,42,8:50:0,rh-ne-alpes,2020/01/07
provence-alpes-c-te-d-azur_2020/01/07,13,9,29,79,10,31,9:8:0,provence-alpes-c-te-d-azur,2020/01/07
alsace_2020/01/08,7,4,12,83,10,68,8:31:0,alsace,2020/01/08
aquitaine_2020/01/08,11,10,6,87,9.625,70,9:0:0,aquitaine,2020/01/08
ardeche_2020/01/08,11,7,5,90,8,45,9:0:0,ardeche,2020/01/08
auvergne_2020/01/08,10,8,5,92,10,91,8:53:0,auvergne,2020/01/08
bourgogne_2020/01/08,7,6,12,98,1.75,96,8:41:0,bourgogne,2020/01/08
bretagne_2020/01/08,13,12,18,97,9.625,90,8:35:0,bretagne,2020/01/08
centre_2020/01/08,11,10,15,94,8,100,8:36:0,centre,2020/01/08
champagne-ardenne_2020/01/08,10,9,15,96,7,100,8:25:0,champagne-ardenne,2020/01/08
corse_2020/01/08,13,10,8,64,10,10,9:18:0,corse,2020/01/08
franche-comte_2020/01/08,7,5,9,91,8.375,87,8:41:0,franche-comte,2020/01/08
ile-de-re_2020/01/08,12,11,22,92,6,94,8:50:0,ile-de-re,2020/01/08
ile-de-france_2020/01/08,11,10,12,95,8,100,8:29:0,ile-de-france,2020/01/08
languedoc-roussillon_2020/01/08,14,10,8,74,10,12,9:6:0,languedoc-roussillon,2020/01/08
limousin_2020/01/08,9,8,6,98,2.125,99,8:53:0,limousin,2020/01/08
lorraine_2020/01/08,7,5,15,96,7.375,96,8:27:0,lorraine,2020/01/08
midi-pyrenees_2020/01/08,12,8,7,86,10,67,9:8:0,midi-pyrenees,2020/01/08
nord-pas-de-calais_2020/01/08,11,10,18,95,8.875,100,8:17:0,nord-pas-de-calais,2020/01/08
normandie_2020/01/08,13,12,15,94,8.375,90,8:26:0,normandie,2020/01/08
pays-de-la-loire_2020/01/08,13,12,17,95,5,99,8:42:0,pays-de-la-loire,2020/01/08
picardie_2020/01/08,12,8,17,97,8.875,100,8:19:0,picardie,2020/01/08
poitou-charentes_2020/01/08,12,11,22,92,6,94,8:50:0,poitou-charentes,2020/01/08
rh-ne-alpes_2020/01/08,8,6,3,85,10,91,8:52:0,rh-ne-alpes,2020/01/08
provence-alpes-c-te-d-azur_2020/01/08,15,11,9,61,10,7,9:10:0,provence-alpes-c-te-d-azur,2020/01/08
alsace_2020/01/09,10,8,13,87,10,81,8:32:0,alsace,2020/01/09
aquitaine_2020/01/09,13,9,19,85,8.625,61,9:1:0,aquitaine,2020/01/09
ardeche_2020/01/09,9,6,13,85,10,51,9:1:0,ardeche,2020/01/09
auvergne_2020/01/09,13,8,12,85,9.375,51,8:54:0,auvergne,2020/01/09
bourgogne_2020/01/09,9,6,21,82,8.375,71,8:43:0,bourgogne,2020/01/09
bretagne_2020/01/09,13,9,33,93,7.375,96,8:36:0,bretagne,2020/01/09
centre_2020/01/09,11,9,24,83,7.5,100,8:39:0,centre,2020/01/09
champagne-ardenne_2020/01/09,11,6,25,89,7.75,97,8:28:0,champagne-ardenne,2020/01/09
corse_2020/01/09,12,10,6,64,10,0,9:19:0,corse,2020/01/09
franche-comte_2020/01/09,11,8,12,87,8.625,56,8:44:0,franche-comte,2020/01/09
ile-de-re_2020/01/09,12,11,38,92,8.25,96,8:51:0,ile-de-re,2020/01/09
ile-de-france_2020/01/09,11,10,23,85,8.875,97,8:31:0,ile-de-france,2020/01/09
languedoc-roussillon_2020/01/09,12,8,14,79,10,48,9:8:0,languedoc-roussillon,2020/01/09
limousin_2020/01/09,9,8,17,90,7.375,76,8:54:0,limousin,2020/01/09
lorraine_2020/01/09,8,2,18,89,3.5,97,8:28:0,lorraine,2020/01/09
midi-pyrenees_2020/01/09,12,8,21,87,9.375,24,9:9:0,midi-pyrenees,2020/01/09
nord-pas-de-calais_2020/01/09,12,10,34,90,8,94,8:18:0,nord-pas-de-calais,2020/01/09
normandie_2020/01/09,13,10,31,88,7.875,85,8:28:0,normandie,2020/01/09
pays-de-la-loire_2020/01/09,13,10,34,91,9.375,92,8:43:0,pays-de-la-loire,2020/01/09
picardie_2020/01/09,12,10,33,89,8.625,97,8:22:0,picardie,2020/01/09
poitou-charentes_2020/01/09,12,11,38,92,8.25,96,8:51:0,poitou-charentes,2020/01/09
rh-ne-alpes_2020/01/09,11,7,24,70,10,33,8:53:0,rh-ne-alpes,2020/01/09
provence-alpes-c-te-d-azur_2020/01/09,14,12,14,62,10,8,9:11:0,provence-alpes-c-te-d-azur,2020/01/09
alsace_2020/01/10,9,8,15,81,7.375,77,8:35:0,alsace,2020/01/10
aquitaine_2020/01/10,11,9,12,85,9.875,66,9:2:0,aquitaine,2020/01/10
ardeche_2020/01/10,10,7,11,92,8.125,62,9:3:0,ardeche,2020/01/10
auvergne_2020/01/10,8,5,11,89,8.5,81,8:56:0,auvergne,2020/01/10
bourgogne_2020/01/10,8,4,24,87,8.125,92,8:44:0,bourgogne,2020/01/10
bretagne_2020/01/10,9,7,15,84,9.75,76,8:38:0,bretagne,2020/01/10
centre_2020/01/10,9,8,18,81,9.875,81,8:40:0,centre,2020/01/10
champagne-ardenne_2020/01/10,8,3,20,92,9,81,8:29:0,champagne-ardenne,2020/01/10
corse_2020/01/10,13,11,8,72,10,38,9:21:0,corse,2020/01/10
franche-comte_2020/01/10,8,7,21,89,5.75,86,8:45:0,franche-comte,2020/01/10
ile-de-re_2020/01/10,11,9,27,76,9.875,71,8:52:0,ile-de-re,2020/01/10
ile-de-france_2020/01/10,10,8,17,79,8.625,82,8:32:0,ile-de-france,2020/01/10
languedoc-roussillon_2020/01/10,13,11,20,79,9.875,50,9:10:0,languedoc-roussillon,2020/01/10
limousin_2020/01/10,7,5,9,95,6.625,88,8:55:0,limousin,2020/01/10
lorraine_2020/01/10,8,4,27,88,8.25,94,8:30:0,lorraine,2020/01/10
midi-pyrenees_2020/01/10,11,8,22,85,8.75,66,9:10:0,midi-pyrenees,2020/01/10
nord-pas-de-calais_2020/01/10,8,7,22,87,9.375,65,8:21:0,nord-pas-de-calais,2020/01/10
normandie_2020/01/10,8,6,23,85,9.75,68,8:30:0,normandie,2020/01/10
pays-de-la-loire_2020/01/10,9,7,18,84,10,58,8:45:0,pays-de-la-loire,2020/01/10
picardie_2020/01/10,8,4,21,92,9.375,60,8:23:0,picardie,2020/01/10
poitou-charentes_2020/01/10,11,9,27,76,9.875,71,8:53:0,poitou-charentes,2020/01/10
rh-ne-alpes_2020/01/10,11,8,12,82,9.5,83,8:55:0,rh-ne-alpes,2020/01/10
provence-alpes-c-te-d-azur_2020/01/10,13,11,17,75,9.75,59,9:12:0,provence-alpes-c-te-d-azur,2020/01/10
alsace_2020/01/11,8,4,2,87,10,17,8:36:0,alsace,2020/01/11
aquitaine_2020/01/11,10,5,5,84,10,50,9:4:0,aquitaine,2020/01/11
ardeche_2020/01/11,7,4,16,86,10,22,9:5:0,ardeche,2020/01/11
auvergne_2020/01/11,6,2,3,92,8.875,57,8:57:0,auvergne,2020/01/11
bourgogne_2020/01/11,7,3,8,86,10,24,8:46:0,bourgogne,2020/01/11
bretagne_2020/01/11,9,4,21,89,10,35,8:40:0,bretagne,2020/01/11
centre_2020/01/11,7,4,9,89,10,45,8:42:0,centre,2020/01/11
champagne-ardenne_2020/01/11,6,3,12,91,10,27,8:31:0,champagne-ardenne,2020/01/11
corse_2020/01/11,13,10,6,73,10,18,9:22:0,corse,2020/01/11
franche-comte_2020/01/11,6,3,8,94,6.625,51,8:47:0,franche-comte,2020/01/11
ile-de-re_2020/01/11,9,7,15,79,10,47,8:55:0,ile-de-re,2020/01/11
ile-de-france_2020/01/11,8,5,12,81,10,49,8:35:0,ile-de-france,2020/01/11
languedoc-roussillon_2020/01/11,11,8,17,69,10,2,9:11:0,languedoc-roussillon,2020/01/11
limousin_2020/01/11,7,2,3,92,6.625,43,8:57:0,limousin,2020/01/11
lorraine_2020/01/11,5,2,4,92,10,39,8:32:0,lorraine,2020/01/11
midi-pyrenees_2020/01/11,9,4,6,86,10,15,9:12:0,midi-pyrenees,2020/01/11
nord-pas-de-calais_2020/01/11,6,3,24,88,10,20,8:22:0,nord-pas-de-calais,2020/01/11
normandie_2020/01/11,8,4,21,88,10,40,8:31:0,normandie,2020/01/11
pays-de-la-loire_2020/01/11,9,5,18,90,10,39,8:47:0,pays-de-la-loire,2020/01/11
picardie_2020/01/11,7,3,21,91,10,24,8:25:0,picardie,2020/01/11
poitou-charentes_2020/01/11,9,7,15,79,10,47,8:55:0,poitou-charentes,2020/01/11
rh-ne-alpes_2020/01/11,7,4,9,86,10,56,8:57:0,rh-ne-alpes,2020/01/11
provence-alpes-c-te-d-azur_2020/01/11,14,10,10,63,10,7,9:13:0,provence-alpes-c-te-d-azur,2020/01/11
alsace_2020/01/12,6,3,11,87,10,35,8:38:0,alsace,2020/01/12
aquitaine_2020/01/12,10,4,8,86,10,54,9:5:0,aquitaine,2020/01/12
ardeche_2020/01/12,9,5,7,77,10,26,9:6:0,ardeche,2020/01/12
auvergne_2020/01/12,8,3,4,64,10,43,8:59:0,auvergne,2020/01/12
bourgogne_2020/01/12,5,1,12,89,10,44,8:48:0,bourgogne,2020/01/12
bretagne_2020/01/12,12,9,22,94,9.875,77,8:42:0,bretagne,2020/01/12
centre_2020/01/12,7,4,19,88,10,61,8:43:0,centre,2020/01/12
champagne-ardenne_2020/01/12,7,3,20,92,9.375,65,8:33:0,champagne-ardenne,2020/01/12
corse_2020/01/12,12,10,9,70,10,6,9:23:0,corse,2020/01/12
franche-comte_2020/01/12,5,1,12,94,7,54,8:48:0,franche-comte,2020/01/12
ile-de-re_2020/01/12,11,10,20,95,7.625,67,8:56:0,ile-de-re,2020/01/12
ile-de-france_2020/01/12,8,6,18,90,10,81,8:36:0,ile-de-france,2020/01/12
languedoc-roussillon_2020/01/12,12,8,8,59,10,18,9:12:0,languedoc-roussillon,2020/01/12
limousin_2020/01/12,6,1,8,93,7,47,8:59:0,limousin,2020/01/12
lorraine_2020/01/12,5,1,20,90,7,55,8:33:0,lorraine,2020/01/12
midi-pyrenees_2020/01/12,8,4,4,86,10,30,9:13:0,midi-pyrenees,2020/01/12
nord-pas-de-calais_2020/01/12,10,6,29,90,8.875,71,8:24:0,nord-pas-de-calais,2020/01/12
normandie_2020/01/12,11,8,26,89,10,55,8:34:0,normandie,2020/01/12
pays-de-la-loire_2020/01/12,12,10,21,92,9,73,8:49:0,pays-de-la-loire,2020/01/12
picardie_2020/01/12,11,6,27,92,9.875,60,8:27:0,picardie,2020/01/12
poitou-charentes_2020/01/12,11,10,20,95,7.625,67,8:56:0,poitou-charentes,2020/01/12
rh-ne-alpes_2020/01/12,8,4,4,84,10,52,8:58:0,rh-ne-alpes,2020/01/12
provence-alpes-c-te-d-azur_2020/01/12,14,12,9,60,10,8,9:15:0,provence-alpes-c-te-d-azur,2020/01/12
alsace_2020/01/13,8,4,9,83,10,57,8:40:0,alsace,2020/01/13
aquitaine_2020/01/13,12,7,10,86,10,36,9:6:0,aquitaine,2020/01/13
ardeche_2020/01/13,7,4,9,84,10,62,9:7:0,ardeche,2020/01/13
auvergne_2020/01/13,11,4,10,79,10,31,9:1:0,auvergne,2020/01/13
bourgogne_2020/01/13,7,4,12,90,10,47,8:49:0,bourgogne,2020/01/13
bretagne_2020/01/13,11,9,41,96,5.75,95,8:43:0,bretagne,2020/01/13
centre_2020/01/13,9,7,21,94,9,89,8:46:0,centre,2020/01/13
champagne-ardenne_2020/01/13,9,6,20,92,8.625,93,8:35:0,champagne-ardenne,2020/01/13
corse_2020/01/13,11,8,6,70,10,32,9:24:0,corse,2020/01/13
franche-comte_2020/01/13,7,4,4,85,10,48,8:51:0,franche-comte,2020/01/13
ile-de-re_2020/01/13,11,10,33,89,8,83,8:58:0,ile-de-re,2020/01/13
ile-de-france_2020/01/13,10,7,23,88,10,84,8:38:0,ile-de-france,2020/01/13
languedoc-roussillon_2020/01/13,10,7,9,72,10,52,9:14:0,languedoc-roussillon,2020/01/13
limousin_2020/01/13,8,4,12,92,7.375,59,9:0:0,limousin,2020/01/13
lorraine_2020/01/13,7,4,15,92,9,84,8:36:0,lorraine,2020/01/13
midi-pyrenees_2020/01/13,8,3,18,90,10,42,9:15:0,midi-pyrenees,2020/01/13
nord-pas-de-calais_2020/01/13,8,5,31,94,8,73,8:27:0,nord-pas-de-calais,2020/01/13
normandie_2020/01/13,11,7,28,92,8.375,66,8:35:0,normandie,2020/01/13
pays-de-la-loire_2020/01/13,12,10,33,95,7.625,82,8:50:0,pays-de-la-loire,2020/01/13
picardie_2020/01/13,10,5,37,95,9,80,8:29:0,picardie,2020/01/13
poitou-charentes_2020/01/13,11,10,33,89,8,83,8:58:0,poitou-charentes,2020/01/13
rh-ne-alpes_2020/01/13,8,5,13,72,10,46,9:0:0,rh-ne-alpes,2020/01/13
provence-alpes-c-te-d-azur_2020/01/13,12,10,17,66,10,42,9:17:0,provence-alpes-c-te-d-azur,2020/01/13
alsace_2020/01/14,9,5,17,65,10,53,8:42:0,alsace,2020/01/14
