region,day,TempMax_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Pays de la Loire,2020/01/05,9.0,10.0,88.0,10.0,19.0,518.0
Pays de la Loire,2020/01/06,10.0,17.0,91.0,10.0,32.0,520.0
Pays de la Loire,2020/01/07,12.0,18.0,99.0,3.0,100.0,521.0
Pays de la Loire,2020/01/08,13.0,17.0,95.0,5.0,99.0,522.0
Pays de la Loire,2020/01/09,13.0,34.0,91.0,9.375,92.0,523.0
Pays de la Loire,2020/01/10,9.0,18.0,84.0,10.0,58.0,525.0
Pays de la Loire,2020/01/11,9.0,18.0,90.0,10.0,39.0,527.0
Pays de la Loire,2020/01/12,12.0,21.0,92.0,9.0,73.0,529.0
Pays de la Loire,2020/01/13,12.0,33.0,95.0,7.625,82.0,530.0
Pays de la Loire,2020/01/14,12.0,38.0,88.0,7.75,99.0,532.0
Pays de la Loire,2020/01/15,12.0,36.0,87.0,8.25,64.0,534.0
Pays de la Loire,2020/01/16,12.0,35.0,85.0,10.0,31.0,536.0
Pays de la Loire,2020/01/17,10.0,25.0,85.0,8.125,75.0,538.0
Pays de la Loire,2020/01/18,9.0,16.0,86.0,10.0,40.0,540.0
Pays de la Loire,2020/01/19,7.0,25.0,86.0,10.0,12.0,542.0
Pays de la Loire,2020/01/20,7.0,28.0,85.0,10.0,4.0,545.0
Pays de la Loire,2020/01/21,5.0,21.0,90.0,10.0,19.0,547.0
Pays de la Loire,2020/01/22,7.0,25.0,79.0,10.0,6.0,550.0
Pays de la Loire,2020/01/23,5.0,21.0,71.0,10.0,53.0,552.0
Pays de la Loire,2020/01/24,11.0,12.0,86.0,10.0,88.0,554.0
Pays de la Loire,2020/01/25,11.0,18.0,94.0,10.0,40.0,557.0
Pays de la Loire,2020/01/26,11.0,22.0,92.0,7.375,68.0,559.0
Pays de la Loire,2020/01/27,10.0,29.0,91.0,7.625,93.0,562.0
Pays de la Loire,2020/01/28,8.0,28.0,86.0,8.875,92.0,564.0
Pays de la Loire,2020/01/29,12.0,16.0,93.0,8.75,58.0,567.0
Pays de la Loire,2020/01/30,13.0,31.0,96.0,8.5,100.0,569.0
Pays de la Loire,2020/01/31,13.0,25.0,95.0,9.625,97.0,572.0
Pays de la Loire,2020/02/01,13.0,26.0,94.0,8.25,88.0,575.0
Pays de la Loire,2020/02/02,14.0,35.0,94.0,5.75,100.0,578.0
Pays de la Loire,2020/02/03,14.0,32.0,95.0,10.0,88.0,580.0
Pays de la Loire,2020/02/04,10.0,25.0,82.0,9.875,34.0,584.0
Pays de la Loire,2020/02/05,10.0,12.0,91.0,10.0,22.0,586.0
Pays de la Loire,2020/02/06,9.0,25.0,80.0,10.0,5.0,589.0
Pays de la Loire,2020/02/07,13.0,16.0,95.0,10.0,43.0,593.0
Pays de la Loire,2020/02/08,11.0,13.0,93.0,9.5,81.0,595.0
Pays de la Loire,2020/02/09,12.0,50.0,89.0,8.25,72.0,599.0
Pays de la Loire,2020/02/10,12.0,43.0,78.0,9.625,85.0,601.0
Pays de la Loire,2020/02/11,9.0,27.0,82.0,10.0,74.0,605.0
Pays de la Loire,2020/02/12,10.0,18.0,84.0,9.875,67.0,607.0
Pays de la Loire,2020/02/13,11.0,42.0,84.0,8.875,89.0,611.0
Pays de la Loire,2020/02/14,12.0,21.0,90.0,10.0,51.0,613.0
Pays de la Loire,2020/02/15,14.0,31.0,91.0,10.0,63.0,617.0
Pays de la Loire,2020/02/16,15.0,50.0,86.0,8.75,90.0,621.0
Pays de la Loire,2020/02/17,10.0,31.0,82.0,9.375,76.0,623.0
Pays de la Loire,2020/02/18,11.0,23.0,84.0,9.875,62.0,627.0
Pays de la Loire,2020/02/19,11.0,22.0,90.0,10.0,79.0,630.0
Pays de la Loire,2020/02/20,11.0,31.0,85.0,9.75,75.0,633.0
Provence-Alpes-Côte d'Azur,2020/01/01,13.0,4.0,76.0,10.0,24.0,542.0
Provence-Alpes-Côte d'Azur,2020/01/02,12.0,5.0,68.0,10.0,65.0,543.0
Provence-Alpes-Côte d'Azur,2020/01/03,13.0,14.0,76.0,10.0,68.0,544.0
Provence-Alpes-Côte d'Azur,2020/01/04,13.0,34.0,73.0,10.0,5.0,545.0
Provence-Alpes-Côte d'Azur,2020/01/05,15.0,14.0,62.0,10.0,1.0,546.0
Provence-Alpes-Côte d'Azur,2020/01/06,15.0,10.0,68.0,10.0,10.0,547.0
Provence-Alpes-Côte d'Azur,2020/01/07,13.0,29.0,79.0,10.0,31.0,548.0
Provence-Alpes-Côte d'Azur,2020/01/08,15.0,9.0,61.0,10.0,7.0,550.0
Provence-Alpes-Côte d'Azur,2020/01/09,14.0,14.0,62.0,10.0,8.0,551.0
Provence-Alpes-Côte d'Azur,2020/01/10,13.0,17.0,75.0,9.75,59.0,552.0
Provence-Alpes-Côte d'Azur,2020/01/11,14.0,10.0,63.0,10.0,7.0,553.0
Provence-Alpes-Côte d'Azur,2020/01/12,14.0,9.0,60.0,10.0,8.0,555.0
Provence-Alpes-Côte d'Azur,2020/01/13,12.0,17.0,66.0,10.0,42.0,557.0
Provence-Alpes-Côte d'Azur,2020/01/14,13.0,20.0,74.0,10.0,68.0,558.0
Provence-Alpes-Côte d'Azur,2020/01/15,12.0,29.0,71.0,10.0,79.0,560.0
Provence-Alpes-Côte d'Azur,2020/01/16,13.0,17.0,69.0,10.0,66.0,561.0
Provence-Alpes-Côte d'Azur,2020/01/17,13.0,27.0,83.0,9.75,71.0,563.0
Provence-Alpes-Côte d'Azur,2020/01/18,10.0,42.0,61.0,10.0,14.0,565.0
Provence-Alpes-Côte d'Azur,2020/01/19,11.0,13.0,62.0,10.0,59.0,567.0
Provence-Alpes-Côte d'Azur,2020/01/20,12.0,21.0,39.0,9.375,70.0,569.0
Provence-Alpes-Côte d'Azur,2020/01/21,14.0,41.0,52.0,8.5,75.0,570.0
Provence-Alpes-Côte d'Azur,2020/01/22,15.0,43.0,60.0,10.0,51.0,573.0
Provence-Alpes-Côte d'Azur,2020/01/23,14.0,39.0,77.0,10.0,69.0,575.0
Provence-Alpes-Côte d'Azur,2020/01/24,13.0,22.0,70.0,9.25,68.0,577.0
Provence-Alpes-Côte d'Azur,2020/01/25,13.0,22.0,79.0,9.875,72.0,579.0
Provence-Alpes-Côte d'Azur,2020/01/26,13.0,20.0,79.0,9.75,78.0,581.0
Provence-Alpes-Côte d'Azur,2020/01/27,13.0,12.0,77.0,10.0,52.0,583.0
Provence-Alpes-Côte d'Azur,2020/01/28,14.0,39.0,80.0,9.375,44.0,585.0
Provence-Alpes-Côte d'Azur,2020/01/29,13.0,35.0,66.0,10.0,23.0,588.0
Provence-Alpes-Côte d'Azur,2020/01/30,14.0,9.0,60.0,10.0,42.0,590.0
Provence-Alpes-Côte d'Azur,2020/01/31,15.0,13.0,72.0,10.0,21.0,592.0
Provence-Alpes-Côte d'Azur,2020/02/01,15.0,15.0,84.0,10.0,18.0,595.0
Provence-Alpes-Côte d'Azur,2020/02/02,15.0,22.0,77.0,10.0,17.0,597.0
Provence-Alpes-Côte d'Azur,2020/02/03,19.0,35.0,71.0,10.0,3.0,599.0
Provence-Alpes-Côte d'Azur,2020/02/04,15.0,55.0,55.0,10.0,8.0,602.0
Provence-Alpes-Côte d'Azur,2020/02/05,13.0,42.0,63.0,10.0,14.0,604.0
Provence-Alpes-Côte d'Azur,2020/02/06,13.0,26.0,64.0,10.0,54.0,607.0
Provence-Alpes-Côte d'Azur,2020/02/07,13.0,9.0,64.0,10.0,32.0,610.0
Provence-Alpes-Côte d'Azur,2020/02/08,13.0,22.0,70.0,10.0,65.0,612.0
Provence-Alpes-Côte d'Azur,2020/02/09,13.0,12.0,73.0,10.0,33.0,614.0
Provence-Alpes-Côte d'Azur,2020/02/10,16.0,41.0,84.0,10.0,41.0,617.0
Provence-Alpes-Côte d'Azur,2020/02/11,16.0,40.0,63.0,10.0,28.0,620.0
Provence-Alpes-Côte d'Azur,2020/02/12,13.0,37.0,54.0,10.0,8.0,622.0
Provence-Alpes-Côte d'Azur,2020/02/13,12.0,6.0,88.0,10.0,48.0,625.0
Provence-Alpes-Côte d'Azur,2020/02/14,14.0,46.0,58.0,10.0,2.0,628.0
Provence-Alpes-Côte d'Azur,2020/02/15,16.0,10.0,68.0,10.0,4.0,630.0
Provence-Alpes-Côte d'Azur,2020/02/16,14.0,25.0,86.0,10.0,46.0,634.0
Provence-Alpes-Côte d'Azur,2020/02/17,14.0,21.0,89.0,10.0,78.0,636.0
Provence-Alpes-Côte d'Azur,2020/02/18,13.0,44.0,57.0,10.0,25.0,639.0
Provence-Alpes-Côte d'Azur,2020/02/19,13.0,45.0,55.0,10.0,8.0,642.0
Provence-Alpes-Côte d'Azur,2020/02/20,14.0,8.0,61.0,10.0,18.0,645.0
Île-de-France,2020/01/01,6.0,8.0,90.0,9.375,41.0,500.0
Île-de-France,2020/01/02,9.0,12.0,97.0,5.0,95.0,501.0
Île-de-France,2020/01/03,11.0,20.0,90.0,8.0,98.0,502.0
Île-de-France,2020/01/04,8.0,11.0,78.0,10.0,47.0,503.0
Île-de-France,2020/01/05,10.0,4.0,75.0,10.0,64.0,504.0
Île-de-France,2020/01/06,8.0,15.0,84.0,10.0,16.0,506.0
Île-de-France,2020/01/07,10.0,12.0,93.0,7.0,79.0,508.0
Île-de-France,2020/01/08,11.0,12.0,95.0,8.0,100.0,509.0
Île-de-France,2020/01/09,11.0,23.0,85.0,8.875,97.0,511.0
Île-de-France,2020/01/10,10.0,17.0,79.0,8.625,82.0,512.0
Île-de-France,2020/01/11,8.0,12.0,81.0,10.0,49.0,515.0
Île-de-France,2020/01/12,8.0,18.0,90.0,10.0,81.0,516.0
Île-de-France,2020/01/13,10.0,23.0,88.0,10.0,84.0,518.0
Île-de-France,2020/01/14,10.0,31.0,74.0,10.0,94.0,520.0
Île-de-France,2020/01/15,11.0,30.0,78.0,9.0,51.0,522.0
Île-de-France,2020/01/16,12.0,19.0,92.0,8.0,33.0,525.0
Île-de-France,2020/01/17,10.0,25.0,85.0,9.625,73.0,526.0
Île-de-France,2020/01/18,8.0,11.0,80.0,10.0,37.0,528.0
Île-de-France,2020/01/19,7.0,19.0,80.0,10.0,24.0,531.0
Île-de-France,2020/01/20,7.0,17.0,83.0,10.0,7.0,533.0
Île-de-France,2020/01/21,8.0,9.0,79.0,10.0,2.0,536.0
Île-de-France,2020/01/22,7.0,12.0,74.0,10.0,11.0,539.0
Île-de-France,2020/01/23,8.0,12.0,71.0,10.0,5.0,541.0
Île-de-France,2020/01/24,8.0,4.0,58.0,10.0,8.0,544.0
Île-de-France,2020/01/25,8.0,7.0,93.0,9.0,31.0,546.0
Île-de-France,2020/01/26,10.0,14.0,92.0,7.0,59.0,549.0
Île-de-France,2020/01/27,9.0,23.0,84.0,6.5,100.0,551.0
Île-de-France,2020/01/28,9.0,31.0,70.0,9.75,79.0,555.0
Île-de-France,2020/01/29,9.0,18.0,82.0,9.625,67.0,558.0
Île-de-France,2020/01/30,11.0,19.0,95.0,7.75,82.0,560.0
Île-de-France,2020/01/31,13.0,17.0,89.0,10.0,96.0,563.0
Île-de-France,2020/02/01,14.0,22.0,91.0,8.75,90.0,566.0
Île-de-France,2020/02/02,16.0,24.0,89.0,8.625,100.0,569.0
Île-de-France,2020/02/03,13.0,21.0,78.0,7.0,92.0,572.0
Île-de-France,2020/02/04,8.0,27.0,63.0,9.375,85.0,575.0
Île-de-France,2020/02/05,9.0,6.0,86.0,10.0,56.0,578.0
Île-de-France,2020/02/06,10.0,11.0,74.0,10.0,16.0,582.0
Île-de-France,2020/02/07,10.0,12.0,71.0,10.0,17.0,584.0
Île-de-France,2020/02/08,10.0,15.0,83.0,8.875,83.0,588.0
Île-de-France,2020/02/09,12.0,42.0,76.0,7.875,88.0,590.0
Île-de-France,2020/02/10,13.0,38.0,65.0,7.5,76.0,594.0
Île-de-France,2020/02/11,8.0,30.0,61.0,9.25,76.0,598.0
Île-de-France,2020/02/12,9.0,21.0,73.0,8.0,81.0,600.0
Île-de-France,2020/02/13,10.0,35.0,79.0,8.125,87.0,604.0
Île-de-France,2020/02/14,11.0,13.0,83.0,10.0,66.0,607.0
Île-de-France,2020/02/15,13.0,22.0,86.0,10.0,51.0,610.0
Île-de-France,2020/02/16,16.0,37.0,65.0,9.5,95.0,614.0
Île-de-France,2020/02/17,12.0,27.0,70.0,8.375,76.0,617.0
Île-de-France,2020/02/18,11.0,21.0,68.0,10.0,50.0,620.0
Île-de-France,2020/02/19,9.0,15.0,73.0,7.75,89.0,624.0
Île-de-France,2020/02/20,10.0,30.0,77.0,9.5,87.0,627.0
