region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2015/01/01,0.5,-2.5,5.5,89.5,8.0,10.0,513.5
Bourgogne-Franche-Comté,2015/01/02,2.0,0.0,15.5,91.0,9.375,50.5,514.5
Bourgogne-Franche-Comté,2015/01/03,7.0,2.0,29.5,99.5,6.875,76.0,515.5
Bourgogne-Franche-Comté,2015/01/04,7.0,2.0,13.0,95.5,7.9375,44.0,516.5
Bourgogne-Franche-Comté,2015/01/05,4.0,0.5,5.5,81.0,10.0,7.0,518.0
Bourgogne-Franche-Comté,2015/01/06,4.5,2.5,7.5,57.5,10.0,32.5,519.0
Bourgogne-Franche-Comté,2015/01/07,5.5,3.0,6.5,92.5,8.0,60.5,520.0
Bourgogne-Franche-Comté,2015/01/08,8.0,5.0,25.5,94.0,8.3125,84.5,522.0
Bourgogne-Franche-Comté,2015/01/09,9.0,6.0,26.5,93.0,8.5,82.5,523.5
Bourgogne-Franche-Comté,2015/01/10,12.0,11.0,27.0,95.5,9.9375,90.5,525.0
Bourgogne-Franche-Comté,2015/01/11,9.5,3.5,18.0,91.0,9.625,64.5,526.5
Bourgogne-Franche-Comté,2015/01/12,6.5,2.0,23.0,87.0,9.0,30.0,528.5
Bourgogne-Franche-Comté,2015/01/13,10.0,4.5,28.5,75.0,9.9375,16.5,530.5
Bourgogne-Franche-Comté,2015/01/14,8.0,6.0,34.5,97.0,9.8125,73.0,532.0
Bourgogne-Franche-Comté,2015/01/15,10.0,7.0,32.0,74.0,10.0,76.5,534.5
Bourgogne-Franche-Comté,2015/01/16,7.0,6.0,15.0,96.5,7.75,99.0,536.0
Bourgogne-Franche-Comté,2015/01/17,3.5,2.5,14.5,93.0,8.5,81.5,538.0
Bourgogne-Franche-Comté,2015/01/18,3.0,1.0,12.0,78.0,10.0,59.0,540.5
Bourgogne-Franche-Comté,2015/01/19,3.5,2.0,9.0,83.5,8.25,92.5,542.5
Bourgogne-Franche-Comté,2015/01/20,1.5,0.5,11.0,81.0,9.5,52.5,544.5
Bourgogne-Franche-Comté,2015/01/21,3.0,0.5,10.0,80.5,9.4375,61.5,547.0
Bourgogne-Franche-Comté,2015/01/22,2.0,0.0,10.0,83.5,10.0,75.0,549.5
Bourgogne-Franche-Comté,2015/01/23,2.0,-0.5,18.0,87.0,9.1875,66.0,552.0
Bourgogne-Franche-Comté,2015/01/24,0.5,-1.0,16.0,92.5,6.1875,66.0,554.0
Bourgogne-Franche-Comté,2015/01/25,1.0,-2.0,13.0,93.5,6.75,74.0,557.0
Bourgogne-Franche-Comté,2015/01/26,1.5,0.5,15.0,98.5,6.0,87.0,559.0
Bourgogne-Franche-Comté,2015/01/27,1.5,0.5,10.5,99.0,4.125,91.0,562.0
Bourgogne-Franche-Comté,2015/01/28,3.5,0.5,28.5,98.5,6.6875,89.0,564.5
Bourgogne-Franche-Comté,2015/01/29,4.0,2.5,34.0,92.0,9.0625,97.5,567.0
Bourgogne-Franche-Comté,2015/01/30,3.0,0.0,29.5,91.5,8.875,84.0,570.0
Bourgogne-Franche-Comté,2015/01/31,2.0,0.5,21.5,97.0,7.875,79.5,573.0
Bourgogne-Franche-Comté,2015/02/01,1.0,1.0,26.5,94.0,7.8125,95.0,575.5
Bourgogne-Franche-Comté,2015/02/02,2.0,0.5,14.5,97.5,6.375,89.5,578.0
Bourgogne-Franche-Comté,2015/02/03,0.0,-2.0,12.0,95.5,5.3125,76.0,581.0
Bourgogne-Franche-Comté,2015/02/04,-0.5,-1.5,29.5,83.5,10.0,72.0,584.0
Bourgogne-Franche-Comté,2015/02/05,-1.0,-3.0,39.0,74.0,9.0,56.5,587.0
Bourgogne-Franche-Comté,2015/02/06,0.0,-2.0,37.5,74.0,9.5,50.5,589.5
Bourgogne-Franche-Comté,2015/02/07,-0.5,-3.5,21.5,70.5,10.0,9.5,593.0
Bourgogne-Franche-Comté,2015/02/08,3.0,0.5,33.5,90.0,8.6875,41.0,595.0
Bourgogne-Franche-Comté,2015/02/09,2.5,-1.0,16.5,74.5,10.0,12.0,599.0
Bourgogne-Franche-Comté,2015/02/10,4.0,1.0,16.0,84.0,10.0,18.0,601.5
Bourgogne-Franche-Comté,2015/02/11,5.0,0.5,6.5,81.0,9.0,2.5,605.0
Bourgogne-Franche-Comté,2015/02/12,6.5,4.0,5.0,63.5,10.0,7.5,607.5
Bourgogne-Franche-Comté,2015/02/13,8.5,4.0,20.5,81.0,10.0,23.5,611.0
Bourgogne-Franche-Comté,2015/02/14,7.0,5.0,27.0,90.0,9.125,89.0,614.0
Bourgogne-Franche-Comté,2015/02/15,6.5,3.5,9.5,88.0,8.5625,67.0,617.0
Bourgogne-Franche-Comté,2015/02/16,5.5,2.5,7.5,81.0,10.0,25.0,620.5
Bourgogne-Franche-Comté,2015/02/17,5.0,2.0,13.5,79.5,9.0,30.5,623.0
Bourgogne-Franche-Comté,2015/02/18,5.0,2.0,15.0,80.0,10.0,3.0,626.5
Bourgogne-Franche-Comté,2015/02/19,6.5,1.0,14.0,71.5,10.0,0.5,630.0
Bourgogne-Franche-Comté,2015/02/20,9.0,5.0,27.0,68.5,10.0,17.0,633.5
Bourgogne-Franche-Comté,2015/02/21,4.5,3.5,15.0,91.5,9.125,98.0,636.0
Bourgogne-Franche-Comté,2015/02/22,3.5,1.5,19.0,86.0,9.0,52.0,640.0
Bourgogne-Franche-Comté,2015/02/23,6.5,3.0,35.5,94.0,9.4375,81.0,643.0
Bourgogne-Franche-Comté,2015/02/24,6.0,3.0,19.5,85.5,10.0,70.5,647.0
Bourgogne-Franche-Comté,2015/02/25,7.0,3.5,8.5,81.0,8.1875,40.5,649.0
Bourgogne-Franche-Comté,2015/02/26,7.0,4.5,8.0,75.5,9.5,66.5,653.0
Bourgogne-Franche-Comté,2015/02/27,4.0,2.5,27.0,91.5,9.4375,93.5,656.0
Bourgogne-Franche-Comté,2015/02/28,6.0,3.0,9.0,79.0,8.875,23.5,660.0
Bourgogne-Franche-Comté,2015/03/01,8.5,5.0,29.5,94.5,8.4375,99.5,663.0
Bourgogne-Franche-Comté,2015/03/02,9.5,8.0,33.5,86.5,9.9375,62.5,667.0
Bourgogne-Franche-Comté,2015/03/03,9.0,5.5,21.0,76.0,10.0,43.0,670.0
Bourgogne-Franche-Comté,2015/03/04,6.0,3.5,13.5,82.5,9.0,40.5,674.0
Bourgogne-Franche-Comté,2015/03/05,6.0,3.0,24.0,80.0,9.5,17.5,676.5
Bourgogne-Franche-Comté,2015/03/06,9.0,4.5,17.5,65.5,10.0,7.0,679.5
Bourgogne-Franche-Comté,2015/03/07,10.5,6.0,7.5,60.0,10.0,32.5,683.0
Bourgogne-Franche-Comté,2015/03/08,12.5,7.5,4.0,50.0,10.0,12.0,686.5
Bourgogne-Franche-Comté,2015/03/09,13.5,8.0,13.0,68.0,10.0,40.5,690.0
Bourgogne-Franche-Comté,2015/03/10,9.5,8.5,20.5,74.5,9.4375,42.0,693.0
Bourgogne-Franche-Comté,2015/03/11,9.5,6.5,16.5,80.5,8.5625,61.5,697.0
Bourgogne-Franche-Comté,2015/03/12,10.0,7.5,18.0,75.5,9.125,61.0,700.0
Bourgogne-Franche-Comté,2015/03/13,9.5,6.5,15.0,78.5,8.75,62.5,704.0
Bourgogne-Franche-Comté,2015/03/14,11.5,7.5,13.5,76.0,8.5625,54.0,707.0
Bourgogne-Franche-Comté,2015/03/15,11.5,7.0,12.5,74.5,9.0625,52.5,711.0
Bourgogne-Franche-Comté,2015/03/16,11.5,8.0,14.5,72.5,8.625,57.0,714.0
Bourgogne-Franche-Comté,2015/03/17,10.5,8.0,14.0,80.0,8.0625,59.5,718.0
Bourgogne-Franche-Comté,2015/03/18,9.5,6.5,16.0,76.5,8.4375,59.0,721.0
Bourgogne-Franche-Comté,2015/03/19,14.5,10.0,19.5,74.5,9.3125,34.0,724.0
Bourgogne-Franche-Comté,2015/03/20,14.5,11.0,12.5,67.5,10.0,15.5,728.0
Bourgogne-Franche-Comté,2015/03/21,9.5,8.0,11.5,75.0,8.6875,64.5,731.0
Bourgogne-Franche-Comté,2015/03/22,9.0,6.0,31.0,69.0,9.5,36.0,735.0
Bourgogne-Franche-Comté,2015/03/23,12.5,8.0,6.5,64.5,10.0,9.0,738.0
Bourgogne-Franche-Comté,2015/03/24,13.0,9.0,8.5,81.5,9.625,40.5,742.0
Bourgogne-Franche-Comté,2015/03/25,7.0,4.5,21.5,91.5,6.5625,89.5,745.5
Bourgogne-Franche-Comté,2015/03/26,9.5,5.0,17.0,76.0,9.0,64.0,748.5
Bourgogne-Franche-Comté,2015/03/27,10.5,7.5,14.5,82.5,8.875,52.0,752.5
Bourgogne-Franche-Comté,2015/03/28,10.5,8.0,17.0,88.0,9.5,58.0,755.5
Bourgogne-Franche-Comté,2015/03/29,10.0,8.5,36.5,93.0,8.875,99.0,759.5
Bourgogne-Franche-Comté,2015/03/30,11.0,9.5,30.5,93.0,8.625,96.0,762.5
Bourgogne-Franche-Comté,2015/03/31,11.5,9.5,42.0,92.0,8.75,80.5,766.0
Bourgogne-Franche-Comté,2015/04/01,8.0,6.0,27.5,77.5,9.9375,62.5,769.5
Bourgogne-Franche-Comté,2015/04/02,7.5,4.5,34.5,92.5,7.0,88.5,772.5
Bourgogne-Franche-Comté,2015/04/03,10.0,7.0,10.0,87.5,9.8125,71.0,776.0
Bourgogne-Franche-Comté,2015/04/04,8.5,7.0,22.5,94.5,5.3125,95.5,779.0
Bourgogne-Franche-Comté,2015/04/05,8.5,5.5,32.0,63.0,10.0,24.0,783.0
