,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
nord-pas-de-calais_2009/01/05,0,-1,27,98,5.75,100,8:13:0,nord-pas-de-calais,2009/01/05
normandie_2009/01/05,4,3,33,92,6.625,94,8:23:0,normandie,2009/01/05
pays-de-la-loire_2009/01/05,3,-2,13,94,9,65,8:38:0,pays-de-la-loire,2009/01/05
picardie_2009/01/05,0,-2,30,97,7.375,100,8:17:0,picardie,2009/01/05
poitou-charentes_2009/01/05,3,-1,7,64,9,57,8:47:0,poitou-charentes,2009/01/05
rh-ne-alpes_2009/01/05,-2,-5,11,46,10,30,8:49:0,rh-ne-alpes,2009/01/05
provence-alpes-c-te-d-azur_2009/01/05,6,4,28,50,10,21,9:7:0,provence-alpes-c-te-d-azur,2009/01/05
alsace_2009/01/06,-4,-5,19,89,9.375,82,8:29:0,alsace,2009/01/06
aquitaine_2009/01/06,2,0,18,71,10,32,8:57:0,aquitaine,2009/01/06
ardeche_2009/01/06,-4,-6,21,83,10,38,8:59:0,ardeche,2009/01/06
auvergne_2009/01/06,-5,-7,16,89,9.375,74,8:51:0,auvergne,2009/01/06
bourgogne_2009/01/06,-3,-4,22,85,9.375,79,8:40:0,bourgogne,2009/01/06
bretagne_2009/01/06,1,-4,22,82,9.375,50,8:33:0,bretagne,2009/01/06
centre_2009/01/06,-3,-4,21,91,10,90,8:35:0,centre,2009/01/06
champagne-ardenne_2009/01/06,-3,-7,17,87,10,30,8:24:0,champagne-ardenne,2009/01/06
corse_2009/01/06,7,6,10,84,9,53,9:16:0,corse,2009/01/06
franche-comte_2009/01/06,-4,-5,24,88,10,73,8:40:0,franche-comte,2009/01/06
ile-de-re_2009/01/06,2,-2,31,80,9.375,59,8:48:0,ile-de-re,2009/01/06
ile-de-france_2009/01/06,-3,-7,22,90,10,60,8:27:0,ile-de-france,2009/01/06
languedoc-roussillon_2009/01/06,4,2,24,64,10,37,9:5:0,languedoc-roussillon,2009/01/06
limousin_2009/01/06,-2,-5,24,78,9.625,36,8:50:0,limousin,2009/01/06
lorraine_2009/01/06,-4,-5,19,87,10,83,8:25:0,lorraine,2009/01/06
midi-pyrenees_2009/01/06,2,-1,17,84,9.375,36,9:6:0,midi-pyrenees,2009/01/06
nord-pas-de-calais_2009/01/06,-4,-8,22,85,10,29,8:14:0,nord-pas-de-calais,2009/01/06
normandie_2009/01/06,0,-1,27,80,9.375,42,8:24:0,normandie,2009/01/06
pays-de-la-loire_2009/01/06,0,-1,25,82,9.375,64,8:40:0,pays-de-la-loire,2009/01/06
picardie_2009/01/06,-3,-8,23,89,10,32,8:18:0,picardie,2009/01/06
poitou-charentes_2009/01/06,2,0,31,79,9.375,59,8:48:0,poitou-charentes,2009/01/06
rh-ne-alpes_2009/01/06,-3,-6,18,85,9.375,60,8:50:0,rh-ne-alpes,2009/01/06
provence-alpes-c-te-d-azur_2009/01/06,5,3,18,72,9,70,9:8:0,provence-alpes-c-te-d-azur,2009/01/06
alsace_2009/01/07,-5,-8,12,88,6.5,21,8:31:0,alsace,2009/01/07
aquitaine_2009/01/07,1,-3,19,75,10,21,8:59:0,aquitaine,2009/01/07
ardeche_2009/01/07,-5,-6,24,89,8.75,62,9:0:0,ardeche,2009/01/07
auvergne_2009/01/07,-6,-8,19,91,8.75,83,8:52:0,auvergne,2009/01/07
bourgogne_2009/01/07,-4,-7,28,88,10,41,8:41:0,bourgogne,2009/01/07
bretagne_2009/01/07,3,-5,15,92,10,23,8:35:0,bretagne,2009/01/07
centre_2009/01/07,-4,-8,20,78,10,30,8:36:0,centre,2009/01/07
champagne-ardenne_2009/01/07,-4,-9,10,75,9,19,8:25:0,champagne-ardenne,2009/01/07
corse_2009/01/07,9,8,19,87,9,60,9:17:0,corse,2009/01/07
franche-comte_2009/01/07,-6,-7,30,90,10,33,8:41:0,franche-comte,2009/01/07
ile-de-re_2009/01/07,1,-4,28,84,10,6,8:50:0,ile-de-re,2009/01/07
ile-de-france_2009/01/07,-3,-9,13,92,9,18,8:28:0,ile-de-france,2009/01/07
languedoc-roussillon_2009/01/07,4,1,26,71,10,72,9:6:0,languedoc-roussillon,2009/01/07
limousin_2009/01/07,-3,-6,24,85,9.375,49,8:51:0,limousin,2009/01/07
lorraine_2009/01/07,-6,-9,11,83,10,24,8:26:0,lorraine,2009/01/07
midi-pyrenees_2009/01/07,0,-4,19,73,9,51,9:7:0,midi-pyrenees,2009/01/07
nord-pas-de-calais_2009/01/07,-1,-6,12,97,6.5,55,8:16:0,nord-pas-de-calais,2009/01/07
normandie_2009/01/07,3,-1,18,83,10,43,8:26:0,normandie,2009/01/07
pays-de-la-loire_2009/01/07,1,-6,20,57,10,13,8:42:0,pays-de-la-loire,2009/01/07
picardie_2009/01/07,0,-6,11,98,6.5,51,8:19:0,picardie,2009/01/07
poitou-charentes_2009/01/07,1,-4,28,84,10,6,8:50:0,poitou-charentes,2009/01/07
rh-ne-alpes_2009/01/07,-5,-6,22,87,9.625,92,8:52:0,rh-ne-alpes,2009/01/07
provence-alpes-c-te-d-azur_2009/01/07,3,2,30,94,9.125,91,9:10:0,provence-alpes-c-te-d-azur,2009/01/07
alsace_2009/01/08,-3,-7,18,84,9,2,8:32:0,alsace,2009/01/08
aquitaine_2009/01/08,1,-3,18,68,10,17,9:0:0,aquitaine,2009/01/08
ardeche_2009/01/08,-1,-6,15,96,6.375,49,9:1:0,ardeche,2009/01/08
auvergne_2009/01/08,-3,-8,10,94,9,18,8:53:0,auvergne,2009/01/08
bourgogne_2009/01/08,-3,-6,22,77,10,3,8:42:0,bourgogne,2009/01/08
bretagne_2009/01/08,5,-2,21,96,9,47,8:36:0,bretagne,2009/01/08
centre_2009/01/08,-1,-4,23,91,10,21,8:38:0,centre,2009/01/08
champagne-ardenne_2009/01/08,-2,-5,17,90,8,10,8:27:0,champagne-ardenne,2009/01/08
corse_2009/01/08,7,4,8,85,9.875,35,9:18:0,corse,2009/01/08
franche-comte_2009/01/08,-4,-7,22,79,10,3,8:43:0,franche-comte,2009/01/08
ile-de-re_2009/01/08,2,-1,33,87,10,21,8:51:0,ile-de-re,2009/01/08
ile-de-france_2009/01/08,0,-5,18,93,7.75,21,8:31:0,ile-de-france,2009/01/08
languedoc-roussillon_2009/01/08,3,1,22,97,9,60,9:7:0,languedoc-roussillon,2009/01/08
limousin_2009/01/08,-1,-6,24,91,10,14,8:54:0,limousin,2009/01/08
lorraine_2009/01/08,-4,-7,25,91,9,17,8:28:0,lorraine,2009/01/08
midi-pyrenees_2009/01/08,1,-4,9,91,9.375,47,9:8:0,midi-pyrenees,2009/01/08
nord-pas-de-calais_2009/01/08,0,-4,12,93,6.25,22,8:18:0,nord-pas-de-calais,2009/01/08
normandie_2009/01/08,4,3,22,85,10,42,8:27:0,normandie,2009/01/08
pays-de-la-loire_2009/01/08,4,1,27,95,9.625,29,8:43:0,pays-de-la-loire,2009/01/08
picardie_2009/01/08,1,-6,14,94,7.125,30,8:21:0,picardie,2009/01/08
poitou-charentes_2009/01/08,2,0,33,87,10,21,8:51:0,poitou-charentes,2009/01/08
rh-ne-alpes_2009/01/08,-4,-8,9,86,10,31,8:53:0,rh-ne-alpes,2009/01/08
provence-alpes-c-te-d-azur_2009/01/08,5,4,11,94,8,65,9:11:0,provence-alpes-c-te-d-azur,2009/01/08
alsace_2009/01/09,-5,-7,5,76,10,2,8:34:0,alsace,2009/01/09
aquitaine_2009/01/09,2,-1,11,94,7.625,43,9:2:0,aquitaine,2009/01/09
ardeche_2009/01/09,2,-2,14,88,9,30,9:2:0,ardeche,2009/01/09
auvergne_2009/01/09,1,-3,10,80,10,11,8:56:0,auvergne,2009/01/09
bourgogne_2009/01/09,-1,-4,5,69,10,7,8:44:0,bourgogne,2009/01/09
bretagne_2009/01/09,2,-5,8,84,10,6,8:38:0,bretagne,2009/01/09
centre_2009/01/09,-2,-5,10,81,10,1,8:39:0,centre,2009/01/09
champagne-ardenne_2009/01/09,-5,-8,12,88,9,2,8:28:0,champagne-ardenne,2009/01/09
corse_2009/01/09,10,8,15,90,8.5,52,9:20:0,corse,2009/01/09
franche-comte_2009/01/09,-2,-4,9,75,10,4,8:44:0,franche-comte,2009/01/09
ile-de-re_2009/01/09,5,0,22,75,10,14,8:52:0,ile-de-re,2009/01/09
ile-de-france_2009/01/09,-4,-8,7,90,7,3,8:32:0,ile-de-france,2009/01/09
languedoc-roussillon_2009/01/09,8,6,23,88,8.625,77,9:9:0,languedoc-roussillon,2009/01/09
limousin_2009/01/09,5,-1,14,85,10,18,8:55:0,limousin,2009/01/09
lorraine_2009/01/09,-6,-9,12,83,8,4,8:29:0,lorraine,2009/01/09
midi-pyrenees_2009/01/09,2,0,5,98,6.875,64,9:10:0,midi-pyrenees,2009/01/09
nord-pas-de-calais_2009/01/09,-5,-8,9,84,10,4,8:20:0,nord-pas-de-calais,2009/01/09
normandie_2009/01/09,1,-3,8,78,10,1,8:30:0,normandie,2009/01/09
pays-de-la-loire_2009/01/09,3,-4,14,76,10,6,8:45:0,pays-de-la-loire,2009/01/09
picardie_2009/01/09,-5,-9,9,91,9,3,8:23:0,picardie,2009/01/09
poitou-charentes_2009/01/09,5,0,19,73,10,14,8:52:0,poitou-charentes,2009/01/09
rh-ne-alpes_2009/01/09,-1,-4,9,74,10,25,8:54:0,rh-ne-alpes,2009/01/09
provence-alpes-c-te-d-azur_2009/01/09,7,6,31,88,8.875,55,9:12:0,provence-alpes-c-te-d-azur,2009/01/09
alsace_2009/01/10,-2,-6,4,86,10,1,8:35:0,alsace,2009/01/10
aquitaine_2009/01/10,7,4,11,85,10,28,9:3:0,aquitaine,2009/01/10
ardeche_2009/01/10,4,-2,10,85,10,17,9:4:0,ardeche,2009/01/10
auvergne_2009/01/10,4,-3,7,63,10,15,8:57:0,auvergne,2009/01/10
bourgogne_2009/01/10,2,-3,4,63,10,5,8:45:0,bourgogne,2009/01/10
bretagne_2009/01/10,3,-3,8,78,10,11,8:39:0,bretagne,2009/01/10
centre_2009/01/10,0,-4,7,78,10,2,8:41:0,centre,2009/01/10
champagne-ardenne_2009/01/10,-3,-7,8,85,10,0,8:31:0,champagne-ardenne,2009/01/10
corse_2009/01/10,10,7,14,85,9.375,58,9:22:0,corse,2009/01/10
franche-comte_2009/01/10,1,-3,9,68,10,5,8:46:0,franche-comte,2009/01/10
ile-de-re_2009/01/10,7,1,20,73,10,9,8:54:0,ile-de-re,2009/01/10
ile-de-france_2009/01/10,-2,-7,8,83,10,1,8:33:0,ile-de-france,2009/01/10
languedoc-roussillon_2009/01/10,9,5,19,82,10,58,9:10:0,languedoc-roussillon,2009/01/10
limousin_2009/01/10,6,-1,9,83,10,21,8:56:0,limousin,2009/01/10
lorraine_2009/01/10,-3,-8,9,85,10,1,8:32:0,lorraine,2009/01/10
midi-pyrenees_2009/01/10,7,1,9,96,3.75,51,9:12:0,midi-pyrenees,2009/01/10
nord-pas-de-calais_2009/01/10,-4,-8,11,84,10,2,8:21:0,nord-pas-de-calais,2009/01/10
normandie_2009/01/10,2,-2,12,66,10,10,8:31:0,normandie,2009/01/10
pays-de-la-loire_2009/01/10,6,-1,15,71,10,3,8:46:0,pays-de-la-loire,2009/01/10
picardie_2009/01/10,-3,-7,13,85,10,2,8:25:0,picardie,2009/01/10
poitou-charentes_2009/01/10,7,1,20,73,10,9,8:54:0,poitou-charentes,2009/01/10
rh-ne-alpes_2009/01/10,0,-4,6,64,10,13,8:56:0,rh-ne-alpes,2009/01/10
provence-alpes-c-te-d-azur_2009/01/10,9,7,10,86,10,34,9:13:0,provence-alpes-c-te-d-azur,2009/01/10
alsace_2009/01/11,-2,-5,9,69,10,0,8:38:0,alsace,2009/01/11
aquitaine_2009/01/11,9,4,9,86,9,2,9:5:0,aquitaine,2009/01/11
ardeche_2009/01/11,4,-2,12,61,10,2,9:5:0,ardeche,2009/01/11
auvergne_2009/01/11,4,-3,7,59,10,0,8:58:0,auvergne,2009/01/11
bourgogne_2009/01/11,2,-3,4,52,10,0,8:48:0,bourgogne,2009/01/11
bretagne_2009/01/11,8,-1,23,96,10,18,8:42:0,bretagne,2009/01/11
centre_2009/01/11,2,-2,11,66,10,3,8:43:0,centre,2009/01/11
champagne-ardenne_2009/01/11,1,-4,12,76,10,5,8:32:0,champagne-ardenne,2009/01/11
corse_2009/01/11,10,8,14,80,10,38,9:23:0,corse,2009/01/11
franche-comte_2009/01/11,1,-2,7,57,10,0,8:48:0,franche-comte,2009/01/11
ile-de-re_2009/01/11,9,5,15,86,10,4,8:55:0,ile-de-re,2009/01/11
ile-de-france_2009/01/11,2,-3,17,74,10,5,8:36:0,ile-de-france,2009/01/11
languedoc-roussillon_2009/01/11,10,5,17,64,10,11,9:12:0,languedoc-roussillon,2009/01/11
limousin_2009/01/11,7,-4,6,83,10,1,8:58:0,limousin,2009/01/11
lorraine_2009/01/11,-1,-5,10,74,10,1,8:33:0,lorraine,2009/01/11
midi-pyrenees_2009/01/11,8,0,7,92,7,10,9:13:0,midi-pyrenees,2009/01/11
nord-pas-de-calais_2009/01/11,1,-4,23,77,10,16,8:24:0,nord-pas-de-calais,2009/01/11
normandie_2009/01/11,6,1,29,72,10,13,8:33:0,normandie,2009/01/11
pays-de-la-loire_2009/01/11,9,2,21,81,10,8,8:48:0,pays-de-la-loire,2009/01/11
picardie_2009/01/11,2,-4,23,81,10,15,8:26:0,picardie,2009/01/11
poitou-charentes_2009/01/11,9,5,14,78,10,4,8:56:0,poitou-charentes,2009/01/11
rh-ne-alpes_2009/01/11,1,-3,7,49,10,0,8:58:0,rh-ne-alpes,2009/01/11
provence-alpes-c-te-d-azur_2009/01/11,10,7,13,80,10,13,9:15:0,provence-alpes-c-te-d-azur,2009/01/11
alsace_2009/01/12,1,-3,13,56,10,6,8:39:0,alsace,2009/01/12
aquitaine_2009/01/12,8,3,12,82,9,30,9:6:0,aquitaine,2009/01/12
ardeche_2009/01/12,6,-2,5,83,10,9,9:7:0,ardeche,2009/01/12
auvergne_2009/01/12,5,0,12,48,10,12,9:0:0,auvergne,2009/01/12
bourgogne_2009/01/12,3,-2,13,44,10,12,8:49:0,bourgogne,2009/01/12
bretagne_2009/01/12,9,5,34,89,9,48,8:43:0,bretagne,2009/01/12
centre_2009/01/12,3,-1,20,79,10,17,8:44:0,centre,2009/01/12
champagne-ardenne_2009/01/12,2,-3,20,72,10,24,8:34:0,champagne-ardenne,2009/01/12
corse_2009/01/12,12,9,14,86,10,29,9:24:0,corse,2009/01/12
franche-comte_2009/01/12,2,-2,13,68,10,13,8:49:0,franche-comte,2009/01/12
ile-de-re_2009/01/12,9,5,25,88,10,19,8:57:0,ile-de-re,2009/01/12
ile-de-france_2009/01/12,3,-1,24,86,10,28,8:38:0,ile-de-france,2009/01/12
languedoc-roussillon_2009/01/12,10,6,10,59,10,3,9:14:0,languedoc-roussillon,2009/01/12
limousin_2009/01/12,6,1,18,61,10,16,8:59:0,limousin,2009/01/12
lorraine_2009/01/12,0,-4,15,62,10,11,8:35:0,lorraine,2009/01/12
midi-pyrenees_2009/01/12,8,1,10,64,10,13,9:14:0,midi-pyrenees,2009/01/12
nord-pas-de-calais_2009/01/12,4,0,30,90,9.875,54,8:25:0,nord-pas-de-calais,2009/01/12
normandie_2009/01/12,8,5,42,85,10,51,8:35:0,normandie,2009/01/12
pays-de-la-loire_2009/01/12,10,6,32,85,9.875,32,8:50:0,pays-de-la-loire,2009/01/12
picardie_2009/01/12,4,0,32,92,9,50,8:29:0,picardie,2009/01/12
poitou-charentes_2009/01/12,9,5,25,88,10,19,8:57:0,poitou-charentes,2009/01/12
rh-ne-alpes_2009/01/12,3,-1,8,79,10,5,8:59:0,rh-ne-alpes,2009/01/12
provence-alpes-c-te-d-azur_2009/01/12,11,9,7,76,10,5,9:16:0,provence-alpes-c-te-d-azur,2009/01/12
alsace_2009/01/13,4,1,11,70,10,26,8:41:0,alsace,2009/01/13
aquitaine_2009/01/13,7,5,11,97,6.5,76,9:8:0,aquitaine,2009/01/13
ardeche_2009/01/13,8,-2,6,88,10,13,9:9:0,ardeche,2009/01/13
auvergne_2009/01/13,7,0,14,83,10,20,9:1:0,auvergne,2009/01/13
bourgogne_2009/01/13,5,1,9,60,10,20,8:51:0,bourgogne,2009/01/13
bretagne_2009/01/13,10,6,17,96,8.625,57,8:45:0,bretagne,2009/01/13
centre_2009/01/13,3,0,15,85,9.375,62,8:47:0,centre,2009/01/13
champagne-ardenne_2009/01/13,3,1,17,80,8.375,58,8:36:0,champagne-ardenne,2009/01/13
corse_2009/01/13,10,9,17,91,9.75,68,9:26:0,corse,2009/01/13
franche-comte_2009/01/13,4,1,12,72,10,20,8:52:0,franche-comte,2009/01/13
ile-de-re_2009/01/13,10,7,19,92,9.875,53,8:59:0,ile-de-re,2009/01/13
ile-de-france_2009/01/13,3,2,18,96,8.375,76,8:39:0,ile-de-france,2009/01/13
languedoc-roussillon_2009/01/13,10,8,9,71,10,17,9:15:0,languedoc-roussillon,2009/01/13
limousin_2009/01/13,5,2,16,88,9.875,82,9:2:0,limousin,2009/01/13
lorraine_2009/01/13,3,-1,12,72,10,23,8:37:0,lorraine,2009/01/13
midi-pyrenees_2009/01/13,7,3,9,80,9,35,9:16:0,midi-pyrenees,2009/01/13
nord-pas-de-calais_2009/01/13,4,3,21,98,8.75,100,8:28:0,nord-pas-de-calais,2009/01/13
normandie_2009/01/13,8,7,26,94,10,74,8:37:0,normandie,2009/01/13
pays-de-la-loire_2009/01/13,11,8,22,95,9.375,60,8:52:0,pays-de-la-loire,2009/01/13
