,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
bretagne_2012/01/04,10,5,24,90,10,41,8:29:0,bretagne,2012/01/04
centre_2012/01/04,9,5,21,89,10,44,8:31:0,centre,2012/01/04
champagne-ardenne_2012/01/04,7,4,26,85,9.875,44,8:20:0,champagne-ardenne,2012/01/04
corse_2012/01/04,11,10,36,86,9.875,26,9:14:0,corse,2012/01/04
franche-comte_2012/01/04,7,4,19,95,9.375,63,8:37:0,franche-comte,2012/01/04
ile-de-re_2012/01/04,13,10,30,76,10,51,8:45:0,ile-de-re,2012/01/04
ile-de-france_2012/01/04,9,4,25,87,10,52,8:23:0,ile-de-france,2012/01/04
languedoc-roussillon_2012/01/04,12,9,32,75,10,19,9:2:0,languedoc-roussillon,2012/01/04
limousin_2012/01/04,9,4,19,95,9.625,56,8:48:0,limousin,2012/01/04
lorraine_2012/01/04,8,4,29,88,8.375,54,8:21:0,lorraine,2012/01/04
midi-pyrenees_2012/01/04,10,7,20,94,9.375,62,9:4:0,midi-pyrenees,2012/01/04
nord-pas-de-calais_2012/01/04,8,4,25,83,9.625,45,8:11:0,nord-pas-de-calais,2012/01/04
normandie_2012/01/04,10,7,35,82,10,68,8:21:0,normandie,2012/01/04
pays-de-la-loire_2012/01/04,11,7,23,86,10,30,8:37:0,pays-de-la-loire,2012/01/04
picardie_2012/01/04,9,5,36,94,9.875,48,8:14:0,picardie,2012/01/04
poitou-charentes_2012/01/04,13,10,22,72,10,51,8:45:0,poitou-charentes,2012/01/04
rh-ne-alpes_2012/01/04,8,2,18,94,8.75,49,8:47:0,rh-ne-alpes,2012/01/04
provence-alpes-c-te-d-azur_2012/01/04,12,10,57,81,10,14,9:5:0,provence-alpes-c-te-d-azur,2012/01/04
alsace_2012/01/05,6,5,40,92,9.125,79,8:26:0,alsace,2012/01/05
aquitaine_2012/01/05,13,12,26,94,8.75,92,8:55:0,aquitaine,2012/01/05
ardeche_2012/01/05,9,6,16,90,10,35,8:56:0,ardeche,2012/01/05
auvergne_2012/01/05,8,6,36,93,9.25,72,8:49:0,auvergne,2012/01/05
bourgogne_2012/01/05,9,5,44,100,8.875,74,8:38:0,bourgogne,2012/01/05
bretagne_2012/01/05,12,9,35,93,10,73,8:31:0,bretagne,2012/01/05
centre_2012/01/05,11,9,41,94,7.75,69,8:33:0,centre,2012/01/05
champagne-ardenne_2012/01/05,9,7,42,95,9.875,76,8:21:0,champagne-ardenne,2012/01/05
corse_2012/01/05,11,9,44,86,10,27,9:15:0,corse,2012/01/05
franche-comte_2012/01/05,6,2,50,100,8.125,81,8:38:0,franche-comte,2012/01/05
ile-de-re_2012/01/05,13,11,47,91,9,91,8:46:0,ile-de-re,2012/01/05
ile-de-france_2012/01/05,11,7,42,92,7.75,59,8:24:0,ile-de-france,2012/01/05
languedoc-roussillon_2012/01/05,13,11,40,79,10,36,9:3:0,languedoc-roussillon,2012/01/05
limousin_2012/01/05,10,8,33,98,9.375,97,8:49:0,limousin,2012/01/05
lorraine_2012/01/05,8,6,48,96,8.625,89,8:23:0,lorraine,2012/01/05
midi-pyrenees_2012/01/05,11,8,37,88,10,64,9:5:0,midi-pyrenees,2012/01/05
nord-pas-de-calais_2012/01/05,10,7,41,94,9.75,56,8:12:0,nord-pas-de-calais,2012/01/05
normandie_2012/01/05,11,10,55,95,9.875,59,8:22:0,normandie,2012/01/05
pays-de-la-loire_2012/01/05,12,11,37,94,10,90,8:38:0,pays-de-la-loire,2012/01/05
picardie_2012/01/05,10,5,44,96,7.875,56,8:15:0,picardie,2012/01/05
poitou-charentes_2012/01/05,13,11,47,91,9,91,8:46:0,poitou-charentes,2012/01/05
rh-ne-alpes_2012/01/05,8,5,32,93,8.875,84,8:48:0,rh-ne-alpes,2012/01/05
provence-alpes-c-te-d-azur_2012/01/05,13,9,49,77,10,22,9:6:0,provence-alpes-c-te-d-azur,2012/01/05
alsace_2012/01/06,5,3,25,90,7,67,8:28:0,alsace,2012/01/06
aquitaine_2012/01/06,11,8,12,83,10,34,8:57:0,aquitaine,2012/01/06
ardeche_2012/01/06,5,3,29,87,9.875,17,8:57:0,ardeche,2012/01/06
auvergne_2012/01/06,4,2,23,97,7.75,64,8:50:0,auvergne,2012/01/06
bourgogne_2012/01/06,5,3,19,93,10,29,8:39:0,bourgogne,2012/01/06
bretagne_2012/01/06,10,6,14,92,10,56,8:32:0,bretagne,2012/01/06
centre_2012/01/06,8,4,15,92,10,20,8:34:0,centre,2012/01/06
champagne-ardenne_2012/01/06,6,3,21,88,10,23,8:23:0,champagne-ardenne,2012/01/06
corse_2012/01/06,11,10,45,51,10,2,9:16:0,corse,2012/01/06
franche-comte_2012/01/06,3,2,21,96,8.25,70,8:39:0,franche-comte,2012/01/06
ile-de-re_2012/01/06,10,8,17,82,10,26,8:47:0,ile-de-re,2012/01/06
ile-de-france_2012/01/06,7,3,14,88,10,10,8:26:0,ile-de-france,2012/01/06
languedoc-roussillon_2012/01/06,11,8,36,68,10,0,9:4:0,languedoc-roussillon,2012/01/06
limousin_2012/01/06,7,4,17,95,9,63,8:50:0,limousin,2012/01/06
lorraine_2012/01/06,5,2,30,92,10,50,8:24:0,lorraine,2012/01/06
midi-pyrenees_2012/01/06,10,7,24,89,10,58,9:6:0,midi-pyrenees,2012/01/06
nord-pas-de-calais_2012/01/06,6,3,23,87,10,17,8:13:0,nord-pas-de-calais,2012/01/06
normandie_2012/01/06,9,6,21,79,9,35,8:23:0,normandie,2012/01/06
pays-de-la-loire_2012/01/06,10,6,12,91,10,35,8:40:0,pays-de-la-loire,2012/01/06
picardie_2012/01/06,6,3,22,90,10,16,8:17:0,picardie,2012/01/06
poitou-charentes_2012/01/06,10,8,17,82,10,26,8:47:0,poitou-charentes,2012/01/06
rh-ne-alpes_2012/01/06,5,3,21,94,9,52,8:49:0,rh-ne-alpes,2012/01/06
provence-alpes-c-te-d-azur_2012/01/06,10,7,55,70,10,1,9:7:0,provence-alpes-c-te-d-azur,2012/01/06
alsace_2012/01/07,4,2,11,87,8.125,56,8:30:0,alsace,2012/01/07
aquitaine_2012/01/07,10,7,12,85,8.375,60,8:58:0,aquitaine,2012/01/07
ardeche_2012/01/07,6,3,12,84,8.25,63,8:59:0,ardeche,2012/01/07
auvergne_2012/01/07,6,2,12,87,8.375,61,8:52:0,auvergne,2012/01/07
bourgogne_2012/01/07,5,2,17,85,8.875,67,8:40:0,bourgogne,2012/01/07
bretagne_2012/01/07,7,4,21,88,9,53,8:34:0,bretagne,2012/01/07
centre_2012/01/07,6,4,18,85,8.375,66,8:35:0,centre,2012/01/07
champagne-ardenne_2012/01/07,5,2,18,82,8.875,61,8:24:0,champagne-ardenne,2012/01/07
corse_2012/01/07,11,9,13,79,9.75,60,9:17:0,corse,2012/01/07
franche-comte_2012/01/07,5,2,17,83,8.875,63,8:40:0,franche-comte,2012/01/07
ile-de-re_2012/01/07,9,7,24,84,9.75,57,8:48:0,ile-de-re,2012/01/07
ile-de-france_2012/01/07,5,3,19,89,8.625,55,8:28:0,ile-de-france,2012/01/07
languedoc-roussillon_2012/01/07,11,8,18,75,9.5,65,9:5:0,languedoc-roussillon,2012/01/07
limousin_2012/01/07,7,3,16,87,8.25,63,8:51:0,limousin,2012/01/07
lorraine_2012/01/07,3,2,17,88,8.75,70,8:25:0,lorraine,2012/01/07
midi-pyrenees_2012/01/07,9,5,15,87,8,71,9:7:0,midi-pyrenees,2012/01/07
nord-pas-de-calais_2012/01/07,5,2,22,86,8.5,58,8:15:0,nord-pas-de-calais,2012/01/07
normandie_2012/01/07,7,5,31,85,9.25,62,8:25:0,normandie,2012/01/07
pays-de-la-loire_2012/01/07,8,5,20,82,9.125,67,8:41:0,pays-de-la-loire,2012/01/07
picardie_2012/01/07,5,2,22,91,8.625,60,8:18:0,picardie,2012/01/07
poitou-charentes_2012/01/07,9,7,24,84,9.75,57,8:48:0,poitou-charentes,2012/01/07
rh-ne-alpes_2012/01/07,5,2,13,86,8.75,56,8:50:0,rh-ne-alpes,2012/01/07
provence-alpes-c-te-d-azur_2012/01/07,10,9,22,76,9.75,58,9:8:0,provence-alpes-c-te-d-azur,2012/01/07
alsace_2012/01/08,6,4,20,93,7,73,8:31:0,alsace,2012/01/08
aquitaine_2012/01/08,11,10,11,95,6.375,65,9:0:0,aquitaine,2012/01/08
ardeche_2012/01/08,9,4,22,89,7.75,30,9:0:0,ardeche,2012/01/08
auvergne_2012/01/08,5,3,15,97,4,88,8:53:0,auvergne,2012/01/08
bourgogne_2012/01/08,7,5,17,95,9,83,8:41:0,bourgogne,2012/01/08
bretagne_2012/01/08,9,6,13,94,8,68,8:35:0,bretagne,2012/01/08
centre_2012/01/08,8,7,13,92,10,71,8:36:0,centre,2012/01/08
champagne-ardenne_2012/01/08,7,5,17,92,9,84,8:25:0,champagne-ardenne,2012/01/08
corse_2012/01/08,12,10,10,71,10,12,9:18:0,corse,2012/01/08
franche-comte_2012/01/08,5,4,22,98,6.75,87,8:41:0,franche-comte,2012/01/08
ile-de-re_2012/01/08,12,9,13,84,10,56,8:50:0,ile-de-re,2012/01/08
ile-de-france_2012/01/08,8,6,13,91,10,82,8:29:0,ile-de-france,2012/01/08
languedoc-roussillon_2012/01/08,14,10,25,72,10,9,9:6:0,languedoc-roussillon,2012/01/08
limousin_2012/01/08,7,4,13,98,3.25,79,8:53:0,limousin,2012/01/08
lorraine_2012/01/08,5,4,24,95,7.75,95,8:27:0,lorraine,2012/01/08
midi-pyrenees_2012/01/08,10,7,20,95,7,88,9:8:0,midi-pyrenees,2012/01/08
nord-pas-de-calais_2012/01/08,8,6,21,92,10,61,8:17:0,nord-pas-de-calais,2012/01/08
normandie_2012/01/08,9,8,21,81,10,72,8:26:0,normandie,2012/01/08
pays-de-la-loire_2012/01/08,9,7,10,92,8,52,8:42:0,pays-de-la-loire,2012/01/08
picardie_2012/01/08,8,6,22,91,10,62,8:19:0,picardie,2012/01/08
poitou-charentes_2012/01/08,12,9,13,84,10,56,8:50:0,poitou-charentes,2012/01/08
rh-ne-alpes_2012/01/08,7,4,18,97,5.5,76,8:52:0,rh-ne-alpes,2012/01/08
provence-alpes-c-te-d-azur_2012/01/08,12,8,46,81,10,3,9:10:0,provence-alpes-c-te-d-azur,2012/01/08
alsace_2012/01/09,5,2,12,86,8.25,63,8:32:0,alsace,2012/01/09
aquitaine_2012/01/09,9,6,11,85,7.75,65,9:1:0,aquitaine,2012/01/09
ardeche_2012/01/09,6,3,12,90,7.375,60,9:1:0,ardeche,2012/01/09
auvergne_2012/01/09,6,2,14,90,8,57,8:54:0,auvergne,2012/01/09
bourgogne_2012/01/09,5,3,16,89,7.75,68,8:43:0,bourgogne,2012/01/09
bretagne_2012/01/09,8,4,19,92,8.875,58,8:36:0,bretagne,2012/01/09
centre_2012/01/09,6,4,17,91,8.125,68,8:39:0,centre,2012/01/09
champagne-ardenne_2012/01/09,5,3,17,92,8,69,8:28:0,champagne-ardenne,2012/01/09
corse_2012/01/09,10,9,11,82,9.625,58,9:19:0,corse,2012/01/09
franche-comte_2012/01/09,4,3,18,87,8.375,61,8:44:0,franche-comte,2012/01/09
ile-de-re_2012/01/09,9,7,19,86,9.375,61,8:51:0,ile-de-re,2012/01/09
ile-de-france_2012/01/09,6,4,18,92,7.625,66,8:31:0,ile-de-france,2012/01/09
languedoc-roussillon_2012/01/09,10,8,15,79,9.625,62,9:7:0,languedoc-roussillon,2012/01/09
limousin_2012/01/09,6,4,16,95,6.875,74,8:54:0,limousin,2012/01/09
lorraine_2012/01/09,4,2,17,90,8.125,69,8:28:0,lorraine,2012/01/09
midi-pyrenees_2012/01/09,8,5,11,88,7.625,65,9:9:0,midi-pyrenees,2012/01/09
nord-pas-de-calais_2012/01/09,5,3,21,92,8.5,72,8:18:0,nord-pas-de-calais,2012/01/09
normandie_2012/01/09,7,5,27,88,8.875,61,8:28:0,normandie,2012/01/09
pays-de-la-loire_2012/01/09,8,5,17,90,8.5,65,8:43:0,pays-de-la-loire,2012/01/09
picardie_2012/01/09,5,3,22,93,7.625,71,8:22:0,picardie,2012/01/09
poitou-charentes_2012/01/09,9,7,19,86,9.375,61,8:51:0,poitou-charentes,2012/01/09
rh-ne-alpes_2012/01/09,5,3,15,89,8.375,61,8:53:0,rh-ne-alpes,2012/01/09
provence-alpes-c-te-d-azur_2012/01/09,10,8,19,84,9.375,65,9:11:0,provence-alpes-c-te-d-azur,2012/01/09
alsace_2012/01/10,9,6,6,97,3.875,52,8:35:0,alsace,2012/01/10
aquitaine_2012/01/10,11,4,12,90,5,12,9:2:0,aquitaine,2012/01/10
ardeche_2012/01/10,8,5,18,95,9,18,9:2:0,ardeche,2012/01/10
auvergne_2012/01/10,6,3,11,96,3.5,73,8:56:0,auvergne,2012/01/10
bourgogne_2012/01/10,9,6,14,96,5.5,58,8:44:0,bourgogne,2012/01/10
bretagne_2012/01/10,11,4,11,99,3,63,8:38:0,bretagne,2012/01/10
centre_2012/01/10,9,6,9,96,4.75,63,8:40:0,centre,2012/01/10
champagne-ardenne_2012/01/10,10,8,9,95,5.25,81,8:29:0,champagne-ardenne,2012/01/10
corse_2012/01/10,11,10,12,76,10,2,9:20:0,corse,2012/01/10
franche-comte_2012/01/10,7,5,15,97,4.25,58,8:45:0,franche-comte,2012/01/10
ile-de-re_2012/01/10,11,7,23,91,10,15,8:52:0,ile-de-re,2012/01/10
ile-de-france_2012/01/10,10,8,8,96,5.75,84,8:32:0,ile-de-france,2012/01/10
languedoc-roussillon_2012/01/10,13,8,18,73,10,0,9:10:0,languedoc-roussillon,2012/01/10
limousin_2012/01/10,8,4,18,95,9,31,8:55:0,limousin,2012/01/10
lorraine_2012/01/10,9,7,8,97,9,59,8:30:0,lorraine,2012/01/10
midi-pyrenees_2012/01/10,8,2,9,94,10,2,9:10:0,midi-pyrenees,2012/01/10
nord-pas-de-calais_2012/01/10,10,7,17,97,6.25,82,8:20:0,nord-pas-de-calais,2012/01/10
normandie_2012/01/10,10,8,14,96,5,66,8:30:0,normandie,2012/01/10
pays-de-la-loire_2012/01/10,11,6,12,95,5.5,43,8:45:0,pays-de-la-loire,2012/01/10
picardie_2012/01/10,10,7,18,97,6.25,82,8:23:0,picardie,2012/01/10
poitou-charentes_2012/01/10,11,7,22,91,10,15,8:53:0,poitou-charentes,2012/01/10
rh-ne-alpes_2012/01/10,8,3,19,98,5.25,71,8:55:0,rh-ne-alpes,2012/01/10
provence-alpes-c-te-d-azur_2012/01/10,10,7,13,68,10,0,9:12:0,provence-alpes-c-te-d-azur,2012/01/10
alsace_2012/01/11,6,4,6,90,9,8,8:36:0,alsace,2012/01/11
aquitaine_2012/01/11,9,3,6,89,6.75,26,9:4:0,aquitaine,2012/01/11
ardeche_2012/01/11,9,4,9,84,8,7,9:5:0,ardeche,2012/01/11
auvergne_2012/01/11,6,-1,6,94,5.5,21,8:57:0,auvergne,2012/01/11
bourgogne_2012/01/11,5,3,8,88,7,12,8:46:0,bourgogne,2012/01/11
bretagne_2012/01/11,10,5,10,96,6,24,8:40:0,bretagne,2012/01/11
centre_2012/01/11,9,5,10,91,8,8,8:42:0,centre,2012/01/11
champagne-ardenne_2012/01/11,9,7,8,94,7,59,8:31:0,champagne-ardenne,2012/01/11
corse_2012/01/11,11,10,8,67,10,1,9:22:0,corse,2012/01/11
franche-comte_2012/01/11,4,2,6,82,8,8,8:47:0,franche-comte,2012/01/11
ile-de-re_2012/01/11,10,7,24,89,10,5,8:54:0,ile-de-re,2012/01/11
ile-de-france_2012/01/11,10,7,6,89,9,52,8:35:0,ile-de-france,2012/01/11
languedoc-roussillon_2012/01/11,11,7,14,72,10,5,9:11:0,languedoc-roussillon,2012/01/11
limousin_2012/01/11,8,2,9,91,9,3,8:57:0,limousin,2012/01/11
lorraine_2012/01/11,6,5,8,92,9,47,8:32:0,lorraine,2012/01/11
midi-pyrenees_2012/01/11,9,4,10,88,9,30,9:12:0,midi-pyrenees,2012/01/11
nord-pas-de-calais_2012/01/11,10,6,20,95,7.75,52,8:22:0,nord-pas-de-calais,2012/01/11
normandie_2012/01/11,10,7,11,89,10,16,8:31:0,normandie,2012/01/11
pays-de-la-loire_2012/01/11,11,4,18,96,10,16,8:47:0,pays-de-la-loire,2012/01/11
picardie_2012/01/11,10,6,18,96,8.125,62,8:25:0,picardie,2012/01/11
poitou-charentes_2012/01/11,10,7,24,89,10,5,8:55:0,poitou-charentes,2012/01/11
rh-ne-alpes_2012/01/11,5,1,8,91,6.5,36,8:57:0,rh-ne-alpes,2012/01/11
provence-alpes-c-te-d-azur_2012/01/11,11,10,5,74,10,0,9:13:0,provence-alpes-c-te-d-azur,2012/01/11
alsace_2012/01/12,4,1,13,68,9,21,8:38:0,alsace,2012/01/12
aquitaine_2012/01/12,8,3,5,77,10,17,9:5:0,aquitaine,2012/01/12
ardeche_2012/01/12,9,3,10,71,10,28,9:6:0,ardeche,2012/01/12
auvergne_2012/01/12,7,-1,9,87,10,8,8:58:0,auvergne,2012/01/12
bourgogne_2012/01/12,4,2,8,68,10,4,8:48:0,bourgogne,2012/01/12
bretagne_2012/01/12,9,3,12,95,6,35,8:42:0,bretagne,2012/01/12
centre_2012/01/12,7,2,10,91,8,18,8:43:0,centre,2012/01/12
champagne-ardenne_2012/01/12,7,4,20,95,7,71,8:32:0,champagne-ardenne,2012/01/12
corse_2012/01/12,11,9,13,69,10,27,9:23:0,corse,2012/01/12
franche-comte_2012/01/12,3,2,9,66,10,4,8:48:0,franche-comte,2012/01/12
ile-de-re_2012/01/12,8,4,12,88,10,7,8:56:0,ile-de-re,2012/01/12
ile-de-france_2012/01/12,9,4,17,93,9,37,8:36:0,ile-de-france,2012/01/12
languedoc-roussillon_2012/01/12,9,7,6,83,10,33,9:12:0,languedoc-roussillon,2012/01/12
limousin_2012/01/12,7,1,9,90,10,8,8:58:0,limousin,2012/01/12
lorraine_2012/01/12,4,3,20,86,9,59,8:33:0,lorraine,2012/01/12
midi-pyrenees_2012/01/12,8,3,10,86,10,30,9:13:0,midi-pyrenees,2012/01/12
nord-pas-de-calais_2012/01/12,10,7,33,93,9,69,8:24:0,nord-pas-de-calais,2012/01/12
normandie_2012/01/12,10,6,30,91,10,45,8:34:0,normandie,2012/01/12
pays-de-la-loire_2012/01/12,8,2,8,93,8,16,8:49:0,pays-de-la-loire,2012/01/12
picardie_2012/01/12,9,7,29,96,10,68,8:27:0,picardie,2012/01/12
poitou-charentes_2012/01/12,8,4,12,88,10,7,8:56:0,poitou-charentes,2012/01/12
rh-ne-alpes_2012/01/12,5,0,8,77,10,5,8:58:0,rh-ne-alpes,2012/01/12
provence-alpes-c-te-d-azur_2012/01/12,10,8,12,73,10,28,9:15:0,provence-alpes-c-te-d-azur,2012/01/12
alsace_2012/01/13,5,2,15,92,8.375,53,8:39:0,alsace,2012/01/13
aquitaine_2012/01/13,8,2,9,78,6,5,9:6:0,aquitaine,2012/01/13
ardeche_2012/01/13,7,2,21,90,10,5,9:7:0,ardeche,2012/01/13
auvergne_2012/01/13,4,-1,14,98,9.5,37,9:1:0,auvergne,2012/01/13
bourgogne_2012/01/13,6,3,13,88,10,47,8:49:0,bourgogne,2012/01/13
bretagne_2012/01/13,9,4,13,96,5.25,59,8:43:0,bretagne,2012/01/13
centre_2012/01/13,8,6,11,96,6.5,52,8:46:0,centre,2012/01/13
champagne-ardenne_2012/01/13,6,5,12,91,6.75,69,8:35:0,champagne-ardenne,2012/01/13
corse_2012/01/13,10,8,21,87,10,40,9:24:0,corse,2012/01/13
franche-comte_2012/01/13,5,3,14,84,10,36,8:51:0,franche-comte,2012/01/13
ile-de-re_2012/01/13,8,6,9,92,10,44,8:58:0,ile-de-re,2012/01/13
ile-de-france_2012/01/13,7,3,14,96,5.5,43,8:38:0,ile-de-france,2012/01/13
languedoc-roussillon_2012/01/13,12,6,28,64,10,2,9:14:0,languedoc-roussillon,2012/01/13
limousin_2012/01/13,7,1,18,96,9,32,9:0:0,limousin,2012/01/13
lorraine_2012/01/13,5,2,20,95,8.75,48,8:36:0,lorraine,2012/01/13
midi-pyrenees_2012/01/13,5,0,12,87,8,8,9:14:0,midi-pyrenees,2012/01/13
nord-pas-de-calais_2012/01/13,7,3,15,94,6.75,44,8:27:0,nord-pas-de-calais,2012/01/13
normandie_2012/01/13,9,6,17,85,10,23,8:35:0,normandie,2012/01/13
pays-de-la-loire_2012/01/13,10,7,11,97,5.75,65,8:50:0,pays-de-la-loire,2012/01/13
picardie_2012/01/13,7,1,13,94,8,29,8:29:0,picardie,2012/01/13
poitou-charentes_2012/01/13,8,6,9,92,10,44,8:58:0,poitou-charentes,2012/01/13
