,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_hour,region,day
languedoc-roussillon_2011/01/02,8,5,21,79,10,13,9:1:0,languedoc-roussillon,2011/01/02
limousin_2011/01/02,3,-1,23,93,9,42,8:46:0,limousin,2011/01/02
lorraine_2011/01/02,0,-3,12,96,1.75,30,8:19:0,lorraine,2011/01/02
midi-pyrenees_2011/01/02,5,1,22,91,8,75,9:2:0,midi-pyrenees,2011/01/02
nord-pas-de-calais_2011/01/02,2,0,12,99,3,78,8:8:0,nord-pas-de-calais,2011/01/02
normandie_2011/01/02,4,3,12,88,8,57,8:19:0,normandie,2011/01/02
pays-de-la-loire_2011/01/02,6,1,13,92,7,37,8:35:0,pays-de-la-loire,2011/01/02
picardie_2011/01/02,3,-1,12,97,5.5,75,8:12:0,picardie,2011/01/02
poitou-charentes_2011/01/02,6,2,24,89,10,23,8:43:0,poitou-charentes,2011/01/02
rh-ne-alpes_2011/01/02,2,-1,22,98,6.75,65,8:45:0,rh-ne-alpes,2011/01/02
provence-alpes-c-te-d-azur_2011/01/02,7,4,23,80,10,15,9:3:0,provence-alpes-c-te-d-azur,2011/01/02
alsace_2011/01/03,-1,-3,6,97,4.25,62,8:25:0,alsace,2011/01/03
aquitaine_2011/01/03,4,-1,7,85,6.25,27,8:54:0,aquitaine,2011/01/03
ardeche_2011/01/03,2,-4,14,90,10,11,8:54:0,ardeche,2011/01/03
auvergne_2011/01/03,-1,-5,9,86,10,38,8:47:0,auvergne,2011/01/03
bourgogne_2011/01/03,-1,-3,16,90,9,47,8:35:0,bourgogne,2011/01/03
bretagne_2011/01/03,3,-1,15,86,9,56,8:29:0,bretagne,2011/01/03
centre_2011/01/03,1,-2,9,92,7,35,8:30:0,centre,2011/01/03
champagne-ardenne_2011/01/03,1,-1,5,97,2.625,69,8:19:0,champagne-ardenne,2011/01/03
corse_2011/01/03,9,7,10,83,9.375,43,9:13:0,corse,2011/01/03
franche-comte_2011/01/03,-2,-4,14,91,7,24,8:36:0,franche-comte,2011/01/03
ile-de-re_2011/01/03,4,1,17,83,10,12,8:44:0,ile-de-re,2011/01/03
ile-de-france_2011/01/03,2,-2,5,93,9,79,8:22:0,ile-de-france,2011/01/03
languedoc-roussillon_2011/01/03,6,3,16,65,10,9,9:2:0,languedoc-roussillon,2011/01/03
limousin_2011/01/03,2,-3,16,84,10,21,8:47:0,limousin,2011/01/03
lorraine_2011/01/03,-1,-2,5,92,6.75,77,8:20:0,lorraine,2011/01/03
midi-pyrenees_2011/01/03,2,-2,9,95,7,48,9:3:0,midi-pyrenees,2011/01/03
nord-pas-de-calais_2011/01/03,1,-1,9,96,3,61,8:9:0,nord-pas-de-calais,2011/01/03
normandie_2011/01/03,3,1,17,78,9.375,53,8:20:0,normandie,2011/01/03
pays-de-la-loire_2011/01/03,3,-2,9,92,7,24,8:36:0,pays-de-la-loire,2011/01/03
picardie_2011/01/03,1,-3,8,94,4,62,8:13:0,picardie,2011/01/03
poitou-charentes_2011/01/03,4,1,17,83,10,12,8:44:0,poitou-charentes,2011/01/03
rh-ne-alpes_2011/01/03,-1,-4,11,90,10,49,8:46:0,rh-ne-alpes,2011/01/03
provence-alpes-c-te-d-azur_2011/01/03,6,4,16,82,10,74,9:4:0,provence-alpes-c-te-d-azur,2011/01/03
alsace_2011/01/04,-3,-7,5,95,2.75,44,8:26:0,alsace,2011/01/04
aquitaine_2011/01/04,4,0,12,64,10,32,8:55:0,aquitaine,2011/01/04
ardeche_2011/01/04,3,-3,7,87,10,15,8:55:0,ardeche,2011/01/04
auvergne_2011/01/04,0,-4,4,70,10,10,8:48:0,auvergne,2011/01/04
bourgogne_2011/01/04,-2,-3,4,81,10,35,8:36:0,bourgogne,2011/01/04
bretagne_2011/01/04,3,1,12,89,10,82,8:30:0,bretagne,2011/01/04
centre_2011/01/04,0,-2,9,83,10,55,8:31:0,centre,2011/01/04
champagne-ardenne_2011/01/04,-1,-3,11,96,4.5,72,8:20:0,champagne-ardenne,2011/01/04
corse_2011/01/04,7,6,7,74,8.75,53,9:14:0,corse,2011/01/04
franche-comte_2011/01/04,-3,-4,7,88,6.75,31,8:37:0,franche-comte,2011/01/04
ile-de-re_2011/01/04,5,1,20,76,10,25,8:45:0,ile-de-re,2011/01/04
ile-de-france_2011/01/04,1,-3,14,89,9,66,8:23:0,ile-de-france,2011/01/04
languedoc-roussillon_2011/01/04,5,2,10,77,10,28,9:3:0,languedoc-roussillon,2011/01/04
limousin_2011/01/04,2,-3,7,66,10,13,8:48:0,limousin,2011/01/04
lorraine_2011/01/04,-3,-6,5,88,10,91,8:22:0,lorraine,2011/01/04
midi-pyrenees_2011/01/04,4,-1,10,73,10,36,9:4:0,midi-pyrenees,2011/01/04
nord-pas-de-calais_2011/01/04,-1,-4,19,96,8,49,8:11:0,nord-pas-de-calais,2011/01/04
normandie_2011/01/04,4,1,21,87,9.375,72,8:21:0,normandie,2011/01/04
pays-de-la-loire_2011/01/04,4,0,14,72,10,49,8:37:0,pays-de-la-loire,2011/01/04
picardie_2011/01/04,0,-3,19,97,10,55,8:14:0,picardie,2011/01/04
poitou-charentes_2011/01/04,5,1,17,76,10,25,8:45:0,poitou-charentes,2011/01/04
rh-ne-alpes_2011/01/04,-1,-4,3,75,10,21,8:47:0,rh-ne-alpes,2011/01/04
provence-alpes-c-te-d-azur_2011/01/04,6,6,7,90,9.875,82,9:5:0,provence-alpes-c-te-d-azur,2011/01/04
alsace_2011/01/05,-1,-6,9,94,7,18,8:27:0,alsace,2011/01/05
aquitaine_2011/01/05,9,3,14,93,7.125,57,8:56:0,aquitaine,2011/01/05
ardeche_2011/01/05,5,2,13,96,7.125,68,8:56:0,ardeche,2011/01/05
auvergne_2011/01/05,7,1,28,95,10,44,8:50:0,auvergne,2011/01/05
bourgogne_2011/01/05,3,-3,24,86,10,34,8:38:0,bourgogne,2011/01/05
bretagne_2011/01/05,10,1,22,99,10,75,8:31:0,bretagne,2011/01/05
centre_2011/01/05,4,-1,17,83,9.625,59,8:33:0,centre,2011/01/05
champagne-ardenne_2011/01/05,2,-5,17,94,8,50,8:22:0,champagne-ardenne,2011/01/05
corse_2011/01/05,8,7,6,78,9.375,44,9:15:0,corse,2011/01/05
franche-comte_2011/01/05,2,-3,15,87,10,23,8:38:0,franche-comte,2011/01/05
ile-de-re_2011/01/05,11,5,34,96,9.75,84,8:46:0,ile-de-re,2011/01/05
ile-de-france_2011/01/05,3,-3,19,94,9.875,54,8:25:0,ile-de-france,2011/01/05
languedoc-roussillon_2011/01/05,8,5,24,94,7.875,91,9:4:0,languedoc-roussillon,2011/01/05
limousin_2011/01/05,7,2,31,94,9.875,84,8:49:0,limousin,2011/01/05
lorraine_2011/01/05,2,-6,14,95,10,39,8:23:0,lorraine,2011/01/05
midi-pyrenees_2011/01/05,10,3,23,91,10,39,9:5:0,midi-pyrenees,2011/01/05
nord-pas-de-calais_2011/01/05,0,-4,22,93,10,49,8:12:0,nord-pas-de-calais,2011/01/05
normandie_2011/01/05,6,0,35,86,9.875,54,8:22:0,normandie,2011/01/05
pays-de-la-loire_2011/01/05,11,3,23,98,8.5,78,8:38:0,pays-de-la-loire,2011/01/05
picardie_2011/01/05,1,-5,24,99,10,47,8:15:0,picardie,2011/01/05
poitou-charentes_2011/01/05,11,5,29,93,9.75,84,8:46:0,poitou-charentes,2011/01/05
rh-ne-alpes_2011/01/05,5,1,26,96,9,33,8:48:0,rh-ne-alpes,2011/01/05
provence-alpes-c-te-d-azur_2011/01/05,8,7,22,91,9,70,9:6:0,provence-alpes-c-te-d-azur,2011/01/05
alsace_2011/01/06,7,3,22,99,7.625,85,8:29:0,alsace,2011/01/06
aquitaine_2011/01/06,13,9,14,98,8,84,8:57:0,aquitaine,2011/01/06
ardeche_2011/01/06,5,3,14,98,4.875,91,8:57:0,ardeche,2011/01/06
auvergne_2011/01/06,8,4,25,98,10,64,8:51:0,auvergne,2011/01/06
bourgogne_2011/01/06,7,4,29,99,9.875,83,8:39:0,bourgogne,2011/01/06
bretagne_2011/01/06,12,11,34,98,9.875,97,8:33:0,bretagne,2011/01/06
centre_2011/01/06,10,5,33,99,8.875,97,8:34:0,centre,2011/01/06
champagne-ardenne_2011/01/06,9,5,30,99,8.875,100,8:23:0,champagne-ardenne,2011/01/06
corse_2011/01/06,10,9,21,92,9,80,9:16:0,corse,2011/01/06
franche-comte_2011/01/06,8,5,31,94,8.75,73,8:39:0,franche-comte,2011/01/06
ile-de-re_2011/01/06,13,12,35,96,8.25,73,8:47:0,ile-de-re,2011/01/06
ile-de-france_2011/01/06,10,5,33,98,8.875,97,8:27:0,ile-de-france,2011/01/06
languedoc-roussillon_2011/01/06,11,10,27,96,8.625,99,9:5:0,languedoc-roussillon,2011/01/06
limousin_2011/01/06,8,6,28,99,8.5,98,8:50:0,limousin,2011/01/06
lorraine_2011/01/06,8,4,35,98,6.875,95,8:24:0,lorraine,2011/01/06
midi-pyrenees_2011/01/06,13,8,18,93,9.25,60,9:6:0,midi-pyrenees,2011/01/06
nord-pas-de-calais_2011/01/06,8,4,36,99,8.125,97,8:14:0,nord-pas-de-calais,2011/01/06
normandie_2011/01/06,11,9,36,96,8.875,95,8:23:0,normandie,2011/01/06
pays-de-la-loire_2011/01/06,13,12,36,97,9.875,76,8:40:0,pays-de-la-loire,2011/01/06
picardie_2011/01/06,9,5,33,99,8.375,100,8:17:0,picardie,2011/01/06
poitou-charentes_2011/01/06,13,12,35,95,8.25,73,8:47:0,poitou-charentes,2011/01/06
rh-ne-alpes_2011/01/06,7,3,28,97,8.5,93,8:49:0,rh-ne-alpes,2011/01/06
provence-alpes-c-te-d-azur_2011/01/06,10,7,31,89,9.375,69,9:7:0,provence-alpes-c-te-d-azur,2011/01/06
alsace_2011/01/07,10,6,15,98,5.375,89,8:30:0,alsace,2011/01/07
aquitaine_2011/01/07,14,12,15,95,8.875,47,8:59:0,aquitaine,2011/01/07
ardeche_2011/01/07,10,8,21,100,7.25,85,8:59:0,ardeche,2011/01/07
auvergne_2011/01/07,11,7,20,99,9.5,60,8:52:0,auvergne,2011/01/07
bourgogne_2011/01/07,11,8,22,98,9.25,94,8:40:0,bourgogne,2011/01/07
bretagne_2011/01/07,13,10,21,99,9,56,8:34:0,bretagne,2011/01/07
centre_2011/01/07,11,9,18,99,10,84,8:35:0,centre,2011/01/07
champagne-ardenne_2011/01/07,10,8,18,99,9,97,8:24:0,champagne-ardenne,2011/01/07
corse_2011/01/07,13,11,11,85,10,21,9:17:0,corse,2011/01/07
franche-comte_2011/01/07,11,7,20,97,8.5,87,8:40:0,franche-comte,2011/01/07
ile-de-re_2011/01/07,14,12,30,96,9.125,56,8:48:0,ile-de-re,2011/01/07
ile-de-france_2011/01/07,10,9,19,99,10,85,8:28:0,ile-de-france,2011/01/07
languedoc-roussillon_2011/01/07,13,12,21,97,9.375,77,9:6:0,languedoc-roussillon,2011/01/07
limousin_2011/01/07,11,9,25,98,8.875,78,8:51:0,limousin,2011/01/07
lorraine_2011/01/07,10,7,23,98,8.125,92,8:25:0,lorraine,2011/01/07
midi-pyrenees_2011/01/07,15,10,14,91,10,39,9:7:0,midi-pyrenees,2011/01/07
nord-pas-de-calais_2011/01/07,9,7,22,99,6.25,88,8:16:0,nord-pas-de-calais,2011/01/07
normandie_2011/01/07,12,10,28,95,10,56,8:25:0,normandie,2011/01/07
pays-de-la-loire_2011/01/07,14,11,27,99,9.625,58,8:41:0,pays-de-la-loire,2011/01/07
picardie_2011/01/07,10,7,24,99,6.25,87,8:18:0,picardie,2011/01/07
poitou-charentes_2011/01/07,14,12,30,96,9.125,56,8:48:0,poitou-charentes,2011/01/07
rh-ne-alpes_2011/01/07,12,8,32,96,8.625,80,8:50:0,rh-ne-alpes,2011/01/07
provence-alpes-c-te-d-azur_2011/01/07,14,12,27,96,10,60,9:8:0,provence-alpes-c-te-d-azur,2011/01/07
alsace_2011/01/08,13,9,22,94,8.75,46,8:31:0,alsace,2011/01/08
aquitaine_2011/01/08,14,11,18,91,9,37,9:0:0,aquitaine,2011/01/08
ardeche_2011/01/08,10,8,16,99,6.5,68,9:0:0,ardeche,2011/01/08
auvergne_2011/01/08,13,7,23,96,10,38,8:53:0,auvergne,2011/01/08
bourgogne_2011/01/08,13,9,26,96,9,51,8:41:0,bourgogne,2011/01/08
bretagne_2011/01/08,11,7,22,97,8.875,86,8:35:0,bretagne,2011/01/08
centre_2011/01/08,12,9,30,94,7.75,62,8:37:0,centre,2011/01/08
champagne-ardenne_2011/01/08,11,9,28,95,9.875,65,8:26:0,champagne-ardenne,2011/01/08
corse_2011/01/08,13,12,14,83,9,11,9:18:0,corse,2011/01/08
franche-comte_2011/01/08,13,9,28,91,9.625,43,8:43:0,franche-comte,2011/01/08
ile-de-re_2011/01/08,13,12,26,91,9.375,49,8:50:0,ile-de-re,2011/01/08
ile-de-france_2011/01/08,11,9,34,99,9,66,8:29:0,ile-de-france,2011/01/08
languedoc-roussillon_2011/01/08,13,12,14,97,8,62,9:7:0,languedoc-roussillon,2011/01/08
limousin_2011/01/08,12,8,27,97,10,51,8:53:0,limousin,2011/01/08
lorraine_2011/01/08,13,9,28,96,9.125,51,8:27:0,lorraine,2011/01/08
midi-pyrenees_2011/01/08,15,9,19,90,10,18,9:8:0,midi-pyrenees,2011/01/08
nord-pas-de-calais_2011/01/08,10,9,41,96,8.875,88,8:17:0,nord-pas-de-calais,2011/01/08
normandie_2011/01/08,10,9,35,93,10,71,8:27:0,normandie,2011/01/08
pays-de-la-loire_2011/01/08,12,10,32,97,8.5,74,8:42:0,pays-de-la-loire,2011/01/08
picardie_2011/01/08,10,7,40,98,9.875,84,8:20:0,picardie,2011/01/08
poitou-charentes_2011/01/08,13,12,26,89,9.375,49,8:51:0,poitou-charentes,2011/01/08
rh-ne-alpes_2011/01/08,14,9,28,97,9.75,31,8:53:0,rh-ne-alpes,2011/01/08
provence-alpes-c-te-d-azur_2011/01/08,14,12,26,93,10,41,9:10:0,provence-alpes-c-te-d-azur,2011/01/08
alsace_2011/01/09,8,7,19,98,6.875,73,8:34:0,alsace,2011/01/09
aquitaine_2011/01/09,11,8,13,90,9.875,41,9:1:0,aquitaine,2011/01/09
ardeche_2011/01/09,9,7,11,99,4.875,85,9:2:0,ardeche,2011/01/09
auvergne_2011/01/09,9,4,21,98,7.375,71,8:54:0,auvergne,2011/01/09
bourgogne_2011/01/09,9,8,20,100,7.25,95,8:43:0,bourgogne,2011/01/09
bretagne_2011/01/09,7,2,10,92,8.375,20,8:36:0,bretagne,2011/01/09
centre_2011/01/09,9,5,11,84,6.625,57,8:39:0,centre,2011/01/09
champagne-ardenne_2011/01/09,9,4,7,92,7.125,72,8:28:0,champagne-ardenne,2011/01/09
corse_2011/01/09,13,11,11,75,9,29,9:19:0,corse,2011/01/09
franche-comte_2011/01/09,8,4,22,99,8.125,87,8:44:0,franche-comte,2011/01/09
ile-de-re_2011/01/09,12,6,16,82,10,31,8:51:0,ile-de-re,2011/01/09
ile-de-france_2011/01/09,8,3,10,96,6.625,48,8:31:0,ile-de-france,2011/01/09
languedoc-roussillon_2011/01/09,13,10,24,95,8.375,57,9:9:0,languedoc-roussillon,2011/01/09
limousin_2011/01/09,8,4,15,99,7.875,79,8:54:0,limousin,2011/01/09
lorraine_2011/01/09,9,4,18,97,8,61,8:29:0,lorraine,2011/01/09
midi-pyrenees_2011/01/09,9,5,15,99,3.875,88,9:9:0,midi-pyrenees,2011/01/09
nord-pas-de-calais_2011/01/09,7,3,17,95,8.875,40,8:18:0,nord-pas-de-calais,2011/01/09
normandie_2011/01/09,8,5,18,84,9.875,36,8:28:0,normandie,2011/01/09
pays-de-la-loire_2011/01/09,8,3,10,93,9.875,27,8:43:0,pays-de-la-loire,2011/01/09
picardie_2011/01/09,7,2,17,95,8,42,8:22:0,picardie,2011/01/09
poitou-charentes_2011/01/09,12,6,16,82,10,31,8:52:0,poitou-charentes,2011/01/09
rh-ne-alpes_2011/01/09,8,7,14,100,9.125,84,8:54:0,rh-ne-alpes,2011/01/09
provence-alpes-c-te-d-azur_2011/01/09,13,12,26,95,8.875,48,9:11:0,provence-alpes-c-te-d-azur,2011/01/09
alsace_2011/01/10,4,2,6,86,5,12,8:35:0,alsace,2011/01/10
aquitaine_2011/01/10,9,3,11,89,5.5,41,9:2:0,aquitaine,2011/01/10
ardeche_2011/01/10,5,1,11,97,4.5,42,9:3:0,ardeche,2011/01/10
auvergne_2011/01/10,4,0,10,93,6.5,48,8:56:0,auvergne,2011/01/10
bourgogne_2011/01/10,5,2,5,89,8,19,8:45:0,bourgogne,2011/01/10
bretagne_2011/01/10,8,3,28,98,9,67,8:39:0,bretagne,2011/01/10
centre_2011/01/10,6,1,13,95,6,12,8:40:0,centre,2011/01/10
champagne-ardenne_2011/01/10,5,2,12,98,5,50,8:29:0,champagne-ardenne,2011/01/10
corse_2011/01/10,11,10,13,91,8.875,62,9:21:0,corse,2011/01/10
franche-comte_2011/01/10,5,2,6,88,5.75,25,8:45:0,franche-comte,2011/01/10
ile-de-re_2011/01/10,9,6,31,92,9,36,8:53:0,ile-de-re,2011/01/10
ile-de-france_2011/01/10,6,2,17,96,6.5,35,8:33:0,ile-de-france,2011/01/10
languedoc-roussillon_2011/01/10,10,7,14,83,10,17,9:10:0,languedoc-roussillon,2011/01/10
limousin_2011/01/10,6,1,15,95,6.75,18,8:55:0,limousin,2011/01/10
lorraine_2011/01/10,3,2,9,92,6.25,38,8:30:0,lorraine,2011/01/10
midi-pyrenees_2011/01/10,7,2,9,90,6.5,51,9:11:0,midi-pyrenees,2011/01/10
nord-pas-de-calais_2011/01/10,5,1,18,99,6.75,39,8:21:0,nord-pas-de-calais,2011/01/10
normandie_2011/01/10,7,3,35,91,9,34,8:30:0,normandie,2011/01/10
pays-de-la-loire_2011/01/10,9,5,25,96,9,60,8:46:0,pays-de-la-loire,2011/01/10
picardie_2011/01/10,5,0,24,98,6.75,33,8:23:0,picardie,2011/01/10
poitou-charentes_2011/01/10,9,6,21,92,9,36,8:53:0,poitou-charentes,2011/01/10
rh-ne-alpes_2011/01/10,5,2,9,95,7,65,8:55:0,rh-ne-alpes,2011/01/10
provence-alpes-c-te-d-azur_2011/01/10,10,9,15,87,10,27,9:12:0,provence-alpes-c-te-d-azur,2011/01/10
alsace_2011/01/11,6,1,16,97,5.125,53,8:36:0,alsace,2011/01/11
aquitaine_2011/01/11,13,11,23,99,9,86,9:4:0,aquitaine,2011/01/11
ardeche_2011/01/11,5,2,12,97,3.25,58,9:5:0,ardeche,2011/01/11
auvergne_2011/01/11,6,4,21,98,9,56,8:57:0,auvergne,2011/01/11
bourgogne_2011/01/11,5,2,22,98,6.5,72,8:46:0,bourgogne,2011/01/11
bretagne_2011/01/11,10,5,27,95,8,69,8:40:0,bretagne,2011/01/11
centre_2011/01/11,9,7,23,99,9,76,8:42:0,centre,2011/01/11
champagne-ardenne_2011/01/11,6,2,19,99,9.875,70,8:31:0,champagne-ardenne,2011/01/11
corse_2011/01/11,9,8,13,86,9.5,69,9:22:0,corse,2011/01/11
franche-comte_2011/01/11,4,3,24,96,5.125,63,8:47:0,franche-comte,2011/01/11
ile-de-re_2011/01/11,12,10,35,92,9.125,77,8:55:0,ile-de-re,2011/01/11
ile-de-france_2011/01/11,9,4,22,98,10,78,8:35:0,ile-de-france,2011/01/11
languedoc-roussillon_2011/01/11,11,7,17,84,9.375,23,9:11:0,languedoc-roussillon,2011/01/11
limousin_2011/01/11,8,6,19,100,9.625,88,8:58:0,limousin,2011/01/11
lorraine_2011/01/11,4,2,20,99,5.75,63,8:32:0,lorraine,2011/01/11
midi-pyrenees_2011/01/11,10,7,26,99,9.25,91,9:12:0,midi-pyrenees,2011/01/11
nord-pas-de-calais_2011/01/11,7,2,24,98,9.625,78,8:22:0,nord-pas-de-calais,2011/01/11
normandie_2011/01/11,9,8,32,96,9.875,67,8:32:0,normandie,2011/01/11
pays-de-la-loire_2011/01/11,11,9,24,95,8.875,71,8:47:0,pays-de-la-loire,2011/01/11
picardie_2011/01/11,8,3,23,98,9.625,75,8:25:0,picardie,2011/01/11
poitou-charentes_2011/01/11,12,10,35,92,9.125,77,8:55:0,poitou-charentes,2011/01/11
rh-ne-alpes_2011/01/11,6,3,18,97,6.25,75,8:57:0,rh-ne-alpes,2011/01/11
provence-alpes-c-te-d-azur_2011/01/11,9,8,21,86,10,31,9:13:0,provence-alpes-c-te-d-azur,2011/01/11
alsace_2011/01/12,4,2,16,96,4.75,87,8:38:0,alsace,2011/01/12
aquitaine_2011/01/12,12,10,11,100,0.75,95,9:5:0,aquitaine,2011/01/12
ardeche_2011/01/12,8,3,12,94,7.75,41,9:6:0,ardeche,2011/01/12
auvergne_2011/01/12,6,3,16,97,5.25,86,9:0:0,auvergne,2011/01/12
bourgogne_2011/01/12,6,3,19,98,5.25,96,8:48:0,bourgogne,2011/01/12
bretagne_2011/01/12,12,10,23,99,9,97,8:42:0,bretagne,2011/01/12
centre_2011/01/12,10,5,22,98,8,88,8:44:0,centre,2011/01/12
champagne-ardenne_2011/01/12,9,4,22,99,5,100,8:33:0,champagne-ardenne,2011/01/12
corse_2011/01/12,11,9,12,84,10,31,9:23:0,corse,2011/01/12
franche-comte_2011/01/12,5,3,18,97,7.75,94,8:49:0,franche-comte,2011/01/12
ile-de-re_2011/01/12,13,12,27,97,9,93,8:56:0,ile-de-re,2011/01/12
ile-de-france_2011/01/12,10,5,24,99,6.75,90,8:36:0,ile-de-france,2011/01/12
languedoc-roussillon_2011/01/12,13,7,22,85,10,29,9:12:0,languedoc-roussillon,2011/01/12
limousin_2011/01/12,9,5,15,100,5.25,100,8:59:0,limousin,2011/01/12
lorraine_2011/01/12,7,3,25,98,7.875,93,8:35:0,lorraine,2011/01/12
midi-pyrenees_2011/01/12,10,7,12,99,6.625,82,9:13:0,midi-pyrenees,2011/01/12
nord-pas-de-calais_2011/01/12,10,4,26,99,6,100,8:25:0,nord-pas-de-calais,2011/01/12
normandie_2011/01/12,11,9,31,97,8,88,8:34:0,normandie,2011/01/12
pays-de-la-loire_2011/01/12,12,11,23,99,9,93,8:49:0,pays-de-la-loire,2011/01/12
picardie_2011/01/12,10,5,29,98,6.75,84,8:27:0,picardie,2011/01/12
poitou-charentes_2011/01/12,13,12,27,97,9,93,8:56:0,poitou-charentes,2011/01/12
rh-ne-alpes_2011/01/12,7,4,6,95,5.5,79,8:58:0,rh-ne-alpes,2011/01/12
provence-alpes-c-te-d-azur_2011/01/12,11,7,25,83,10,19,9:16:0,provence-alpes-c-te-d-azur,2011/01/12
alsace_2011/01/13,10,9,22,98,8.625,97,8:40:0,alsace,2011/01/13
aquitaine_2011/01/13,15,11,8,97,2.5,85,9:7:0,aquitaine,2011/01/13
ardeche_2011/01/13,13,6,11,99,4.25,47,9:8:0,ardeche,2011/01/13
auvergne_2011/01/13,11,6,13,96,5.75,58,9:1:0,auvergne,2011/01/13
bourgogne_2011/01/13,11,9,23,98,9.875,92,8:50:0,bourgogne,2011/01/13
bretagne_2011/01/13,13,11,26,98,10,85,8:44:0,bretagne,2011/01/13
centre_2011/01/13,12,11,23,97,8,91,8:46:0,centre,2011/01/13
champagne-ardenne_2011/01/13,12,10,24,98,8.875,100,8:35:0,champagne-ardenne,2011/01/13
corse_2011/01/13,12,10,12,83,10,15,9:24:0,corse,2011/01/13
franche-comte_2011/01/13,10,8,27,98,8.875,84,8:51:0,franche-comte,2011/01/13
ile-de-re_2011/01/13,13,11,27,97,10,60,8:58:0,ile-de-re,2011/01/13
ile-de-france_2011/01/13,13,11,25,98,9,89,8:39:0,ile-de-france,2011/01/13
languedoc-roussillon_2011/01/13,15,12,19,89,10,22,9:14:0,languedoc-roussillon,2011/01/13
limousin_2011/01/13,11,9,18,100,3.75,99,9:1:0,limousin,2011/01/13
lorraine_2011/01/13,11,10,30,100,8.625,100,8:36:0,lorraine,2011/01/13
midi-pyrenees_2011/01/13,14,9,6,95,4.25,64,9:16:0,midi-pyrenees,2011/01/13
nord-pas-de-calais_2011/01/13,12,11,28,98,7.625,100,8:27:0,nord-pas-de-calais,2011/01/13
normandie_2011/01/13,12,11,30,96,10,82,8:36:0,normandie,2011/01/13
pays-de-la-loire_2011/01/13,13,11,28,98,10,81,8:50:0,pays-de-la-loire,2011/01/13
